year,pgisced97,quintil_oecd,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.71563,258,346,0.66803,0.76324
1989,Primary Level,1st Quintile,"Dropout, No School Degree",0.70467,161,217,0.64383,0.76551
1989,Primary Level,1st Quintile,No School Attended,0.16650,56,217,0.11682,0.21618
1989,Primary Level,2nd Quintile,"Dropout, No School Degree",0.70576,120,160,0.63493,0.77659
1989,Primary Level,2nd Quintile,No School Attended,0.18868,40,160,0.12787,0.24950
1989,Primary Level,3rd Quintile,"Dropout, No School Degree",0.78921,94,94,0.70632,0.87211
1989,Primary Level,4th Quintile,"Dropout, No School Degree",0.61969,67,67,0.50257,0.73681
1989,Primary Level,5th Quintile,"Dropout, No School Degree",0.97635,37,37,0.92670,1.02599
1989,Lower Secondary Level,1st Quintile,Secondary School Degree,0.83567,480,737,0.80890,0.86245
1989,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.10054,77,737,0.07881,0.12226
1989,Lower Secondary Level,1st Quintile,Other Degree,0.06379,180,737,0.04613,0.08144
1989,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.79298,406,641,0.76159,0.82437
1989,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.14284,84,641,0.11573,0.16995
1989,Lower Secondary Level,2nd Quintile,Other Degree,0.06418,151,641,0.04520,0.08317
1989,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.82162,334,485,0.78751,0.85572
1989,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.14282,68,485,0.11165,0.17400
1989,Lower Secondary Level,3rd Quintile,Other Degree,0.03556,83,485,0.01906,0.05206
1989,Lower Secondary Level,4th Quintile,Secondary School Degree,0.73728,263,437,0.69597,0.77859
1989,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.21355,90,437,0.17508,0.25202
1989,Lower Secondary Level,4th Quintile,Other Degree,0.04917,84,437,0.02887,0.06946
1989,Lower Secondary Level,5th Quintile,Secondary School Degree,0.66538,167,240,0.60556,0.72520
1989,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.31233,73,240,0.25357,0.37108
1989,Upper Secondary Level,1st Quintile,Secondary School Degree,0.72323,435,684,0.68967,0.75678
1989,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.13165,92,684,0.10629,0.15701
1989,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.09224,57,684,0.07054,0.11394
1989,Upper Secondary Level,1st Quintile,Other Degree,0.03946,100,684,0.02486,0.05406
1989,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.70929,581,871,0.67911,0.73946
1989,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.21042,164,871,0.18334,0.23751
1989,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.03673,38,871,0.02423,0.04923
1989,Upper Secondary Level,2nd Quintile,Other Degree,0.02720,88,871,0.01639,0.03800
1989,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.69710,627,953,0.66791,0.72629
1989,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.22406,204,953,0.19758,0.25055
1989,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.05086,53,953,0.03690,0.06481
1989,Upper Secondary Level,3rd Quintile,Other Degree,0.01519,69,953,0.00742,0.02296
1989,Upper Secondary Level,4th Quintile,Secondary School Degree,0.63712,653,1070,0.60830,0.66595
1989,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.29558,295,1070,0.26822,0.32293
1989,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.04654,55,1070,0.03391,0.05917
1989,Upper Secondary Level,4th Quintile,Other Degree,0.01439,67,1070,0.00725,0.02153
1989,Upper Secondary Level,5th Quintile,Secondary School Degree,0.52249,458,889,0.48963,0.55534
1989,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.40509,343,889,0.37280,0.43738
1989,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.04735,49,889,0.03338,0.06132
1989,Upper Secondary Level,5th Quintile,Other Degree,0.01248,39,889,0.00518,0.01978
1989,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.56833,31,31,0.39109,0.74558
1989,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.74596,49,49,0.62281,0.86911
1989,First Stage of Tertiary Education,1st Quintile,Secondary School Degree,0.64889,32,32,0.48087,0.81692
1989,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.48188,33,64,0.35849,0.60527
1989,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.44767,31,64,0.32488,0.57046
1989,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.47259,51,82,0.36387,0.58132
1989,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.26729,31,82,0.17092,0.36367
1989,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.46564,52,87,0.36022,0.57107
1989,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.27440,35,87,0.18009,0.36871
1989,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.38197,62,117,0.29355,0.47039
1989,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.31456,55,117,0.23006,0.39906
1989,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.66745,64,64,0.55111,0.78379
1989,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.70440,90,90,0.60960,0.79921
1989,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.09120,33,352,0.06108,0.12132
1989,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.16522,53,352,0.12637,0.20408
1989,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.72892,266,352,0.68241,0.77542
1990,Primary Level,1st Quintile,"Dropout, No School Degree",0.69470,166,225,0.63439,0.75501
1990,Primary Level,1st Quintile,No School Attended,0.17652,59,225,0.12659,0.22645
1990,Primary Level,2nd Quintile,"Dropout, No School Degree",0.67015,111,147,0.59389,0.74642
1990,Primary Level,2nd Quintile,No School Attended,0.21174,36,147,0.14547,0.27801
1990,Primary Level,3rd Quintile,"Dropout, No School Degree",0.74427,88,88,0.65259,0.83594
1990,Primary Level,4th Quintile,"Dropout, No School Degree",0.67206,64,64,0.55613,0.78799
1990,Primary Level,5th Quintile,"Dropout, No School Degree",0.86338,31,31,0.74048,0.98628
1990,Lower Secondary Level,1st Quintile,Secondary School Degree,0.83425,481,730,0.80726,0.86125
1990,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.08894,59,730,0.06828,0.10961
1990,Lower Secondary Level,1st Quintile,Other Degree,0.07680,190,730,0.05747,0.09613
1990,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.79398,374,577,0.76095,0.82701
1990,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.15516,87,577,0.12560,0.18473
1990,Lower Secondary Level,2nd Quintile,Other Degree,0.05086,116,577,0.03291,0.06880
1990,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.79181,327,503,0.75630,0.82733
1990,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.14981,69,503,0.11859,0.18103
1990,Lower Secondary Level,3rd Quintile,Other Degree,0.05838,107,503,0.03787,0.07889
1990,Lower Secondary Level,4th Quintile,Secondary School Degree,0.73180,270,432,0.68998,0.77363
1990,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.21908,82,432,0.18003,0.25813
1990,Lower Secondary Level,4th Quintile,Other Degree,0.04912,80,432,0.02872,0.06953
1990,Lower Secondary Level,5th Quintile,Secondary School Degree,0.63459,132,225,0.57153,0.69765
1990,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.33240,61,225,0.27071,0.39409
1990,Lower Secondary Level,5th Quintile,Other Degree,0.03301,32,225,0.00961,0.05641
1990,Upper Secondary Level,1st Quintile,Secondary School Degree,0.74511,449,678,0.71228,0.77794
1990,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.13563,82,678,0.10984,0.16143
1990,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.06434,48,678,0.04586,0.08283
1990,Upper Secondary Level,1st Quintile,Other Degree,0.04262,99,678,0.02740,0.05783
1990,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.69221,571,864,0.66141,0.72300
1990,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.22043,181,864,0.19277,0.24808
1990,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.05411,44,864,0.03901,0.06920
1990,Upper Secondary Level,2nd Quintile,Other Degree,0.02278,68,864,0.01283,0.03274
1990,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.68672,595,933,0.65695,0.71650
1990,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.22464,196,933,0.19785,0.25144
1990,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.05388,50,933,0.03938,0.06837
1990,Upper Secondary Level,3rd Quintile,Other Degree,0.02550,92,933,0.01538,0.03562
1990,Upper Secondary Level,4th Quintile,Secondary School Degree,0.63095,630,1027,0.60142,0.66048
1990,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.28911,285,1027,0.26137,0.31685
1990,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.05507,58,1027,0.04111,0.06903
1990,Upper Secondary Level,4th Quintile,Other Degree,0.01232,54,1027,0.00557,0.01907
1990,Upper Secondary Level,5th Quintile,Secondary School Degree,0.51388,449,888,0.48098,0.54677
1990,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.41890,362,888,0.38643,0.45137
1990,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.04377,44,888,0.03031,0.05723
1990,Upper Secondary Level,5th Quintile,Other Degree,0.01019,33,888,0.00358,0.01679
1990,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.64326,31,31,0.47184,0.81468
1990,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.67567,46,46,0.53889,0.81244
1990,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.43704,33,66,0.31645,0.55762
1990,First Stage of Tertiary Education,2nd Quintile,Intermediate School Degree,0.42262,33,66,0.30253,0.54271
1990,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.46497,47,78,0.35357,0.57638
1990,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.29793,31,78,0.19577,0.40008
1990,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.48413,49,84,0.37662,0.59165
1990,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.27816,35,84,0.18175,0.37456
1990,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.38446,66,118,0.29631,0.47261
1990,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.29073,52,118,0.20844,0.37301
1990,Second Stage of Tertiary Education,2nd Quintile,Upper Secondary Degree,0.61917,36,36,0.45830,0.78005
1990,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.68408,62,62,0.56741,0.80074
1990,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.68056,100,100,0.58871,0.77240
1990,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.18040,58,314,0.13780,0.22299
1990,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.71855,256,314,0.66873,0.76837
1991,Primary Level,1st Quintile,"Dropout, No School Degree",0.72958,159,217,0.67034,0.78881
1991,Primary Level,1st Quintile,No School Attended,0.17496,58,217,0.12429,0.22563
1991,Primary Level,2nd Quintile,"Dropout, No School Degree",0.62914,115,156,0.55310,0.70519
1991,Primary Level,2nd Quintile,No School Attended,0.23438,41,156,0.16769,0.30107
1991,Primary Level,3rd Quintile,"Dropout, No School Degree",0.80785,98,98,0.72944,0.88626
1991,Primary Level,4th Quintile,"Dropout, No School Degree",0.77421,62,62,0.66928,0.87913
1991,Lower Secondary Level,1st Quintile,Secondary School Degree,0.83801,476,709,0.81087,0.86515
1991,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.08716,68,709,0.06638,0.10794
1991,Lower Secondary Level,1st Quintile,Other Degree,0.07483,165,709,0.05545,0.09422
1991,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.78433,362,565,0.75039,0.81828
1991,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.14578,77,565,0.11666,0.17491
1991,Lower Secondary Level,2nd Quintile,Other Degree,0.06988,126,565,0.04884,0.09093
1991,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.74386,289,468,0.70427,0.78345
1991,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.19525,79,468,0.15930,0.23121
1991,Lower Secondary Level,3rd Quintile,Other Degree,0.06089,100,468,0.03920,0.08258
1991,Lower Secondary Level,4th Quintile,Secondary School Degree,0.70441,261,433,0.66138,0.74744
1991,Lower Secondary Level,4th Quintile,Intermediate School Degree,0.23008,79,433,0.19039,0.26977
1991,Lower Secondary Level,4th Quintile,Other Degree,0.06552,93,433,0.04218,0.08885
1991,Lower Secondary Level,5th Quintile,Secondary School Degree,0.69920,137,197,0.63499,0.76340
1991,Lower Secondary Level,5th Quintile,Intermediate School Degree,0.27568,60,197,0.21312,0.33824
1991,Upper Secondary Level,1st Quintile,Secondary School Degree,0.71388,417,638,0.67879,0.74898
1991,Upper Secondary Level,1st Quintile,Intermediate School Degree,0.16790,96,638,0.13887,0.19693
1991,Upper Secondary Level,1st Quintile,Upper Secondary Degree,0.06584,42,638,0.04658,0.08510
1991,Upper Secondary Level,1st Quintile,Other Degree,0.03865,83,638,0.02368,0.05362
1991,Upper Secondary Level,2nd Quintile,Secondary School Degree,0.69443,555,858,0.66359,0.72527
1991,Upper Secondary Level,2nd Quintile,Intermediate School Degree,0.22071,181,858,0.19295,0.24848
1991,Upper Secondary Level,2nd Quintile,Upper Secondary Degree,0.04463,47,858,0.03081,0.05846
1991,Upper Secondary Level,2nd Quintile,Other Degree,0.02302,75,858,0.01298,0.03306
1991,Upper Secondary Level,3rd Quintile,Secondary School Degree,0.65629,616,969,0.62636,0.68621
1991,Upper Secondary Level,3rd Quintile,Intermediate School Degree,0.24000,209,969,0.21310,0.26691
1991,Upper Secondary Level,3rd Quintile,Upper Secondary Degree,0.05443,51,969,0.04014,0.06872
1991,Upper Secondary Level,3rd Quintile,Other Degree,0.03037,93,969,0.01956,0.04118
1991,Upper Secondary Level,4th Quintile,Secondary School Degree,0.63157,608,1001,0.60167,0.66147
1991,Upper Secondary Level,4th Quintile,Intermediate School Degree,0.29288,280,1001,0.26467,0.32108
1991,Upper Secondary Level,4th Quintile,Upper Secondary Degree,0.04775,55,1001,0.03453,0.06097
1991,Upper Secondary Level,4th Quintile,Other Degree,0.01562,58,1001,0.00793,0.02330
1991,Upper Secondary Level,5th Quintile,Secondary School Degree,0.53524,477,905,0.50273,0.56775
1991,Upper Secondary Level,5th Quintile,Intermediate School Degree,0.39490,343,905,0.36303,0.42676
1991,Upper Secondary Level,5th Quintile,Upper Secondary Degree,0.04564,46,905,0.03203,0.05924
1991,Upper Secondary Level,5th Quintile,Other Degree,0.01516,39,905,0.00720,0.02313
1991,Post-secondary Non-tertiary Level,4th Quintile,Upper Secondary Degree,0.63227,31,31,0.45973,0.80482
1991,Post-secondary Non-tertiary Level,5th Quintile,Upper Secondary Degree,0.68078,51,51,0.55156,0.80999
1991,First Stage of Tertiary Education,2nd Quintile,Secondary School Degree,0.49961,38,38,0.33850,0.66073
1991,First Stage of Tertiary Education,3rd Quintile,Secondary School Degree,0.47126,43,77,0.35903,0.58349
1991,First Stage of Tertiary Education,3rd Quintile,Intermediate School Degree,0.35064,34,77,0.24336,0.45792
1991,First Stage of Tertiary Education,4th Quintile,Secondary School Degree,0.42813,52,88,0.32416,0.53211
1991,First Stage of Tertiary Education,4th Quintile,Intermediate School Degree,0.27209,36,88,0.17857,0.36560
1991,First Stage of Tertiary Education,5th Quintile,Secondary School Degree,0.38429,64,119,0.29652,0.47206
1991,First Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.31536,55,119,0.23152,0.39920
1991,Second Stage of Tertiary Education,3rd Quintile,Upper Secondary Degree,0.65097,58,58,0.52722,0.77472
1991,Second Stage of Tertiary Education,4th Quintile,Upper Secondary Degree,0.73960,112,112,0.65796,0.82125
1991,Second Stage of Tertiary Education,5th Quintile,Intermediate School Degree,0.08914,31,343,0.05894,0.11934
1991,Second Stage of Tertiary Education,5th Quintile,Technical School Degree,0.16874,55,343,0.12904,0.20843
1991,Second Stage of Tertiary Education,5th Quintile,Upper Secondary Degree,0.72788,257,343,0.68071,0.77505
1992,Primary Level,1st Quintile,"Dropout, No School Degree",0.71224,117,152,0.64003,0.78445
1992,Primary Level,1st Quintile,No School Attended,0.13668,35,152,0.08189,0.19147
1992,Primary Level,2nd Quintile,"Dropout, No School Degree",0.81122,116,151,0.74859,0.87385
1992,Primary Level,2nd Quintile,No School Attended,0.17201,35,151,0.11161,0.23240
1992,Primary Level,3rd Quintile,"Dropout, No School Degree",0.66957,117,117,0.58397,0.75516
1992,Primary Level,4th Quintile,"Dropout, No School Degree",0.77513,94,94,0.69028,0.85998
1992,Primary Level,5th Quintile,"Dropout, No School Degree",0.79686,32,32,0.65523,0.93849
1992,Lower Secondary Level,1st Quintile,Secondary School Degree,0.79963,490,732,0.77061,0.82864
1992,Lower Secondary Level,1st Quintile,Intermediate School Degree,0.13146,120,732,0.10697,0.15596
1992,Lower Secondary Level,1st Quintile,Other Degree,0.06891,122,732,0.05055,0.08727
1992,Lower Secondary Level,2nd Quintile,Secondary School Degree,0.77043,411,662,0.73836,0.80249
1992,Lower Secondary Level,2nd Quintile,Intermediate School Degree,0.15216,119,662,0.12478,0.17954
1992,Lower Secondary Level,2nd Quintile,Other Degree,0.07742,132,662,0.05704,0.09779
1992,Lower Secondary Level,3rd Quintile,Secondary School Degree,0.76887,330,545,0.73345,0.80430
1992,Lower Secondary Level,3rd Quintile,Intermediate School Degree,0.17543,108,545,0.14347,0.20739
1992,Lower Secondary Level,3rd Quintile,Other Degree,0.05569,107,545,0.03642,0.07497
