"pgpsbil","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Abitur","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","215","0.0568836509944884","0.0490566305940507","0.064710671394926"
"Anderer Abschluss","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","692","0.0793412171884876","0.0719381466035974","0.0867442877733777"
"Anderer Abschluss","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1998","66 und älter","Westdeutschland, alte Bundeslaender","57","0.021639823332064","0.0138258447332428","0.0294538019308853"
"Anderer Abschluss","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","64","0.0133809716111393","0.00949822842956101","0.0172637147927175"
"Ohne Abschluss verlassen","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","279","0.0300342085967715","0.0253590169762067","0.0347094002173364"
"Ohne Abschluss verlassen","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1998","66 und älter","Westdeutschland, alte Bundeslaender","38","0.0143029216333913","0.00792645498022853","0.0206793882865541"
"Ohne Abschluss verlassen","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","226","0.0728031424173917","0.0640234129184021","0.0815828719163814"
"Noch kein Abschluss","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","106","0.0725602046551678","0.0574683618409082","0.0876520474694273"
"Noch kein Abschluss","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1998","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1998","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1998","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","62","0.00574561751899032","0.00367533209952097","0.00781590293845967"
"Keine Schule besucht","1998","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1998","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1998","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1029","0.28299825744523","0.267395929090555","0.298600585799905"
"Hauptschulabschluss","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","126","0.118117815388103","0.0991567167935098","0.137078913982697"
"Hauptschulabschluss","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2310","0.500727976508454","0.486982570254959","0.514473382761949"
"Hauptschulabschluss","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","752","0.388676874996786","0.367961437513558","0.409392312480014"
"Hauptschulabschluss","1999","66 und älter","Westdeutschland, alte Bundeslaender","932","0.702803970248984","0.678232892544714","0.727375047953255"
"Hauptschulabschluss","1999","66 und älter","Ostdeutschland, neue Bundeslaender","380","0.7825850401973","0.746099748093836","0.819070332300764"
"Realschulabschluss","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","941","0.29948206478269","0.283617342791777","0.315346786773603"
"Realschulabschluss","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","656","0.622809023190092","0.594334359439909","0.651283686940276"
"Realschulabschluss","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1003","0.207613288898688","0.196463049238352","0.218763528559024"
"Realschulabschluss","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1032","0.457114486887021","0.435943994209372","0.478284979564671"
"Realschulabschluss","1999","66 und älter","Westdeutschland, alte Bundeslaender","168","0.152758750044005","0.133417159073965","0.172100341014045"
"Realschulabschluss","1999","66 und älter","Ostdeutschland, neue Bundeslaender","65","0.129685693785115","0.0999696191070886","0.159401768463141"
"Fachhochschulreife","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","160","0.0567849662113754","0.0487689336944866","0.0648009987282642"
"Fachhochschulreife","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","181","0.0411923242440125","0.0357289376090146","0.0466557108790103"
"Fachhochschulreife","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Fachhochschulreife","1999","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Fachhochschulreife","1999","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","607","0.222335051810182","0.207932559321543","0.236737544298821"
"Abitur","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","199","0.153388996940292","0.132218084945248","0.174559908935337"
"Abitur","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","611","0.134788733747487","0.12540067246594","0.144176795029033"
"Abitur","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","316","0.141909670211476","0.127079817238966","0.156739523183986"
"Abitur","1999","66 und älter","Westdeutschland, alte Bundeslaender","86","0.0744047819770806","0.0602957708530188","0.0885137931011423"
"Abitur","1999","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","179","0.048350573256242","0.0409207798793333","0.0557803666331506"
"Anderer Abschluss","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","657","0.0814850420408881","0.0739641370965891","0.0890059469851871"
"Anderer Abschluss","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","1999","66 und älter","Westdeutschland, alte Bundeslaender","58","0.0239434897651693","0.0157245309093138","0.0321624486210247"
"Anderer Abschluss","1999","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","63","0.0147418433038551","0.0105674982810755","0.0189161883266346"
"Ohne Abschluss verlassen","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","262","0.0290489448250183","0.0244320297504788","0.0336658598995578"
"Ohne Abschluss verlassen","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","1999","66 und älter","Westdeutschland, alte Bundeslaender","46","0.0186041929096845","0.0113395693186265","0.0258688165007425"
"Ohne Abschluss verlassen","1999","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","216","0.0736321756265447","0.0645860424984107","0.0826783087546786"
"Noch kein Abschluss","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","103","0.0781294254506134","0.0623626529735648","0.0938961979276621"
"Noch kein Abschluss","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","1999","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","1999","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1999","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1999","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1999","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","57","0.00472665952468486","0.00284111678207173","0.006612202267298"
"Keine Schule besucht","1999","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","1999","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","1999","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1564","0.273967190881972","0.262134091395458","0.285800290368485"
"Hauptschulabschluss","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","159","0.0979698298324625","0.0837547219894081","0.112184937675517"
"Hauptschulabschluss","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4668","0.470352128673641","0.46063827716255","0.480065980184732"
"Hauptschulabschluss","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1066","0.344438502699601","0.328245480690805","0.360631524708396"
"Hauptschulabschluss","2000","66 und älter","Westdeutschland, alte Bundeslaender","1865","0.672713117533276","0.655150323282295","0.690275911784257"
"Hauptschulabschluss","2000","66 und älter","Ostdeutschland, neue Bundeslaender","670","0.763169189914652","0.73512794736244","0.791210432466864"
"Realschulabschluss","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1669","0.300933072989039","0.288763777063462","0.313102368914616"
"Realschulabschluss","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","958","0.59487722319068","0.571402501560897","0.618351944820462"
"Realschulabschluss","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2246","0.221702752522637","0.213618412382436","0.229787092662838"
"Realschulabschluss","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1638","0.478068748396888","0.461046490392718","0.495091006401058"
"Realschulabschluss","2000","66 und älter","Westdeutschland, alte Bundeslaender","396","0.159927686040081","0.14620830467494","0.173647067405223"
"Realschulabschluss","2000","66 und älter","Ostdeutschland, neue Bundeslaender","93","0.108463839570526","0.0879531761607268","0.128974502980325"
"Fachhochschulreife","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","326","0.0625193086879585","0.0560959915712353","0.0689426258046817"
"Fachhochschulreife","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","34","0.0210626537683862","0.0141962799572631","0.0279290275795093"
"Fachhochschulreife","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","520","0.0560553091347283","0.0515785066075163","0.0605321116619403"
"Fachhochschulreife","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","53","0.0182102365384516","0.0136537259490534","0.0227667471278497"
"Fachhochschulreife","2000","66 und älter","Westdeutschland, alte Bundeslaender","77","0.028861376837697","0.0225950433786942","0.0351277102966998"
"Fachhochschulreife","2000","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Abitur","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1172","0.235182274862648","0.223929687852525","0.24643486187277"
"Abitur","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","349","0.183877610948328","0.165353578950429","0.202401642946227"
"Abitur","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1403","0.143414935886395","0.136593611100434","0.150236260672356"
"Abitur","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","522","0.151101375892241","0.138896665880397","0.163306085904086"
"Abitur","2000","66 und älter","Westdeutschland, alte Bundeslaender","211","0.0835769897793923","0.0732182786808164","0.0939357008779682"
"Abitur","2000","66 und älter","Ostdeutschland, neue Bundeslaender","69","0.0748929585725752","0.0575315792402122","0.0922543379049381"
"Anderer Abschluss","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","309","0.0552588928075989","0.0491967158437889","0.0613210697714088"
"Anderer Abschluss","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","31","0.017093891674375","0.0108956295170878","0.0232921538316622"
"Anderer Abschluss","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1032","0.0854756574880838","0.0800343264534509","0.0909169885227166"
"Anderer Abschluss","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Anderer Abschluss","2000","66 und älter","Westdeutschland, alte Bundeslaender","120","0.0318512751808459","0.0252784994080089","0.0384240509536829"
"Anderer Abschluss","2000","66 und älter","Ostdeutschland, neue Bundeslaender","31","0.0313170171136924","0.0198289022483895","0.0428051319789953"
"Ohne Abschluss verlassen","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","71","0.0131948124561717","0.0101672825840105","0.0162223423283329"
"Ohne Abschluss verlassen","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","255","0.0216851150586491","0.018850419103744","0.0245198110135542"
"Ohne Abschluss verlassen","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ohne Abschluss verlassen","2000","66 und älter","Westdeutschland, alte Bundeslaender","67","0.0217560995979021","0.0162956492893104","0.0272165499064939"
"Ohne Abschluss verlassen","2000","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","346","0.0589444473146122","0.0526955959464075","0.0651932986828168"
"Noch kein Abschluss","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","144","0.082189953292999","0.0690564913292032","0.0953234152567949"
"Noch kein Abschluss","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Noch kein Abschluss","2000","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Noch kein Abschluss","2000","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2000","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2000","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2000","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2000","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Keine Schule besucht","2000","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Keine Schule besucht","2000","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Hauptschulabschluss","2001","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1280","0.260210013221737","0.247674608613203","0.272745417830271"
"Hauptschulabschluss","2001","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","144","0.0988505617290589","0.083846312272496","0.113854811185622"
"Hauptschulabschluss","2001","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","4075","0.455741657872166","0.445576890517313","0.465906425227018"
"Hauptschulabschluss","2001","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","938","0.323255922995351","0.306711014079981","0.339800831910722"
