"pgisced97","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"general elemantary","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","189","0.0899944461984298","0.0783168307493844","0.101672061647475"
"general elemantary","1990","66 und älter","Westdeutschland, alte Bundeslaender","387","0.360232614409505","0.331332622464972","0.389132606354038"
"general elemantary","1990","66 und älter","Ostdeutschland, neue Bundeslaender","142","0.339250155446628","0.29486007470029","0.383640236192966"
"middle vocational","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1751","0.5345784003263","0.518160874952088","0.550995925700512"
"middle vocational","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","1046","0.63155541914535","0.60863829418856","0.654472544102139"
"middle vocational","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2310","0.547971949691982","0.533824428309835","0.56211947107413"
"middle vocational","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1285","0.557268507058869","0.536999767051095","0.577537247066643"
"middle vocational","1990","66 und älter","Westdeutschland, alte Bundeslaender","500","0.496938423810881","0.46683908046218","0.527037767159582"
"middle vocational","1990","66 und älter","Ostdeutschland, neue Bundeslaender","213","0.483470744639037","0.436617471646632","0.530324017631442"
"vocational + Abi","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","166","0.0562560633512594","0.0486722003052152","0.0638399263973037"
"vocational + Abi","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","56","0.0334058716239262","0.0248689401884649","0.0419428030593876"
"vocational + Abi","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","106","0.0176490758289484","0.0139061362553349","0.021392015402562"
"vocational + Abi","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","165","0.0545081086155001","0.0470360858565661","0.0619801313744341"
"higher vocational","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","52","0.0280695102222941","0.0202225159844832","0.0359165044601049"
"higher vocational","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","279","0.0740523926181125","0.0666088229627438","0.0814959622734812"
"higher vocational","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","175","0.0764124006770356","0.0655720018013784","0.0872527995526927"
"higher vocational","1990","66 und älter","Westdeutschland, alte Bundeslaender","70","0.06347072833537","0.048793549790922","0.0781479068798179"
"higher vocational","1990","66 und älter","Ostdeutschland, neue Bundeslaender","32","0.0803959568391839","0.05490272399","0.105889189688368"
"higher education","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","200","0.0694548959767434","0.0610873352628862","0.0778224566906006"
"higher education","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","321","0.177473934771841","0.159322521836596","0.195625347707087"
"higher education","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","439","0.10918642919978","0.100321071847843","0.118051786551718"
"higher education","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","629","0.263281829196922","0.245310283649672","0.281253374744172"
"higher education","1990","66 und älter","Westdeutschland, alte Bundeslaender","62","0.0535483026427819","0.0399958705377744","0.0671007347477895"
"higher education","1990","66 und älter","Ostdeutschland, neue Bundeslaender","47","0.0896472634639839","0.0628629362437002","0.116431590684268"
"in school","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","150","0.0436490035859654","0.0369109638471987","0.0503870433247322"
"in school","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","158","0.028656959247611","0.0231547245266317","0.0341591939685902"
"inadequately","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","32","0.0193996131923724","0.0124475331951702","0.0263516931895746"
"inadequately","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","446","0.0290059359282536","0.0242237842569291","0.0337880875995782"
"inadequately","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","909","0.204242770557626","0.190947371211047","0.217538169904205"
"general elemantary","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","171","0.0997418147911751","0.0846377316438613","0.114845897938489"
"general elemantary","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1133","0.215536390633767","0.203819339617438","0.227253441650096"
"general elemantary","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","166","0.08214415617013","0.0707425490266921","0.0935457633135679"
"general elemantary","1991","66 und älter","Westdeutschland, alte Bundeslaender","383","0.357203350717714","0.328545704661228","0.385860996774201"
"general elemantary","1991","66 und älter","Ostdeutschland, neue Bundeslaender","124","0.322202590489249","0.276745719229735","0.367659461748763"
"middle vocational","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1767","0.531726671875049","0.515270391529998","0.548182952220099"
"middle vocational","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","932","0.643722195494727","0.619583387456837","0.667861003532618"
"middle vocational","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2300","0.54125812898071","0.527059120331167","0.555457137630254"
"middle vocational","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1227","0.556199474427223","0.535569452434779","0.576829496419667"
"middle vocational","1991","66 und älter","Westdeutschland, alte Bundeslaender","513","0.497135096700982","0.467232505373406","0.527037688028558"
"middle vocational","1991","66 und älter","Ostdeutschland, neue Bundeslaender","207","0.51065659368319","0.462031951710569","0.55928123565581"
"vocational + Abi","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","179","0.0613259166517921","0.0534133536428807","0.0692384796607034"
"vocational + Abi","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","46","0.0316843234513352","0.0228554987071668","0.0405131481955036"
"vocational + Abi","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","109","0.0179692157367725","0.0141839294671667","0.0217545020063782"
"vocational + Abi","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1991","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","165","0.0543216123004324","0.0468468772834958","0.0617963473173691"
"higher vocational","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","46","0.0289945741730992","0.0205370861542129","0.0374520621919854"
"higher vocational","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","285","0.0773948089663602","0.0697804125997969","0.0850092053329235"
"higher vocational","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","169","0.0763479772791834","0.0653213306140358","0.087374623944331"
"higher vocational","1991","66 und älter","Westdeutschland, alte Bundeslaender","70","0.0632193414516341","0.0486650893996951","0.0777735935035731"
"higher vocational","1991","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1991","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","204","0.0760770657815243","0.0673336225563755","0.0848205090066732"
"higher education","1991","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","273","0.169989296674724","0.151056061459049","0.188922531890399"
"higher education","1991","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","458","0.118835519754136","0.109614621218108","0.128056418290165"
"higher education","1991","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","636","0.271567514459567","0.253099336139146","0.290035692779988"
"higher education","1991","66 und älter","Westdeutschland, alte Bundeslaender","64","0.0579184109502083","0.0439483427071113","0.0718884791933053"
"higher education","1991","66 und älter","Ostdeutschland, neue Bundeslaender","49","0.0976343185323288","0.068762269348147","0.126506367716511"
"in school","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","146","0.0418436578479009","0.0351939224540119","0.0484933932417899"
"in school","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","45","0.0255026846025839","0.0172062186747053","0.0337991505304626"
"in school","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"in school","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"in school","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"in school","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","154","0.0280474538018385","0.0225641715043769","0.0335307360993"
"inadequately","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","432","0.0307962976114115","0.0258417963468854","0.0357507988759376"
"inadequately","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"inadequately","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"inadequately","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"general elemantary","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","886","0.204578151377077","0.191181392623764","0.217974910130389"
"general elemantary","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","192","0.118320301404134","0.101322415311558","0.135318187496709"
"general elemantary","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1093","0.208123496073762","0.196481366134444","0.219765626013081"
"general elemantary","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","149","0.0755994639803661","0.0645201428113748","0.0866787851493575"
"general elemantary","1992","66 und älter","Westdeutschland, alte Bundeslaender","374","0.345432483631324","0.317020551570155","0.373844415692493"
"general elemantary","1992","66 und älter","Ostdeutschland, neue Bundeslaender","117","0.305805889419128","0.260596876157712","0.351014902680544"
"middle vocational","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1731","0.526747872630217","0.510166555087822","0.543329190172613"
"middle vocational","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","816","0.614668834317584","0.589056596519357","0.640281072115811"
"middle vocational","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2275","0.540858616222048","0.526567759893704","0.555149472550393"
"middle vocational","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1199","0.548616298729583","0.527760300125424","0.569472297333741"
"middle vocational","1992","66 und älter","Westdeutschland, alte Bundeslaender","520","0.507294467613533","0.477422368759189","0.537166566467877"
"middle vocational","1992","66 und älter","Ostdeutschland, neue Bundeslaender","210","0.52586124326207","0.47686644729984","0.574856039224299"
"vocational + Abi","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","183","0.0600627556338414","0.0521719125021707","0.0679535987655122"
"vocational + Abi","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","42","0.0318946820508579","0.0226470551010894","0.0411423090006263"
"vocational + Abi","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","113","0.0206147039752978","0.0165398833241668","0.0246895246264287"
"vocational + Abi","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"vocational + Abi","1992","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"vocational + Abi","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher vocational","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","175","0.061968468921952","0.0539615495492312","0.0699753882946728"
"higher vocational","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","40","0.032729044929546","0.0233652778943157","0.0420928119647763"
"higher vocational","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","291","0.0781813578882041","0.070482655959927","0.0858800598164812"
"higher vocational","1992","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","171","0.084351305809602","0.0727037702567818","0.0959988413624223"
"higher vocational","1992","66 und älter","Westdeutschland, alte Bundeslaender","70","0.0650420760828052","0.0503075834405141","0.0797765687250963"
"higher vocational","1992","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"higher education","1992","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","208","0.0767516397871733","0.0679111880463934","0.0855920915279531"
"higher education","1992","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","238","0.168027389667432","0.148350592209041","0.187704187125823"
"higher education","1992","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","467","0.121425528229276","0.112058810168272","0.130792246290279"
