year,bula_h,pgisced97,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,North Rhine-Westphalia,Lower Secondary Level,Germany,0.86482,410,605,0.83755,0.89209
1989,North Rhine-Westphalia,Lower Secondary Level,Southern Europe,0.03416,91,605,0.01967,0.04865
1989,North Rhine-Westphalia,Lower Secondary Level,Western Asia,0.04737,104,605,0.03043,0.06431
1989,North Rhine-Westphalia,Upper Secondary Level,Germany,0.92200,1048,1189,0.90675,0.93725
1989,North Rhine-Westphalia,Upper Secondary Level,Southern Europe,0.01287,77,1189,0.00646,0.01928
1989,North Rhine-Westphalia,Upper Secondary Level,Western Asia,0.01168,64,1189,0.00557,0.01778
1989,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Germany,0.92556,60,60,0.85858,0.99254
1989,North Rhine-Westphalia,First Stage of Tertiary Education,Germany,0.88121,119,119,0.82284,0.93959
1989,North Rhine-Westphalia,Second Stage of Tertiary Education,Germany,0.92997,183,183,0.89289,0.96704
1989,Hesse,Primary Level,Southern Europe,0.27144,35,35,0.12196,0.42092
1989,Hesse,Lower Secondary Level,Germany,0.78553,146,246,0.73414,0.83693
1989,Hesse,Lower Secondary Level,Southern Europe,0.05253,54,246,0.02460,0.08047
1989,Hesse,Lower Secondary Level,Western Asia,0.04004,46,246,0.01549,0.06458
1989,Hesse,Upper Secondary Level,Germany,0.88599,343,435,0.85609,0.91589
1989,Hesse,Upper Secondary Level,Southern Europe,0.02701,52,435,0.01176,0.04226
1989,Hesse,Upper Secondary Level,Western Asia,0.02060,40,435,0.00723,0.03396
1989,Hesse,First Stage of Tertiary Education,Germany,0.90482,37,37,0.80895,1.00068
1989,Hesse,Second Stage of Tertiary Education,Germany,0.86524,65,65,0.78158,0.94890
1989,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Germany,0.95026,184,184,0.91876,0.98176
1989,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Germany,0.95032,302,302,0.92578,0.97487
1989,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Germany,0.92875,34,34,0.84098,1.01652
1989,Baden-Wuerttemberg,Primary Level,Southern Europe,0.37841,107,163,0.30372,0.45309
1989,Baden-Wuerttemberg,Primary Level,Western Asia,0.22573,56,163,0.16135,0.29010
1989,Baden-Wuerttemberg,Lower Secondary Level,Germany,0.80519,307,497,0.77033,0.84004
1989,Baden-Wuerttemberg,Lower Secondary Level,Southern Europe,0.04362,118,497,0.02565,0.06160
1989,Baden-Wuerttemberg,Lower Secondary Level,Western Asia,0.03875,72,497,0.02177,0.05574
1989,Baden-Wuerttemberg,Upper Secondary Level,Germany,0.87350,568,712,0.84906,0.89793
1989,Baden-Wuerttemberg,Upper Secondary Level,Southern Europe,0.02848,100,712,0.01626,0.04071
1989,Baden-Wuerttemberg,Upper Secondary Level,Western Asia,0.01377,44,712,0.00520,0.02234
1989,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Germany,0.81327,31,31,0.67382,0.95272
1989,Baden-Wuerttemberg,First Stage of Tertiary Education,Germany,0.94662,87,87,0.89911,0.99413
1989,Baden-Wuerttemberg,Second Stage of Tertiary Education,Germany,0.88977,81,81,0.82114,0.95840
1989,Bavaria,Pre-primary Level,Germany,0.97480,34,34,0.92133,1.02828
1989,Bavaria,Primary Level,Southern Europe,0.30674,31,31,0.14173,0.47176
1989,Bavaria,Lower Secondary Level,Germany,0.85708,277,391,0.82234,0.89182
1989,Bavaria,Lower Secondary Level,Southern Europe,0.04098,70,391,0.02130,0.06066
1989,Bavaria,Lower Secondary Level,Western Asia,0.03346,44,391,0.01561,0.05131
1989,Bavaria,Upper Secondary Level,Germany,0.92443,694,747,0.90546,0.94340
1989,Bavaria,Upper Secondary Level,Southern Europe,0.01183,53,747,0.00407,0.01958
1989,Bavaria,First Stage of Tertiary Education,Germany,0.95184,84,84,0.90577,0.99790
1989,Bavaria,Second Stage of Tertiary Education,Germany,0.90648,114,114,0.85280,0.96017
1989,Berlin,Lower Secondary Level,Germany,0.91596,57,57,0.84329,0.98863
1989,Berlin,Upper Secondary Level,Germany,0.91262,107,107,0.85887,0.96638
1989,Berlin,Second Stage of Tertiary Education,Germany,0.92667,32,32,0.83491,1.01844
1990,Schleswig-Holstein,Lower Secondary Level,Germany,0.92214,51,51,0.84787,0.99641
1990,Schleswig-Holstein,Upper Secondary Level,Germany,0.98488,151,151,0.96536,1.00441
1990,Hamburg,Upper Secondary Level,Germany,0.93664,75,75,0.88113,0.99214
1990,Lower Saxony,Lower Secondary Level,Germany,0.91672,198,198,0.87813,0.95530
1990,Lower Saxony,Upper Secondary Level,Germany,0.94736,446,446,0.92661,0.96811
1990,Lower Saxony,First Stage of Tertiary Education,Germany,0.90285,61,61,0.82791,0.97779
1990,Lower Saxony,Second Stage of Tertiary Education,Germany,0.93772,71,71,0.88110,0.99433
1990,Bremen,Upper Secondary Level,Germany,0.89318,46,46,0.80293,0.98343
1990,North Rhine-Westphalia,No answer / don't know,Germany,0.80167,34,34,0.66562,0.93772
1990,North Rhine-Westphalia,Pre-primary Level,Germany,0.92841,47,47,0.85391,1.00291
1990,North Rhine-Westphalia,Primary Level,Southern Europe,0.24457,80,153,0.17624,0.31290
1990,North Rhine-Westphalia,Primary Level,Western Asia,0.32556,73,153,0.25107,0.40006
1990,North Rhine-Westphalia,Lower Secondary Level,Germany,0.85148,395,587,0.82269,0.88028
1990,North Rhine-Westphalia,Lower Secondary Level,Southern Europe,0.03961,91,587,0.02382,0.05540
1990,North Rhine-Westphalia,Lower Secondary Level,Western Asia,0.05447,101,587,0.03609,0.07284
1990,North Rhine-Westphalia,Upper Secondary Level,Germany,0.91860,1023,1157,0.90284,0.93436
1990,North Rhine-Westphalia,Upper Secondary Level,Southern Europe,0.01357,72,1157,0.00690,0.02024
1990,North Rhine-Westphalia,Upper Secondary Level,Western Asia,0.01292,62,1157,0.00641,0.01942
1990,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Germany,0.90080,62,62,0.82579,0.97582
1990,North Rhine-Westphalia,First Stage of Tertiary Education,Germany,0.90420,120,120,0.85132,0.95708
1990,North Rhine-Westphalia,Second Stage of Tertiary Education,Germany,0.92952,179,179,0.89192,0.96712
1990,Hesse,Primary Level,Southern Europe,0.26094,33,33,0.10878,0.41309
1990,Hesse,Lower Secondary Level,Germany,0.77960,145,242,0.72726,0.83193
1990,Hesse,Lower Secondary Level,Southern Europe,0.05640,52,242,0.02727,0.08552
1990,Hesse,Lower Secondary Level,Western Asia,0.04005,45,242,0.01529,0.06481
1990,Hesse,Upper Secondary Level,Germany,0.88641,336,418,0.85595,0.91686
1990,Hesse,Upper Secondary Level,Southern Europe,0.02639,47,418,0.01101,0.04178
1990,Hesse,Upper Secondary Level,Western Asia,0.01995,35,418,0.00653,0.03338
1990,Hesse,First Stage of Tertiary Education,Germany,0.91480,36,36,0.82231,1.00729
1990,Hesse,Second Stage of Tertiary Education,Germany,0.85765,67,67,0.77336,0.94195
1990,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Germany,0.94045,177,177,0.90549,0.97541
1990,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Germany,0.93861,284,284,0.91065,0.96658
1990,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Germany,0.91049,37,37,0.81723,1.00374
1990,Baden-Wuerttemberg,Primary Level,Southern Europe,0.36603,102,152,0.28919,0.44287
1990,Baden-Wuerttemberg,Primary Level,Western Asia,0.19006,50,152,0.12748,0.25264
1990,Baden-Wuerttemberg,Lower Secondary Level,Germany,0.77330,279,467,0.73529,0.81132
1990,Baden-Wuerttemberg,Lower Secondary Level,Southern Europe,0.05171,114,467,0.03160,0.07181
1990,Baden-Wuerttemberg,Lower Secondary Level,Western Asia,0.04479,74,467,0.02601,0.06357
1990,Baden-Wuerttemberg,Upper Secondary Level,Germany,0.87317,582,726,0.84894,0.89739
1990,Baden-Wuerttemberg,Upper Secondary Level,Southern Europe,0.02955,100,726,0.01723,0.04188
1990,Baden-Wuerttemberg,Upper Secondary Level,Western Asia,0.01434,44,726,0.00568,0.02299
1990,Baden-Wuerttemberg,First Stage of Tertiary Education,Germany,0.93135,91,91,0.87911,0.98359
1990,Baden-Wuerttemberg,Second Stage of Tertiary Education,Germany,0.89344,81,81,0.82583,0.96106
1990,Bavaria,Primary Level,Southern Europe,0.31238,33,33,0.15180,0.47296
1990,Bavaria,Lower Secondary Level,Germany,0.85592,270,377,0.82043,0.89142
1990,Bavaria,Lower Secondary Level,Southern Europe,0.04364,69,377,0.02299,0.06429
1990,Bavaria,Lower Secondary Level,Western Asia,0.02983,38,377,0.01263,0.04702
1990,Bavaria,Upper Secondary Level,Germany,0.92060,689,744,0.90116,0.94004
1990,Bavaria,Upper Secondary Level,Southern Europe,0.01289,55,744,0.00478,0.02100
1990,Bavaria,Post-secondary Non-tertiary Level,Germany,0.83498,33,33,0.70636,0.96359
1990,Bavaria,First Stage of Tertiary Education,Germany,0.94167,84,84,0.89124,0.99209
1990,Bavaria,Second Stage of Tertiary Education,Germany,0.90173,114,114,0.84684,0.95661
1990,Berlin,Lower Secondary Level,Germany,0.91079,75,75,0.84585,0.97574
1990,Berlin,Upper Secondary Level,Germany,0.93193,241,241,0.90007,0.96380
1990,Berlin,First Stage of Tertiary Education,Germany,0.92781,31,31,0.83520,1.02042
1990,Berlin,Second Stage of Tertiary Education,Germany,0.91629,135,135,0.86939,0.96318
1990,Brandenburg,Lower Secondary Level,Germany,0.96885,83,83,0.93125,1.00645
1990,Brandenburg,Upper Secondary Level,Germany,0.97739,388,388,0.96258,0.99220
1990,Brandenburg,First Stage of Tertiary Education,Germany,0.94580,49,49,0.88175,1.00985
1990,Brandenburg,Second Stage of Tertiary Education,Germany,0.95139,165,165,0.91848,0.98431
1990,Mecklenburg-Western Pomerania,Upper Secondary Level,Germany,0.97730,279,279,0.95980,0.99481
1990,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Germany,0.96907,108,108,0.93626,1.00187
1990,Saxony,Lower Secondary Level,Germany,0.98201,158,158,0.96121,1.00280
1990,Saxony,Upper Secondary Level,Germany,0.96875,751,751,0.95630,0.98120
1990,Saxony,First Stage of Tertiary Education,Germany,0.97263,69,69,0.93385,1.01141
1990,Saxony,Second Stage of Tertiary Education,Germany,0.96949,280,280,0.94931,0.98967
1990,Saxony-Anhalt,Lower Secondary Level,Germany,0.97080,109,109,0.93904,1.00255
1990,Saxony-Anhalt,Upper Secondary Level,Germany,0.95372,432,432,0.93389,0.97356
1990,Saxony-Anhalt,First Stage of Tertiary Education,Germany,0.91208,48,48,0.83113,0.99304
1990,Saxony-Anhalt,Second Stage of Tertiary Education,Germany,0.95747,169,169,0.92696,0.98799
1990,Thuringa,Lower Secondary Level,Germany,0.89499,64,64,0.81928,0.97069
1990,Thuringa,Upper Secondary Level,Germany,0.96612,474,474,0.94982,0.98243
1990,Thuringa,Second Stage of Tertiary Education,Germany,0.95678,128,128,0.92141,0.99215
1991,Schleswig-Holstein,Lower Secondary Level,Germany,0.91295,50,50,0.83401,0.99188
1991,Schleswig-Holstein,Upper Secondary Level,Germany,0.97486,155,155,0.95014,0.99959
1991,Hamburg,Upper Secondary Level,Germany,0.93529,75,75,0.87924,0.99134
1991,Lower Saxony,Lower Secondary Level,Germany,0.91179,195,195,0.87188,0.95170
1991,Lower Saxony,Upper Secondary Level,Germany,0.94051,443,443,0.91846,0.96256
1991,Lower Saxony,First Stage of Tertiary Education,Germany,0.89450,60,60,0.81611,0.97289
1991,Lower Saxony,Second Stage of Tertiary Education,Germany,0.96333,73,73,0.91991,1.00674
1991,Bremen,Upper Secondary Level,Germany,0.87701,46,46,0.78105,0.97297
1991,North Rhine-Westphalia,No answer / don't know,Germany,0.80421,35,35,0.67083,0.93759
1991,North Rhine-Westphalia,Pre-primary Level,Germany,0.89172,45,45,0.79990,0.98354
1991,North Rhine-Westphalia,Primary Level,Southern Europe,0.24743,72,141,0.17595,0.31891
1991,North Rhine-Westphalia,Primary Level,Western Asia,0.36147,69,141,0.28189,0.44105
1991,North Rhine-Westphalia,Lower Secondary Level,Germany,0.83896,389,580,0.80902,0.86890
1991,North Rhine-Westphalia,Lower Secondary Level,Southern Europe,0.04264,86,580,0.02619,0.05910
1991,North Rhine-Westphalia,Lower Secondary Level,Western Asia,0.06273,105,580,0.04298,0.08248
1991,North Rhine-Westphalia,Upper Secondary Level,Germany,0.91778,1031,1166,0.90201,0.93356
1991,North Rhine-Westphalia,Upper Secondary Level,Southern Europe,0.01454,73,1166,0.00766,0.02141
1991,North Rhine-Westphalia,Upper Secondary Level,Western Asia,0.01413,62,1166,0.00735,0.02091
1991,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Germany,0.91312,65,65,0.84411,0.98213
1991,North Rhine-Westphalia,First Stage of Tertiary Education,Germany,0.88613,119,119,0.82882,0.94345
1991,North Rhine-Westphalia,Second Stage of Tertiary Education,Germany,0.92676,188,188,0.88942,0.96410
1991,Hesse,Primary Level,Southern Europe,0.27658,33,33,0.12160,0.43157
1991,Hesse,Lower Secondary Level,Germany,0.77770,143,228,0.72361,0.83179
1991,Hesse,Lower Secondary Level,Southern Europe,0.05759,48,228,0.02728,0.08789
1991,Hesse,Lower Secondary Level,Western Asia,0.03440,37,228,0.01069,0.05810
1991,Hesse,Upper Secondary Level,Germany,0.87783,327,409,0.84606,0.90961
1991,Hesse,Upper Secondary Level,Southern Europe,0.02909,48,409,0.01278,0.04540
1991,Hesse,Upper Secondary Level,Western Asia,0.02319,34,409,0.00859,0.03780
1991,Hesse,First Stage of Tertiary Education,Germany,0.93351,38,38,0.85324,1.01379
1991,Hesse,Second Stage of Tertiary Education,Germany,0.83496,69,69,0.74672,0.92319
1991,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Germany,0.94789,174,174,0.91477,0.98101
1991,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Germany,0.93777,287,287,0.90977,0.96577
1991,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Germany,0.91514,38,38,0.82534,1.00493
1991,Baden-Wuerttemberg,Primary Level,Southern Europe,0.40363,99,152,0.32537,0.48189
1991,Baden-Wuerttemberg,Primary Level,Western Asia,0.24069,53,152,0.17250,0.30888
1991,Baden-Wuerttemberg,Lower Secondary Level,Germany,0.76615,280,468,0.72776,0.80454
1991,Baden-Wuerttemberg,Lower Secondary Level,Southern Europe,0.05748,111,468,0.03637,0.07859
1991,Baden-Wuerttemberg,Lower Secondary Level,Western Asia,0.05218,77,468,0.03201,0.07235
1991,Baden-Wuerttemberg,Upper Secondary Level,Germany,0.86632,587,728,0.84158,0.89105
1991,Baden-Wuerttemberg,Upper Secondary Level,Southern Europe,0.03219,97,728,0.01936,0.04502
1991,Baden-Wuerttemberg,Upper Secondary Level,Western Asia,0.01531,44,728,0.00639,0.02424
1991,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Germany,0.75614,32,32,0.60498,0.90730
1991,Baden-Wuerttemberg,First Stage of Tertiary Education,Germany,0.93400,87,87,0.88152,0.98647
1991,Baden-Wuerttemberg,Second Stage of Tertiary Education,Germany,0.90105,83,83,0.83642,0.96568
1991,Bavaria,Primary Level,Southern Europe,0.32407,34,34,0.16438,0.48376
1991,Bavaria,Lower Secondary Level,Germany,0.83023,248,352,0.79096,0.86951
1991,Bavaria,Lower Secondary Level,Southern Europe,0.04564,63,352,0.02381,0.06748
1991,Bavaria,Lower Secondary Level,Western Asia,0.04306,41,352,0.02183,0.06430
1991,Bavaria,Upper Secondary Level,Germany,0.92004,696,753,0.90066,0.93943
1991,Bavaria,Upper Secondary Level,Southern Europe,0.01404,57,753,0.00563,0.02245
1991,Bavaria,Post-secondary Non-tertiary Level,Germany,0.83602,37,37,0.71507,0.95697
1991,Bavaria,First Stage of Tertiary Education,Germany,0.92255,90,90,0.86701,0.97808
1991,Bavaria,Second Stage of Tertiary Education,Germany,0.88531,121,121,0.82829,0.94232
1991,Berlin,Lower Secondary Level,Germany,0.87036,69,69,0.79053,0.95020
1991,Berlin,Upper Secondary Level,Germany,0.92767,232,232,0.89426,0.96107
1991,Berlin,First Stage of Tertiary Education,Germany,0.92055,31,31,0.82377,1.01732
1991,Berlin,Second Stage of Tertiary Education,Germany,0.92759,130,130,0.88286,0.97231
1991,Brandenburg,Lower Secondary Level,Germany,0.95580,76,76,0.90928,1.00232
1991,Brandenburg,Upper Secondary Level,Germany,0.97522,363,363,0.95921,0.99124
1991,Brandenburg,First Stage of Tertiary Education,Germany,0.96306,43,43,0.90602,1.02010
1991,Brandenburg,Second Stage of Tertiary Education,Germany,0.94833,155,155,0.91337,0.98329
1991,Mecklenburg-Western Pomerania,Upper Secondary Level,Germany,0.97420,263,263,0.95501,0.99340
1991,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Germany,0.94713,32,32,0.86836,1.02590
1991,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Germany,0.96369,103,103,0.92738,0.99999
1991,Saxony,Lower Secondary Level,Germany,0.97638,136,136,0.95076,1.00200
1991,Saxony,Upper Secondary Level,Germany,0.96343,674,674,0.94925,0.97761
1991,Saxony,First Stage of Tertiary Education,Germany,0.96142,61,61,0.91269,1.01015
1991,Saxony,Second Stage of Tertiary Education,Germany,0.96357,271,271,0.94123,0.98592
1991,Saxony-Anhalt,Lower Secondary Level,Germany,0.97071,102,102,0.93782,1.00359
1991,Saxony-Anhalt,Upper Secondary Level,Germany,0.95050,419,419,0.92970,0.97129
1991,Saxony-Anhalt,First Stage of Tertiary Education,Germany,0.92724,50,50,0.85452,0.99997
1991,Saxony-Anhalt,Second Stage of Tertiary Education,Germany,0.96196,168,168,0.93295,0.99097
1991,Thuringa,Lower Secondary Level,Germany,0.88734,58,58,0.80526,0.96942
1991,Thuringa,Upper Secondary Level,Germany,0.95966,443,443,0.94131,0.97800
1991,Thuringa,Second Stage of Tertiary Education,Germany,0.93847,120,120,0.89530,0.98165
1992,Schleswig-Holstein,Lower Secondary Level,Germany,0.90582,42,42,0.81642,0.99523
1992,Schleswig-Holstein,Upper Secondary Level,Germany,0.96829,146,146,0.93976,0.99681
1992,Hamburg,Upper Secondary Level,Germany,0.92664,71,71,0.86556,0.98772
1992,Lower Saxony,Lower Secondary Level,Germany,0.90592,190,190,0.86429,0.94754
1992,Lower Saxony,Upper Secondary Level,Germany,0.94363,443,443,0.92212,0.96513
1992,Lower Saxony,First Stage of Tertiary Education,Germany,0.90607,64,64,0.83403,0.97811
1992,Lower Saxony,Second Stage of Tertiary Education,Germany,0.96391,74,74,0.92113,1.00670
1992,Bremen,Upper Secondary Level,Germany,0.90441,49,49,0.82123,0.98759
1992,North Rhine-Westphalia,No answer / don't know,Germany,0.80503,33,33,0.66777,0.94230
1992,North Rhine-Westphalia,Pre-primary Level,Germany,0.86889,39,39,0.76158,0.97621
1992,North Rhine-Westphalia,Primary Level,Southern Europe,0.25302,69,137,0.17996,0.32609
1992,North Rhine-Westphalia,Primary Level,Western Asia,0.35906,68,137,0.27843,0.43969
1992,North Rhine-Westphalia,Lower Secondary Level,Germany,0.83830,386,565,0.80791,0.86868
1992,North Rhine-Westphalia,Lower Secondary Level,Southern Europe,0.04430,79,565,0.02732,0.06129
1992,North Rhine-Westphalia,Lower Secondary Level,Western Asia,0.06683,100,565,0.04622,0.08744
1992,North Rhine-Westphalia,Upper Secondary Level,Germany,0.90982,1021,1160,0.89333,0.92631
1992,North Rhine-Westphalia,Upper Secondary Level,Southern Europe,0.01730,73,1160,0.00980,0.02481
1992,North Rhine-Westphalia,Upper Secondary Level,Western Asia,0.01655,66,1160,0.00921,0.02390
1992,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Germany,0.90604,68,68,0.83617,0.97590
1992,North Rhine-Westphalia,First Stage of Tertiary Education,Germany,0.88829,124,124,0.83262,0.94396
1992,North Rhine-Westphalia,Second Stage of Tertiary Education,Germany,0.92479,189,189,0.88710,0.96249
1992,Hesse,Lower Secondary Level,Germany,0.75753,137,220,0.70077,0.81430
1992,Hesse,Lower Secondary Level,Southern Europe,0.06073,44,220,0.02910,0.09236
1992,Hesse,Lower Secondary Level,Western Asia,0.04297,39,220,0.01611,0.06983
1992,Hesse,Upper Secondary Level,Germany,0.87286,321,398,0.84009,0.90563
1992,Hesse,Upper Secondary Level,Southern Europe,0.02922,43,398,0.01265,0.04579
1992,Hesse,Upper Secondary Level,Western Asia,0.02491,34,398,0.00958,0.04024
1992,Hesse,First Stage of Tertiary Education,Germany,0.93120,37,37,0.84852,1.01389
1992,Hesse,Second Stage of Tertiary Education,Germany,0.86217,76,76,0.78416,0.94019
1992,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Germany,0.94087,167,167,0.90499,0.97675
1992,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Germany,0.93360,285,285,0.90464,0.96255
1992,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Germany,0.93056,38,38,0.84865,1.01247
1992,Baden-Wuerttemberg,Primary Level,Southern Europe,0.41498,93,147,0.33505,0.49490
