"plb0022_h","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Teilzeitbeschaeftigung","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","633","0.0832449183449098","0.0765445754409727","0.0899452612488469"
"Teilzeitbeschaeftigung","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","176","0.116025667692506","0.0989736682828183","0.133077667102194"
"Teilzeitbeschaeftigung","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2990","0.17225908314313","0.16605578167081","0.178462384615451"
"Teilzeitbeschaeftigung","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","589","0.143026663990407","0.131480707865323","0.154572620115491"
"Teilzeitbeschaeftigung","2013","66 und älter","Westdeutschland, alte Bundeslaender","64","0.0132755685662939","0.00966216272999793","0.01688897440259"
"Teilzeitbeschaeftigung","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","676","0.0982858867015452","0.0910653161799955","0.105506457223095"
"Ausbildung/Lehre","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","130","0.085276581896613","0.0704056482962243","0.100147515497002"
"Ausbildung/Lehre","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","30","0.00179529342842579","0.00109984947178516","0.00249073738506641"
"Ausbildung/Lehre","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2013","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","622","0.0907717852479444","0.0838038614758047","0.0977397090200841"
"Geringfuegig erwerbstaetig","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","81","0.0622388982861134","0.0493755064578016","0.0751022901144252"
"Geringfuegig erwerbstaetig","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","954","0.0575943312802924","0.0537670231741232","0.0614216393864616"
"Geringfuegig erwerbstaetig","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","170","0.0455099849882131","0.038636503229028","0.0523834667473982"
"Geringfuegig erwerbstaetig","2013","66 und älter","Westdeutschland, alte Bundeslaender","146","0.035706106308531","0.0298478523990596","0.0415643602180025"
"Geringfuegig erwerbstaetig","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","99","0.01163696248789","0.00987513786553936","0.0133987871102407"
"Altersteilzeit mit Arbeitszeit Null","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2013","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2013","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2013","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","2375","0.30368790360911","0.292534505167999","0.31484130205022"
"Nicht erwerbstaetig","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","468","0.294718975216271","0.270443731857849","0.318994218574693"
"Nicht erwerbstaetig","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","3091","0.21637407849718","0.209609486262923","0.223138670731436"
"Nicht erwerbstaetig","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","849","0.240918051373797","0.226814881197668","0.255021221549926"
"Nicht erwerbstaetig","2013","66 und älter","Westdeutschland, alte Bundeslaender","3591","0.940290917053309","0.932810194344453","0.947771639762164"
"Nicht erwerbstaetig","2013","66 und älter","Ostdeutschland, neue Bundeslaender","1221","0.975924677623827","0.967447574295534","0.984401780952119"
"Betriebliches Praktikum","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2013","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2013","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2013","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2013","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2013","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2013","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2013","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1841","0.41209670431005","0.398970978762066","0.425222429858035"
"Voll erwerbstaetig","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","420","0.415813063576195","0.387775019328518","0.443851107823872"
"Voll erwerbstaetig","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","6197","0.539158761089558","0.530393066609487","0.547924455569629"
"Voll erwerbstaetig","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1723","0.557263235160251","0.540034570365852","0.57449189995465"
"Voll erwerbstaetig","2014","66 und älter","Westdeutschland, alte Bundeslaender","55","0.0116931961366396","0.00826210436250138","0.0151242879107779"
"Voll erwerbstaetig","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","495","0.0883535292534492","0.080785270365654","0.0959217881412445"
"Teilzeitbeschaeftigung","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","140","0.107483095434093","0.0898632927977517","0.125102898070434"
"Teilzeitbeschaeftigung","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2665","0.178420188750479","0.171687334623893","0.185153042877064"
"Teilzeitbeschaeftigung","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","529","0.14492498698333","0.132714798314553","0.157135175652107"
"Teilzeitbeschaeftigung","2014","66 und älter","Westdeutschland, alte Bundeslaender","73","0.0157062257682573","0.0117378013627699","0.0196746501737447"
"Teilzeitbeschaeftigung","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","566","0.0949353529817946","0.0871186324259619","0.102752073537627"
"Ausbildung/Lehre","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","111","0.10579243331538","0.088295207168906","0.123289659461855"
"Ausbildung/Lehre","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2014","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","573","0.104209071481667","0.0960615241086996","0.112356618854634"
"Geringfuegig erwerbstaetig","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","70","0.0527268842021915","0.040013054448913","0.0654407139554701"
"Geringfuegig erwerbstaetig","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","874","0.0606737653257876","0.0564755855870319","0.0648719450645433"
"Geringfuegig erwerbstaetig","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","150","0.0437823863258476","0.0366853551053127","0.0508794175463826"
"Geringfuegig erwerbstaetig","2014","66 und älter","Westdeutschland, alte Bundeslaender","162","0.0397434316837182","0.0335082925345533","0.0459785708328831"
"Geringfuegig erwerbstaetig","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","82","0.00939492042349634","0.00769843881113959","0.0110914020358531"
"Altersteilzeit mit Arbeitszeit Null","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2014","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","44","0.0070212981577543","0.00479466087979597","0.00924793543571262"
"FSJ/FOeJ/BFD","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2014","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2014","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1866","0.284884366065987","0.272848059360582","0.296920672771393"
"Nicht erwerbstaetig","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","433","0.3082103621522","0.281941976980324","0.334478747324076"
"Nicht erwerbstaetig","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2569","0.208833427445597","0.201685398515228","0.215981456375967"
"Nicht erwerbstaetig","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","744","0.240711605081719","0.225882992212415","0.255540217951023"
"Nicht erwerbstaetig","2014","66 und älter","Westdeutschland, alte Bundeslaender","3481","0.932857146411385","0.924869344363351","0.940844948459419"
"Nicht erwerbstaetig","2014","66 und älter","Ostdeutschland, neue Bundeslaender","1200","0.978056429975012","0.969899099885575","0.98621376006445"
"Betriebliches Praktikum","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2014","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2014","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2014","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2014","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2014","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2014","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2014","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1959","0.42778382758714","0.414810511476156","0.440757143698123"
"Voll erwerbstaetig","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","413","0.427956131036925","0.399247032046926","0.456665230026924"
"Voll erwerbstaetig","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","6053","0.534220200666107","0.525365760820688","0.543074640511526"
"Voll erwerbstaetig","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1639","0.557623010435806","0.540054072401876","0.575191948469737"
"Voll erwerbstaetig","2015","66 und älter","Westdeutschland, alte Bundeslaender","52","0.0127877663733388","0.0091810436991868","0.0163944890474908"
"Voll erwerbstaetig","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","514","0.0845142665717721","0.077220538642549","0.0918079945009951"
"Teilzeitbeschaeftigung","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","145","0.123387250732775","0.104304353833125","0.142470147632425"
"Teilzeitbeschaeftigung","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2707","0.19054371025082","0.183572557102606","0.197514863399034"
"Teilzeitbeschaeftigung","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","511","0.151006739922352","0.13834104011823","0.163672439726473"
"Teilzeitbeschaeftigung","2015","66 und älter","Westdeutschland, alte Bundeslaender","72","0.0149428261898986","0.0110482766666677","0.0188373757131294"
"Teilzeitbeschaeftigung","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","568","0.0972105889308007","0.0894425969113408","0.104978580950261"
"Ausbildung/Lehre","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","115","0.0965791374644094","0.0794398805924166","0.113718394336402"
"Ausbildung/Lehre","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","35","0.0024362504847761","0.00156118226281386","0.00331131870673833"
"Ausbildung/Lehre","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2015","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","506","0.0888991526363298","0.0814365418533148","0.0963617634193447"
"Geringfuegig erwerbstaetig","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","72","0.062847443341562","0.0487657713637174","0.0769291153194066"
"Geringfuegig erwerbstaetig","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","798","0.0588591630035417","0.0546813887978234","0.06303693720926"
"Geringfuegig erwerbstaetig","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","139","0.0455790852585814","0.0382012036892604","0.0529569668279024"
"Geringfuegig erwerbstaetig","2015","66 und älter","Westdeutschland, alte Bundeslaender","160","0.043099876554129","0.0365808694004643","0.0496188837077937"
"Geringfuegig erwerbstaetig","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","60","0.00761156713103703","0.006068842186241","0.00915429207583307"
"Altersteilzeit mit Arbeitszeit Null","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","44","0.00461377059619527","0.00283679048123743","0.00639075071115311"
"FSJ/FOeJ/BFD","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1977","0.288628328815521","0.276746685360356","0.300509972270686"
"Nicht erwerbstaetig","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","383","0.279021062663605","0.252996403420543","0.305045721906667"
"Nicht erwerbstaetig","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2530","0.204308122099382","0.197151206551977","0.211465037646787"
"Nicht erwerbstaetig","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","743","0.233448031835594","0.218484131285662","0.248411932385525"
"Nicht erwerbstaetig","2015","66 und älter","Westdeutschland, alte Bundeslaender","3441","0.928588487206913","0.920322287311376","0.93685468710245"
"Nicht erwerbstaetig","2015","66 und älter","Ostdeutschland, neue Bundeslaender","1193","0.964295475691507","0.953971929852107","0.974619021530908"
"Betriebliches Praktikum","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","2015","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","2015","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","1721","0.418945956581438","0.407229452805338","0.430662460357539"
"Voll erwerbstaetig","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","359","0.36736437047259","0.342490677705818","0.392238063239363"
"Voll erwerbstaetig","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","5569","0.542848195229003","0.534150973517238","0.551545416940767"
"Voll erwerbstaetig","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","1581","0.560104930426282","0.542981507907256","0.577228352945307"
"Voll erwerbstaetig","2016","66 und älter","Westdeutschland, alte Bundeslaender","60","0.0132110511755056","0.0094900940780537","0.0169320082729575"
"Voll erwerbstaetig","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","474","0.0781147869998642","0.0717421992803838","0.0844873747193447"
"Teilzeitbeschaeftigung","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","134","0.134872492796588","0.117247997947725","0.152496987645451"
"Teilzeitbeschaeftigung","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","2629","0.195127453368288","0.188208604115751","0.202046302620826"
"Teilzeitbeschaeftigung","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","526","0.159501828398737","0.146870979277312","0.172132677520161"
"Teilzeitbeschaeftigung","2016","66 und älter","Westdeutschland, alte Bundeslaender","76","0.0183000534905094","0.0139319853975037","0.0226681215835152"
"Teilzeitbeschaeftigung","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","553","0.0904835745010662","0.0836711622841922","0.0972959867179402"
"Ausbildung/Lehre","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","104","0.0936102459610194","0.0785811065699965","0.108639385352042"
"Ausbildung/Lehre","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","41","0.00299864492624671","0.00204404473096084","0.00395324512153258"
"Ausbildung/Lehre","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","2016","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","497","0.086262433338742","0.0795954040344389","0.092929462643045"
"Geringfuegig erwerbstaetig","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","70","0.0631099530695312","0.0505638697699916","0.0756560363690709"
"Geringfuegig erwerbstaetig","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","747","0.0562890112587507","0.0522651551791415","0.0603128673383599"
"Geringfuegig erwerbstaetig","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","140","0.0406903635248842","0.0338747255119711","0.0475060015377973"
"Geringfuegig erwerbstaetig","2016","66 und älter","Westdeutschland, alte Bundeslaender","154","0.0413707281605492","0.0348807122403125","0.047860744080786"
"Geringfuegig erwerbstaetig","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","39","0.00466351069508116","0.003474043211371","0.00585297817879133"
"Altersteilzeit mit Arbeitszeit Null","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","2016","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
