"erwst","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Teilzeit","2005","46-65","1 Einkommensschwächstes Quintil","114","0.110797506287434","0.0929413466288106","0.128653665946058"
"Teilzeit","2005","46-65","2","150","0.109850740984562","0.093007059853329","0.126694422115794"
"Teilzeit","2005","46-65","3","156","0.131621239821449","0.11224103242426","0.151001447218637"
"Teilzeit","2005","46-65","4","208","0.127841393092961","0.110636685010383","0.145046101175539"
"Teilzeit","2005","46-65","5 Einkommensstärkstes Quintil","265","0.113458187625461","0.0991560930811421","0.127760282169779"
"Teilzeit","2005","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2005","66","2","","","",""
"Teilzeit","2005","66","3","","","",""
"Teilzeit","2005","66","4","","","",""
"Teilzeit","2005","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2005","17-29","1 Einkommensschwächstes Quintil","674","0.587702578435057","0.559027211425191","0.616377945444923"
"nicht erwerbstätig","2005","17-29","2","430","0.457974022266807","0.425074422880246","0.490873621653369"
"nicht erwerbstätig","2005","17-29","3","244","0.337883484605819","0.301743676950451","0.374023292261186"
"nicht erwerbstätig","2005","17-29","4","230","0.27505344565923","0.242299733730952","0.307807157587509"
"nicht erwerbstätig","2005","17-29","5 Einkommensstärkstes Quintil","203","0.329152430461345","0.285394508805928","0.372910352116762"
"nicht erwerbstätig","2005","30-45","1 Einkommensschwächstes Quintil","557","0.447893128128309","0.419943239639898","0.47584301661672"
"nicht erwerbstätig","2005","30-45","2","295","0.230127777357743","0.207732728521237","0.252522826194249"
"nicht erwerbstätig","2005","30-45","3","159","0.118655125729997","0.100149009800476","0.137161241659518"
"nicht erwerbstätig","2005","30-45","4","113","0.0733086996143079","0.058783953759461","0.0878334454691548"
"nicht erwerbstätig","2005","30-45","5 Einkommensstärkstes Quintil","72","0.0529777810455034","0.0397710930368898","0.066184469054117"
"nicht erwerbstätig","2005","46-65","1 Einkommensschwächstes Quintil","724","0.597877334952599","0.569983511191698","0.625771158713501"
"nicht erwerbstätig","2005","46-65","2","621","0.471129495088778","0.444242088221819","0.498016901955737"
"nicht erwerbstätig","2005","46-65","3","398","0.338267486617172","0.311146080584443","0.365388892649901"
"nicht erwerbstätig","2005","46-65","4","390","0.274534675988637","0.251540346059919","0.297529005917355"
"nicht erwerbstätig","2005","46-65","5 Einkommensstärkstes Quintil","387","0.203522988026822","0.185366766627583","0.221679209426061"
"nicht erwerbstätig","2005","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2005","66","2","","","",""
"nicht erwerbstätig","2005","66","3","","","",""
"nicht erwerbstätig","2005","66","4","","","",""
"nicht erwerbstätig","2005","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","2005","17-29","1 Einkommensschwächstes Quintil","267","0.242044141738096","0.217092787472941","0.266995496003251"
"Andere","2005","17-29","2","171","0.190920011351392","0.164967368368035","0.21687265433475"
"Andere","2005","17-29","3","136","0.191753470804595","0.161673411707513","0.221833529901677"
"Andere","2005","17-29","4","122","0.148051789949052","0.122001508864955","0.174102071033148"
"Andere","2005","17-29","5 Einkommensstärkstes Quintil","71","0.142840805995016","0.110256901972044","0.175424710017988"
"Andere","2005","30-45","1 Einkommensschwächstes Quintil","93","0.0790086278198771","0.0638469821090276","0.0941702735307265"
"Andere","2005","30-45","2","107","0.0732728541743897","0.059408307826377","0.0871374005224024"
"Andere","2005","30-45","3","73","0.0639105456089305","0.0499132535671596","0.0779078376507014"
"Andere","2005","30-45","4","52","0.0360753759996232","0.0256835895917026","0.0464671624075438"
"Andere","2005","30-45","5 Einkommensstärkstes Quintil","28","","",""
"Andere","2005","46-65","1 Einkommensschwächstes Quintil","77","0.0719804288597356","0.057277342297736","0.0866835154217353"
"Andere","2005","46-65","2","75","0.0573588843643209","0.0448338872165591","0.0698838815120826"
"Andere","2005","46-65","3","64","0.0662890164368105","0.0520274293958765","0.0805506034777445"
"Andere","2005","46-65","4","48","0.0341651861813025","0.0248055891900652","0.0435247831725397"
"Andere","2005","46-65","5 Einkommensstärkstes Quintil","54","0.025146546882846","0.0180859574661096","0.0322071362995825"
"Andere","2005","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","2005","66","2","","","",""
"Andere","2005","66","3","","","",""
"Andere","2005","66","4","","","",""
"Andere","2005","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2006","17-29","1 Einkommensschwächstes Quintil","148","0.129104159218335","0.109857646948647","0.148350671488022"
"voll erwerbstätig","2006","17-29","2","237","0.296846378869549","0.267276168803704","0.326416588935393"
"voll erwerbstätig","2006","17-29","3","245","0.40847702791068","0.372720988515294","0.444233067306067"
"voll erwerbstätig","2006","17-29","4","359","0.541683550833461","0.506329322037235","0.577037779629686"
"voll erwerbstätig","2006","17-29","5 Einkommensstärkstes Quintil","140","0.438255030157254","0.390168937618733","0.486341122695775"
"voll erwerbstätig","2006","30-45","1 Einkommensschwächstes Quintil","368","0.294439893234031","0.268884779243737","0.319995007224325"
"voll erwerbstätig","2006","30-45","2","743","0.545639757951425","0.519742303151723","0.571537212751128"
"voll erwerbstätig","2006","30-45","3","769","0.6431203211523","0.616303340300294","0.669937302004305"
"voll erwerbstätig","2006","30-45","4","871","0.71530327530147","0.690455007110714","0.740151543492227"
"voll erwerbstätig","2006","30-45","5 Einkommensstärkstes Quintil","864","0.806670052935032","0.783796012690064","0.829544093179999"
"voll erwerbstätig","2006","46-65","1 Einkommensschwächstes Quintil","264","0.200343187642348","0.177883315162852","0.222803060121844"
"voll erwerbstätig","2006","46-65","2","539","0.375103118219716","0.350157553415091","0.40004868302434"
"voll erwerbstätig","2006","46-65","3","614","0.495498896641119","0.468320187815146","0.522677605467093"
"voll erwerbstätig","2006","46-65","4","879","0.56047925472879","0.536354812506092","0.584603696951489"
"voll erwerbstätig","2006","46-65","5 Einkommensstärkstes Quintil","1221","0.654078133695442","0.633147562514768","0.675008704876115"
"voll erwerbstätig","2006","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2006","66","2","","","",""
"voll erwerbstätig","2006","66","3","","","",""
"voll erwerbstätig","2006","66","4","","","",""
"voll erwerbstätig","2006","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2006","17-29","1 Einkommensschwächstes Quintil","50","0.047282431358364","0.0351000889186122","0.0594647737981157"
"Teilzeit","2006","17-29","2","46","0.0544811813592115","0.0397911822391096","0.0691711804793134"
"Teilzeit","2006","17-29","3","33","0.0411925242890255","0.0267363062595012","0.0556487423185497"
"Teilzeit","2006","17-29","4","47","0.0698663616030994","0.0517782778114366","0.0879544453947622"
"Teilzeit","2006","17-29","5 Einkommensstärkstes Quintil","13","","",""
"Teilzeit","2006","30-45","1 Einkommensschwächstes Quintil","185","0.136723495334043","0.117461156195277","0.155985834472809"
"Teilzeit","2006","30-45","2","260","0.176765500789002","0.156924459820854","0.196606541757149"
"Teilzeit","2006","30-45","3","231","0.187590160240364","0.165737944951608","0.20944237552912"
"Teilzeit","2006","30-45","4","221","0.153034305096596","0.133210496693567","0.172858113499626"
"Teilzeit","2006","30-45","5 Einkommensstärkstes Quintil","166","0.113146066360448","0.0947979651981625","0.131494167522734"
"Teilzeit","2006","46-65","1 Einkommensschwächstes Quintil","109","0.0797243679788689","0.0645250997440441","0.0949236362136937"
"Teilzeit","2006","46-65","2","169","0.117670318247061","0.1010682293844","0.134272407109721"
"Teilzeit","2006","46-65","3","176","0.131421982267163","0.113055971332645","0.149787993201681"
"Teilzeit","2006","46-65","4","255","0.134406494413254","0.117827623805375","0.150985365021133"
"Teilzeit","2006","46-65","5 Einkommensstärkstes Quintil","296","0.122675922925347","0.108240252835922","0.137111593014771"
"Teilzeit","2006","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","2006","66","2","","","",""
"Teilzeit","2006","66","3","","","",""
"Teilzeit","2006","66","4","","","",""
"Teilzeit","2006","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","2006","17-29","1 Einkommensschwächstes Quintil","648","0.552912878205946","0.524374896928366","0.581450859483527"
"nicht erwerbstätig","2006","17-29","2","411","0.414198643893528","0.382316835611011","0.446080452176044"
"nicht erwerbstätig","2006","17-29","3","299","0.3759983383769","0.340764040908436","0.411232635845365"
"nicht erwerbstätig","2006","17-29","4","233","0.237700400134389","0.207496458362743","0.267904341906035"
"nicht erwerbstätig","2006","17-29","5 Einkommensstärkstes Quintil","196","0.383668241213842","0.336541041365027","0.430795441062657"
"nicht erwerbstätig","2006","30-45","1 Einkommensschwächstes Quintil","558","0.466866918844411","0.438894704030031","0.494839133658791"
"nicht erwerbstätig","2006","30-45","2","320","0.215813035072452","0.194416050942686","0.237210019202217"
"nicht erwerbstätig","2006","30-45","3","154","0.114733986612914","0.0968943586282722","0.132573614597556"
"nicht erwerbstätig","2006","30-45","4","117","0.0860187618891878","0.0705795539089293","0.101457969869446"
"nicht erwerbstätig","2006","30-45","5 Einkommensstärkstes Quintil","84","0.0577597359051235","0.0442471404015873","0.0712723314086598"
"nicht erwerbstätig","2006","46-65","1 Einkommensschwächstes Quintil","743","0.623329345606126","0.596139430244832","0.650519260967419"
"nicht erwerbstätig","2006","46-65","2","648","0.447533875973872","0.421913847420475","0.473153904527269"
"nicht erwerbstätig","2006","46-65","3","443","0.325871847323708","0.300393510872973","0.351350183774443"
"nicht erwerbstätig","2006","46-65","4","436","0.265614432868435","0.244147217078","0.287081648658871"
"nicht erwerbstätig","2006","46-65","5 Einkommensstärkstes Quintil","418","0.202083807118739","0.184414413156318","0.219753201081161"
"nicht erwerbstätig","2006","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","2006","66","2","","","",""
"nicht erwerbstätig","2006","66","3","","","",""
"nicht erwerbstätig","2006","66","4","","","",""
"nicht erwerbstätig","2006","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","2006","17-29","1 Einkommensschwächstes Quintil","320","0.270700531217355","0.245197234810081","0.296203827624629"
"Andere","2006","17-29","2","223","0.234473795877712","0.207052333557121","0.261895258198303"
"Andere","2006","17-29","3","149","0.174332109423394","0.146734518613145","0.201929700233643"
"Andere","2006","17-29","4","124","0.150749687429051","0.125361488655886","0.176137886202216"
"Andere","2006","17-29","5 Einkommensstärkstes Quintil","60","0.136987436301273","0.103665105985994","0.170309766616553"
"Andere","2006","30-45","1 Einkommensschwächstes Quintil","111","0.101969692587516","0.0850031426388825","0.118936242536149"
"Andere","2006","30-45","2","97","0.0617817061871212","0.0492593568232413","0.0743040555510011"
"Andere","2006","30-45","3","72","0.0545555319944219","0.0418427597631689","0.0672683042256749"
"Andere","2006","30-45","4","58","0.0456436577127456","0.0341514018766086","0.0571359135488825"
"Andere","2006","30-45","5 Einkommensstärkstes Quintil","31","0.0224241447993966","0.0138482681544439","0.0310000214443493"
"Andere","2006","46-65","1 Einkommensschwächstes Quintil","104","0.0966030987726573","0.0800262107892585","0.113179986756056"
"Andere","2006","46-65","2","91","0.0596926875593518","0.0474856776101083","0.0718996975085953"
"Andere","2006","46-65","3","67","0.04720727376801","0.0356785803107401","0.0587359672252799"
"Andere","2006","46-65","4","56","0.0394998179895203","0.0300323445944699","0.0489672913845707"
"Andere","2006","46-65","5 Einkommensstärkstes Quintil","49","0.0211621362604726","0.0148290939343427","0.0274951785866025"
"Andere","2006","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","2006","66","2","","","",""
"Andere","2006","66","3","","","",""
"Andere","2006","66","4","","","",""
"Andere","2006","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","2007","17-29","1 Einkommensschwächstes Quintil","135","0.146210310165841","0.124839652191653","0.167580968140028"
"voll erwerbstätig","2007","17-29","2","215","0.280200255481896","0.250409530194038","0.309990980769754"
"voll erwerbstätig","2007","17-29","3","240","0.375778832281385","0.339268974165795","0.412288690396975"
"voll erwerbstätig","2007","17-29","4","319","0.52980314908069","0.493167790064605","0.566438508096775"
"voll erwerbstätig","2007","17-29","5 Einkommensstärkstes Quintil","153","0.498189498401221","0.450541455786673","0.545837541015769"
"voll erwerbstätig","2007","30-45","1 Einkommensschwächstes Quintil","310","0.301368258184948","0.272507257383277","0.33022925898662"
"voll erwerbstätig","2007","30-45","2","706","0.565826464773492","0.538726431178105","0.592926498368879"
"voll erwerbstätig","2007","30-45","3","713","0.6254537939699","0.597791082502752","0.653116505437047"
"voll erwerbstätig","2007","30-45","4","823","0.721794058189412","0.69645056709323","0.747137549285594"
"voll erwerbstätig","2007","30-45","5 Einkommensstärkstes Quintil","823","0.80816771602741","0.784641420238893","0.831694011815927"
"voll erwerbstätig","2007","46-65","1 Einkommensschwächstes Quintil","241","0.20123805045345","0.178015544520961","0.22446055638594"
"voll erwerbstätig","2007","46-65","2","504","0.39944131144444","0.372514834603259","0.426367788285621"
"voll erwerbstätig","2007","46-65","3","546","0.504080593729638","0.474864148739403","0.533297038719872"
"voll erwerbstätig","2007","46-65","4","901","0.582165116013426","0.557968363394046","0.606361868632806"
"voll erwerbstätig","2007","46-65","5 Einkommensstärkstes Quintil","1192","0.657801289131694","0.636595961172474","0.679006617090914"
"voll erwerbstätig","2007","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","2007","66","2","","","",""
"voll erwerbstätig","2007","66","3","","","",""
"voll erwerbstätig","2007","66","4","","","",""
"voll erwerbstätig","2007","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","2007","17-29","1 Einkommensschwächstes Quintil","56","0.0583833403197528","0.0442014220635677","0.0725652585759378"
"Teilzeit","2007","17-29","2","57","0.073918210368351","0.056562541195695","0.091273879541007"
"Teilzeit","2007","17-29","3","33","0.0646751409709976","0.0461345030091119","0.0832157789328833"
