"pgcasmin","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"(3b) higher tertiary education","1994","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","320","0.0879024859878304","0.0795662609497311","0.0962387110259298"
"(3b) higher tertiary education","1994","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","237","0.112201518059615","0.0987027228369471","0.125700313282282"
"(3b) higher tertiary education","1994","66 und älter","Westdeutschland, alte Bundeslaender","36","0.0352275018452417","0.0243822414909789","0.0460727621995044"
"(3b) higher tertiary education","1994","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","190","0.0596578896043543","0.0518144797770967","0.0675012994316119"
"(0) in school","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","75","0.041897419454656","0.0306130924805917","0.0531817464287203"
"(0) in school","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1995","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","127","0.0222358428023301","0.0173530097424839","0.0271186758621764"
"(1a) inadequately completed","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","31","0.0215652361660664","0.0133839974266335","0.0297464749054994"
"(1a) inadequately completed","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","416","0.0312585909366774","0.0262894631008564","0.0362277187724985"
"(1a) inadequately completed","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1995","66 und älter","Westdeutschland, alte Bundeslaender","37","0.00865771239391337","0.00326327037522721","0.0140521544125995"
"(1a) inadequately completed","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","525","0.115166506468893","0.104595364738096","0.125737648199691"
"(1b) general elementary school","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","33","0.0192848196927075","0.011539216226346","0.027030423159069"
"(1b) general elementary school","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","936","0.168267558649864","0.157584796564085","0.178950320735644"
"(1b) general elementary school","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","105","0.0559092629628778","0.0459711857147227","0.0658473402110328"
"(1b) general elementary school","1995","66 und älter","Westdeutschland, alte Bundeslaender","365","0.316879993554291","0.289788743261483","0.343971243847099"
"(1b) general elementary school","1995","66 und älter","Ostdeutschland, neue Bundeslaender","99","0.264416265218387","0.221779198195054","0.307053332241719"
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","859","0.234128539731929","0.22010579127533","0.248151288188527"
"(1c) basic vocational qualification","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","83","0.0808381514300632","0.0654856127142984","0.0961906901458281"
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1807","0.425457418635436","0.411339174096391","0.43957566317448"
"(1c) basic vocational qualification","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","704","0.386048047557303","0.364988865993682","0.407107229120925"
"(1c) basic vocational qualification","1995","66 und älter","Westdeutschland, alte Bundeslaender","448","0.392727637200301","0.364291498310532","0.421163776090069"
"(1c) basic vocational qualification","1995","66 und älter","Ostdeutschland, neue Bundeslaender","207","0.510027452615367","0.461698227672906","0.558356677557828"
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","237","0.0682838798024068","0.0599311405981441","0.0766366190066695"
"(2b) intermediate general qualification","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","139","0.0894982777661373","0.0734205842962043","0.10557597123607"
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","62","0.0150164951811975","0.0115436109347858","0.0184893794276092"
"(2b) intermediate general qualification","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2b) intermediate general qualification","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2a) intermediate vocational","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","694","0.205682742318783","0.192297570556999","0.219067914080566"
"(2a) intermediate vocational","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","580","0.514913094466453","0.48676475607924","0.543061432853666"
"(2a) intermediate vocational","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","632","0.157486660269317","0.147085020277027","0.167888300261606"
"(2a) intermediate vocational","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","585","0.250171831572613","0.231436831631279","0.268906831513946"
"(2a) intermediate vocational","1995","66 und älter","Westdeutschland, alte Bundeslaender","131","0.145579618279412","0.125043459000934","0.166115777557891"
"(2a) intermediate vocational","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","311","0.0970603108090019","0.0872568767326654","0.106863744885338"
"(2c_gen) general maturity certificate","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","74","0.0479690885215999","0.0359330857941323","0.0600050912490674"
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","79","0.0141781900536406","0.0108022000907845","0.0175541800164968"
"(2c_gen) general maturity certificate","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(2c_gen) general maturity certificate","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","279","0.0963255180369432","0.0865552898163514","0.106095746257535"
"(2c_voc) vocational maturity certificate","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","45","0.0460702079557373","0.0342630788536596","0.0578773370578149"
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","216","0.045932971499877","0.0399551457224537","0.0519107972773003"
"(2c_voc) vocational maturity certificate","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","32","0.0129149516784614","0.00803093322806381","0.0177989701288589"
"(2c_voc) vocational maturity certificate","1995","66 und älter","Westdeutschland, alte Bundeslaender","33","0.028398851622511","0.0187266011356518","0.0380711021093702"
"(2c_voc) vocational maturity certificate","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(3a) lower tertiary education","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","106","0.0365326316391285","0.0303198368868934","0.0427454263913637"
"(3a) lower tertiary education","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","104","0.0935115382373835","0.0771135805946481","0.109909495880119"
"(3a) lower tertiary education","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","178","0.0435682577379967","0.0377391292803484","0.0493973861956449"
"(3a) lower tertiary education","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","388","0.176846416762013","0.160342303888469","0.193350529635556"
"(3a) lower tertiary education","1995","66 und älter","Westdeutschland, alte Bundeslaender","41","0.0318199783897641","0.02159973744229","0.0420402193372382"
"(3a) lower tertiary education","1995","66 und älter","Ostdeutschland, neue Bundeslaender","49","0.0946693913948583","0.0663661891583082","0.122972593631408"
"(3b) higher tertiary education","1995","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","175","0.0649261387862306","0.0567666909789438","0.0730855865935175"
"(3b) higher tertiary education","1995","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","47","0.0444521663091958","0.032844398806693","0.0560599338116985"
"(3b) higher tertiary education","1995","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","384","0.0985890315819137","0.0900763329562846","0.107101730207543"
"(3b) higher tertiary education","1995","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","228","0.111828267283685","0.0981956925314646","0.125460842035906"
"(3b) higher tertiary education","1995","66 und älter","Westdeutschland, alte Bundeslaender","43","0.0417646215371908","0.0301160274522159","0.0534132156221657"
"(3b) higher tertiary education","1995","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","197","0.0663682176213039","0.0579501777190685","0.0747862575235392"
"(0) in school","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","90","0.0582999528703019","0.0448278489281261","0.0717720568124776"
"(0) in school","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(0) in school","1996","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"(0) in school","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","110","0.0198542303886362","0.015136697326178","0.0245717634510945"
"(1a) inadequately completed","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","377","0.0327426448489002","0.0276071267649639","0.0378781629328365"
"(1a) inadequately completed","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(1a) inadequately completed","1996","66 und älter","Westdeutschland, alte Bundeslaender","45","0.0133536683627326","0.00670222151834697","0.0200051152071183"
"(1a) inadequately completed","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"(1b) general elementary school","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","481","0.103769987198015","0.0934568994629246","0.114083074933105"
"(1b) general elementary school","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","40","0.0251104441131276","0.0161144340449934","0.0341064541812619"
"(1b) general elementary school","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","897","0.162073018381331","0.151438573823158","0.172707462939504"
"(1b) general elementary school","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","99","0.0510122984953706","0.0415385695757138","0.0604860274150273"
"(1b) general elementary school","1996","66 und älter","Westdeutschland, alte Bundeslaender","356","0.311640458368866","0.284801252326838","0.338479664410894"
"(1b) general elementary school","1996","66 und älter","Ostdeutschland, neue Bundeslaender","91","0.228154624079521","0.188164044510164","0.268145203648878"
"(1c) basic vocational qualification","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","840","0.239889324941851","0.225448667489593","0.254329982394109"
"(1c) basic vocational qualification","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","73","0.076889465806583","0.0615713516296312","0.0922075799835347"
"(1c) basic vocational qualification","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","1749","0.418699557434666","0.404462903069758","0.432936211799574"
"(1c) basic vocational qualification","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","679","0.367797965117702","0.347035169867615","0.388560760367789"
"(1c) basic vocational qualification","1996","66 und älter","Westdeutschland, alte Bundeslaender","464","0.399914722088898","0.371527345383431","0.428302098794365"
"(1c) basic vocational qualification","1996","66 und älter","Ostdeutschland, neue Bundeslaender","218","0.520122419588055","0.472512666994289","0.567732172181822"
"(2b) intermediate general qualification","1996","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","232","0.0689832354291016","0.0604129828876205","0.0775534879705827"
"(2b) intermediate general qualification","1996","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","136","0.0932239691975312","0.0765069501297867","0.109940988265276"
"(2b) intermediate general qualification","1996","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","64","0.0151386325089299","0.0116150273431705","0.0186622376746893"
"(2b) intermediate general qualification","1996","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"(2b) intermediate general qualification","1996","66 und älter","Westdeutschland, alte Bundeslaender","30","0.0300415358932733","0.0201497954146389","0.0399332763719077"
"(2b) intermediate general qualification","1996","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
