"plh0012_h","year","sex","n","percent","lower_confidence","upper_confidence"
"FDP/Die Linke","2007","maennlich","","","",""
"FDP/Die Linke","2007","weiblich","","","",""
"FDP/NPD","2007","maennlich","","","",""
"FDP/NPD","2007","weiblich","","","",""
"Piratenpartei","2007","maennlich","","","",""
"Piratenpartei","2007","weiblich","","","",""
"AfD","2007","maennlich","","","",""
"AfD","2007","weiblich","","","",""
"CDU+/oder CSU/AfD","2007","maennlich","","","",""
"CDU+/oder CSU/AfD","2007","weiblich","","","",""
"SPD/AfD","2007","maennlich","","","",""
"SPD/AfD","2007","weiblich","","","",""
"SPD","2008","maennlich","1413","0.33098507224197","0.317014101415841","0.344956043068099"
"SPD","2008","weiblich","1384","0.368317171094688","0.353410262900005","0.383224079289371"
"CDU","2008","maennlich","1518","0.339588403011169","0.325528308213123","0.353648497809216"
"CDU","2008","weiblich","1381","0.334479317810897","0.319898144549722","0.349060491072071"
"CSU","2008","maennlich","317","0.0666861723805181","0.0592792767769976","0.0740930679840386"
"CSU","2008","weiblich","257","0.0715807624016661","0.0636137171637257","0.0795478076396066"
"FDP","2008","maennlich","279","0.0583127940344529","0.0513555099270483","0.0652700781418576"
"FDP","2008","weiblich","160","0.0312724111292608","0.0258933240415258","0.0366514982169959"
"Buendnis90/Gruene","2008","maennlich","333","0.0908793963662618","0.0823454885921154","0.0994133041404082"
"Buendnis90/Gruene","2008","weiblich","463","0.106326341968964","0.0967997629810597","0.115852920956868"
"Die Linke","2008","maennlich","336","0.0713783651320056","0.0637346027987055","0.0790221274653057"
"Die Linke","2008","weiblich","262","0.0552850132231705","0.0482221439285095","0.0623478825178315"
"NPD/Republikaner/Die Rechte","2008","maennlich","79","0.0188770310926652","0.0148365503133334","0.022917511871997"
"NPD/Republikaner/Die Rechte","2008","weiblich","","","",""
"Andere","2008","maennlich","34","0.00994186387334585","0.00699629804587217","0.0128874297008195"
"Andere","2008","weiblich","","","",""
"SPD/Buendnis90/Gruene","2008","maennlich","","","",""
"SPD/Buendnis90/Gruene","2008","weiblich","30","0.00661931058297047","0.00411325156725011","0.00912536959869083"
"SPD/CDU","2008","maennlich","","","",""
"SPD/CDU","2008","weiblich","","","",""
"SPD/FDP","2008","maennlich","","","",""
"SPD/FDP","2008","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2008","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2008","weiblich","","","",""
"CDU/CSU","2008","maennlich","","","",""
"CDU/CSU","2008","weiblich","","","",""
"CDU/FDP","2008","maennlich","","","",""
"CDU/FDP","2008","weiblich","","","",""
"CDU/Buendnis90/Gruene","2008","maennlich","","","",""
"CDU/Buendnis90/Gruene","2008","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2008","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2008","weiblich","","","",""
"SPD/Die Linke","2008","maennlich","","","",""
"SPD/Die Linke","2008","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2008","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2008","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2008","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2008","weiblich","","","",""
"CDU/Die Linke","2008","maennlich","","","",""
"CDU/Die Linke","2008","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2008","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2008","weiblich","","","",""
"CSU/FDP","2008","maennlich","","","",""
"CSU/FDP","2008","weiblich","","","",""
"Gruene/FDP","2008","maennlich","","","",""
"Gruene/FDP","2008","weiblich","","","",""
"FDP/Die Linke","2008","maennlich","","","",""
"FDP/Die Linke","2008","weiblich","","","",""
"FDP/NPD","2008","maennlich","","","",""
"FDP/NPD","2008","weiblich","","","",""
"Piratenpartei","2008","maennlich","","","",""
"Piratenpartei","2008","weiblich","","","",""
"AfD","2008","maennlich","","","",""
"AfD","2008","weiblich","","","",""
"CDU+/oder CSU/AfD","2008","maennlich","","","",""
"CDU+/oder CSU/AfD","2008","weiblich","","","",""
"SPD/AfD","2008","maennlich","","","",""
"SPD/AfD","2008","weiblich","","","",""
"SPD","2009","maennlich","1236","0.313605303643117","0.299238132091158","0.327972475195076"
"SPD","2009","weiblich","1150","0.324011120115389","0.308859438523371","0.339162801707407"
"CDU","2009","maennlich","1311","0.319092699801299","0.304658422380485","0.333526977222113"
"CDU","2009","weiblich","1217","0.331615119342119","0.316373132873376","0.346857105810862"
"CSU","2009","maennlich","278","0.0604505463576217","0.0530706110314279","0.0678304816838155"
"CSU","2009","weiblich","225","0.0624604630014271","0.0546260132964808","0.0702949127063733"
"FDP","2009","maennlich","381","0.0892279864045965","0.0804002775101135","0.0980556952990796"
"FDP","2009","weiblich","230","0.0565647901783187","0.0490858470284708","0.0640437333281667"
"Buendnis90/Gruene","2009","maennlich","333","0.0989493017815693","0.0897028821472987","0.10819572141584"
"Buendnis90/Gruene","2009","weiblich","498","0.125639252837737","0.114908774051447","0.136369731624026"
"Die Linke","2009","maennlich","301","0.0660845699654635","0.0583915576431114","0.0737775822878155"
"Die Linke","2009","weiblich","235","0.059124302851964","0.0514884026553706","0.0667602030485573"
"NPD/Republikaner/Die Rechte","2009","maennlich","77","0.0274183187960581","0.0223615153644584","0.0324751222276577"
"NPD/Republikaner/Die Rechte","2009","weiblich","","","",""
"Andere","2009","maennlich","47","0.0108452016996067","0.00763787229183649","0.0140525311073768"
"Andere","2009","weiblich","","","",""
"SPD/Buendnis90/Gruene","2009","maennlich","","","",""
"SPD/Buendnis90/Gruene","2009","weiblich","","","",""
"SPD/CDU","2009","maennlich","","","",""
"SPD/CDU","2009","weiblich","","","",""
"SPD/FDP","2009","maennlich","","","",""
"SPD/FDP","2009","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2009","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2009","weiblich","","","",""
"CDU/CSU","2009","maennlich","","","",""
"CDU/CSU","2009","weiblich","","","",""
"CDU/FDP","2009","maennlich","","","",""
"CDU/FDP","2009","weiblich","","","",""
"CDU/Buendnis90/Gruene","2009","maennlich","","","",""
"CDU/Buendnis90/Gruene","2009","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2009","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2009","weiblich","","","",""
"SPD/Die Linke","2009","maennlich","","","",""
"SPD/Die Linke","2009","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2009","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2009","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2009","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2009","weiblich","","","",""
"CDU/Die Linke","2009","maennlich","","","",""
"CDU/Die Linke","2009","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2009","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2009","weiblich","","","",""
"CSU/FDP","2009","maennlich","","","",""
"CSU/FDP","2009","weiblich","","","",""
"Gruene/FDP","2009","maennlich","","","",""
"Gruene/FDP","2009","weiblich","","","",""
"FDP/Die Linke","2009","maennlich","","","",""
"FDP/Die Linke","2009","weiblich","","","",""
"FDP/NPD","2009","maennlich","","","",""
"FDP/NPD","2009","weiblich","","","",""
"Piratenpartei","2009","maennlich","","","",""
"Piratenpartei","2009","weiblich","","","",""
"AfD","2009","maennlich","","","",""
"AfD","2009","weiblich","","","",""
"CDU+/oder CSU/AfD","2009","maennlich","","","",""
"CDU+/oder CSU/AfD","2009","weiblich","","","",""
"SPD/AfD","2009","maennlich","","","",""
"SPD/AfD","2009","weiblich","","","",""
"SPD","2010","maennlich","1613","0.319100368565102","0.306701176919267","0.331499560210937"
"SPD","2010","weiblich","1629","0.314199064693128","0.302039077306678","0.326359052079577"
"CDU","2010","maennlich","1742","0.317306523636282","0.304925956283712","0.329687090988852"
"CDU","2010","weiblich","1754","0.328449598706973","0.316146760343197","0.340752437070749"
"CSU","2010","maennlich","351","0.0556387045863992","0.0495412894465431","0.0617361197262554"
"CSU","2010","weiblich","307","0.0528227105527592","0.0469632501515959","0.0586821709539225"
"FDP","2010","maennlich","402","0.0611559525902504","0.0547820669611798","0.0675298382193211"
"FDP","2010","weiblich","308","0.0506761511477716","0.0449304815160576","0.0564218207794855"
"Buendnis90/Gruene","2010","maennlich","637","0.105056166870828","0.0968997984311506","0.113212535310505"
"Buendnis90/Gruene","2010","weiblich","980","0.143549509215437","0.134364414664981","0.152734603765892"
"Die Linke","2010","maennlich","439","0.0830500014133072","0.0757094139211606","0.0903905889054538"
"Die Linke","2010","weiblich","442","0.0765107929594436","0.0695475923471112","0.083473993571776"
"NPD/Republikaner/Die Rechte","2010","maennlich","110","0.023107307100608","0.019110747731043","0.0271038664701731"
"NPD/Republikaner/Die Rechte","2010","weiblich","51","0.00778654018883851","0.00548400399441218","0.0100890763832648"
"Andere","2010","maennlich","68","0.0146760623814539","0.0114772964522256","0.0178748283106823"
"Andere","2010","weiblich","46","0.00720378833779473","0.00498843924582905","0.00941913742976041"
"SPD/Buendnis90/Gruene","2010","maennlich","","","",""
"SPD/Buendnis90/Gruene","2010","weiblich","","","",""
"SPD/CDU","2010","maennlich","","","",""
"SPD/CDU","2010","weiblich","","","",""
"SPD/FDP","2010","maennlich","","","",""
"SPD/FDP","2010","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2010","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2010","weiblich","","","",""
"CDU/CSU","2010","maennlich","","","",""
"CDU/CSU","2010","weiblich","","","",""
"CDU/FDP","2010","maennlich","","","",""
"CDU/FDP","2010","weiblich","","","",""
"CDU/Buendnis90/Gruene","2010","maennlich","","","",""
"CDU/Buendnis90/Gruene","2010","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2010","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2010","weiblich","","","",""
"SPD/Die Linke","2010","maennlich","","","",""
"SPD/Die Linke","2010","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2010","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2010","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2010","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2010","weiblich","","","",""
"CDU/Die Linke","2010","maennlich","","","",""
"CDU/Die Linke","2010","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2010","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2010","weiblich","","","",""
"CSU/FDP","2010","maennlich","","","",""
"CSU/FDP","2010","weiblich","","","",""
"Gruene/FDP","2010","maennlich","","","",""
"Gruene/FDP","2010","weiblich","","","",""
"FDP/Die Linke","2010","maennlich","","","",""
"FDP/Die Linke","2010","weiblich","","","",""
"FDP/NPD","2010","maennlich","","","",""
"FDP/NPD","2010","weiblich","","","",""
"Piratenpartei","2010","maennlich","","","",""
"Piratenpartei","2010","weiblich","","","",""
"AfD","2010","maennlich","","","",""
"AfD","2010","weiblich","","","",""
"CDU+/oder CSU/AfD","2010","maennlich","","","",""
"CDU+/oder CSU/AfD","2010","weiblich","","","",""
"SPD/AfD","2010","maennlich","","","",""
"SPD/AfD","2010","weiblich","","","",""
"SPD","2011","maennlich","1471","0.32647546589573","0.313089328227122","0.339861603564339"
"SPD","2011","weiblich","1361","0.330048915635029","0.316175230637404","0.343922600632655"
"CDU","2011","maennlich","1522","0.311229751367529","0.29801280752919","0.324446695205868"
"CDU","2011","weiblich","1382","0.315792314243749","0.302077943696926","0.329506684790571"
"CSU","2011","maennlich","351","0.0649062578384704","0.0578735243045376","0.0719389913724033"
"CSU","2011","weiblich","266","0.0597927226010495","0.0527972494190541","0.0667881957830449"
"FDP","2011","maennlich","192","0.0313934097890446","0.0264155087764727","0.0363713108016166"
"FDP","2011","weiblich","108","0.0194048616299768","0.0153349847597566","0.0234747385001971"
"Buendnis90/Gruene","2011","maennlich","635","0.141946933597779","0.131984317777187","0.151909549418371"
"Buendnis90/Gruene","2011","weiblich","893","0.185287769249745","0.17382454939926","0.196750989100231"
"Die Linke","2011","maennlich","323","0.0618865585510909","0.0550082896921229","0.0687648274100589"
"Die Linke","2011","weiblich","261","0.0560299237557218","0.0492446049638818","0.0628152425475618"
"NPD/Republikaner/Die Rechte","2011","maennlich","81","0.0210051202179985","0.01691151367736","0.025098726758637"
"NPD/Republikaner/Die Rechte","2011","weiblich","","","",""
"Andere","2011","maennlich","65","0.0181316795265124","0.0143227850309223","0.0219405740221024"
"Andere","2011","weiblich","43","0.0105514370615805","0.00753681033787275","0.0135660637852883"
"SPD/Buendnis90/Gruene","2011","maennlich","","","",""
"SPD/Buendnis90/Gruene","2011","weiblich","","","",""
"SPD/CDU","2011","maennlich","","","",""
"SPD/CDU","2011","weiblich","","","",""
"SPD/FDP","2011","maennlich","","","",""
"SPD/FDP","2011","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2011","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2011","weiblich","","","",""
"CDU/CSU","2011","maennlich","","","",""
"CDU/CSU","2011","weiblich","","","",""
"CDU/FDP","2011","maennlich","","","",""
"CDU/FDP","2011","weiblich","","","",""
"CDU/Buendnis90/Gruene","2011","maennlich","","","",""
"CDU/Buendnis90/Gruene","2011","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2011","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2011","weiblich","","","",""
"SPD/Die Linke","2011","maennlich","","","",""
"SPD/Die Linke","2011","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2011","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2011","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2011","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2011","weiblich","","","",""
"CDU/Die Linke","2011","maennlich","","","",""
"CDU/Die Linke","2011","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2011","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2011","weiblich","","","",""
"CSU/FDP","2011","maennlich","","","",""
"CSU/FDP","2011","weiblich","","","",""
"Gruene/FDP","2011","maennlich","","","",""
"Gruene/FDP","2011","weiblich","","","",""
"FDP/Die Linke","2011","maennlich","","","",""
"FDP/Die Linke","2011","weiblich","","","",""
"FDP/NPD","2011","maennlich","","","",""
"FDP/NPD","2011","weiblich","","","",""
"Piratenpartei","2011","maennlich","","","",""
"Piratenpartei","2011","weiblich","","","",""
"AfD","2011","maennlich","","","",""
"AfD","2011","weiblich","","","",""
"CDU+/oder CSU/AfD","2011","maennlich","","","",""
"CDU+/oder CSU/AfD","2011","weiblich","","","",""
"SPD/AfD","2011","maennlich","","","",""
"SPD/AfD","2011","weiblich","","","",""
"SPD","2012","maennlich","1493","0.330015597200295","0.316444873106858","0.343586321293731"
"SPD","2012","weiblich","1373","0.329703433809212","0.315636006575732","0.343770861042693"
"CDU","2012","maennlich","1474","0.309040333546098","0.295703971646888","0.322376695445308"
"CDU","2012","weiblich","1396","0.335525640517038","0.321396315491916","0.34965496554216"
"CSU","2012","maennlich","360","0.0675531684407701","0.0603098372648229","0.0747964996167174"
"CSU","2012","weiblich","256","0.0556822719546658","0.0488204887914824","0.0625440551178492"
"FDP","2012","maennlich","152","0.0274738984832036","0.0227563733851192","0.0321914235812879"
"FDP","2012","weiblich","76","0.0145389221543637","0.0109570895245369","0.0181207547841905"
"Buendnis90/Gruene","2012","maennlich","541","0.133132198247588","0.123327789036447","0.142936607458729"
"Buendnis90/Gruene","2012","weiblich","802","0.169480057045946","0.158253314112621","0.180706799979272"
"Die Linke","2012","maennlich","304","0.0598480272265883","0.0530021770190872","0.0666938774340894"
"Die Linke","2012","weiblich","226","0.0492573868004867","0.0427816884726565","0.0557330851283169"
"NPD/Republikaner/Die Rechte","2012","maennlich","63","0.0182742659011006","0.0144086517779555","0.0221398800242457"
"NPD/Republikaner/Die Rechte","2012","weiblich","","","",""
"Andere","2012","maennlich","30","0.00794868088284647","0.00538586125189738","0.0105115005137956"
"Andere","2012","weiblich","","","",""
"SPD/Buendnis90/Gruene","2012","maennlich","","","",""
"SPD/Buendnis90/Gruene","2012","weiblich","","","",""
"SPD/CDU","2012","maennlich","","","",""
"SPD/CDU","2012","weiblich","","","",""
"SPD/FDP","2012","maennlich","","","",""
"SPD/FDP","2012","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2012","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2012","weiblich","","","",""
"CDU/CSU","2012","maennlich","","","",""
"CDU/CSU","2012","weiblich","","","",""
"CDU/FDP","2012","maennlich","","","",""
"CDU/FDP","2012","weiblich","","","",""
"CDU/Buendnis90/Gruene","2012","maennlich","","","",""
"CDU/Buendnis90/Gruene","2012","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2012","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2012","weiblich","","","",""
"SPD/Die Linke","2012","maennlich","","","",""
"SPD/Die Linke","2012","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2012","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2012","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2012","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2012","weiblich","","","",""
"CDU/Die Linke","2012","maennlich","","","",""
"CDU/Die Linke","2012","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2012","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2012","weiblich","","","",""
"CSU/FDP","2012","maennlich","","","",""
"CSU/FDP","2012","weiblich","","","",""
"Gruene/FDP","2012","maennlich","","","",""
"Gruene/FDP","2012","weiblich","","","",""
"FDP/Die Linke","2012","maennlich","","","",""
"FDP/Die Linke","2012","weiblich","","","",""
"FDP/NPD","2012","maennlich","","","",""
"FDP/NPD","2012","weiblich","","","",""
"Piratenpartei","2012","maennlich","141","0.0305966903298946","0.0256262722966108","0.0355671083631784"
"Piratenpartei","2012","weiblich","62","0.0187757693166392","0.0147141197772479","0.0228374188560306"
"AfD","2012","maennlich","","","",""
"AfD","2012","weiblich","","","",""
"CDU+/oder CSU/AfD","2012","maennlich","","","",""
"CDU+/oder CSU/AfD","2012","weiblich","","","",""
"SPD/AfD","2012","maennlich","","","",""
"SPD/AfD","2012","weiblich","","","",""
"SPD","2013","maennlich","1668","0.326737881898956","0.313764750569678","0.339711013228234"
"SPD","2013","weiblich","1459","0.326230313761987","0.312803976923008","0.339656650600966"
"CDU","2013","maennlich","1695","0.338707802813998","0.325617120595805","0.351798485032191"
"CDU","2013","weiblich","1625","0.353884593651276","0.340190744980537","0.367578442322014"
"CSU","2013","maennlich","358","0.0677368420716334","0.0607860433263685","0.0746876408168983"
"CSU","2013","weiblich","262","0.0550623953985035","0.0485300556499332","0.0615947351470738"
"FDP","2013","maennlich","174","0.0292815451056384","0.0246182100706346","0.0339448801406423"
"FDP","2013","weiblich","98","0.0210756902072797","0.0169622507681427","0.0251891296464167"
"Buendnis90/Gruene","2013","maennlich","596","0.125259526514175","0.116103691168885","0.134415361859465"
"Buendnis90/Gruene","2013","weiblich","868","0.169697086408371","0.158947416669217","0.180446756147526"
"Die Linke","2013","maennlich","301","0.0545965281762534","0.0483124136689301","0.0608806426835767"
"Die Linke","2013","weiblich","238","0.0438057838643921","0.0379446933003813","0.049666874428403"
"NPD/Republikaner/Die Rechte","2013","maennlich","47","0.0125014893590987","0.009428209691316","0.0155747690268814"
"NPD/Republikaner/Die Rechte","2013","weiblich","","","",""
"Andere","2013","maennlich","58","0.0162397416411738","0.0127436148435746","0.0197358684387729"
"Andere","2013","weiblich","42","0.00877910552805225","0.00610763734198343","0.0114505737141211"
"SPD/Buendnis90/Gruene","2013","maennlich","","","",""
"SPD/Buendnis90/Gruene","2013","weiblich","32","0.00603883912026155","0.00382012633986819","0.0082575519006549"
"SPD/CDU","2013","maennlich","","","",""
"SPD/CDU","2013","weiblich","","","",""
"SPD/FDP","2013","maennlich","","","",""
"SPD/FDP","2013","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2013","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2013","weiblich","","","",""
"CDU/CSU","2013","maennlich","","","",""
"CDU/CSU","2013","weiblich","","","",""
"CDU/FDP","2013","maennlich","","","",""
"CDU/FDP","2013","weiblich","","","",""
"CDU/Buendnis90/Gruene","2013","maennlich","","","",""
"CDU/Buendnis90/Gruene","2013","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2013","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2013","weiblich","","","",""
"SPD/Die Linke","2013","maennlich","","","",""
"SPD/Die Linke","2013","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2013","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2013","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2013","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2013","weiblich","","","",""
"CDU/Die Linke","2013","maennlich","","","",""
"CDU/Die Linke","2013","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2013","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2013","weiblich","","","",""
"CSU/FDP","2013","maennlich","","","",""
"CSU/FDP","2013","weiblich","","","",""
"Gruene/FDP","2013","maennlich","","","",""
"Gruene/FDP","2013","weiblich","","","",""
"FDP/Die Linke","2013","maennlich","","","",""
"FDP/Die Linke","2013","weiblich","","","",""
"FDP/NPD","2013","maennlich","","","",""
"FDP/NPD","2013","weiblich","","","",""
"Piratenpartei","2013","maennlich","69","0.0128725086289938","0.0097545438881775","0.0159904733698102"
"Piratenpartei","2013","weiblich","","","",""
"AfD","2013","maennlich","","","",""
"AfD","2013","weiblich","","","",""
"CDU+/oder CSU/AfD","2013","maennlich","","","",""
"CDU+/oder CSU/AfD","2013","weiblich","","","",""
"SPD/AfD","2013","maennlich","","","",""
"SPD/AfD","2013","weiblich","","","",""
"SPD","2014","maennlich","1810","0.321426997019573","0.309557328633954","0.333296665405192"
"SPD","2014","weiblich","1778","0.310602815110985","0.298887245771069","0.3223183844509"
"CDU","2014","maennlich","1986","0.330554383336554","0.318598594575628","0.342510172097481"
"CDU","2014","weiblich","1976","0.349850900039506","0.337776267227943","0.361925532851069"
"CSU","2014","maennlich","447","0.0699211515715403","0.0634398341440042","0.0764024689990764"
"CSU","2014","weiblich","362","0.0559396711656356","0.05012150955024","0.0617578327810313"
"FDP","2014","maennlich","192","0.0283278967019507","0.0241112602970847","0.0325445331068168"
"FDP","2014","weiblich","110","0.0173982999326519","0.014087994136136","0.0207086057291679"
"Buendnis90/Gruene","2014","maennlich","654","0.106112494535159","0.0982849811793164","0.113940007891001"
"Buendnis90/Gruene","2014","weiblich","1057","0.158489451540197","0.149243408397098","0.167735494683296"
"Die Linke","2014","maennlich","469","0.0717986188974249","0.0652374944982244","0.0783597432966255"
"Die Linke","2014","weiblich","445","0.064543164331871","0.0583221248817661","0.0707642037819759"
"NPD/Republikaner/Die Rechte","2014","maennlich","68","0.0138428177179074","0.010873310105878","0.0168123253299367"
"NPD/Republikaner/Die Rechte","2014","weiblich","31","0.00446813718433895","0.00277957606978788","0.00615669829889003"
"Andere","2014","maennlich","48","0.00813561924386477","0.00585254215183616","0.0104186963358934"
"Andere","2014","weiblich","58","0.00822848183459394","0.005941347753122","0.0105156159160659"
"SPD/Buendnis90/Gruene","2014","maennlich","","","",""
"SPD/Buendnis90/Gruene","2014","weiblich","31","0.005991548638742","0.00403770171590616","0.00794539556157783"
"SPD/CDU","2014","maennlich","","","",""
"SPD/CDU","2014","weiblich","","","",""
"SPD/FDP","2014","maennlich","","","",""
"SPD/FDP","2014","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2014","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2014","weiblich","","","",""
"CDU/CSU","2014","maennlich","","","",""
"CDU/CSU","2014","weiblich","","","",""
"CDU/FDP","2014","maennlich","","","",""
"CDU/FDP","2014","weiblich","","","",""
"CDU/Buendnis90/Gruene","2014","maennlich","","","",""
"CDU/Buendnis90/Gruene","2014","weiblich","","","",""
"Buendnis90/Gruene/Die Linke","2014","maennlich","","","",""
"Buendnis90/Gruene/Die Linke","2014","weiblich","","","",""
"SPD/Die Linke","2014","maennlich","","","",""
"SPD/Die Linke","2014","weiblich","","","",""
"Gruene/DVU(Rep/NPD)","2014","maennlich","","","",""
"Gruene/DVU(Rep/NPD)","2014","weiblich","","","",""
"Die Linke /DVU(Rep/NPD)","2014","maennlich","","","",""
"Die Linke /DVU(Rep/NPD)","2014","weiblich","","","",""
"CDU/Die Linke","2014","maennlich","","","",""
"CDU/Die Linke","2014","weiblich","","","",""
"CDU/DVU(Rep/NPD)","2014","maennlich","","","",""
"CDU/DVU(Rep/NPD)","2014","weiblich","","","",""
"CSU/FDP","2014","maennlich","","","",""
"CSU/FDP","2014","weiblich","","","",""
"Gruene/FDP","2014","maennlich","","","",""
"Gruene/FDP","2014","weiblich","","","",""
"FDP/Die Linke","2014","maennlich","","","",""
"FDP/Die Linke","2014","weiblich","","","",""
"FDP/NPD","2014","maennlich","","","",""
"FDP/NPD","2014","weiblich","","","",""
"Piratenpartei","2014","maennlich","75","0.0120331160730488","0.00926197032190403","0.0148042618241935"
"Piratenpartei","2014","weiblich","32","0.00505984943364846","0.00326349004747382","0.00685620881982309"
"AfD","2014","maennlich","138","0.0200829664967682","0.0165175710371151","0.0236483619564214"
"AfD","2014","weiblich","71","0.01016948086632","0.00762935191740353","0.0127096098152365"
"CDU+/oder CSU/AfD","2014","maennlich","","","",""
"CDU+/oder CSU/AfD","2014","weiblich","","","",""
"SPD/AfD","2014","maennlich","","","",""
"SPD/AfD","2014","weiblich","","","",""
"SPD","2015","maennlich","1521","0.297152354195835","0.284760818606741","0.309543889784928"
"SPD","2015","weiblich","1465","0.298573171783799","0.28600606810708","0.311140275460519"
"CDU","2015","maennlich","1772","0.342790713728097","0.329920928084986","0.355660499371208"
"CDU","2015","weiblich","1681","0.35070342901956","0.33759923901636","0.363807619022761"
"CSU","2015","maennlich","383","0.0702204484646271","0.0632921476086602","0.0771487493205941"
"CSU","2015","weiblich","286","0.0559209588839697","0.0496112386477989","0.0622306791201406"
"FDP","2015","maennlich","177","0.0298781638130497","0.0252618530657119","0.0344944745603875"
"FDP","2015","weiblich","93","0.0172861211182182","0.0137069625344369","0.0208652797019994"
"Buendnis90/Gruene","2015","maennlich","555","0.108210884043117","0.0997877929016875","0.116633975184546"
"Buendnis90/Gruene","2015","weiblich","918","0.161514836512234","0.151408994069677","0.17162067895479"
"Die Linke","2015","maennlich","415","0.0669109998430955","0.0601359071984776","0.0736860924877134"
"Die Linke","2015","weiblich","407","0.0655276672225376","0.0587322801725809","0.0723230542724943"
"NPD/Republikaner/Die Rechte","2015","maennlich","66","0.0130734245252303","0.00999348600540136","0.0161533630450591"
"NPD/Republikaner/Die Rechte","2015","weiblich","32","0.00678654829630296","0.00453197484239083","0.00904112175021509"
"Andere","2015","maennlich","55","0.0109154530427567","0.00809809180706763","0.0137328142784458"
"Andere","2015","weiblich","43","0.00846129594706955","0.00594598373670575","0.0109766081574333"
"SPD/Buendnis90/Gruene","2015","maennlich","","","",""
"SPD/Buendnis90/Gruene","2015","weiblich","","","",""
"SPD/CDU","2015","maennlich","","","",""
"SPD/CDU","2015","weiblich","","","",""
"SPD/FDP","2015","maennlich","","","",""
"SPD/FDP","2015","weiblich","","","",""
"SPD/DVU(Rep/NPD)","2015","maennlich","","","",""
"SPD/DVU(Rep/NPD)","2015","weiblich","","","",""
"CDU/CSU","2015","maennlich","","","",""
"CDU/CSU","2015","weiblich","","","",""
"CDU/FDP","2015","maennlich","","","",""
"CDU/FDP","2015","weiblich","","","",""
"CDU/Buendnis90/Gruene","2015","maennlich","","","",""
"CDU/Buendnis90/Gruene","2015","weiblich","","","",""
