"pgstib","year","bula_h","n","percent","lower_confidence","upper_confidence"
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1989","Nordrhein-Westfalen","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1989","Hessen","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1989","Rheinland-Pfalz,Saarland","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1989","Baden-Wuerttemberg","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1989","Bayern","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1989","Saarland","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1989","Berlin","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1989","Brandenburg","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1989","Mecklenburg-Vorpommern","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1989","Sachsen","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1989","Sachsen-Anhalt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1989","Thueringen","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1989","Schleswig-Holstein","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1989","Hamburg","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1989","Niedersachsen","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1989","Bremen","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1989","Nordrhein-Westfalen","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1989","Hessen","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1989","Rheinland-Pfalz,Saarland","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1989","Baden-Wuerttemberg","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1989","Bayern","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1989","Saarland","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1989","Berlin","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1989","Brandenburg","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1989","Mecklenburg-Vorpommern","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1989","Sachsen","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1989","Sachsen-Anhalt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1989","Thueringen","","","",""
"selbständiger Landwirt","1989","Schleswig-Holstein","","","",""
"selbständiger Landwirt","1989","Hamburg","","","",""
"selbständiger Landwirt","1989","Niedersachsen","","","",""
"selbständiger Landwirt","1989","Bremen","","","",""
"selbständiger Landwirt","1989","Nordrhein-Westfalen","","","",""
"selbständiger Landwirt","1989","Hessen","","","",""
"selbständiger Landwirt","1989","Rheinland-Pfalz,Saarland","","","",""
"selbständiger Landwirt","1989","Baden-Wuerttemberg","","","",""
"selbständiger Landwirt","1989","Bayern","","","",""
"selbständiger Landwirt","1989","Saarland","","","",""
"selbständiger Landwirt","1989","Berlin","","","",""
"selbständiger Landwirt","1989","Brandenburg","","","",""
"selbständiger Landwirt","1989","Mecklenburg-Vorpommern","","","",""
"selbständiger Landwirt","1989","Sachsen","","","",""
"selbständiger Landwirt","1989","Sachsen-Anhalt","","","",""
"selbständiger Landwirt","1989","Thueringen","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1989","Schleswig-Holstein","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1989","Hamburg","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1989","Niedersachsen","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1989","Bremen","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1989","Nordrhein-Westfalen","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1989","Hessen","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1989","Rheinland-Pfalz,Saarland","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1989","Baden-Wuerttemberg","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1989","Bayern","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1989","Saarland","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1989","Berlin","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1989","Brandenburg","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1989","Mecklenburg-Vorpommern","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1989","Sachsen","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1989","Sachsen-Anhalt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1989","Thueringen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1989","Schleswig-Holstein","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1989","Hamburg","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1989","Niedersachsen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1989","Bremen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1989","Nordrhein-Westfalen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1989","Hessen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1989","Rheinland-Pfalz,Saarland","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1989","Baden-Wuerttemberg","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1989","Bayern","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1989","Saarland","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1989","Berlin","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1989","Brandenburg","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1989","Mecklenburg-Vorpommern","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1989","Sachsen","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1989","Sachsen-Anhalt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1989","Thueringen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1989","Schleswig-Holstein","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1989","Hamburg","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1989","Niedersachsen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1989","Bremen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1989","Nordrhein-Westfalen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1989","Hessen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1989","Rheinland-Pfalz,Saarland","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1989","Baden-Wuerttemberg","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1989","Bayern","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1989","Saarland","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1989","Berlin","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1989","Brandenburg","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1989","Mecklenburg-Vorpommern","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1989","Sachsen","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1989","Sachsen-Anhalt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1989","Thueringen","","","",""
"Freiberufler, Akademiker","1989","Schleswig-Holstein","","","",""
"Freiberufler, Akademiker","1989","Hamburg","","","",""
"Freiberufler, Akademiker","1989","Niedersachsen","","","",""
"Freiberufler, Akademiker","1989","Bremen","","","",""
"Freiberufler, Akademiker","1989","Nordrhein-Westfalen","","","",""
"Freiberufler, Akademiker","1989","Hessen","","","",""
"Freiberufler, Akademiker","1989","Rheinland-Pfalz,Saarland","","","",""
"Freiberufler, Akademiker","1989","Baden-Wuerttemberg","","","",""
"Freiberufler, Akademiker","1989","Bayern","","","",""
"Freiberufler, Akademiker","1989","Saarland","","","",""
"Freiberufler, Akademiker","1989","Berlin","","","",""
"Freiberufler, Akademiker","1989","Brandenburg","","","",""
"Freiberufler, Akademiker","1989","Mecklenburg-Vorpommern","","","",""
"Freiberufler, Akademiker","1989","Sachsen","","","",""
"Freiberufler, Akademiker","1989","Sachsen-Anhalt","","","",""
"Freiberufler, Akademiker","1989","Thueringen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1989","Schleswig-Holstein","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1989","Hamburg","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1989","Niedersachsen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1989","Bremen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1989","Nordrhein-Westfalen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1989","Hessen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1989","Rheinland-Pfalz,Saarland","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1989","Baden-Wuerttemberg","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1989","Bayern","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1989","Saarland","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1989","Berlin","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1989","Brandenburg","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1989","Mecklenburg-Vorpommern","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1989","Sachsen","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1989","Sachsen-Anhalt","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1989","Thueringen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1989","Schleswig-Holstein","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1989","Hamburg","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1989","Niedersachsen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1989","Bremen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1989","Nordrhein-Westfalen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1989","Hessen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1989","Rheinland-Pfalz,Saarland","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1989","Baden-Wuerttemberg","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1989","Bayern","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1989","Saarland","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1989","Berlin","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1989","Brandenburg","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1989","Mecklenburg-Vorpommern","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1989","Sachsen","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1989","Sachsen-Anhalt","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1989","Thueringen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1989","Schleswig-Holstein","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1989","Hamburg","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1989","Niedersachsen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1989","Bremen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1989","Nordrhein-Westfalen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1989","Hessen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1989","Rheinland-Pfalz,Saarland","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1989","Baden-Wuerttemberg","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1989","Bayern","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1989","Saarland","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1989","Berlin","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1989","Brandenburg","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1989","Mecklenburg-Vorpommern","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1989","Sachsen","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1989","Sachsen-Anhalt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1989","Thueringen","","","",""
"sonstige selbständiger","1989","Schleswig-Holstein","","","",""
"sonstige selbständiger","1989","Hamburg","","","",""
"sonstige selbständiger","1989","Niedersachsen","","","",""
"sonstige selbständiger","1989","Bremen","","","",""
"sonstige selbständiger","1989","Nordrhein-Westfalen","68","0.026308267538026","0.020183271504289","0.0324332635717631"
"sonstige selbständiger","1989","Hessen","","","",""
"sonstige selbständiger","1989","Rheinland-Pfalz,Saarland","","","",""
"sonstige selbständiger","1989","Baden-Wuerttemberg","51","0.0331086768667476","0.0248909280559667","0.0413264256775284"
"sonstige selbständiger","1989","Bayern","44","0.0241274376911791","0.0166437788191118","0.0316110965632464"
"sonstige selbständiger","1989","Saarland","","","",""
"sonstige selbständiger","1989","Berlin","","","",""
"sonstige selbständiger","1989","Brandenburg","","","",""
"sonstige selbständiger","1989","Mecklenburg-Vorpommern","","","",""
"sonstige selbständiger","1989","Sachsen","","","",""
"sonstige selbständiger","1989","Sachsen-Anhalt","","","",""
"sonstige selbständiger","1989","Thueringen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1989","Schleswig-Holstein","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1989","Hamburg","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1989","Niedersachsen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1989","Bremen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1989","Nordrhein-Westfalen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1989","Hessen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1989","Rheinland-Pfalz,Saarland","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1989","Baden-Wuerttemberg","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1989","Bayern","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1989","Saarland","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1989","Berlin","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1989","Brandenburg","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1989","Mecklenburg-Vorpommern","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1989","Sachsen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1989","Sachsen-Anhalt","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1989","Thueringen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1989","Schleswig-Holstein","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1989","Hamburg","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1989","Niedersachsen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1989","Bremen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1989","Nordrhein-Westfalen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1989","Hessen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1989","Rheinland-Pfalz,Saarland","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1989","Baden-Wuerttemberg","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1989","Bayern","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1989","Saarland","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1989","Berlin","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1989","Brandenburg","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1989","Mecklenburg-Vorpommern","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1989","Sachsen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1989","Sachsen-Anhalt","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1989","Thueringen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1989","Schleswig-Holstein","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1989","Hamburg","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1989","Niedersachsen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1989","Bremen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1989","Nordrhein-Westfalen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1989","Hessen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1989","Rheinland-Pfalz,Saarland","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1989","Baden-Wuerttemberg","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1989","Bayern","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1989","Saarland","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1989","Berlin","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1989","Brandenburg","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1989","Mecklenburg-Vorpommern","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1989","Sachsen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1989","Sachsen-Anhalt","","","",""
