"pgstib","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Volontäre, Praktikanten","1986","66 und älter","","","",""
"Aspiranten (1990 Ost)","1986","16-34 Jahre alt","","","",""
"Aspiranten (1990 Ost)","1986","35-65 Jahre alt","","","",""
"Aspiranten (1990 Ost)","1986","66 und älter","","","",""
"ungelernter Arbeiter","1986","16-34 Jahre alt","183","0.0263347207005469","0.021426673441955","0.0312427679591389"
"ungelernter Arbeiter","1986","35-65 Jahre alt","310","0.0314123971988201","0.026799191498996","0.0360256028986442"
"ungelernter Arbeiter","1986","66 und älter","","","",""
"angelernter Arbeiter","1986","16-34 Jahre alt","435","0.0792880359912475","0.0710066074428618","0.0875694645396333"
"angelernter Arbeiter","1986","35-65 Jahre alt","819","0.0953966093649193","0.087627371790397","0.103165846939442"
"angelernter Arbeiter","1986","66 und älter","","","",""
"gelernte und Facharbeiter","1986","16-34 Jahre alt","461","0.118383221535081","0.10848118472984","0.128285258340323"
"gelernte und Facharbeiter","1986","35-65 Jahre alt","504","0.0791054262322655","0.0719671899208673","0.0862436625436638"
"gelernte und Facharbeiter","1986","66 und älter","","","",""
"Vorarbeiter, Kolonnenführer","1986","16-34 Jahre alt","30","0.00784086857002361","0.00513745624308016","0.010544280896967"
"Vorarbeiter, Kolonnenführer","1986","35-65 Jahre alt","82","0.0170268388109687","0.0136053063142566","0.0204483713076807"
"Vorarbeiter, Kolonnenführer","1986","66 und älter","","","",""
"Meister, Polier","1986","16-34 Jahre alt","","","",""
"Meister, Polier","1986","35-65 Jahre alt","44","0.0092377471345518","0.00670757197420233","0.0117679222949013"
"Meister, Polier","1986","66 und älter","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1986","16-34 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1986","35-65 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1986","66 und älter","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1986","16-34 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1986","35-65 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1986","66 und älter","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1986","16-34 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1986","35-65 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1986","66 und älter","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1986","16-34 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1986","35-65 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1986","66 und älter","","","",""
"selbständiger Landwirt","1986","16-34 Jahre alt","","","",""
"selbständiger Landwirt","1986","35-65 Jahre alt","41","0.0102825807496907","0.00761455818608325","0.0129506033132981"
"selbständiger Landwirt","1986","66 und älter","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1986","66 und älter","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1986","66 und älter","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1986","66 und älter","","","",""
"Freiberufler, Akademiker","1986","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker","1986","35-65 Jahre alt","62","0.0121150248157611","0.00922169347811794","0.0150083561534042"
"Freiberufler, Akademiker","1986","66 und älter","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1986","66 und älter","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1986","66 und älter","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1986","66 und älter","","","",""
"sonstige selbständiger","1986","16-34 Jahre alt","75","0.0175459163691882","0.013521678029721","0.0215701547086554"
"sonstige selbständiger","1986","35-65 Jahre alt","205","0.0399176672244915","0.0347401727701538","0.0450951616788291"
"sonstige selbständiger","1986","66 und älter","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1986","16-34 Jahre alt","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1986","35-65 Jahre alt","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1986","66 und älter","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1986","16-34 Jahre alt","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1986","35-65 Jahre alt","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1986","66 und älter","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1986","16-34 Jahre alt","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1986","35-65 Jahre alt","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1986","66 und älter","","","",""
"mithelfende Familienangehörige","1986","16-34 Jahre alt","","","",""
"mithelfende Familienangehörige","1986","35-65 Jahre alt","40","0.00861146383919566","0.00616778986102489","0.0110551378173664"
"mithelfende Familienangehörige","1986","66 und älter","","","",""
"Angestellte, Industrie- und Werkmeister","1986","16-34 Jahre alt","","","",""
"Angestellte, Industrie- und Werkmeister","1986","35-65 Jahre alt","36","0.00796731837439369","0.0056160516232133","0.0103185851255741"
"Angestellte, Industrie- und Werkmeister","1986","66 und älter","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1986","16-34 Jahre alt","239","0.0666555015700169","0.0590104833978961","0.0743005197421377"
"Angestellte, einfache Tätigkeit (bis 1990)","1986","35-65 Jahre alt","251","0.0501293871417254","0.0443582519213373","0.0559005223621134"
"Angestellte, einfache Tätigkeit (bis 1990)","1986","66 und älter","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1986","16-34 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1986","35-65 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1986","66 und älter","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1986","16-34 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1986","35-65 Jahre alt","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1986","66 und älter","","","",""
"Angestellte, qualifizierte Tätigkeit","1986","16-34 Jahre alt","481","0.145926647645751","0.135105970869648","0.156747324421854"
"Angestellte, qualifizierte Tätigkeit","1986","35-65 Jahre alt","574","0.12728607296412","0.1184713387059","0.13610080722234"
"Angestellte, qualifizierte Tätigkeit","1986","66 und älter","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1986","16-34 Jahre alt","114","0.0342309157862294","0.0286579619677904","0.0398038696046683"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1986","35-65 Jahre alt","233","0.0505117283725844","0.0447197925158461","0.0563036642293227"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1986","66 und älter","","","",""
"Angestellte, umfassende Führungsaufgaben","1986","16-34 Jahre alt","","","",""
"Angestellte, umfassende Führungsaufgaben","1986","35-65 Jahre alt","57","0.0116831242617765","0.00884121354181032","0.0145250349817428"
"Angestellte, umfassende Führungsaufgaben","1986","66 und älter","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1986","16-34 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1986","35-65 Jahre alt","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1986","66 und älter","","","",""
"Beamte, einfacher Dienst","1986","16-34 Jahre alt","","","",""
"Beamte, einfacher Dienst","1986","35-65 Jahre alt","","","",""
"Beamte, einfacher Dienst","1986","66 und älter","","","",""
"Beamte, mittlerer Dienst","1986","16-34 Jahre alt","81","0.0256022034983502","0.0207610778463936","0.0304433291503068"
"Beamte, mittlerer Dienst","1986","35-65 Jahre alt","80","0.0178893971152693","0.0143838090715747","0.0213949851589639"
"Beamte, mittlerer Dienst","1986","66 und älter","","","",""
"Beamte, gehobener Dienst","1986","16-34 Jahre alt","33","0.00979000144784417","0.00677217286622312","0.0128078300294652"
"Beamte, gehobener Dienst","1986","35-65 Jahre alt","118","0.0241623253217915","0.0201012505941707","0.0282234000494124"
"Beamte, gehobener Dienst","1986","66 und älter","","","",""
"Beamte, höherer Dienst","1986","16-34 Jahre alt","","","",""
"Beamte, höherer Dienst","1986","35-65 Jahre alt","85","0.0168582327233025","0.0134533910440637","0.0202630744025413"
"Beamte, höherer Dienst","1986","66 und älter","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1987","16-34 Jahre alt","473","0.100432899774382","0.0911608981462961","0.109704901402468"
"nicht erwerbstätig (NE): keine weitere Angaben","1987","35-65 Jahre alt","996","0.179948177170457","0.169674760802634","0.19022159353828"
"nicht erwerbstätig (NE): keine weitere Angaben","1987","66 und älter","77","0.0591143219315996","0.0450814032984832","0.073147240564716"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1987","16-34 Jahre alt","629","0.142242009103775","0.131467064610695","0.153016953596856"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1987","35-65 Jahre alt","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1987","66 und älter","","","",""
"NE: arbeitslos gemeldet","1987","16-34 Jahre alt","204","0.0460405614546498","0.0395757780854623","0.0525053448238374"
"NE: arbeitslos gemeldet","1987","35-65 Jahre alt","269","0.0446277916760569","0.0391056249451657","0.0501499584069481"
"NE: arbeitslos gemeldet","1987","66 und älter","","","",""
"NE: Rentner/Rentnerin","1987","16-34 Jahre alt","","","",""
"NE: Rentner/Rentnerin","1987","35-65 Jahre alt","526","0.13256627967661","0.123497367432416","0.141635191920805"
"NE: Rentner/Rentnerin","1987","66 und älter","970","0.91191375717892","0.895049619123669","0.928777895234172"
"NE: Wehr- und Zivildienst","1987","16-34 Jahre alt","53","0.0177493682136878","0.0136763033693278","0.0218224330580477"
"NE: Wehr- und Zivildienst","1987","35-65 Jahre alt","","","",""
"NE: Wehr- und Zivildienst","1987","66 und älter","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1987","16-34 Jahre alt","422","0.100158335666038","0.090897603692915","0.10941906763916"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1987","35-65 Jahre alt","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1987","66 und älter","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1987","16-34 Jahre alt","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1987","35-65 Jahre alt","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1987","66 und älter","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1987","16-34 Jahre alt","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1987","35-65 Jahre alt","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1987","66 und älter","","","",""
"Volontäre, Praktikanten","1987","16-34 Jahre alt","","","",""
"Volontäre, Praktikanten","1987","35-65 Jahre alt","","","",""
"Volontäre, Praktikanten","1987","66 und älter","","","",""
"Aspiranten (1990 Ost)","1987","16-34 Jahre alt","","","",""
"Aspiranten (1990 Ost)","1987","35-65 Jahre alt","","","",""
"Aspiranten (1990 Ost)","1987","66 und älter","","","",""
"ungelernter Arbeiter","1987","16-34 Jahre alt","210","0.0315027241920726","0.0261145457058057","0.0368909026783396"
"ungelernter Arbeiter","1987","35-65 Jahre alt","310","0.034223982085521","0.0293618808948437","0.0390860832761983"
"ungelernter Arbeiter","1987","66 und älter","","","",""
"angelernter Arbeiter","1987","16-34 Jahre alt","419","0.0838113540120692","0.0752633917236361","0.0923593163005024"
"angelernter Arbeiter","1987","35-65 Jahre alt","791","0.0977225052427441","0.0897812734353686","0.10566373705012"
"angelernter Arbeiter","1987","66 und älter","","","",""
"gelernte und Facharbeiter","1987","16-34 Jahre alt","440","0.119252922018068","0.109255711523081","0.129250132513055"
"gelernte und Facharbeiter","1987","35-65 Jahre alt","528","0.0857017112226372","0.0782155493235883","0.0931878731216862"
"gelernte und Facharbeiter","1987","66 und älter","","","",""
"Vorarbeiter, Kolonnenführer","1987","16-34 Jahre alt","32","0.0103058552824985","0.00719047378260125","0.0134212367823957"
"Vorarbeiter, Kolonnenführer","1987","35-65 Jahre alt","78","0.0161597741467063","0.0127876741415049","0.0195318741519076"
"Vorarbeiter, Kolonnenführer","1987","66 und älter","","","",""
"Meister, Polier","1987","16-34 Jahre alt","","","",""
"Meister, Polier","1987","35-65 Jahre alt","","","",""
"Meister, Polier","1987","66 und älter","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1987","16-34 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1987","35-65 Jahre alt","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1987","66 und älter","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1987","16-34 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1987","35-65 Jahre alt","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1987","66 und älter","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1987","16-34 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1987","35-65 Jahre alt","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1987","66 und älter","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1987","16-34 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1987","35-65 Jahre alt","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1987","66 und älter","","","",""
"selbständiger Landwirt","1987","16-34 Jahre alt","","","",""
"selbständiger Landwirt","1987","35-65 Jahre alt","38","0.00969587994613979","0.00707529391025541","0.0123164659820242"
"selbständiger Landwirt","1987","66 und älter","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1987","16-34 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1987","35-65 Jahre alt","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1987","66 und älter","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1987","16-34 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1987","35-65 Jahre alt","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1987","66 und älter","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1987","16-34 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1987","35-65 Jahre alt","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1987","66 und älter","","","",""
"Freiberufler, Akademiker","1987","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker","1987","35-65 Jahre alt","73","0.0160079900918944","0.0126515051418689","0.0193644750419198"
"Freiberufler, Akademiker","1987","66 und älter","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1987","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1987","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1987","66 und älter","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1987","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1987","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1987","66 und älter","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1987","16-34 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1987","35-65 Jahre alt","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1987","66 und älter","","","",""
"sonstige selbständiger","1987","16-34 Jahre alt","58","0.0143689229944736","0.0106978922713421","0.018039953717605"
