"ple0044_h","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1990","Sachsen-Anhalt","männlich","","","",""
"Ja","1990","Sachsen-Anhalt","weiblich","","","",""
"Ja","1990","Thüringen","männlich","","","",""
"Ja","1990","Thüringen","weiblich","","","",""
"Nein","1991","Schleswig-Holstein","männlich","55","0.379241005103457","0.299993426724743","0.45848858348217"
"Nein","1991","Schleswig-Holstein","weiblich","37","0.24355971354892","0.174639754721919","0.312479672375921"
"Nein","1991","Hamburg","männlich","22","","",""
"Nein","1991","Hamburg","weiblich","21","","",""
"Nein","1991","Niedersachsen","männlich","172","0.351910327097038","0.309008264607567","0.394812389586509"
"Nein","1991","Niedersachsen","weiblich","116","0.197652033169986","0.162463791912547","0.232840274427424"
"Nein","1991","Bremen","männlich","10","","",""
"Nein","1991","Bremen","weiblich","6","","",""
"Nein","1991","Nordrhein-Westfalen","männlich","457","0.36272755974273","0.336031822715221","0.389423296770239"
"Nein","1991","Nordrhein-Westfalen","weiblich","294","0.204739467830151","0.182711363124556","0.226767572535747"
"Nein","1991","Hessen","männlich","163","0.306268810930605","0.265161267725153","0.347376354136056"
"Nein","1991","Hessen","weiblich","104","0.161398720301534","0.128486644377584","0.194310796225485"
"Nein","1991","Rheinland-Pfalz,Saarland","männlich","93","0.282401795164964","0.2328461815311","0.331957408798829"
"Nein","1991","Rheinland-Pfalz,Saarland","weiblich","71","0.190694272054031","0.149478778134466","0.231909765973596"
"Nein","1991","Baden-Württemberg","männlich","282","0.335458210704427","0.304351304692787","0.366565116716066"
"Nein","1991","Baden-Württemberg","weiblich","205","0.232424707014112","0.204799116996653","0.260050297031571"
"Nein","1991","Bayern","männlich","287","0.343653028705153","0.310514256014395","0.37679180139591"
"Nein","1991","Bayern","weiblich","202","0.218191504154234","0.189678059877665","0.246704948430802"
"Nein","1991","Saarland","männlich","","","",""
"Nein","1991","Saarland","weiblich","","","",""
"Nein","1991","Berlin","männlich","56","0.210555163006983","0.163386780400837","0.257723545613129"
"Nein","1991","Berlin","weiblich","43","0.144355482362901","0.105666991704451","0.183043973021351"
"Nein","1991","Brandenburg","männlich","","","",""
"Nein","1991","Brandenburg","weiblich","","","",""
"Nein","1991","Mecklenburg-Vorpommern","männlich","","","",""
"Nein","1991","Mecklenburg-Vorpommern","weiblich","","","",""
"Nein","1991","Sachsen","männlich","","","",""
"Nein","1991","Sachsen","weiblich","","","",""
"Nein","1991","Sachsen-Anhalt","männlich","","","",""
"Nein","1991","Sachsen-Anhalt","weiblich","","","",""
"Nein","1991","Thüringen","männlich","","","",""
"Nein","1991","Thüringen","weiblich","","","",""
"Ja","1991","Schleswig-Holstein","männlich","89","0.620758994896543","0.54151141651783","0.700006573275257"
"Ja","1991","Schleswig-Holstein","weiblich","112","0.75644028645108","0.687520327624079","0.825360245278081"
"Ja","1991","Hamburg","männlich","53","0.700251209913824","0.596564495566592","0.803937924261055"
"Ja","1991","Hamburg","weiblich","62","0.818139466801275","0.735155928887425","0.901123004715126"
"Ja","1991","Niedersachsen","männlich","304","0.648089672902962","0.605187610413491","0.690991735392433"
"Ja","1991","Niedersachsen","weiblich","376","0.802347966830014","0.767159725572576","0.837536208087453"
"Ja","1991","Bremen","männlich","35","0.774650806006581","0.652576903860281","0.89672470815288"
"Ja","1991","Bremen","weiblich","46","0.919184558367799","0.845105585094638","0.993263531640959"
"Ja","1991","Nordrhein-Westfalen","männlich","789","0.63727244025727","0.610576703229762","0.663968177284779"
"Ja","1991","Nordrhein-Westfalen","weiblich","995","0.795260532169849","0.773232427464253","0.817288636875444"
"Ja","1991","Hessen","männlich","320","0.693731189069395","0.652623645863944","0.734838732274847"
"Ja","1991","Hessen","weiblich","376","0.838601279698466","0.805689203774515","0.871513355622416"
"Ja","1991","Rheinland-Pfalz,Saarland","männlich","224","0.717598204835036","0.668042591201171","0.7671538184689"
"Ja","1991","Rheinland-Pfalz,Saarland","weiblich","278","0.809305727945969","0.768090234026404","0.850521221865534"
"Ja","1991","Baden-Württemberg","männlich","603","0.664541789295573","0.633434883283934","0.695648695307213"
"Ja","1991","Baden-Württemberg","weiblich","693","0.767575292985888","0.739949702968429","0.795200883003347"
"Ja","1991","Bayern","männlich","502","0.656346971294847","0.62320819860409","0.689485743985604"
"Ja","1991","Bayern","weiblich","604","0.781808495845766","0.753295051569197","0.810321940122335"
"Ja","1991","Saarland","männlich","","","",""
"Ja","1991","Saarland","weiblich","","","",""
"Ja","1991","Berlin","männlich","231","0.789444836993017","0.742276454386871","0.836613219599163"
"Ja","1991","Berlin","weiblich","274","0.855644517637099","0.816956026978649","0.894333008295549"
"Ja","1991","Brandenburg","männlich","326","1","1","1"
"Ja","1991","Brandenburg","weiblich","352","1","1","1"
"Ja","1991","Mecklenburg-Vorpommern","männlich","234","1","1","1"
"Ja","1991","Mecklenburg-Vorpommern","weiblich","239","1","1","1"
"Ja","1991","Sachsen","männlich","582","1","1","1"
"Ja","1991","Sachsen","weiblich","647","1","1","1"
"Ja","1991","Sachsen-Anhalt","männlich","375","1","1","1"
"Ja","1991","Sachsen-Anhalt","weiblich","418","1","1","1"
"Ja","1991","Thüringen","männlich","330","1","1","1"
"Ja","1991","Thüringen","weiblich","366","1","1","1"
"Nein","1992","Schleswig-Holstein","männlich","55","0.368611946311905","0.285361586510553","0.451862306113258"
"Nein","1992","Schleswig-Holstein","weiblich","37","0.233344184934646","0.163531033487297","0.303157336381994"
"Nein","1992","Hamburg","männlich","23","","",""
"Nein","1992","Hamburg","weiblich","17","","",""
"Nein","1992","Niedersachsen","männlich","159","0.347266808170254","0.304315481965052","0.390218134375455"
"Nein","1992","Niedersachsen","weiblich","101","0.192729632226791","0.157625279176825","0.227833985276757"
"Nein","1992","Bremen","männlich","9","","",""
"Nein","1992","Bremen","weiblich","6","","",""
"Nein","1992","Nordrhein-Westfalen","männlich","427","0.356204441855207","0.329354945632498","0.383053938077915"
"Nein","1992","Nordrhein-Westfalen","weiblich","295","0.208702485869254","0.186290510967856","0.231114460770653"
"Nein","1992","Hessen","männlich","151","0.303481821228985","0.26173843257753","0.34522520988044"
"Nein","1992","Hessen","weiblich","99","0.1715887799225","0.137719025795097","0.205458534049903"
"Nein","1992","Rheinland-Pfalz,Saarland","männlich","97","0.313301786624796","0.261668277864317","0.364935295385274"
"Nein","1992","Rheinland-Pfalz,Saarland","weiblich","74","0.21640529452379","0.172889335698238","0.259921253349342"
"Nein","1992","Baden-Württemberg","männlich","277","0.339870398493995","0.308359593163998","0.371381203823991"
"Nein","1992","Baden-Württemberg","weiblich","178","0.203003783473974","0.176275648200204","0.229731918747744"
"Nein","1992","Bayern","männlich","296","0.36383546790828","0.330703836253095","0.396967099563464"
"Nein","1992","Bayern","weiblich","204","0.227446557805704","0.198650048979844","0.256243066631564"
"Nein","1992","Saarland","männlich","","","",""
"Nein","1992","Saarland","weiblich","","","",""
"Nein","1992","Berlin","männlich","107","0.363711998182388","0.30685454203814","0.420569454326635"
"Nein","1992","Berlin","weiblich","85","0.250819120115204","0.202641919749152","0.298996320481255"
"Nein","1992","Brandenburg","männlich","169","0.518304743164337","0.463126027113927","0.573483459214747"
"Nein","1992","Brandenburg","weiblich","131","0.356636940156638","0.305870552571792","0.407403327741485"
"Nein","1992","Mecklenburg-Vorpommern","männlich","96","0.436498923781119","0.368608249189285","0.504389598372952"
"Nein","1992","Mecklenburg-Vorpommern","weiblich","72","0.308445838381782","0.245680629190997","0.371211047572567"
"Nein","1992","Sachsen","männlich","286","0.496932782994843","0.454485849666211","0.539379716323474"
"Nein","1992","Sachsen","weiblich","236","0.335015662708996","0.297952512332495","0.372078813085496"
"Nein","1992","Sachsen-Anhalt","männlich","197","0.509001478073085","0.457715189355691","0.56028776679048"
"Nein","1992","Sachsen-Anhalt","weiblich","152","0.328194082764438","0.282178451841688","0.374209713687187"
"Nein","1992","Thüringen","männlich","174","0.50544207762536","0.450917650863542","0.559966504387179"
"Nein","1992","Thüringen","weiblich","134","0.333207189880016","0.284105199585187","0.382309180174846"
"Ja","1992","Schleswig-Holstein","männlich","74","0.631388053688095","0.548137693886742","0.714638413489447"
"Ja","1992","Schleswig-Holstein","weiblich","104","0.766655815065354","0.696842663618006","0.836468966512703"
"Ja","1992","Hamburg","männlich","45","0.61786778852763","0.502376763523094","0.733358813532165"
"Ja","1992","Hamburg","weiblich","66","0.838218817098573","0.758995731914634","0.917441902282512"
"Ja","1992","Niedersachsen","männlich","313","0.652733191829746","0.609781865624545","0.695684518034948"
"Ja","1992","Niedersachsen","weiblich","384","0.807270367773209","0.772166014723243","0.842374720823175"
"Ja","1992","Bremen","männlich","34","0.807550942374208","0.689720713361498","0.925381171386917"
"Ja","1992","Bremen","weiblich","44","0.913516735324209","0.835607780071505","0.991425690576913"
"Ja","1992","Nordrhein-Westfalen","männlich","795","0.643795558144793","0.616946061922085","0.670645054367502"
"Ja","1992","Nordrhein-Westfalen","weiblich","968","0.791297514130746","0.768885539229347","0.813709489032144"
"Ja","1992","Hessen","männlich","315","0.696518178771015","0.65477479011956","0.738261567422471"
"Ja","1992","Hessen","weiblich","377","0.8284112200775","0.794541465950097","0.862280974204903"
"Ja","1992","Rheinland-Pfalz,Saarland","männlich","213","0.686698213375204","0.635064704614726","0.738331722135683"
"Ja","1992","Rheinland-Pfalz,Saarland","weiblich","270","0.78359470547621","0.740078746650658","0.827110664301762"
"Ja","1992","Baden-Württemberg","männlich","591","0.660129601506005","0.628618796176009","0.691640406836002"
"Ja","1992","Baden-Württemberg","weiblich","692","0.796996216526026","0.770268081252256","0.823724351799796"
"Ja","1992","Bayern","männlich","514","0.63616453209172","0.603032900436536","0.669296163746905"
"Ja","1992","Bayern","weiblich","610","0.772553442194296","0.743756933368436","0.801349951020156"
"Ja","1992","Saarland","männlich","","","",""
"Ja","1992","Saarland","weiblich","","","",""
"Ja","1992","Berlin","männlich","168","0.636288001817612","0.579430545673365","0.69314545796186"
"Ja","1992","Berlin","weiblich","226","0.749180879884796","0.701003679518745","0.797358080250848"
"Ja","1992","Brandenburg","männlich","146","0.481695256835663","0.426516540785253","0.536873972886073"
"Ja","1992","Brandenburg","weiblich","211","0.643363059843362","0.592596672258515","0.694129447428208"
"Ja","1992","Mecklenburg-Vorpommern","männlich","109","0.563501076218881","0.495610401627048","0.631391750810715"
"Ja","1992","Mecklenburg-Vorpommern","weiblich","136","0.691554161618218","0.628788952427433","0.754319370809003"
"Ja","1992","Sachsen","männlich","247","0.503067217005157","0.460620283676526","0.545514150333789"
"Ja","1992","Sachsen","weiblich","387","0.664984337291004","0.627921186914503","0.702047487667505"
"Ja","1992","Sachsen-Anhalt","männlich","168","0.490998521926914","0.43971223320952","0.542284810644309"
"Ja","1992","Sachsen-Anhalt","weiblich","248","0.671805917235562","0.625790286312813","0.717821548158312"
"Ja","1992","Thüringen","männlich","149","0.49455792237464","0.440033495612821","0.549082349136458"
"Ja","1992","Thüringen","weiblich","220","0.666792810119984","0.617690819825154","0.715894800414813"
"Nein","1993","Schleswig-Holstein","männlich","","","",""
"Nein","1993","Schleswig-Holstein","weiblich","","","",""
"Nein","1993","Hamburg","männlich","","","",""
"Nein","1993","Hamburg","weiblich","","","",""
"Nein","1993","Niedersachsen","männlich","","","",""
"Nein","1993","Niedersachsen","weiblich","","","",""
"Nein","1993","Bremen","männlich","","","",""
"Nein","1993","Bremen","weiblich","","","",""
"Nein","1993","Nordrhein-Westfalen","männlich","","","",""
"Nein","1993","Nordrhein-Westfalen","weiblich","","","",""
"Nein","1993","Hessen","männlich","","","",""
"Nein","1993","Hessen","weiblich","","","",""
"Nein","1993","Rheinland-Pfalz,Saarland","männlich","","","",""
"Nein","1993","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Nein","1993","Baden-Württemberg","männlich","","","",""
"Nein","1993","Baden-Württemberg","weiblich","","","",""
"Nein","1993","Bayern","männlich","","","",""
"Nein","1993","Bayern","weiblich","","","",""
"Nein","1993","Saarland","männlich","","","",""
"Nein","1993","Saarland","weiblich","","","",""
"Nein","1993","Berlin","männlich","","","",""
"Nein","1993","Berlin","weiblich","","","",""
"Nein","1993","Brandenburg","männlich","","","",""
"Nein","1993","Brandenburg","weiblich","","","",""
"Nein","1993","Mecklenburg-Vorpommern","männlich","","","",""
"Nein","1993","Mecklenburg-Vorpommern","weiblich","","","",""
"Nein","1993","Sachsen","männlich","","","",""
"Nein","1993","Sachsen","weiblich","","","",""
"Nein","1993","Sachsen-Anhalt","männlich","","","",""
"Nein","1993","Sachsen-Anhalt","weiblich","","","",""
"Nein","1993","Thüringen","männlich","","","",""
"Nein","1993","Thüringen","weiblich","","","",""
"Ja","1993","Schleswig-Holstein","männlich","","","",""
"Ja","1993","Schleswig-Holstein","weiblich","","","",""
"Ja","1993","Hamburg","männlich","","","",""
"Ja","1993","Hamburg","weiblich","","","",""
"Ja","1993","Niedersachsen","männlich","","","",""
"Ja","1993","Niedersachsen","weiblich","","","",""
"Ja","1993","Bremen","männlich","","","",""
"Ja","1993","Bremen","weiblich","","","",""
"Ja","1993","Nordrhein-Westfalen","männlich","","","",""
"Ja","1993","Nordrhein-Westfalen","weiblich","","","",""
"Ja","1993","Hessen","männlich","","","",""
"Ja","1993","Hessen","weiblich","","","",""
"Ja","1993","Rheinland-Pfalz,Saarland","männlich","","","",""
"Ja","1993","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Ja","1993","Baden-Württemberg","männlich","","","",""
"Ja","1993","Baden-Württemberg","weiblich","","","",""
"Ja","1993","Bayern","männlich","","","",""
"Ja","1993","Bayern","weiblich","","","",""
"Ja","1993","Saarland","männlich","","","",""
"Ja","1993","Saarland","weiblich","","","",""
"Ja","1993","Berlin","männlich","","","",""
"Ja","1993","Berlin","weiblich","","","",""
"Ja","1993","Brandenburg","männlich","","","",""
"Ja","1993","Brandenburg","weiblich","","","",""
"Ja","1993","Mecklenburg-Vorpommern","männlich","","","",""
"Ja","1993","Mecklenburg-Vorpommern","weiblich","","","",""
"Ja","1993","Sachsen","männlich","","","",""
"Ja","1993","Sachsen","weiblich","","","",""
"Ja","1993","Sachsen-Anhalt","männlich","","","",""
"Ja","1993","Sachsen-Anhalt","weiblich","","","",""
"Ja","1993","Thüringen","männlich","","","",""
"Ja","1993","Thüringen","weiblich","","","",""
"Nein","1994","Schleswig-Holstein","männlich","59","0.426034050815443","0.341993770850382","0.510074330780505"
"Nein","1994","Schleswig-Holstein","weiblich","37","0.223105036302401","0.156479870693784","0.289730201911017"
"Nein","1994","Hamburg","männlich","16","","",""
"Nein","1994","Hamburg","weiblich","14","","",""
"Nein","1994","Niedersachsen","männlich","164","0.346255000709542","0.303513788850413","0.388996212568671"
