"ple0044_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"keinen Tag","2000","Rheinland-Pfalz,Saarland","Westdeutschland","361","0.249943749867024","0.227447314989937","0.272440184744111"
"keinen Tag","2000","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","2000","Baden-Wuerttemberg","Westdeutschland","796","0.279680222564207","0.263267757076146","0.296092688052267"
"keinen Tag","2000","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","2000","Bayern","Westdeutschland","1029","0.296591439262034","0.280878516930839","0.312304361593229"
"keinen Tag","2000","Bayern","Ostdeutschland","","","",""
"keinen Tag","2000","Berlin","Westdeutschland","144","0.324490026939192","0.279553798063224","0.369426255815159"
"keinen Tag","2000","Berlin","Ostdeutschland","111","0.280132910271561","0.234126772616775","0.326139047926346"
"keinen Tag","2000","Brandenburg","Westdeutschland","","","",""
"keinen Tag","2000","Brandenburg","Ostdeutschland","286","0.285594160378318","0.257371516141054","0.313816804615581"
"keinen Tag","2000","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","2000","Mecklenburg-Vorpommern","Ostdeutschland","177","0.295817115547761","0.257463790359605","0.334170440735916"
"keinen Tag","2000","Sachsen","Westdeutschland","","","",""
"keinen Tag","2000","Sachsen","Ostdeutschland","562","0.299520007017857","0.277866864265933","0.32117314976978"
"keinen Tag","2000","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","2000","Sachsen-Anhalt","Ostdeutschland","333","0.298335293557234","0.270461566100515","0.326209021013954"
"keinen Tag","2000","Thueringen","Westdeutschland","","","",""
"keinen Tag","2000","Thueringen","Ostdeutschland","302","0.275963185700762","0.248382287380091","0.303544084021433"
"Ja","2000","Schleswig-Holstein","Westdeutschland","469","0.706700223076337","0.672506372022826","0.740894074129847"
"Ja","2000","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2000","Hamburg","Westdeutschland","211","0.759840896373124","0.709715612099201","0.809966180647048"
"Ja","2000","Hamburg","Ostdeutschland","","","",""
"Ja","2000","Niedersachsen","Westdeutschland","1388","0.717182946674076","0.697270043256384","0.737095850091768"
"Ja","2000","Niedersachsen","Ostdeutschland","","","",""
"Ja","2000","Bremen","Westdeutschland","132","0.739491953188324","0.67572587686107","0.803258029515577"
"Ja","2000","Bremen","Ostdeutschland","","","",""
"Ja","2000","Nordrhein-Westfalen","Westdeutschland","3481","0.714274195533065","0.701693022381853","0.726855368684278"
"Ja","2000","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2000","Hessen","Westdeutschland","1159","0.735342269910162","0.71367883789942","0.757005701920904"
"Ja","2000","Hessen","Ostdeutschland","","","",""
"Ja","2000","Rheinland-Pfalz,Saarland","Westdeutschland","1062","0.750056250132976","0.727559815255889","0.772552685010063"
"Ja","2000","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2000","Baden-Wuerttemberg","Westdeutschland","2077","0.720319777435793","0.703907311947733","0.736732242923854"
"Ja","2000","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2000","Bayern","Westdeutschland","2217","0.703408560737966","0.687695638406771","0.719121483069161"
"Ja","2000","Bayern","Ostdeutschland","","","",""
"Ja","2000","Berlin","Westdeutschland","273","0.675509973060808","0.630573744184841","0.720446201936776"
"Ja","2000","Berlin","Ostdeutschland","255","0.719867089728439","0.673860952073654","0.765873227383225"
"Ja","2000","Brandenburg","Westdeutschland","","","",""
"Ja","2000","Brandenburg","Ostdeutschland","698","0.714405839621682","0.686183195384419","0.742628483858946"
"Ja","2000","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2000","Mecklenburg-Vorpommern","Ostdeutschland","367","0.704182884452239","0.665829559264084","0.742536209640395"
"Ja","2000","Sachsen","Westdeutschland","","","",""
"Ja","2000","Sachsen","Ostdeutschland","1157","0.700479992982143","0.67882685023022","0.722133135734067"
"Ja","2000","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2000","Sachsen-Anhalt","Ostdeutschland","702","0.701664706442766","0.673790978986046","0.729538433899485"
"Ja","2000","Thueringen","Westdeutschland","","","",""
"Ja","2000","Thueringen","Ostdeutschland","707","0.724036814299238","0.696455915978567","0.751617712619909"
"keinen Tag","2001","Schleswig-Holstein","Westdeutschland","195","0.286114330888676","0.250540029197737","0.321688632579615"
"keinen Tag","2001","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","2001","Hamburg","Westdeutschland","75","0.267061880748017","0.213894302490028","0.320229459006007"
"keinen Tag","2001","Hamburg","Ostdeutschland","","","",""
"keinen Tag","2001","Niedersachsen","Westdeutschland","531","0.28099152742412","0.260226837272193","0.301756217576047"
"keinen Tag","2001","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","2001","Bremen","Westdeutschland","48","0.31060075545806","0.236793973041615","0.384407537874506"
"keinen Tag","2001","Bremen","Ostdeutschland","","","",""
"keinen Tag","2001","Nordrhein-Westfalen","Westdeutschland","1359","0.285315802395471","0.272154380381432","0.29847722440951"
"keinen Tag","2001","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","2001","Hessen","Westdeutschland","411","0.290213119172206","0.266640078755912","0.3137861595885"
"keinen Tag","2001","Hessen","Ostdeutschland","","","",""
"keinen Tag","2001","Rheinland-Pfalz,Saarland","Westdeutschland","349","0.258751559207573","0.234990476864524","0.282512641550622"
"keinen Tag","2001","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","2001","Baden-Wuerttemberg","Westdeutschland","731","0.292742606897266","0.275008660465331","0.310476553329201"
"keinen Tag","2001","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","2001","Bayern","Westdeutschland","933","0.310200725980804","0.293508284805082","0.326893167156526"
"keinen Tag","2001","Bayern","Ostdeutschland","","","",""
"keinen Tag","2001","Berlin","Westdeutschland","143","0.319903562739869","0.27550591603023","0.364301209449507"
"keinen Tag","2001","Berlin","Ostdeutschland","110","0.308861889051832","0.259895326182205","0.35782845192146"
"keinen Tag","2001","Brandenburg","Westdeutschland","","","",""
"keinen Tag","2001","Brandenburg","Ostdeutschland","263","0.269623890308139","0.241133880433415","0.298113900182863"
"keinen Tag","2001","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","2001","Mecklenburg-Vorpommern","Ostdeutschland","164","0.309583566814936","0.268814654375466","0.350352479254406"
"keinen Tag","2001","Sachsen","Westdeutschland","","","",""
"keinen Tag","2001","Sachsen","Ostdeutschland","480","0.276488931548151","0.254497798439807","0.298480064656496"
"keinen Tag","2001","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","2001","Sachsen-Anhalt","Ostdeutschland","298","0.280881239702194","0.252785982768912","0.308976496635477"
"keinen Tag","2001","Thueringen","Westdeutschland","","","",""
"keinen Tag","2001","Thueringen","Ostdeutschland","270","0.252906387001537","0.224894353627035","0.280918420376038"
"Ja","2001","Schleswig-Holstein","Westdeutschland","425","0.713885669111324","0.678311367420384","0.749459970802263"
"Ja","2001","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2001","Hamburg","Westdeutschland","191","0.732938119251983","0.679770540993993","0.786105697509972"
"Ja","2001","Hamburg","Ostdeutschland","","","",""
"Ja","2001","Niedersachsen","Westdeutschland","1269","0.71900847257588","0.698243782423953","0.739773162727808"
"Ja","2001","Niedersachsen","Ostdeutschland","","","",""
"Ja","2001","Bremen","Westdeutschland","103","0.68939924454194","0.615592462125494","0.763206026958385"
"Ja","2001","Bremen","Ostdeutschland","","","",""
"Ja","2001","Nordrhein-Westfalen","Westdeutschland","3163","0.714684197604529","0.70152277559049","0.727845619618568"
"Ja","2001","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2001","Hessen","Westdeutschland","1013","0.709786880827794","0.6862138404115","0.733359921244088"
"Ja","2001","Hessen","Ostdeutschland","","","",""
"Ja","2001","Rheinland-Pfalz,Saarland","Westdeutschland","956","0.741248440792427","0.717487358449378","0.765009523135476"
"Ja","2001","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2001","Baden-Wuerttemberg","Westdeutschland","1798","0.707257393102734","0.689523446670799","0.724991339534669"
"Ja","2001","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2001","Bayern","Westdeutschland","2017","0.689799274019196","0.673106832843474","0.706491715194918"
"Ja","2001","Bayern","Ostdeutschland","","","",""
"Ja","2001","Berlin","Westdeutschland","281","0.680096437260131","0.635698790550493","0.72449408396977"
"Ja","2001","Berlin","Ostdeutschland","232","0.691138110948168","0.64217154807854","0.740104673817795"
"Ja","2001","Brandenburg","Westdeutschland","","","",""
"Ja","2001","Brandenburg","Ostdeutschland","669","0.730376109691861","0.701886099817137","0.758866119566585"
"Ja","2001","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2001","Mecklenburg-Vorpommern","Ostdeutschland","330","0.690416433185064","0.649647520745594","0.731185345624534"
"Ja","2001","Sachsen","Westdeutschland","","","",""
"Ja","2001","Sachsen","Ostdeutschland","1109","0.723511068451849","0.701519935343504","0.745502201560193"
"Ja","2001","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2001","Sachsen-Anhalt","Ostdeutschland","685","0.719118760297806","0.691023503364523","0.747214017231088"
"Ja","2001","Thueringen","Westdeutschland","","","",""
"Ja","2001","Thueringen","Ostdeutschland","655","0.747093612998463","0.719081579623962","0.775105646372965"
"keinen Tag","2002","Schleswig-Holstein","Westdeutschland","251","0.335045881972064","0.299647311710006","0.370444452234122"
"keinen Tag","2002","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","2002","Hamburg","Westdeutschland","94","0.278917699797483","0.22899504189491","0.328840357700056"
"keinen Tag","2002","Hamburg","Ostdeutschland","","","",""
"keinen Tag","2002","Niedersachsen","Westdeutschland","555","0.259413555266727","0.23985367511505","0.278973435418405"
"keinen Tag","2002","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","2002","Bremen","Westdeutschland","60","0.30630921187801","0.237016649265031","0.375601774490989"
"keinen Tag","2002","Bremen","Ostdeutschland","","","",""
"keinen Tag","2002","Nordrhein-Westfalen","Westdeutschland","1474","0.282802587174246","0.269935413116092","0.295669761232399"
"keinen Tag","2002","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","2002","Hessen","Westdeutschland","471","0.273235162170267","0.251276286556368","0.295194037784167"
"keinen Tag","2002","Hessen","Ostdeutschland","","","",""
"keinen Tag","2002","Rheinland-Pfalz,Saarland","Westdeutschland","411","0.304326832273409","0.279598489067372","0.329055175479447"
"keinen Tag","2002","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","2002","Baden-Wuerttemberg","Westdeutschland","790","0.27751949334448","0.260639009832857","0.294399976856103"
"keinen Tag","2002","Baden-Wuerttemberg","Ostdeutschland","","","",""
"keinen Tag","2002","Bayern","Westdeutschland","1025","0.285577269610872","0.269855934668791","0.301298604552953"
"keinen Tag","2002","Bayern","Ostdeutschland","","","",""
"keinen Tag","2002","Berlin","Westdeutschland","153","0.320456660015368","0.277293011072887","0.363620308957849"
"keinen Tag","2002","Berlin","Ostdeutschland","103","0.267475329668702","0.220767301113237","0.314183358224167"
"keinen Tag","2002","Brandenburg","Westdeutschland","","","",""
"keinen Tag","2002","Brandenburg","Ostdeutschland","263","0.273775814694362","0.245009771083722","0.302541858305002"
"keinen Tag","2002","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"keinen Tag","2002","Mecklenburg-Vorpommern","Ostdeutschland","147","0.251578292237894","0.21331393815048","0.289842646325308"
"keinen Tag","2002","Sachsen","Westdeutschland","","","",""
"keinen Tag","2002","Sachsen","Ostdeutschland","543","0.2997049835765","0.27717243364443","0.32223753350857"
"keinen Tag","2002","Sachsen-Anhalt","Westdeutschland","","","",""
"keinen Tag","2002","Sachsen-Anhalt","Ostdeutschland","290","0.284435996494014","0.255777979356487","0.313094013631542"
"keinen Tag","2002","Thueringen","Westdeutschland","","","",""
"keinen Tag","2002","Thueringen","Ostdeutschland","282","0.26982774372362","0.241269593909764","0.298385893537476"
"Ja","2002","Schleswig-Holstein","Westdeutschland","432","0.664954118027936","0.629555547765878","0.700352688289994"
"Ja","2002","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja","2002","Hamburg","Westdeutschland","216","0.721082300202517","0.671159642299945","0.77100495810509"
"Ja","2002","Hamburg","Ostdeutschland","","","",""
"Ja","2002","Niedersachsen","Westdeutschland","1374","0.740586444733273","0.721026564581595","0.76014632488495"
"Ja","2002","Niedersachsen","Ostdeutschland","","","",""
"Ja","2002","Bremen","Westdeutschland","110","0.69369078812199","0.624398225509011","0.762983350734969"
"Ja","2002","Bremen","Ostdeutschland","","","",""
"Ja","2002","Nordrhein-Westfalen","Westdeutschland","3232","0.717197412825754","0.704330238767601","0.730064586883908"
"Ja","2002","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja","2002","Hessen","Westdeutschland","1111","0.726764837829733","0.704805962215833","0.748723713443632"
"Ja","2002","Hessen","Ostdeutschland","","","",""
"Ja","2002","Rheinland-Pfalz,Saarland","Westdeutschland","919","0.695673167726591","0.670944824520553","0.720401510932628"
"Ja","2002","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja","2002","Baden-Wuerttemberg","Westdeutschland","1913","0.72248050665552","0.705600023143897","0.739360990167143"
"Ja","2002","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja","2002","Bayern","Westdeutschland","2146","0.714422730389128","0.698701395447047","0.730144065331209"
"Ja","2002","Bayern","Ostdeutschland","","","",""
"Ja","2002","Berlin","Westdeutschland","296","0.679543339984632","0.636379691042151","0.722706988927113"
"Ja","2002","Berlin","Ostdeutschland","242","0.732524670331298","0.685816641775833","0.779232698886763"
"Ja","2002","Brandenburg","Westdeutschland","","","",""
"Ja","2002","Brandenburg","Ostdeutschland","660","0.726224185305638","0.697458141694998","0.754990228916278"
"Ja","2002","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja","2002","Mecklenburg-Vorpommern","Ostdeutschland","347","0.748421707762106","0.710157353674692","0.78668606184952"
"Ja","2002","Sachsen","Westdeutschland","","","",""
"Ja","2002","Sachsen","Ostdeutschland","1045","0.700295016423499","0.677762466491429","0.722827566355569"
"Ja","2002","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja","2002","Sachsen-Anhalt","Ostdeutschland","662","0.715564003505986","0.686905986368458","0.744222020643514"
"Ja","2002","Thueringen","Westdeutschland","","","",""
"Ja","2002","Thueringen","Ostdeutschland","646","0.73017225627638","0.701614106462524","0.758730406090236"
"keinen Tag","2003","Schleswig-Holstein","Westdeutschland","221","0.33437112679781","0.297878003247076","0.370864250348544"
"keinen Tag","2003","Schleswig-Holstein","Ostdeutschland","","","",""
"keinen Tag","2003","Hamburg","Westdeutschland","82","0.249601397058045","0.199444046393753","0.299758747722337"
"keinen Tag","2003","Hamburg","Ostdeutschland","","","",""
"keinen Tag","2003","Niedersachsen","Westdeutschland","524","0.250220854188753","0.23053125725663","0.269910451120876"
"keinen Tag","2003","Niedersachsen","Ostdeutschland","","","",""
"keinen Tag","2003","Bremen","Westdeutschland","47","0.235054055355081","0.171312467512471","0.298795643197692"
"keinen Tag","2003","Bremen","Ostdeutschland","","","",""
"keinen Tag","2003","Nordrhein-Westfalen","Westdeutschland","1381","0.279378328366392","0.266299138205683","0.2924575185271"
"keinen Tag","2003","Nordrhein-Westfalen","Ostdeutschland","","","",""
"keinen Tag","2003","Hessen","Westdeutschland","418","0.265209991573756","0.242425359352685","0.287994623794826"
"keinen Tag","2003","Hessen","Ostdeutschland","","","",""
"keinen Tag","2003","Rheinland-Pfalz,Saarland","Westdeutschland","382","0.294654448417602","0.270023699718128","0.319285197117077"
"keinen Tag","2003","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"keinen Tag","2003","Baden-Wuerttemberg","Westdeutschland","746","0.280817537588452","0.263540208366415","0.298094866810489"
"keinen Tag","2003","Baden-Wuerttemberg","Ostdeutschland","","","",""
