,Unnamed: 0,year,bula_h,pgisced97,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1934,1934,2015,Lower Saxony,Lower Secondary Level,Never,0.63065,196,23874,0.52455,0.76703
1935,1935,2015,Lower Saxony,Upper Secondary Level,At least once per week,0.05584,80,23874,0.042,0.07159
1936,1936,2015,Lower Saxony,Upper Secondary Level,At least once per month,0.07175,89,23874,0.0562,0.0898
1937,1937,2015,Lower Saxony,Upper Secondary Level,Seldom,0.29802,394,23874,0.2651,0.3244
1938,1938,2015,Lower Saxony,Upper Secondary Level,Never,0.57439,622,23874,0.521,0.62223
1939,1939,2015,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.43668,82,23874,0.31301,0.56915
1940,1940,2015,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.56332,100,23874,0.4472,0.6989
1941,1941,2015,Lower Saxony,First Stage of Tertiary Education,Seldom,0.46024,44,23874,0.34647,0.66961
1942,1942,2015,Lower Saxony,First Stage of Tertiary Education,Never,0.53976,58,23874,0.40165,0.6982
1943,1943,2015,Lower Saxony,Second Stage of Tertiary Education,At least once per week,0.09979,51,23874,0.06674,0.13216
1944,1944,2015,Lower Saxony,Second Stage of Tertiary Education,At least once per month,0.09954,66,23874,0.07007,0.14325
1945,1945,2015,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.30152,187,23874,0.25166,0.35595
1946,1946,2015,Lower Saxony,Second Stage of Tertiary Education,Never,0.49916,242,23874,0.43587,0.56748
1947,1947,2015,Bremen,Upper Secondary Level,Never,1.0,54,23874,0.69334,1.37754
1948,1948,2015,Bremen,Second Stage of Tertiary Education,Never,1.0,32,23874,0.52953,1.43765
1949,1949,2015,North Rhine-Westphalia,Pre-primary Level,Never,1.0,50,23874,0.65231,1.44786
1950,1950,2015,North Rhine-Westphalia,Primary Level,Seldom,0.16226,34,23874,0.12086,0.20832
1951,1951,2015,North Rhine-Westphalia,Primary Level,Never,0.83774,112,23874,0.62698,1.09896
1952,1952,2015,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.11199,65,23874,0.08163,0.14316
1953,1953,2015,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.07443,67,23874,0.0578,0.09206
1954,1954,2015,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.19036,160,23874,0.15702,0.23371
1955,1955,2015,North Rhine-Westphalia,Lower Secondary Level,Never,0.62323,447,23874,0.55998,0.69669
1956,1956,2015,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.1012,231,23874,0.0875,0.11247
1957,1957,2015,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.06576,212,23874,0.05327,0.0761
1958,1958,2015,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.2569,624,23874,0.239,0.27814
1959,1959,2015,North Rhine-Westphalia,Upper Secondary Level,Never,0.57614,1315,23874,0.54043,0.60836
1960,1960,2015,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per week,0.07906,48,23874,0.05565,0.10285
1961,1961,2015,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per month,0.06067,61,23874,0.04381,0.08355
1962,1962,2015,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.26839,167,23874,0.21552,0.32098
1963,1963,2015,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.59188,319,23874,0.51752,0.6783
1964,1964,2015,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per month,0.08469,32,23874,0.05814,0.11632
1965,1965,2015,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.34685,90,23874,0.26545,0.42527
1966,1966,2015,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.56847,115,23874,0.47116,0.6809
1967,1967,2015,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.08858,135,23874,0.06954,0.10444
1968,1968,2015,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.07478,104,23874,0.05984,0.09004
1969,1969,2015,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.32056,344,23874,0.27339,0.36876
1970,1970,2015,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.51608,574,23874,0.47189,0.57773
1971,1971,2015,Hesse,Lower Secondary Level,Seldom,0.26716,47,23874,0.18466,0.3377
1972,1972,2015,Hesse,Lower Secondary Level,Never,0.73284,117,23874,0.59411,0.87766
1973,1973,2015,Hesse,Upper Secondary Level,At least once per week,0.08682,73,23874,0.06372,0.11093
1974,1974,2015,Hesse,Upper Secondary Level,At least once per month,0.10469,76,23874,0.08454,0.12724
1975,1975,2015,Hesse,Upper Secondary Level,Seldom,0.26333,203,23874,0.22649,0.30399
1976,1976,2015,Hesse,Upper Secondary Level,Never,0.54516,408,23874,0.49607,0.60407
1977,1977,2015,Hesse,Post-secondary Non-tertiary Level,Seldom,0.33528,57,23874,0.23701,0.46033
1978,1978,2015,Hesse,Post-secondary Non-tertiary Level,Never,0.66472,80,23874,0.50201,0.86033
1979,1979,2015,Hesse,First Stage of Tertiary Education,Seldom,1.0,33,23874,0.63043,1.48988
1980,1980,2015,Hesse,Second Stage of Tertiary Education,At least once per week,0.07823,46,23874,0.0561,0.1025
1981,1981,2015,Hesse,Second Stage of Tertiary Education,At least once per month,0.10218,70,23874,0.07741,0.13733
1982,1982,2015,Hesse,Second Stage of Tertiary Education,Seldom,0.36578,173,23874,0.30662,0.43367
1983,1983,2015,Hesse,Second Stage of Tertiary Education,Never,0.45381,257,23874,0.39787,0.53627
1984,1984,2015,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.30807,73,23874,0.23651,0.39145
1985,1985,2015,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.69193,160,23874,0.57223,0.79856
1986,1986,2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.08672,51,23874,0.06764,0.10606
1987,1987,2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.06933,61,23874,0.05279,0.09128
1988,1988,2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.316,233,23874,0.27322,0.35227
1989,1989,2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.52795,388,23874,0.46748,0.58891
1990,1990,2015,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Seldom,0.37119,39,23874,0.23253,0.5589
1991,1991,2015,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Never,0.62881,50,23874,0.39809,0.93348
1992,1992,2015,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Seldom,0.45301,34,23874,0.30847,0.61549
1993,1993,2015,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Never,0.54699,44,23874,0.41864,0.70366
1994,1994,2015,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,At least once per month,0.15768,41,23874,0.11709,0.20205
1995,1995,2015,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.30292,102,23874,0.24372,0.35948
1996,1996,2015,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.5394,122,23874,0.44838,0.64569
1997,1997,2015,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.12719,33,23874,0.09764,0.15991
1998,1998,2015,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.10237,36,23874,0.07812,0.13155
1999,1999,2015,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.2434,100,23874,0.19091,0.28441
2000,2000,2015,Baden-Wuerttemberg,Lower Secondary Level,Never,0.52704,200,23874,0.45363,0.61423
2001,2001,2015,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.08761,121,23874,0.07224,0.10234
2002,2002,2015,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.09162,154,23874,0.07823,0.10643
2003,2003,2015,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.30664,398,23874,0.27251,0.34258
2004,2004,2015,Baden-Wuerttemberg,Upper Secondary Level,Never,0.51413,680,23874,0.47458,0.55753
2005,2005,2015,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,At least once per month,0.08937,31,23874,0.05468,0.13492
2006,2006,2015,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.27027,73,23874,0.20679,0.36051
2007,2007,2015,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.64036,142,23874,0.51147,0.75699
2008,2008,2015,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.42992,77,23874,0.34301,0.53645
2009,2009,2015,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.57008,83,23874,0.45276,0.68873
2010,2010,2015,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.11281,84,23874,0.08504,0.14331
2011,2011,2015,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per month,0.12384,114,23874,0.09917,0.15846
2012,2012,2015,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.29053,244,23874,0.24265,0.34026
2013,2013,2015,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.47282,406,23874,0.41525,0.52955
2014,2014,2015,Bavaria,Primary Level,Never,1.0,43,23874,0.53144,1.61351
2015,2015,2015,Bavaria,Lower Secondary Level,At least once per week,0.17258,60,23874,0.13317,0.21817
2016,2016,2015,Bavaria,Lower Secondary Level,At least once per month,0.13173,56,23874,0.09748,0.17073
2017,2017,2015,Bavaria,Lower Secondary Level,Seldom,0.2736,130,23874,0.23377,0.30981
2018,2018,2015,Bavaria,Lower Secondary Level,Never,0.42209,204,23874,0.3607,0.49741
2019,2019,2015,Bavaria,Upper Secondary Level,At least once per week,0.10377,211,23874,0.08902,0.12063
2020,2020,2015,Bavaria,Upper Secondary Level,At least once per month,0.12475,320,23874,0.10956,0.14282
2021,2021,2015,Bavaria,Upper Secondary Level,Seldom,0.33433,666,23874,0.30633,0.36576
2022,2022,2015,Bavaria,Upper Secondary Level,Never,0.43715,899,23874,0.40939,0.46561
2023,2023,2015,Bavaria,Post-secondary Non-tertiary Level,At least once per month,0.11576,39,23874,0.05181,0.19538
2024,2024,2015,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.31469,98,23874,0.2236,0.42776
2025,2025,2015,Bavaria,Post-secondary Non-tertiary Level,Never,0.56955,161,23874,0.45778,0.68379
2026,2026,2015,Bavaria,First Stage of Tertiary Education,At least once per week,0.1707,34,23874,0.10804,0.2519
2027,2027,2015,Bavaria,First Stage of Tertiary Education,At least once per month,0.10237,45,23874,0.07789,0.12931
2028,2028,2015,Bavaria,First Stage of Tertiary Education,Seldom,0.27648,88,23874,0.21527,0.33198
2029,2029,2015,Bavaria,First Stage of Tertiary Education,Never,0.45045,101,23874,0.35834,0.55845
2030,2030,2015,Bavaria,Second Stage of Tertiary Education,At least once per week,0.09685,109,23874,0.07073,0.13357
2031,2031,2015,Bavaria,Second Stage of Tertiary Education,At least once per month,0.0836,134,23874,0.07037,0.09832
2032,2032,2015,Bavaria,Second Stage of Tertiary Education,Seldom,0.26521,296,23874,0.22976,0.30397
2033,2033,2015,Bavaria,Second Stage of Tertiary Education,Never,0.55434,490,23874,0.49398,0.63466
2034,2034,2015,Berlin,Lower Secondary Level,Never,1.0,55,23874,0.80975,1.23658
2035,2035,2015,Berlin,Upper Secondary Level,Seldom,0.13917,52,23874,0.10952,0.17847
2036,2036,2015,Berlin,Upper Secondary Level,Never,0.86083,269,23874,0.7722,0.95974
2037,2037,2015,Berlin,Post-secondary Non-tertiary Level,Never,1.0,47,23874,0.76593,1.2657
2038,2038,2015,Berlin,First Stage of Tertiary Education,Never,1.0,45,23874,0.75832,1.24719
2039,2039,2015,Berlin,Second Stage of Tertiary Education,Seldom,0.18204,82,23874,0.14159,0.21977
2040,2040,2015,Berlin,Second Stage of Tertiary Education,Never,0.81796,265,23874,0.70513,0.93098
2041,2041,2015,Brandenburg,Lower Secondary Level,Never,1.0,68,23874,0.67672,1.34201
2042,2042,2015,Brandenburg,Upper Secondary Level,Seldom,0.15705,68,23874,0.11008,0.20496
2043,2043,2015,Brandenburg,Upper Secondary Level,Never,0.84295,398,23874,0.77488,0.92569
2044,2044,2015,Brandenburg,Post-secondary Non-tertiary Level,Never,1.0,60,23874,0.75393,1.30677
2045,2045,2015,Brandenburg,First Stage of Tertiary Education,Never,1.0,44,23874,0.71091,1.30783
2046,2046,2015,Brandenburg,Second Stage of Tertiary Education,Seldom,0.13525,37,23874,0.09731,0.17485
2047,2047,2015,Brandenburg,Second Stage of Tertiary Education,Never,0.86475,189,23874,0.73635,0.98785
2048,2048,2015,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,1.0,250,23874,0.85612,1.13455
2049,2049,2015,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Never,1.0,37,23874,0.82936,1.20138
2050,2050,2015,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,1.0,97,23874,0.7866,1.1872
2051,2051,2015,Saxony,Lower Secondary Level,Never,1.0,74,23874,0.66127,1.45523
2052,2052,2015,Saxony,Upper Secondary Level,At least once per week,0.03788,41,23874,0.02851,0.04606
2053,2053,2015,Saxony,Upper Secondary Level,Seldom,0.14642,98,23874,0.11489,0.17931
2054,2054,2015,Saxony,Upper Secondary Level,Never,0.81571,616,23874,0.74983,0.87856
2055,2055,2015,Saxony,Post-secondary Non-tertiary Level,Never,1.0,58,23874,0.72391,1.28607
2056,2056,2015,Saxony,First Stage of Tertiary Education,Never,1.0,84,23874,0.78168,1.21928
2057,2057,2015,Saxony,Second Stage of Tertiary Education,At least once per week,0.04785,32,23874,0.03343,0.06576
2058,2058,2015,Saxony,Second Stage of Tertiary Education,Seldom,0.20325,78,23874,0.15681,0.24229
2059,2059,2015,Saxony,Second Stage of Tertiary Education,Never,0.74891,276,23874,0.63058,0.84994
2060,2060,2015,Saxony-Anhalt,Lower Secondary Level,Never,1.0,58,23874,0.70164,1.52693
2061,2061,2015,Saxony-Anhalt,Upper Secondary Level,Seldom,0.10273,46,23874,0.07735,0.12694
2062,2062,2015,Saxony-Anhalt,Upper Secondary Level,Never,0.89727,394,23874,0.80619,1.01052
2063,2063,2015,Saxony-Anhalt,Post-secondary Non-tertiary Level,Never,1.0,31,23874,0.75588,1.25222
2064,2064,2015,Saxony-Anhalt,First Stage of Tertiary Education,Never,1.0,53,23874,0.73687,1.41211
2065,2065,2015,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.17125,41,23874,0.13022,0.21453
2066,2066,2015,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.82875,144,23874,0.69341,1.00001
2067,2067,2015,Thuringa,Lower Secondary Level,Never,1.0,53,23874,0.78834,1.18878
2068,2068,2015,Thuringa,Upper Secondary Level,Seldom,0.18188,102,23874,0.14964,0.22268
2069,2069,2015,Thuringa,Upper Secondary Level,Never,0.81812,398,23874,0.73457,0.89425
2070,2070,2015,Thuringa,First Stage of Tertiary Education,Never,1.0,45,23874,0.61161,1.40946
2071,2071,2015,Thuringa,Second Stage of Tertiary Education,Seldom,0.29448,47,23874,0.22386,0.38414
2072,2072,2015,Thuringa,Second Stage of Tertiary Education,Never,0.70552,132,23874,0.58129,0.83746
2073,2073,2017,Schleswig-Holstein,Primary Level,Never,1.0,76,27264,0.42857,1.56537
2074,2074,2017,Schleswig-Holstein,Lower Secondary Level,Seldom,0.28954,38,27264,0.18452,0.42126
2075,2075,2017,Schleswig-Holstein,Lower Secondary Level,Never,0.71046,105,27264,0.54279,0.89223
2076,2076,2017,Schleswig-Holstein,Upper Secondary Level,Seldom,0.30648,103,27264,0.25375,0.3682
2077,2077,2017,Schleswig-Holstein,Upper Secondary Level,Never,0.69352,322,27264,0.60219,0.77969
2078,2078,2017,Schleswig-Holstein,Post-secondary Non-tertiary Level,Never,1.0,57,27264,0.74328,1.30394
2079,2079,2017,Schleswig-Holstein,First Stage of Tertiary Education,Never,1.0,41,27264,0.73097,1.31893
2080,2080,2017,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.19236,57,27264,0.13178,0.25095
2081,2081,2017,Schleswig-Holstein,Second Stage of Tertiary Education,Never,0.80764,152,27264,0.64708,0.98494
2082,2082,2017,Hamburg,Lower Secondary Level,Never,1.0,36,27264,0.55521,1.52457
2083,2083,2017,Hamburg,Upper Secondary Level,Seldom,0.18889,35,27264,0.13476,0.2572
2084,2084,2017,Hamburg,Upper Secondary Level,Never,0.81111,111,27264,0.6942,0.94991
2085,2085,2017,Hamburg,Second Stage of Tertiary Education,Seldom,0.25707,43,27264,0.17731,0.34449
2086,2086,2017,Hamburg,Second Stage of Tertiary Education,Never,0.74293,125,27264,0.62084,0.89817
2087,2087,2017,Lower Saxony,Primary Level,At least once per week,0.18221,32,27264,0.08327,0.33636
2088,2088,2017,Lower Saxony,Primary Level,Seldom,0.24865,37,27264,0.10417,0.45291
2089,2089,2017,Lower Saxony,Primary Level,Never,0.56914,195,27264,0.41622,0.74575
2090,2090,2017,Lower Saxony,Lower Secondary Level,At least once per week,0.098,40,27264,0.07357,0.12987
2091,2091,2017,Lower Saxony,Lower Secondary Level,Seldom,0.28407,95,27264,0.22266,0.35662
2092,2092,2017,Lower Saxony,Lower Secondary Level,Never,0.61793,283,27264,0.52331,0.71211
2093,2093,2017,Lower Saxony,Upper Secondary Level,At least once per week,0.05584,73,27264,0.04315,0.07039
2094,2094,2017,Lower Saxony,Upper Secondary Level,At least once per month,0.07478,96,27264,0.0584,0.09295
2095,2095,2017,Lower Saxony,Upper Secondary Level,Seldom,0.27482,421,27264,0.24686,0.31272
2096,2096,2017,Lower Saxony,Upper Secondary Level,Never,0.59456,730,27264,0.54909,0.63499
2097,2097,2017,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.36655,77,27264,0.27011,0.44866
2098,2098,2017,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.63345,129,27264,0.49901,0.77149
2099,2099,2017,Lower Saxony,First Stage of Tertiary Education,Seldom,0.44818,51,27264,0.2938,0.65416
2100,2100,2017,Lower Saxony,First Stage of Tertiary Education,Never,0.55182,64,27264,0.4055,0.66922
2101,2101,2017,Lower Saxony,Second Stage of Tertiary Education,At least once per week,0.09483,68,27264,0.0644,0.12473
2102,2102,2017,Lower Saxony,Second Stage of Tertiary Education,At least once per month,0.09156,55,27264,0.06364,0.12444
2103,2103,2017,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.32711,228,27264,0.26563,0.40129
2104,2104,2017,Lower Saxony,Second Stage of Tertiary Education,Never,0.4865,297,27264,0.40407,0.57841
2105,2105,2017,Bremen,Upper Secondary Level,Never,1.0,64,27264,0.66803,1.36419
2106,2106,2017,Bremen,Second Stage of Tertiary Education,Never,1.0,33,27264,0.63274,1.40814
2107,2107,2017,North Rhine-Westphalia,Pre-primary Level,Never,1.0,68,27264,0.68674,1.31171
2108,2108,2017,North Rhine-Westphalia,Primary Level,At least once per week,0.11843,65,27264,0.06046,0.20762
2109,2109,2017,North Rhine-Westphalia,Primary Level,Seldom,0.22976,54,27264,0.12838,0.35956
2110,2110,2017,North Rhine-Westphalia,Primary Level,Never,0.65181,307,27264,0.49102,0.82314
2111,2111,2017,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.08138,86,27264,0.06047,0.10931
2112,2112,2017,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.06248,64,27264,0.04136,0.08823
2113,2113,2017,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.18509,155,27264,0.15125,0.22203
2114,2114,2017,North Rhine-Westphalia,Lower Secondary Level,Never,0.67105,512,27264,0.5917,0.77246
2115,2115,2017,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.09047,231,27264,0.07739,0.10471
2116,2116,2017,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.07879,231,27264,0.06668,0.09023
2117,2117,2017,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.2628,630,27264,0.24425,0.2857
2118,2118,2017,North Rhine-Westphalia,Upper Secondary Level,Never,0.56794,1435,27264,0.53566,0.61082
2119,2119,2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per week,0.10035,66,27264,0.0772,0.12956
2120,2120,2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,At least once per month,0.07732,60,27264,0.05752,0.10308
2121,2121,2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.25818,175,27264,0.21946,0.29829
2122,2122,2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.56415,353,27264,0.47842,0.63415
2123,2123,2017,North Rhine-Westphalia,First Stage of Tertiary Education,At least once per month,0.07493,31,27264,0.04817,0.10847
2124,2124,2017,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.34207,88,27264,0.27578,0.4153
2125,2125,2017,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.58299,121,27264,0.46647,0.68905
2126,2126,2017,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.08812,163,27264,0.07299,0.10801
2127,2127,2017,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.08676,141,27264,0.06986,0.10147
2128,2128,2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.28459,363,27264,0.24699,0.32364
2129,2129,2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.54052,736,27264,0.48741,0.59679
2130,2130,2017,Hesse,Primary Level,At least once per week,0.16595,35,27264,0.0287,0.39601
2131,2131,2017,Hesse,Primary Level,Never,0.83405,84,27264,0.46582,1.34969
2132,2132,2017,Hesse,Lower Secondary Level,At least once per week,0.13549,42,27264,0.06213,0.21964
2133,2133,2017,Hesse,Lower Secondary Level,Seldom,0.22965,53,27264,0.15423,0.30902
2134,2134,2017,Hesse,Lower Secondary Level,Never,0.63486,162,27264,0.51906,0.77364
2135,2135,2017,Hesse,Upper Secondary Level,At least once per week,0.09249,82,27264,0.07,0.12237
2136,2136,2017,Hesse,Upper Secondary Level,At least once per month,0.07431,70,27264,0.05773,0.09517
2137,2137,2017,Hesse,Upper Secondary Level,Seldom,0.20568,184,27264,0.17539,0.23609
2138,2138,2017,Hesse,Upper Secondary Level,Never,0.62752,467,27264,0.55843,0.68938
2139,2139,2017,Hesse,Post-secondary Non-tertiary Level,Seldom,0.2447,37,27264,0.18575,0.32194
2140,2140,2017,Hesse,Post-secondary Non-tertiary Level,Never,0.7553,101,27264,0.58442,0.96924
2141,2141,2017,Hesse,First Stage of Tertiary Education,Never,1.0,36,27264,0.72087,1.34782
2142,2142,2017,Hesse,Second Stage of Tertiary Education,At least once per week,0.12037,62,27264,0.08296,0.16929
2143,2143,2017,Hesse,Second Stage of Tertiary Education,At least once per month,0.11659,67,27264,0.08423,0.14576
2144,2144,2017,Hesse,Second Stage of Tertiary Education,Seldom,0.24743,139,27264,0.20209,0.28805
2145,2145,2017,Hesse,Second Stage of Tertiary Education,Never,0.51561,292,27264,0.44906,0.60208
2146,2146,2017,"Rhineland-Palatinate, Saarland",Primary Level,Never,1.0,53,27264,0.53551,1.55743
2147,2147,2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per week,0.12589,31,27264,0.06632,0.20191
2148,2148,2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,At least once per month,0.11704,31,27264,0.06784,0.16931
2149,2149,2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.20519,61,27264,0.14984,0.27278
2150,2150,2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.55188,164,27264,0.43011,0.67299
2151,2151,2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.0935,68,27264,0.07057,0.11298
2152,2152,2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.09168,76,27264,0.07168,0.11124
2153,2153,2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.29327,210,27264,0.25143,0.34001
2154,2154,2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.52156,408,27264,0.46483,0.57366
2155,2155,2017,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Seldom,0.44611,44,27264,0.30117,0.64359
2156,2156,2017,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Never,0.55389,53,27264,0.38671,0.78483
2157,2157,2017,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Never,1.0,53,27264,0.80013,1.19048
2158,2158,2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,At least once per week,0.11158,37,27264,0.07754,0.15802
2159,2159,2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,At least once per month,0.08409,41,27264,0.0577,0.1131
2160,2160,2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.33065,112,27264,0.28144,0.38827
2161,2161,2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.47368,138,27264,0.38511,0.58006
2162,2162,2017,Baden-Wuerttemberg,Primary Level,Seldom,0.23686,41,27264,0.05942,0.495
2163,2163,2017,Baden-Wuerttemberg,Primary Level,Never,0.76314,109,27264,0.47687,1.11021
2164,2164,2017,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.14501,56,27264,0.09828,0.20832
2165,2165,2017,Baden-Wuerttemberg,Lower Secondary Level,At least once per month,0.10833,41,27264,0.0731,0.14558
2166,2166,2017,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.32527,121,27264,0.25265,0.39259
2167,2167,2017,Baden-Wuerttemberg,Lower Secondary Level,Never,0.4214,191,27264,0.35063,0.49367
2168,2168,2017,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.09847,144,27264,0.08293,0.11352
2169,2169,2017,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.11085,145,27264,0.08865,0.13147
2170,2170,2017,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.26531,381,27264,0.23888,0.29219
2171,2171,2017,Baden-Wuerttemberg,Upper Secondary Level,Never,0.52538,670,27264,0.48554,0.57306
2172,2172,2017,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.30371,76,27264,0.23204,0.39639
2173,2173,2017,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.69629,140,27264,0.57889,0.81533
2174,2174,2017,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.44885,69,27264,0.34859,0.5443
2175,2175,2017,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.55115,82,27264,0.4318,0.67508
2176,2176,2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.1108,101,27264,0.0801,0.14838
2177,2177,2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per month,0.1303,125,27264,0.10241,0.1723
2178,2178,2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.28726,265,27264,0.24794,0.31951
2179,2179,2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.47164,456,27264,0.42901,0.52773
2180,2180,2017,Bavaria,Pre-primary Level,Never,1.0,38,27264,0.5663,1.63014
2181,2181,2017,Bavaria,Primary Level,Seldom,0.08318,37,27264,0.02905,0.16702
2182,2182,2017,Bavaria,Primary Level,Never,0.91682,132,27264,0.59044,1.34636
2183,2183,2017,Bavaria,Lower Secondary Level,At least once per week,0.15544,68,27264,0.11019,0.1965
2184,2184,2017,Bavaria,Lower Secondary Level,At least once per month,0.15232,56,27264,0.1091,0.20092
2185,2185,2017,Bavaria,Lower Secondary Level,Seldom,0.30902,144,27264,0.25867,0.37374
2186,2186,2017,Bavaria,Lower Secondary Level,Never,0.38322,239,27264,0.32093,0.45828
