,Unnamed: 0,year,bula_h,pgisced97,ple0005,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
794,794,2016,Berlin,Second Stage of Tertiary Education,Strong,0.13981,50,24448,0.09688,0.17763
795,795,2016,Berlin,Second Stage of Tertiary Education,A Little,0.32066,132,24448,0.26979,0.37409
796,796,2016,Berlin,Second Stage of Tertiary Education,Not at all,0.53953,206,24448,0.45317,0.62937
797,797,2016,Brandenburg,Primary Level,Not at all,1.0,32,24448,0.27922,2.01858
798,798,2016,Brandenburg,Lower Secondary Level,Not at all,1.0,31,24448,0.48679,1.55451
799,799,2016,Brandenburg,Upper Secondary Level,Strong,0.23187,106,24448,0.17991,0.28507
800,800,2016,Brandenburg,Upper Secondary Level,A Little,0.45577,200,24448,0.38736,0.53405
801,801,2016,Brandenburg,Upper Secondary Level,Not at all,0.31236,173,24448,0.26262,0.38741
802,802,2016,Brandenburg,Post-secondary Non-tertiary Level,Not at all,1.0,37,24448,0.6812,1.38218
803,803,2016,Brandenburg,Second Stage of Tertiary Education,Strong,0.20095,42,24448,0.12319,0.28579
804,804,2016,Brandenburg,Second Stage of Tertiary Education,A Little,0.3777,106,24448,0.30749,0.45513
805,805,2016,Brandenburg,Second Stage of Tertiary Education,Not at all,0.42135,109,24448,0.30998,0.54375
806,806,2016,Mecklenburg-Western Pomerania,Upper Secondary Level,Strong,0.15324,48,24448,0.11138,0.19443
807,807,2016,Mecklenburg-Western Pomerania,Upper Secondary Level,A Little,0.41626,106,24448,0.32283,0.50981
808,808,2016,Mecklenburg-Western Pomerania,Upper Secondary Level,Not at all,0.4305,124,24448,0.3425,0.53118
809,809,2016,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,A Little,0.43315,61,24448,0.31198,0.56809
810,810,2016,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not at all,0.56685,73,24448,0.44263,0.73001
811,811,2016,Saxony,Primary Level,A Little,1.0,32,24448,0.11985,3.34866
812,812,2016,Saxony,Lower Secondary Level,A Little,0.46767,39,24448,0.27255,0.73579
813,813,2016,Saxony,Lower Secondary Level,Not at all,0.53233,50,24448,0.30054,0.8288
814,814,2016,Saxony,Upper Secondary Level,Strong,0.16256,119,24448,0.13608,0.18823
815,815,2016,Saxony,Upper Secondary Level,A Little,0.39936,301,24448,0.35145,0.4412
816,816,2016,Saxony,Upper Secondary Level,Not at all,0.43808,343,24448,0.37961,0.49805
817,817,2016,Saxony,Post-secondary Non-tertiary Level,Not at all,1.0,45,24448,0.63749,1.45401
818,818,2016,Saxony,First Stage of Tertiary Education,A Little,0.48023,51,24448,0.36856,0.61452
819,819,2016,Saxony,First Stage of Tertiary Education,Not at all,0.51977,45,24448,0.35308,0.72171
820,820,2016,Saxony,Second Stage of Tertiary Education,Strong,0.12223,48,24448,0.0913,0.15525
821,821,2016,Saxony,Second Stage of Tertiary Education,A Little,0.3479,137,24448,0.29585,0.41811
822,822,2016,Saxony,Second Stage of Tertiary Education,Not at all,0.52988,231,24448,0.43488,0.64442
823,823,2016,Saxony-Anhalt,Lower Secondary Level,Not at all,1.0,39,24448,0.64782,1.42552
824,824,2016,Saxony-Anhalt,Upper Secondary Level,Strong,0.15723,72,24448,0.1302,0.19131
825,825,2016,Saxony-Anhalt,Upper Secondary Level,A Little,0.47334,185,24448,0.40673,0.53591
826,826,2016,Saxony-Anhalt,Upper Secondary Level,Not at all,0.36943,196,24448,0.31453,0.42757
827,827,2016,Saxony-Anhalt,Second Stage of Tertiary Education,A Little,0.40941,87,24448,0.3403,0.48986
828,828,2016,Saxony-Anhalt,Second Stage of Tertiary Education,Not at all,0.59059,104,24448,0.40158,0.83712
829,829,2016,Thuringa,Lower Secondary Level,Not at all,1.0,44,24448,0.63506,1.39603
830,830,2016,Thuringa,Upper Secondary Level,Strong,0.20757,97,24448,0.16217,0.27226
831,831,2016,Thuringa,Upper Secondary Level,A Little,0.36659,207,24448,0.31589,0.42717
832,832,2016,Thuringa,Upper Secondary Level,Not at all,0.42585,209,24448,0.37205,0.48549
833,833,2016,Thuringa,Post-secondary Non-tertiary Level,Not at all,1.0,31,24448,0.73543,1.27488
834,834,2016,Thuringa,First Stage of Tertiary Education,A Little,1.0,39,24448,0.66029,1.46018
835,835,2016,Thuringa,Second Stage of Tertiary Education,A Little,0.30338,70,24448,0.2291,0.38524
836,836,2016,Thuringa,Second Stage of Tertiary Education,Not at all,0.69662,125,24448,0.52818,0.88725
837,837,2018,Schleswig-Holstein,Primary Level,Not at all,1.0,46,26430,0.50527,1.72598
838,838,2018,Schleswig-Holstein,Lower Secondary Level,A Little,0.42469,39,26430,0.2467,0.67528
839,839,2018,Schleswig-Holstein,Lower Secondary Level,Not at all,0.57531,69,26430,0.41232,0.75487
840,840,2018,Schleswig-Holstein,Upper Secondary Level,Strong,0.14034,61,26430,0.11406,0.17187
841,841,2018,Schleswig-Holstein,Upper Secondary Level,A Little,0.42644,169,26430,0.36155,0.4959
842,842,2018,Schleswig-Holstein,Upper Secondary Level,Not at all,0.43321,229,26430,0.37922,0.49093
843,843,2018,Schleswig-Holstein,Post-secondary Non-tertiary Level,Not at all,1.0,57,26430,0.72656,1.23176
844,844,2018,Schleswig-Holstein,First Stage of Tertiary Education,Not at all,1.0,32,26430,0.68845,1.61229
845,845,2018,Schleswig-Holstein,Second Stage of Tertiary Education,A Little,0.32415,64,26430,0.21672,0.43799
846,846,2018,Schleswig-Holstein,Second Stage of Tertiary Education,Not at all,0.67585,143,26430,0.57016,0.78564
847,847,2018,Hamburg,Lower Secondary Level,Not at all,1.0,39,26430,0.58288,1.52177
848,848,2018,Hamburg,Upper Secondary Level,A Little,0.29798,49,26430,0.23098,0.38144
849,849,2018,Hamburg,Upper Secondary Level,Not at all,0.70202,100,26430,0.54619,0.89013
850,850,2018,Hamburg,Second Stage of Tertiary Education,A Little,0.21852,45,26430,0.14346,0.28407
851,851,2018,Hamburg,Second Stage of Tertiary Education,Not at all,0.78148,120,26430,0.60391,0.95554
852,852,2018,Lower Saxony,Pre-primary Level,Not at all,1.0,31,26430,0.61246,1.40653
853,853,2018,Lower Saxony,Primary Level,Strong,0.17847,36,26430,0.09278,0.28576
854,854,2018,Lower Saxony,Primary Level,A Little,0.38934,78,26430,0.20677,0.61083
855,855,2018,Lower Saxony,Primary Level,Not at all,0.43218,168,26430,0.33867,0.5687
856,856,2018,Lower Saxony,Lower Secondary Level,Strong,0.24708,68,26430,0.1906,0.31492
857,857,2018,Lower Saxony,Lower Secondary Level,A Little,0.30607,120,26430,0.25135,0.3739
858,858,2018,Lower Saxony,Lower Secondary Level,Not at all,0.44684,260,26430,0.37005,0.53403
859,859,2018,Lower Saxony,Upper Secondary Level,Strong,0.15649,156,26430,0.13034,0.17888
860,860,2018,Lower Saxony,Upper Secondary Level,A Little,0.40459,431,26430,0.36609,0.45086
861,861,2018,Lower Saxony,Upper Secondary Level,Not at all,0.43892,637,26430,0.39979,0.46922
862,862,2018,Lower Saxony,Post-secondary Non-tertiary Level,A Little,0.42493,75,26430,0.31799,0.54435
863,863,2018,Lower Saxony,Post-secondary Non-tertiary Level,Not at all,0.57507,139,26430,0.47116,0.68396
864,864,2018,Lower Saxony,First Stage of Tertiary Education,A Little,0.34057,46,26430,0.26707,0.42566
865,865,2018,Lower Saxony,First Stage of Tertiary Education,Not at all,0.65943,58,26430,0.4666,0.85165
866,866,2018,Lower Saxony,Second Stage of Tertiary Education,Strong,0.09291,45,26430,0.06352,0.1295
867,867,2018,Lower Saxony,Second Stage of Tertiary Education,A Little,0.36778,189,26430,0.29345,0.45811
868,868,2018,Lower Saxony,Second Stage of Tertiary Education,Not at all,0.53931,371,26430,0.46161,0.613
869,869,2018,Bremen,Upper Secondary Level,A Little,0.64557,38,26430,0.39228,0.88979
870,870,2018,Bremen,Upper Secondary Level,Not at all,0.35443,50,26430,0.24452,0.47439
871,871,2018,Bremen,Second Stage of Tertiary Education,Not at all,1.0,39,26430,0.50688,1.49245
872,872,2018,North Rhine-Westphalia,Pre-primary Level,Not at all,1.0,84,26430,0.74205,1.37333
873,873,2018,North Rhine-Westphalia,Primary Level,Strong,0.34865,94,26430,0.24787,0.48167
874,874,2018,North Rhine-Westphalia,Primary Level,A Little,0.2475,126,26430,0.15131,0.36565
875,875,2018,North Rhine-Westphalia,Primary Level,Not at all,0.40384,214,26430,0.30672,0.52634
876,876,2018,North Rhine-Westphalia,Lower Secondary Level,Strong,0.20606,131,26430,0.1734,0.24734
877,877,2018,North Rhine-Westphalia,Lower Secondary Level,A Little,0.32039,224,26430,0.27567,0.38227
878,878,2018,North Rhine-Westphalia,Lower Secondary Level,Not at all,0.47354,442,26430,0.40224,0.54742
879,879,2018,North Rhine-Westphalia,Upper Secondary Level,Strong,0.19579,389,26430,0.17475,0.21364
880,880,2018,North Rhine-Westphalia,Upper Secondary Level,A Little,0.3621,802,26430,0.33888,0.38848
881,881,2018,North Rhine-Westphalia,Upper Secondary Level,Not at all,0.44211,1219,26430,0.41201,0.46906
882,882,2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Strong,0.14464,79,26430,0.10259,0.18304
883,883,2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,A Little,0.29602,184,26430,0.23967,0.35735
884,884,2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not at all,0.55934,370,26430,0.49979,0.63785
885,885,2018,North Rhine-Westphalia,First Stage of Tertiary Education,Strong,0.18099,41,26430,0.13839,0.22598
886,886,2018,North Rhine-Westphalia,First Stage of Tertiary Education,A Little,0.45918,100,26430,0.37656,0.54681
887,887,2018,North Rhine-Westphalia,First Stage of Tertiary Education,Not at all,0.35982,113,26430,0.28167,0.44349
888,888,2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Strong,0.07636,102,26430,0.05701,0.09826
889,889,2018,North Rhine-Westphalia,Second Stage of Tertiary Education,A Little,0.31693,403,26430,0.27763,0.35006
890,890,2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Not at all,0.60671,843,26430,0.54391,0.66005
891,891,2018,Hesse,Primary Level,A Little,0.3635,60,26430,0.12627,0.66413
892,892,2018,Hesse,Primary Level,Not at all,0.6365,101,26430,0.30228,1.08369
893,893,2018,Hesse,Lower Secondary Level,Strong,0.29352,49,26430,0.20986,0.38097
894,894,2018,Hesse,Lower Secondary Level,A Little,0.22298,72,26430,0.16763,0.2865
895,895,2018,Hesse,Lower Secondary Level,Not at all,0.48351,137,26430,0.36264,0.62422
896,896,2018,Hesse,Upper Secondary Level,Strong,0.15552,103,26430,0.12594,0.18742
897,897,2018,Hesse,Upper Secondary Level,A Little,0.35537,253,26430,0.31371,0.40326
898,898,2018,Hesse,Upper Secondary Level,Not at all,0.48911,418,26430,0.43132,0.55483
899,899,2018,Hesse,Post-secondary Non-tertiary Level,A Little,0.35297,53,26430,0.23986,0.48414
900,900,2018,Hesse,Post-secondary Non-tertiary Level,Not at all,0.64703,87,26430,0.4894,0.80564
901,901,2018,Hesse,First Stage of Tertiary Education,A Little,0.4515,32,26430,0.29436,0.6338
902,902,2018,Hesse,First Stage of Tertiary Education,Not at all,0.5485,42,26430,0.41083,0.72558
903,903,2018,Hesse,Second Stage of Tertiary Education,Strong,0.05884,32,26430,0.03349,0.0875
904,904,2018,Hesse,Second Stage of Tertiary Education,A Little,0.33955,159,26430,0.28196,0.41002
905,905,2018,Hesse,Second Stage of Tertiary Education,Not at all,0.60161,338,26430,0.53651,0.68455
906,906,2018,"Rhineland-Palatinate, Saarland",Primary Level,Not at all,1.0,42,26430,0.56154,1.66836
907,907,2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Strong,0.20708,44,26430,0.12653,0.28497
908,908,2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,A Little,0.34032,96,26430,0.27632,0.40096
909,909,2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not at all,0.4526,134,26430,0.344,0.5594
910,910,2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Strong,0.17029,107,26430,0.14422,0.20099
911,911,2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,A Little,0.42616,262,26430,0.3687,0.47835
912,912,2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not at all,0.40355,345,26430,0.35153,0.45167
913,913,2018,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,A Little,0.53835,46,26430,0.37544,0.70538
914,914,2018,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Not at all,0.46165,75,26430,0.34529,0.57393
915,915,2018,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Not at all,1.0,49,26430,0.79851,1.20448
916,916,2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,A Little,0.33891,96,26430,0.27173,0.42727
917,917,2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not at all,0.66109,195,26430,0.53105,0.77846
918,918,2018,Baden-Wuerttemberg,Primary Level,A Little,0.70523,64,26430,0.41678,1.11064
919,919,2018,Baden-Wuerttemberg,Primary Level,Not at all,0.29477,77,26430,0.10698,0.52311
920,920,2018,Baden-Wuerttemberg,Lower Secondary Level,Strong,0.19547,52,26430,0.15062,0.24768
921,921,2018,Baden-Wuerttemberg,Lower Secondary Level,A Little,0.3917,120,26430,0.31125,0.47874
922,922,2018,Baden-Wuerttemberg,Lower Secondary Level,Not at all,0.41283,185,26430,0.3408,0.48286
923,923,2018,Baden-Wuerttemberg,Upper Secondary Level,Strong,0.13057,151,26430,0.11025,0.15055
924,924,2018,Baden-Wuerttemberg,Upper Secondary Level,A Little,0.37441,431,26430,0.33991,0.41143
925,925,2018,Baden-Wuerttemberg,Upper Secondary Level,Not at all,0.49502,634,26430,0.45395,0.5344
926,926,2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,A Little,0.45787,87,26430,0.37784,0.54271
927,927,2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not at all,0.54213,137,26430,0.44039,0.66045
928,928,2018,Baden-Wuerttemberg,First Stage of Tertiary Education,A Little,0.46554,74,26430,0.36302,0.57441
929,929,2018,Baden-Wuerttemberg,First Stage of Tertiary Education,Not at all,0.53446,74,26430,0.40191,0.67807
930,930,2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Strong,0.0741,48,26430,0.0547,0.09596
931,931,2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,A Little,0.28173,252,26430,0.24211,0.32296
932,932,2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not at all,0.64416,581,26430,0.58545,0.70714
933,933,2018,Bavaria,Pre-primary Level,Not at all,1.0,36,26430,0.73232,1.33164
934,934,2018,Bavaria,Primary Level,Strong,0.18315,32,26430,0.06741,0.33946
935,935,2018,Bavaria,Primary Level,A Little,0.36368,54,26430,0.15321,0.59931
936,936,2018,Bavaria,Primary Level,Not at all,0.45317,84,26430,0.26309,0.71395
937,937,2018,Bavaria,Lower Secondary Level,Strong,0.24532,93,26430,0.17933,0.32329
938,938,2018,Bavaria,Lower Secondary Level,A Little,0.37149,153,26430,0.30011,0.46525
939,939,2018,Bavaria,Lower Secondary Level,Not at all,0.38319,223,26430,0.31684,0.46609
940,940,2018,Bavaria,Upper Secondary Level,Strong,0.1721,285,26430,0.15419,0.19086
941,941,2018,Bavaria,Upper Secondary Level,A Little,0.39697,687,26430,0.36208,0.43466
942,942,2018,Bavaria,Upper Secondary Level,Not at all,0.43093,987,26430,0.40144,0.45991
943,943,2018,Bavaria,Post-secondary Non-tertiary Level,A Little,0.30867,86,26430,0.23093,0.38849
944,944,2018,Bavaria,Post-secondary Non-tertiary Level,Not at all,0.69133,183,26430,0.58151,0.82563
945,945,2018,Bavaria,First Stage of Tertiary Education,Strong,0.13211,35,26430,0.08617,0.18096
946,946,2018,Bavaria,First Stage of Tertiary Education,A Little,0.41201,97,26430,0.30464,0.53033
947,947,2018,Bavaria,First Stage of Tertiary Education,Not at all,0.45588,120,26430,0.36231,0.55153
948,948,2018,Bavaria,Second Stage of Tertiary Education,Strong,0.0877,93,26430,0.06857,0.10864
949,949,2018,Bavaria,Second Stage of Tertiary Education,A Little,0.27017,289,26430,0.2391,0.30845
950,950,2018,Bavaria,Second Stage of Tertiary Education,Not at all,0.64213,655,26430,0.57794,0.71542
951,951,2018,Berlin,Lower Secondary Level,Not at all,1.0,50,26430,0.65988,1.36475
952,952,2018,Berlin,Upper Secondary Level,Strong,0.2811,91,26430,0.23596,0.33275
953,953,2018,Berlin,Upper Secondary Level,A Little,0.39381,122,26430,0.31573,0.46041
954,954,2018,Berlin,Upper Secondary Level,Not at all,0.32509,155,26430,0.28425,0.38265
955,955,2018,Berlin,Post-secondary Non-tertiary Level,Not at all,1.0,39,26430,0.65629,1.43411
956,956,2018,Berlin,Second Stage of Tertiary Education,Strong,0.12549,50,26430,0.08922,0.16019
957,957,2018,Berlin,Second Stage of Tertiary Education,A Little,0.24292,134,26430,0.1934,0.30879
958,958,2018,Berlin,Second Stage of Tertiary Education,Not at all,0.63159,267,26430,0.5616,0.71423
959,959,2018,Brandenburg,Primary Level,Not at all,1.0,34,26430,0.47891,1.88737
960,960,2018,Brandenburg,Lower Secondary Level,A Little,0.62444,45,26430,0.43307,0.83699
961,961,2018,Brandenburg,Lower Secondary Level,Not at all,0.37556,33,26430,0.1957,0.59294
962,962,2018,Brandenburg,Upper Secondary Level,Strong,0.19145,120,26430,0.15912,0.22843
963,963,2018,Brandenburg,Upper Secondary Level,A Little,0.39761,205,26430,0.33565,0.45683
964,964,2018,Brandenburg,Upper Secondary Level,Not at all,0.41093,200,26430,0.34872,0.48493
965,965,2018,Brandenburg,Post-secondary Non-tertiary Level,Not at all,1.0,43,26430,0.68674,1.34458
966,966,2018,Brandenburg,First Stage of Tertiary Education,A Little,1.0,32,26430,0.60894,1.46858
967,967,2018,Brandenburg,Second Stage of Tertiary Education,Strong,0.16334,38,26430,0.10871,0.2311
968,968,2018,Brandenburg,Second Stage of Tertiary Education,A Little,0.35184,98,26430,0.27173,0.44385
969,969,2018,Brandenburg,Second Stage of Tertiary Education,Not at all,0.48482,116,26430,0.39011,0.60252
970,970,2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Strong,0.20975,55,26430,0.16034,0.26968
971,971,2018,Mecklenburg-Western Pomerania,Upper Secondary Level,A Little,0.35264,110,26430,0.27424,0.44104
972,972,2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Not at all,0.43762,143,26430,0.35204,0.53338
973,973,2018,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,A Little,0.46714,64,26430,0.35359,0.62608
974,974,2018,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not at all,0.53286,72,26430,0.42187,0.67359
975,975,2018,Saxony,Lower Secondary Level,A Little,0.35662,49,26430,0.26144,0.48112
976,976,2018,Saxony,Lower Secondary Level,Not at all,0.64338,72,26430,0.43968,0.91416
977,977,2018,Saxony,Upper Secondary Level,Strong,0.12247,108,26430,0.10469,0.14745
978,978,2018,Saxony,Upper Secondary Level,A Little,0.41791,350,26430,0.37583,0.46431
979,979,2018,Saxony,Upper Secondary Level,Not at all,0.45963,386,26430,0.40585,0.51563
980,980,2018,Saxony,Post-secondary Non-tertiary Level,Not at all,1.0,51,26430,0.74339,1.33159
981,981,2018,Saxony,First Stage of Tertiary Education,A Little,0.42172,51,26430,0.29717,0.56355
982,982,2018,Saxony,First Stage of Tertiary Education,Not at all,0.57828,52,26430,0.39067,0.87285
983,983,2018,Saxony,Second Stage of Tertiary Education,Strong,0.12308,39,26430,0.08913,0.16323
984,984,2018,Saxony,Second Stage of Tertiary Education,A Little,0.34955,161,26430,0.30193,0.39213
985,985,2018,Saxony,Second Stage of Tertiary Education,Not at all,0.52737,240,26430,0.42583,0.61231
986,986,2018,Saxony-Anhalt,Lower Secondary Level,A Little,0.61047,37,26430,0.35054,0.94153
987,987,2018,Saxony-Anhalt,Lower Secondary Level,Not at all,0.38953,51,26430,0.26475,0.52895
988,988,2018,Saxony-Anhalt,Upper Secondary Level,Strong,0.17695,83,26430,0.14793,0.21369
989,989,2018,Saxony-Anhalt,Upper Secondary Level,A Little,0.52369,239,26430,0.44495,0.61133
990,990,2018,Saxony-Anhalt,Upper Secondary Level,Not at all,0.29936,166,26430,0.25257,0.34943
991,991,2018,Saxony-Anhalt,Post-secondary Non-tertiary Level,Not at all,1.0,31,26430,0.66503,1.33807
992,992,2018,Saxony-Anhalt,First Stage of Tertiary Education,A Little,1.0,36,26430,0.61504,1.41307
993,993,2018,Saxony-Anhalt,Second Stage of Tertiary Education,A Little,0.58847,113,26430,0.48235,0.68577
994,994,2018,Saxony-Anhalt,Second Stage of Tertiary Education,Not at all,0.41153,85,26430,0.29906,0.5807
995,995,2018,Thuringa,Lower Secondary Level,Not at all,1.0,50,26430,0.72095,1.27797
996,996,2018,Thuringa,Upper Secondary Level,Strong,0.19791,99,26430,0.15743,0.25047
997,997,2018,Thuringa,Upper Secondary Level,A Little,0.36094,207,26430,0.31101,0.40904
998,998,2018,Thuringa,Upper Secondary Level,Not at all,0.44115,231,26430,0.37762,0.52326
999,999,2018,Thuringa,Post-secondary Non-tertiary Level,Not at all,1.0,34,26430,0.70941,1.34742
1000,1000,2018,Thuringa,First Stage of Tertiary Education,A Little,1.0,34,26430,0.63191,1.5591
1001,1001,2018,Thuringa,Second Stage of Tertiary Education,A Little,0.3867,86,26430,0.29835,0.4955
1002,1002,2018,Thuringa,Second Stage of Tertiary Education,Not at all,0.6133,130,26430,0.49514,0.75647
1003,1003,2020,Schleswig-Holstein,Primary Level,Not at all,1.0,47,26497,0.51903,1.63052
1004,1004,2020,Schleswig-Holstein,Lower Secondary Level,A Little,0.32854,32,26497,0.21437,0.46726
1005,1005,2020,Schleswig-Holstein,Lower Secondary Level,Not at all,0.67146,79,26497,0.47417,0.89142
1006,1006,2020,Schleswig-Holstein,Upper Secondary Level,Strong,0.19611,65,26497,0.15304,0.24615
1007,1007,2020,Schleswig-Holstein,Upper Secondary Level,A Little,0.37531,136,26497,0.30992,0.43559
1008,1008,2020,Schleswig-Holstein,Upper Secondary Level,Not at all,0.42857,202,26497,0.36126,0.50576
1009,1009,2020,Schleswig-Holstein,Post-secondary Non-tertiary Level,Not at all,1.0,67,26497,0.65717,1.29642
1010,1010,2020,Schleswig-Holstein,First Stage of Tertiary Education,Not at all,1.0,35,26497,0.66867,1.40733
1011,1011,2020,Schleswig-Holstein,Second Stage of Tertiary Education,A Little,0.37024,80,26497,0.22788,0.50341
1012,1012,2020,Schleswig-Holstein,Second Stage of Tertiary Education,Not at all,0.62976,152,26497,0.49401,0.74974
1013,1013,2020,Hamburg,Lower Secondary Level,Not at all,1.0,42,26497,0.60401,1.4607
1014,1014,2020,Hamburg,Upper Secondary Level,A Little,0.45497,58,26497,0.36024,0.57373
1015,1015,2020,Hamburg,Upper Secondary Level,Not at all,0.54503,102,26497,0.38765,0.6994
1016,1016,2020,Hamburg,Post-secondary Non-tertiary Level,Not at all,1.0,44,26497,0.62798,1.5461
1017,1017,2020,Hamburg,Second Stage of Tertiary Education,A Little,0.2358,42,26497,0.16044,0.34336
1018,1018,2020,Hamburg,Second Stage of Tertiary Education,Not at all,0.7642,165,26497,0.60295,0.96527
1019,1019,2020,Lower Saxony,Primary Level,Strong,0.33006,40,26497,0.15329,0.57366
1020,1020,2020,Lower Saxony,Primary Level,A Little,0.25616,71,26497,0.15276,0.34871
1021,1021,2020,Lower Saxony,Primary Level,Not at all,0.41378,139,26497,0.26618,0.61679
1022,1022,2020,Lower Saxony,Lower Secondary Level,Strong,0.20861,56,26497,0.13986,0.27316
1023,1023,2020,Lower Saxony,Lower Secondary Level,A Little,0.43741,146,26497,0.3418,0.54241
1024,1024,2020,Lower Saxony,Lower Secondary Level,Not at all,0.35398,197,26497,0.28427,0.42423
1025,1025,2020,Lower Saxony,Upper Secondary Level,Strong,0.16808,152,26497,0.13884,0.19376
1026,1026,2020,Lower Saxony,Upper Secondary Level,A Little,0.42577,473,26497,0.37301,0.47673
1027,1027,2020,Lower Saxony,Upper Secondary Level,Not at all,0.40615,519,26497,0.37058,0.45405
1028,1028,2020,Lower Saxony,Post-secondary Non-tertiary Level,A Little,0.31634,76,26497,0.23379,0.41982
1029,1029,2020,Lower Saxony,Post-secondary Non-tertiary Level,Not at all,0.68366,137,26497,0.54682,0.81562
1030,1030,2020,Lower Saxony,First Stage of Tertiary Education,A Little,0.44716,53,26497,0.32953,0.5943
1031,1031,2020,Lower Saxony,First Stage of Tertiary Education,Not at all,0.55284,54,26497,0.37184,0.75395
1032,1032,2020,Lower Saxony,Second Stage of Tertiary Education,Strong,0.10369,44,26497,0.05915,0.16247
1033,1033,2020,Lower Saxony,Second Stage of Tertiary Education,A Little,0.36915,192,26497,0.30508,0.43553
1034,1034,2020,Lower Saxony,Second Stage of Tertiary Education,Not at all,0.52716,375,26497,0.46792,0.60228
1035,1035,2020,Bremen,Primary Level,Not at all,1.0,45,26497,0.57301,1.65706
1036,1036,2020,Bremen,Upper Secondary Level,A Little,0.7017,46,26497,0.42271,1.01484
1037,1037,2020,Bremen,Upper Secondary Level,Not at all,0.2983,50,26497,0.19044,0.41153
1038,1038,2020,Bremen,Second Stage of Tertiary Education,Not at all,1.0,37,26497,0.6144,1.3545
1039,1039,2020,North Rhine-Westphalia,Pre-primary Level,Not at all,1.0,83,26497,0.69897,1.37079
1040,1040,2020,North Rhine-Westphalia,Primary Level,Strong,0.28184,91,26497,0.16757,0.42125
1041,1041,2020,North Rhine-Westphalia,Primary Level,A Little,0.33889,165,26497,0.21523,0.46632
1042,1042,2020,North Rhine-Westphalia,Primary Level,Not at all,0.37927,240,26497,0.25662,0.53568
1043,1043,2020,North Rhine-Westphalia,Lower Secondary Level,Strong,0.19936,110,26497,0.15684,0.24254
1044,1044,2020,North Rhine-Westphalia,Lower Secondary Level,A Little,0.35148,272,26497,0.2897,0.4104
1045,1045,2020,North Rhine-Westphalia,Lower Secondary Level,Not at all,0.44916,435,26497,0.37934,0.53081
1046,1046,2020,North Rhine-Westphalia,Upper Secondary Level,Strong,0.1861,375,26497,0.1627,0.20731
1047,1047,2020,North Rhine-Westphalia,Upper Secondary Level,A Little,0.39868,893,26497,0.3722,0.43071
1048,1048,2020,North Rhine-Westphalia,Upper Secondary Level,Not at all,0.41522,1129,26497,0.38288,0.44782
1049,1049,2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Strong,0.12328,67,26497,0.08556,0.16229
1050,1050,2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,A Little,0.29111,226,26497,0.24119,0.35073
1051,1051,2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not at all,0.58561,356,26497,0.51726,0.67078
1052,1052,2020,North Rhine-Westphalia,First Stage of Tertiary Education,Strong,0.15916,32,26497,0.12022,0.21556
1053,1053,2020,North Rhine-Westphalia,First Stage of Tertiary Education,A Little,0.52291,118,26497,0.42116,0.61987
1054,1054,2020,North Rhine-Westphalia,First Stage of Tertiary Education,Not at all,0.31793,115,26497,0.24318,0.38771
1055,1055,2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Strong,0.0661,123,26497,0.0527,0.08342
1056,1056,2020,North Rhine-Westphalia,Second Stage of Tertiary Education,A Little,0.29937,450,26497,0.26487,0.33854
1057,1057,2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Not at all,0.63453,940,26497,0.56943,0.69527
1058,1058,2020,Hesse,Primary Level,A Little,0.48256,33,26497,0.19578,0.82163
1059,1059,2020,Hesse,Primary Level,Not at all,0.51744,104,26497,0.22535,1.07656
1060,1060,2020,Hesse,Lower Secondary Level,Strong,0.2944,38,26497,0.19365,0.42297
