"ple0055","year","age_gr","n","percent","lower_confidence_percent","upper_confidence_percent"
"1","1989","30-45","236","0.857451753028494","0.816055732245854","0.898847773811133"
"1","1989","46-65","230","0.735410621245767","0.685577740290061","0.785243502201473"
"1","1989","66","","","",""
"2","1989","17-29","34","0.13076703905071","0.0932365276478989","0.16829755045352"
"2","1989","30-45","28","","",""
"2","1989","46-65","43","0.157453240553705","0.116306290334476","0.198600190772934"
"2","1989","66","","","",""
"3","1989","17-29","5","","",""
"3","1989","30-45","9","","",""
"3","1989","46-65","13","","",""
"3","1989","66","","","",""
"4","1989","17-29","3","","",""
"4","1989","30-45","","","",""
"4","1989","46-65","4","","",""
"4","1989","66","","","",""
"5","1989","17-29","1","","",""
"5","1989","30-45","","","",""
"5","1989","46-65","2","","",""
"5","1989","66","","","",""
"6","1989","17-29","4","","",""
"6","1989","30-45","1","","",""
"6","1989","46-65","","","",""
"6","1989","66","","","",""
"7","1989","17-29","1","","",""
"7","1989","30-45","","","",""
"7","1989","46-65","","","",""
"7","1989","66","","","",""
"8","1989","17-29","1","","",""
"8","1989","30-45","","","",""
"8","1989","46-65","1","","",""
"8","1989","66","","","",""
"9","1989","17-29","","","",""
"9","1989","30-45","","","",""
"9","1989","46-65","","","",""
"9","1989","66","","","",""
"10","1989","17-29","","","",""
"10","1989","30-45","","","",""
"10","1989","46-65","1","","",""
"10","1989","66","","","",""
"11","1989","17-29","","","",""
"11","1989","30-45","","","",""
"11","1989","46-65","1","","",""
"11","1989","66","","","",""
"12","1989","17-29","","","",""
"12","1989","30-45","","","",""
"12","1989","46-65","","","",""
"12","1989","66","","","",""
"13","1989","17-29","","","",""
"13","1989","30-45","","","",""
"13","1989","46-65","","","",""
"13","1989","66","","","",""
"14","1989","17-29","","","",""
"14","1989","30-45","","","",""
"14","1989","46-65","2","","",""
"14","1989","66","","","",""
"15","1989","17-29","","","",""
"15","1989","30-45","","","",""
"15","1989","46-65","","","",""
"15","1989","66","","","",""
"16","1989","17-29","","","",""
"16","1989","30-45","","","",""
"16","1989","46-65","","","",""
"16","1989","66","","","",""
"17","1989","17-29","","","",""
"17","1989","30-45","","","",""
"17","1989","46-65","","","",""
"17","1989","66","","","",""
"18","1989","17-29","","","",""
"18","1989","30-45","","","",""
"18","1989","46-65","","","",""
"18","1989","66","","","",""
"19","1989","17-29","","","",""
"19","1989","30-45","","","",""
"19","1989","46-65","","","",""
"19","1989","66","","","",""
"20","1989","17-29","","","",""
"20","1989","30-45","","","",""
"20","1989","46-65","","","",""
"20","1989","66","","","",""
"21","1989","17-29","","","",""
"21","1989","30-45","","","",""
"21","1989","46-65","2","","",""
"21","1989","66","","","",""
"22","1989","17-29","","","",""
"22","1989","30-45","","","",""
"22","1989","46-65","","","",""
"22","1989","66","","","",""
"23","1989","17-29","","","",""
"23","1989","30-45","","","",""
"23","1989","46-65","","","",""
"23","1989","66","","","",""
"24","1989","17-29","","","",""
"24","1989","30-45","","","",""
"24","1989","46-65","","","",""
"24","1989","66","","","",""
"25","1989","17-29","","","",""
"25","1989","30-45","","","",""
"25","1989","46-65","1","","",""
"25","1989","66","","","",""
"26","1989","17-29","","","",""
"26","1989","30-45","","","",""
"26","1989","46-65","","","",""
"26","1989","66","","","",""
"27","1989","17-29","","","",""
"27","1989","30-45","","","",""
"27","1989","46-65","","","",""
"27","1989","66","","","",""
"28","1989","17-29","","","",""
"28","1989","30-45","","","",""
"28","1989","46-65","","","",""
"28","1989","66","","","",""
"30","1989","17-29","","","",""
"30","1989","30-45","","","",""
"30","1989","46-65","","","",""
"30","1989","66","","","",""
"31","1989","17-29","","","",""
"31","1989","30-45","","","",""
"31","1989","46-65","","","",""
"31","1989","66","","","",""
"32","1989","17-29","","","",""
"32","1989","30-45","","","",""
"32","1989","46-65","","","",""
"32","1989","66","","","",""
"35","1989","17-29","","","",""
"35","1989","30-45","","","",""
"35","1989","46-65","1","","",""
"35","1989","66","","","",""
"36","1989","17-29","","","",""
"36","1989","30-45","","","",""
"36","1989","46-65","","","",""
"36","1989","66","","","",""
"40","1989","17-29","","","",""
"40","1989","30-45","","","",""
"40","1989","46-65","","","",""
"40","1989","66","","","",""
"42","1989","17-29","","","",""
"42","1989","30-45","","","",""
"42","1989","46-65","","","",""
"42","1989","66","","","",""
"45","1989","17-29","","","",""
"45","1989","30-45","","","",""
"45","1989","46-65","","","",""
"45","1989","66","","","",""
"48","1989","17-29","","","",""
"48","1989","30-45","","","",""
"48","1989","46-65","","","",""
"48","1989","66","","","",""
"50","1989","17-29","","","",""
"50","1989","30-45","","","",""
"50","1989","46-65","","","",""
"50","1989","66","","","",""
"51","1989","17-29","","","",""
"51","1989","30-45","","","",""
"51","1989","46-65","","","",""
"51","1989","66","","","",""
"64","1989","17-29","","","",""
"64","1989","30-45","","","",""
"64","1989","46-65","","","",""
"64","1989","66","","","",""
"65","1989","17-29","","","",""
"65","1989","30-45","","","",""
"65","1989","46-65","","","",""
"65","1989","66","","","",""
"90","1989","17-29","","","",""
"90","1989","30-45","","","",""
"90","1989","46-65","","","",""
"90","1989","66","","","",""
"98","1989","17-29","","","",""
"98","1989","30-45","","","",""
"98","1989","46-65","","","",""
"98","1989","66","","","",""
"100","1989","17-29","","","",""
"100","1989","30-45","","","",""
"100","1989","46-65","","","",""
"100","1989","66","","","",""
"0","1990","17-29","","","",""
"0","1990","30-45","","","",""
"0","1990","46-65","","","",""
"0","1990","66","","","",""
"1","1990","17-29","","","",""
"1","1990","30-45","","","",""
"1","1990","46-65","","","",""
"1","1990","66","","","",""
"2","1990","17-29","","","",""
"2","1990","30-45","","","",""
"2","1990","46-65","","","",""
"2","1990","66","","","",""
"3","1990","17-29","","","",""
"3","1990","30-45","","","",""
"3","1990","46-65","","","",""
"3","1990","66","","","",""
"4","1990","17-29","","","",""
"4","1990","30-45","","","",""
"4","1990","46-65","","","",""
"4","1990","66","","","",""
"5","1990","17-29","","","",""
"5","1990","30-45","","","",""
"5","1990","46-65","","","",""
"5","1990","66","","","",""
"6","1990","17-29","","","",""
"6","1990","30-45","","","",""
"6","1990","46-65","","","",""
"6","1990","66","","","",""
"7","1990","17-29","","","",""
"7","1990","30-45","","","",""
"7","1990","46-65","","","",""
"7","1990","66","","","",""
"8","1990","17-29","","","",""
"8","1990","30-45","","","",""
"8","1990","46-65","","","",""
"8","1990","66","","","",""
"9","1990","17-29","","","",""
"9","1990","30-45","","","",""
"9","1990","46-65","","","",""
"9","1990","66","","","",""
"10","1990","17-29","","","",""
"10","1990","30-45","","","",""
"10","1990","46-65","","","",""
"10","1990","66","","","",""
"11","1990","17-29","","","",""
"11","1990","30-45","","","",""
"11","1990","46-65","","","",""
"11","1990","66","","","",""
"12","1990","17-29","","","",""
"12","1990","30-45","","","",""
"12","1990","46-65","","","",""
"12","1990","66","","","",""
"13","1990","17-29","","","",""
"13","1990","30-45","","","",""
"13","1990","46-65","","","",""
"13","1990","66","","","",""
"14","1990","17-29","","","",""
"14","1990","30-45","","","",""
"14","1990","46-65","","","",""
"14","1990","66","","","",""
"15","1990","17-29","","","",""
"15","1990","30-45","","","",""
"15","1990","46-65","","","",""
"15","1990","66","","","",""
"16","1990","17-29","","","",""
"16","1990","30-45","","","",""
"16","1990","46-65","","","",""
"16","1990","66","","","",""
"17","1990","17-29","","","",""
"17","1990","30-45","","","",""
"17","1990","46-65","","","",""
"17","1990","66","","","",""
"18","1990","17-29","","","",""
"18","1990","30-45","","","",""
"18","1990","46-65","","","",""
"18","1990","66","","","",""
"19","1990","17-29","","","",""
"19","1990","30-45","","","",""
"19","1990","46-65","","","",""
"19","1990","66","","","",""
"20","1990","17-29","","","",""
"20","1990","30-45","","","",""
"20","1990","46-65","","","",""
"20","1990","66","","","",""
"21","1990","17-29","","","",""
"21","1990","30-45","","","",""
"21","1990","46-65","","","",""
"21","1990","66","","","",""
"22","1990","17-29","","","",""
"22","1990","30-45","","","",""
"22","1990","46-65","","","",""
"22","1990","66","","","",""
"23","1990","17-29","","","",""
"23","1990","30-45","","","",""
"23","1990","46-65","","","",""
"23","1990","66","","","",""
"24","1990","17-29","","","",""
"24","1990","30-45","","","",""
"24","1990","46-65","","","",""
"24","1990","66","","","",""
"25","1990","17-29","","","",""
"25","1990","30-45","","","",""
"25","1990","46-65","","","",""
"25","1990","66","","","",""
"26","1990","17-29","","","",""
"26","1990","30-45","","","",""
"26","1990","46-65","","","",""
"26","1990","66","","","",""
"27","1990","17-29","","","",""
"27","1990","30-45","","","",""
"27","1990","46-65","","","",""
"27","1990","66","","","",""
"28","1990","17-29","","","",""
"28","1990","30-45","","","",""
"28","1990","46-65","","","",""
"28","1990","66","","","",""
"30","1990","17-29","","","",""
"30","1990","30-45","","","",""
"30","1990","46-65","","","",""
"30","1990","66","","","",""
"31","1990","17-29","","","",""
"31","1990","30-45","","","",""
"31","1990","46-65","","","",""
"31","1990","66","","","",""
"32","1990","17-29","","","",""
"32","1990","30-45","","","",""
"32","1990","46-65","","","",""
"32","1990","66","","","",""
"35","1990","17-29","","","",""
"35","1990","30-45","","","",""
"35","1990","46-65","","","",""
"35","1990","66","","","",""
"36","1990","17-29","","","",""
"36","1990","30-45","","","",""
"36","1990","46-65","","","",""
"36","1990","66","","","",""
"40","1990","17-29","","","",""
"40","1990","30-45","","","",""
"40","1990","46-65","","","",""
"40","1990","66","","","",""
"42","1990","17-29","","","",""
"42","1990","30-45","","","",""
"42","1990","46-65","","","",""
"42","1990","66","","","",""
"45","1990","17-29","","","",""
"45","1990","30-45","","","",""
"45","1990","46-65","","","",""
"45","1990","66","","","",""
"48","1990","17-29","","","",""
"48","1990","30-45","","","",""
"48","1990","46-65","","","",""
"48","1990","66","","","",""
"50","1990","17-29","","","",""
"50","1990","30-45","","","",""
"50","1990","46-65","","","",""
"50","1990","66","","","",""
"51","1990","17-29","","","",""
"51","1990","30-45","","","",""
"51","1990","46-65","","","",""
"51","1990","66","","","",""
"64","1990","17-29","","","",""
"64","1990","30-45","","","",""
"64","1990","46-65","","","",""
"64","1990","66","","","",""
"65","1990","17-29","","","",""
"65","1990","30-45","","","",""
"65","1990","46-65","","","",""
"65","1990","66","","","",""
"90","1990","17-29","","","",""
"90","1990","30-45","","","",""
"90","1990","46-65","","","",""
"90","1990","66","","","",""
"98","1990","17-29","","","",""
"98","1990","30-45","","","",""
"98","1990","46-65","","","",""
"98","1990","66","","","",""
"100","1990","17-29","","","",""
"100","1990","30-45","","","",""
"100","1990","46-65","","","",""
"100","1990","66","","","",""
"0","1991","17-29","","","",""
"0","1991","30-45","","","",""
"0","1991","46-65","","","",""
"0","1991","66","","","",""
"1","1991","17-29","281","0.799453523422769","0.756447419223335","0.842459627622204"
"1","1991","30-45","199","0.774079822889516","0.722137806964956","0.826021838814077"
"1","1991","46-65","240","0.792015873390873","0.746316650500152","0.837715096281593"
"1","1991","66","","","",""
"2","1991","17-29","33","0.118904872824742","0.0841402757406193","0.153669469908864"
"2","1991","30-45","34","0.143615696599187","0.100056112824289","0.187175280374085"
"2","1991","46-65","42","0.134500385095494","0.0960835149039185","0.172917255287069"
"2","1991","66","","","",""
"3","1991","17-29","10","","",""
"3","1991","30-45","8","","",""
"3","1991","46-65","9","","",""
"3","1991","66","","","",""
"4","1991","17-29","1","","",""
"4","1991","30-45","2","","",""
"4","1991","46-65","4","","",""
"4","1991","66","","","",""
"5","1991","17-29","1","","",""
"5","1991","30-45","","","",""
"5","1991","46-65","1","","",""
"5","1991","66","","","",""
"6","1991","17-29","2","","",""
"6","1991","30-45","1","","",""
"6","1991","46-65","1","","",""
"6","1991","66","","","",""
"7","1991","17-29","2","","",""
"7","1991","30-45","2","","",""
"7","1991","46-65","","","",""
"7","1991","66","","","",""
"8","1991","17-29","1","","",""
"8","1991","30-45","","","",""
"8","1991","46-65","1","","",""
"8","1991","66","","","",""
"9","1991","17-29","","","",""
"9","1991","30-45","1","","",""
"9","1991","46-65","1","","",""
"9","1991","66","","","",""
"10","1991","17-29","1","","",""
"10","1991","30-45","","","",""
"10","1991","46-65","1","","",""
"10","1991","66","","","",""
"11","1991","17-29","","","",""
"11","1991","30-45","","","",""
"11","1991","46-65","","","",""
"11","1991","66","","","",""
"12","1991","17-29","","","",""
"12","1991","30-45","","","",""
"12","1991","46-65","1","","",""
"12","1991","66","","","",""
"13","1991","17-29","","","",""
"13","1991","30-45","","","",""
"13","1991","46-65","","","",""
"13","1991","66","","","",""
"14","1991","17-29","","","",""
"14","1991","30-45","","","",""
"14","1991","46-65","","","",""
"14","1991","66","","","",""
"15","1991","17-29","","","",""
"15","1991","30-45","","","",""
"15","1991","46-65","","","",""
"15","1991","66","","","",""
"16","1991","17-29","","","",""
"16","1991","30-45","","","",""
"16","1991","46-65","","","",""
"16","1991","66","","","",""
"17","1991","17-29","","","",""
"17","1991","30-45","","","",""
"17","1991","46-65","","","",""
"17","1991","66","","","",""
"18","1991","17-29","","","",""
"18","1991","30-45","","","",""
"18","1991","46-65","","","",""
"18","1991","66","","","",""
"19","1991","17-29","","","",""
"19","1991","30-45","","","",""
"19","1991","46-65","","","",""
"19","1991","66","","","",""
"20","1991","17-29","1","","",""
"20","1991","30-45","","","",""
"20","1991","46-65","1","","",""
"20","1991","66","","","",""
"21","1991","17-29","","","",""
"21","1991","30-45","","","",""
"21","1991","46-65","","","",""
"21","1991","66","","","",""
"22","1991","17-29","","","",""
"22","1991","30-45","","","",""
"22","1991","46-65","","","",""
"22","1991","66","","","",""
"23","1991","17-29","","","",""
"23","1991","30-45","","","",""
"23","1991","46-65","","","",""
"23","1991","66","","","",""
"24","1991","17-29","","","",""
"24","1991","30-45","1","","",""
"24","1991","46-65","","","",""
"24","1991","66","","","",""
"25","1991","17-29","","","",""
"25","1991","30-45","","","",""
"25","1991","46-65","","","",""
"25","1991","66","","","",""
"26","1991","17-29","","","",""
"26","1991","30-45","","","",""
"26","1991","46-65","","","",""
"26","1991","66","","","",""
"27","1991","17-29","","","",""
"27","1991","30-45","1","","",""
"27","1991","46-65","","","",""
"27","1991","66","","","",""
"28","1991","17-29","","","",""
"28","1991","30-45","","","",""
