"ple0055","year","age_gr","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"25","1986","30-45","Ländlicher Raum","","","",""
"25","1986","46-65","Städtischer Raum","","","",""
"25","1986","46-65","Ländlicher Raum","","","",""
"25","1986","66","Städtischer Raum","","","",""
"25","1986","66","Ländlicher Raum","","","",""
"26","1986","17-29","Städtischer Raum","","","",""
"26","1986","17-29","Ländlicher Raum","","","",""
"26","1986","30-45","Städtischer Raum","","","",""
"26","1986","30-45","Ländlicher Raum","","","",""
"26","1986","46-65","Städtischer Raum","","","",""
"26","1986","46-65","Ländlicher Raum","","","",""
"26","1986","66","Städtischer Raum","","","",""
"26","1986","66","Ländlicher Raum","","","",""
"27","1986","17-29","Städtischer Raum","","","",""
"27","1986","17-29","Ländlicher Raum","","","",""
"27","1986","30-45","Städtischer Raum","","","",""
"27","1986","30-45","Ländlicher Raum","","","",""
"27","1986","46-65","Städtischer Raum","","","",""
"27","1986","46-65","Ländlicher Raum","","","",""
"27","1986","66","Städtischer Raum","","","",""
"27","1986","66","Ländlicher Raum","","","",""
"28","1986","17-29","Städtischer Raum","","","",""
"28","1986","17-29","Ländlicher Raum","","","",""
"28","1986","30-45","Städtischer Raum","","","",""
"28","1986","30-45","Ländlicher Raum","","","",""
"28","1986","46-65","Städtischer Raum","","","",""
"28","1986","46-65","Ländlicher Raum","","","",""
"28","1986","66","Städtischer Raum","","","",""
"28","1986","66","Ländlicher Raum","","","",""
"30","1986","17-29","Städtischer Raum","","","",""
"30","1986","17-29","Ländlicher Raum","","","",""
"30","1986","30-45","Städtischer Raum","","","",""
"30","1986","30-45","Ländlicher Raum","","","",""
"30","1986","46-65","Städtischer Raum","1","","",""
"30","1986","46-65","Ländlicher Raum","","","",""
"30","1986","66","Städtischer Raum","","","",""
"30","1986","66","Ländlicher Raum","","","",""
"31","1986","17-29","Städtischer Raum","","","",""
"31","1986","17-29","Ländlicher Raum","","","",""
"31","1986","30-45","Städtischer Raum","","","",""
"31","1986","30-45","Ländlicher Raum","","","",""
"31","1986","46-65","Städtischer Raum","1","","",""
"31","1986","46-65","Ländlicher Raum","","","",""
"31","1986","66","Städtischer Raum","","","",""
"31","1986","66","Ländlicher Raum","","","",""
"32","1986","17-29","Städtischer Raum","","","",""
"32","1986","17-29","Ländlicher Raum","","","",""
"32","1986","30-45","Städtischer Raum","","","",""
"32","1986","30-45","Ländlicher Raum","","","",""
"32","1986","46-65","Städtischer Raum","","","",""
"32","1986","46-65","Ländlicher Raum","","","",""
"32","1986","66","Städtischer Raum","","","",""
"32","1986","66","Ländlicher Raum","","","",""
"35","1986","17-29","Städtischer Raum","","","",""
"35","1986","17-29","Ländlicher Raum","","","",""
"35","1986","30-45","Städtischer Raum","","","",""
"35","1986","30-45","Ländlicher Raum","","","",""
"35","1986","46-65","Städtischer Raum","","","",""
"35","1986","46-65","Ländlicher Raum","","","",""
"35","1986","66","Städtischer Raum","","","",""
"35","1986","66","Ländlicher Raum","","","",""
"36","1986","17-29","Städtischer Raum","","","",""
"36","1986","17-29","Ländlicher Raum","","","",""
"36","1986","30-45","Städtischer Raum","","","",""
"36","1986","30-45","Ländlicher Raum","","","",""
"36","1986","46-65","Städtischer Raum","","","",""
"36","1986","46-65","Ländlicher Raum","","","",""
"36","1986","66","Städtischer Raum","","","",""
"36","1986","66","Ländlicher Raum","","","",""
"40","1986","17-29","Städtischer Raum","","","",""
"40","1986","17-29","Ländlicher Raum","","","",""
"40","1986","30-45","Städtischer Raum","","","",""
"40","1986","30-45","Ländlicher Raum","","","",""
"40","1986","46-65","Städtischer Raum","","","",""
"40","1986","46-65","Ländlicher Raum","","","",""
"40","1986","66","Städtischer Raum","","","",""
"40","1986","66","Ländlicher Raum","","","",""
"42","1986","17-29","Städtischer Raum","","","",""
"42","1986","17-29","Ländlicher Raum","","","",""
"42","1986","30-45","Städtischer Raum","","","",""
"42","1986","30-45","Ländlicher Raum","","","",""
"42","1986","46-65","Städtischer Raum","","","",""
"42","1986","46-65","Ländlicher Raum","","","",""
"42","1986","66","Städtischer Raum","","","",""
"42","1986","66","Ländlicher Raum","","","",""
"45","1986","17-29","Städtischer Raum","","","",""
"45","1986","17-29","Ländlicher Raum","","","",""
"45","1986","30-45","Städtischer Raum","","","",""
"45","1986","30-45","Ländlicher Raum","","","",""
"45","1986","46-65","Städtischer Raum","","","",""
"45","1986","46-65","Ländlicher Raum","","","",""
"45","1986","66","Städtischer Raum","","","",""
"45","1986","66","Ländlicher Raum","","","",""
"48","1986","17-29","Städtischer Raum","","","",""
"48","1986","17-29","Ländlicher Raum","","","",""
"48","1986","30-45","Städtischer Raum","","","",""
"48","1986","30-45","Ländlicher Raum","1","","",""
"48","1986","46-65","Städtischer Raum","","","",""
"48","1986","46-65","Ländlicher Raum","","","",""
"48","1986","66","Städtischer Raum","","","",""
"48","1986","66","Ländlicher Raum","","","",""
"50","1986","17-29","Städtischer Raum","","","",""
"50","1986","17-29","Ländlicher Raum","","","",""
"50","1986","30-45","Städtischer Raum","","","",""
"50","1986","30-45","Ländlicher Raum","","","",""
"50","1986","46-65","Städtischer Raum","","","",""
"50","1986","46-65","Ländlicher Raum","","","",""
"50","1986","66","Städtischer Raum","","","",""
"50","1986","66","Ländlicher Raum","","","",""
"51","1986","17-29","Städtischer Raum","","","",""
"51","1986","17-29","Ländlicher Raum","","","",""
"51","1986","30-45","Städtischer Raum","","","",""
"51","1986","30-45","Ländlicher Raum","1","","",""
"51","1986","46-65","Städtischer Raum","","","",""
"51","1986","46-65","Ländlicher Raum","","","",""
"51","1986","66","Städtischer Raum","","","",""
"51","1986","66","Ländlicher Raum","","","",""
"64","1986","17-29","Städtischer Raum","","","",""
"64","1986","17-29","Ländlicher Raum","","","",""
"64","1986","30-45","Städtischer Raum","","","",""
"64","1986","30-45","Ländlicher Raum","","","",""
"64","1986","46-65","Städtischer Raum","","","",""
"64","1986","46-65","Ländlicher Raum","","","",""
"64","1986","66","Städtischer Raum","","","",""
"64","1986","66","Ländlicher Raum","","","",""
"65","1986","17-29","Städtischer Raum","","","",""
"65","1986","17-29","Ländlicher Raum","","","",""
"65","1986","30-45","Städtischer Raum","","","",""
"65","1986","30-45","Ländlicher Raum","","","",""
"65","1986","46-65","Städtischer Raum","","","",""
"65","1986","46-65","Ländlicher Raum","","","",""
"65","1986","66","Städtischer Raum","","","",""
"65","1986","66","Ländlicher Raum","","","",""
"90","1986","17-29","Städtischer Raum","","","",""
"90","1986","17-29","Ländlicher Raum","","","",""
"90","1986","30-45","Städtischer Raum","","","",""
"90","1986","30-45","Ländlicher Raum","","","",""
"90","1986","46-65","Städtischer Raum","","","",""
"90","1986","46-65","Ländlicher Raum","","","",""
"90","1986","66","Städtischer Raum","","","",""
"90","1986","66","Ländlicher Raum","","","",""
"98","1986","17-29","Städtischer Raum","","","",""
"98","1986","17-29","Ländlicher Raum","","","",""
"98","1986","30-45","Städtischer Raum","","","",""
"98","1986","30-45","Ländlicher Raum","","","",""
"98","1986","46-65","Städtischer Raum","","","",""
"98","1986","46-65","Ländlicher Raum","","","",""
"98","1986","66","Städtischer Raum","","","",""
"98","1986","66","Ländlicher Raum","","","",""
"100","1986","17-29","Städtischer Raum","","","",""
"100","1986","17-29","Ländlicher Raum","","","",""
"100","1986","30-45","Städtischer Raum","","","",""
"100","1986","30-45","Ländlicher Raum","","","",""
"100","1986","46-65","Städtischer Raum","","","",""
"100","1986","46-65","Ländlicher Raum","","","",""
"100","1986","66","Städtischer Raum","","","",""
"100","1986","66","Ländlicher Raum","","","",""
"0","1987","17-29","Städtischer Raum","1","","",""
"0","1987","17-29","Ländlicher Raum","","","",""
"0","1987","30-45","Städtischer Raum","1","","",""
"0","1987","30-45","Ländlicher Raum","1","","",""
"0","1987","46-65","Städtischer Raum","","","",""
"0","1987","46-65","Ländlicher Raum","","","",""
"0","1987","66","Städtischer Raum","","","",""
"0","1987","66","Ländlicher Raum","","","",""
"1","1987","17-29","Städtischer Raum","222","0.852849683916208","0.809622685107116","0.8960766827253"
"1","1987","17-29","Ländlicher Raum","60","0.764785129516668","0.671258205709285","0.85831205332405"
"1","1987","30-45","Städtischer Raum","215","0.837779506757951","0.792172774557602","0.8833862389583"
"1","1987","30-45","Ländlicher Raum","50","0.842393090439337","0.749417892887882","0.935368287990791"
"1","1987","46-65","Städtischer Raum","203","0.801289732865781","0.751925070279743","0.850654395451818"
"1","1987","46-65","Ländlicher Raum","51","0.725250937270998","0.618364414507739","0.832137460034258"
"1","1987","66","Städtischer Raum","","","",""
"1","1987","66","Ländlicher Raum","","","",""
"2","1987","17-29","Städtischer Raum","18","","",""
"2","1987","17-29","Ländlicher Raum","12","","",""
"2","1987","30-45","Städtischer Raum","27","","",""
"2","1987","30-45","Ländlicher Raum","5","","",""
"2","1987","46-65","Städtischer Raum","34","0.142692178820268","0.0994228949071844","0.185961462733351"
"2","1987","46-65","Ländlicher Raum","8","","",""
"2","1987","66","Städtischer Raum","","","",""
"2","1987","66","Ländlicher Raum","","","",""
"3","1987","17-29","Städtischer Raum","10","","",""
"3","1987","17-29","Ländlicher Raum","1","","",""
"3","1987","30-45","Städtischer Raum","","","",""
"3","1987","30-45","Ländlicher Raum","","","",""
"3","1987","46-65","Städtischer Raum","7","","",""
"3","1987","46-65","Ländlicher Raum","1","","",""
"3","1987","66","Städtischer Raum","","","",""
"3","1987","66","Ländlicher Raum","","","",""
"4","1987","17-29","Städtischer Raum","1","","",""
"4","1987","17-29","Ländlicher Raum","","","",""
"4","1987","30-45","Städtischer Raum","2","","",""
"4","1987","30-45","Ländlicher Raum","2","","",""
"4","1987","46-65","Städtischer Raum","1","","",""
"4","1987","46-65","Ländlicher Raum","1","","",""
"4","1987","66","Städtischer Raum","","","",""
"4","1987","66","Ländlicher Raum","","","",""
"5","1987","17-29","Städtischer Raum","1","","",""
"5","1987","17-29","Ländlicher Raum","2","","",""
"5","1987","30-45","Städtischer Raum","2","","",""
"5","1987","30-45","Ländlicher Raum","","","",""
"5","1987","46-65","Städtischer Raum","1","","",""
"5","1987","46-65","Ländlicher Raum","","","",""
"5","1987","66","Städtischer Raum","","","",""
"5","1987","66","Ländlicher Raum","","","",""
"6","1987","17-29","Städtischer Raum","1","","",""
"6","1987","17-29","Ländlicher Raum","1","","",""
"6","1987","30-45","Städtischer Raum","","","",""
"6","1987","30-45","Ländlicher Raum","","","",""
"6","1987","46-65","Städtischer Raum","1","","",""
"6","1987","46-65","Ländlicher Raum","2","","",""
"6","1987","66","Städtischer Raum","","","",""
"6","1987","66","Ländlicher Raum","","","",""
"7","1987","17-29","Städtischer Raum","1","","",""
"7","1987","17-29","Ländlicher Raum","","","",""
"7","1987","30-45","Städtischer Raum","","","",""
"7","1987","30-45","Ländlicher Raum","","","",""
"7","1987","46-65","Städtischer Raum","1","","",""
"7","1987","46-65","Ländlicher Raum","2","","",""
"7","1987","66","Städtischer Raum","","","",""
"7","1987","66","Ländlicher Raum","","","",""
"8","1987","17-29","Städtischer Raum","","","",""
"8","1987","17-29","Ländlicher Raum","","","",""
"8","1987","30-45","Städtischer Raum","1","","",""
"8","1987","30-45","Ländlicher Raum","","","",""
"8","1987","46-65","Städtischer Raum","","","",""
"8","1987","46-65","Ländlicher Raum","","","",""
"8","1987","66","Städtischer Raum","","","",""
"8","1987","66","Ländlicher Raum","","","",""
"9","1987","17-29","Städtischer Raum","","","",""
"9","1987","17-29","Ländlicher Raum","","","",""
"9","1987","30-45","Städtischer Raum","","","",""
"9","1987","30-45","Ländlicher Raum","","","",""
"9","1987","46-65","Städtischer Raum","","","",""
"9","1987","46-65","Ländlicher Raum","","","",""
"9","1987","66","Städtischer Raum","","","",""
"9","1987","66","Ländlicher Raum","","","",""
"10","1987","17-29","Städtischer Raum","","","",""
"10","1987","17-29","Ländlicher Raum","","","",""
"10","1987","30-45","Städtischer Raum","","","",""
"10","1987","30-45","Ländlicher Raum","","","",""
"10","1987","46-65","Städtischer Raum","","","",""
"10","1987","46-65","Ländlicher Raum","","","",""
"10","1987","66","Städtischer Raum","","","",""
"10","1987","66","Ländlicher Raum","","","",""
"11","1987","17-29","Städtischer Raum","1","","",""
"11","1987","17-29","Ländlicher Raum","1","","",""
"11","1987","30-45","Städtischer Raum","","","",""
"11","1987","30-45","Ländlicher Raum","","","",""
"11","1987","46-65","Städtischer Raum","","","",""
"11","1987","46-65","Ländlicher Raum","","","",""
"11","1987","66","Städtischer Raum","","","",""
"11","1987","66","Ländlicher Raum","","","",""
"12","1987","17-29","Städtischer Raum","","","",""
"12","1987","17-29","Ländlicher Raum","","","",""
"12","1987","30-45","Städtischer Raum","","","",""
"12","1987","30-45","Ländlicher Raum","","","",""
"12","1987","46-65","Städtischer Raum","2","","",""
"12","1987","46-65","Ländlicher Raum","","","",""
"12","1987","66","Städtischer Raum","","","",""
"12","1987","66","Ländlicher Raum","","","",""
"13","1987","17-29","Städtischer Raum","","","",""
"13","1987","17-29","Ländlicher Raum","1","","",""
"13","1987","30-45","Städtischer Raum","1","","",""
"13","1987","30-45","Ländlicher Raum","","","",""
"13","1987","46-65","Städtischer Raum","","","",""
"13","1987","46-65","Ländlicher Raum","","","",""
"13","1987","66","Städtischer Raum","","","",""
"13","1987","66","Ländlicher Raum","","","",""
"14","1987","17-29","Städtischer Raum","2","","",""
"14","1987","17-29","Ländlicher Raum","","","",""
"14","1987","30-45","Städtischer Raum","1","","",""
"14","1987","30-45","Ländlicher Raum","","","",""
"14","1987","46-65","Städtischer Raum","1","","",""
"14","1987","46-65","Ländlicher Raum","","","",""
"14","1987","66","Städtischer Raum","","","",""
"14","1987","66","Ländlicher Raum","","","",""
"15","1987","17-29","Städtischer Raum","","","",""
"15","1987","17-29","Ländlicher Raum","","","",""
"15","1987","30-45","Städtischer Raum","","","",""
"15","1987","30-45","Ländlicher Raum","","","",""
"15","1987","46-65","Städtischer Raum","","","",""
"15","1987","46-65","Ländlicher Raum","1","","",""
"15","1987","66","Städtischer Raum","","","",""
"15","1987","66","Ländlicher Raum","","","",""
"16","1987","17-29","Städtischer Raum","","","",""
"16","1987","17-29","Ländlicher Raum","","","",""
"16","1987","30-45","Städtischer Raum","1","","",""
"16","1987","30-45","Ländlicher Raum","","","",""
"16","1987","46-65","Städtischer Raum","","","",""
"16","1987","46-65","Ländlicher Raum","","","",""
"16","1987","66","Städtischer Raum","","","",""
"16","1987","66","Ländlicher Raum","","","",""
"17","1987","17-29","Städtischer Raum","","","",""
"17","1987","17-29","Ländlicher Raum","","","",""
"17","1987","30-45","Städtischer Raum","","","",""
"17","1987","30-45","Ländlicher Raum","","","",""
"17","1987","46-65","Städtischer Raum","","","",""
"17","1987","46-65","Ländlicher Raum","","","",""
"17","1987","66","Städtischer Raum","","","",""
"17","1987","66","Ländlicher Raum","","","",""
"18","1987","17-29","Städtischer Raum","","","",""
