"ple0055","year","regtyp","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"100","1987","Städtischer Raum","männlich","","","",""
"100","1987","Städtischer Raum","weiblich","","","",""
"100","1987","Ländlicher Raum","männlich","","","",""
"100","1987","Ländlicher Raum","weiblich","","","",""
"0","1988","Städtischer Raum","männlich","","","",""
"0","1988","Städtischer Raum","weiblich","1","","",""
"0","1988","Ländlicher Raum","männlich","","","",""
"0","1988","Ländlicher Raum","weiblich","","","",""
"1","1988","Städtischer Raum","männlich","303","0.807382830155387","0.767522451316364","0.847243208994411"
"1","1988","Städtischer Raum","weiblich","427","0.806028478219302","0.772108386398558","0.839948570040045"
"1","1988","Ländlicher Raum","männlich","73","0.773532181141352","0.688006484735725","0.85905787754698"
"1","1988","Ländlicher Raum","weiblich","89","0.716839751440432","0.638173220093895","0.795506282786968"
"2","1988","Städtischer Raum","männlich","47","0.117596971827266","0.0850368716226762","0.150157072031856"
"2","1988","Städtischer Raum","weiblich","58","0.117255761809925","0.0896565053801033","0.144855018239747"
"2","1988","Ländlicher Raum","männlich","8","","",""
"2","1988","Ländlicher Raum","weiblich","25","","",""
"3","1988","Städtischer Raum","männlich","12","","",""
"3","1988","Städtischer Raum","weiblich","16","","",""
"3","1988","Ländlicher Raum","männlich","5","","",""
"3","1988","Ländlicher Raum","weiblich","7","","",""
"4","1988","Städtischer Raum","männlich","3","","",""
"4","1988","Städtischer Raum","weiblich","3","","",""
"4","1988","Ländlicher Raum","männlich","1","","",""
"4","1988","Ländlicher Raum","weiblich","","","",""
"5","1988","Städtischer Raum","männlich","3","","",""
"5","1988","Städtischer Raum","weiblich","4","","",""
"5","1988","Ländlicher Raum","männlich","","","",""
"5","1988","Ländlicher Raum","weiblich","","","",""
"6","1988","Städtischer Raum","männlich","","","",""
"6","1988","Städtischer Raum","weiblich","4","","",""
"6","1988","Ländlicher Raum","männlich","1","","",""
"6","1988","Ländlicher Raum","weiblich","1","","",""
"7","1988","Städtischer Raum","männlich","","","",""
"7","1988","Städtischer Raum","weiblich","","","",""
"7","1988","Ländlicher Raum","männlich","","","",""
"7","1988","Ländlicher Raum","weiblich","","","",""
"8","1988","Städtischer Raum","männlich","","","",""
"8","1988","Städtischer Raum","weiblich","1","","",""
"8","1988","Ländlicher Raum","männlich","","","",""
"8","1988","Ländlicher Raum","weiblich","1","","",""
"9","1988","Städtischer Raum","männlich","1","","",""
"9","1988","Städtischer Raum","weiblich","","","",""
"9","1988","Ländlicher Raum","männlich","","","",""
"9","1988","Ländlicher Raum","weiblich","","","",""
"10","1988","Städtischer Raum","männlich","3","","",""
"10","1988","Städtischer Raum","weiblich","3","","",""
"10","1988","Ländlicher Raum","männlich","","","",""
"10","1988","Ländlicher Raum","weiblich","1","","",""
"11","1988","Städtischer Raum","männlich","","","",""
"11","1988","Städtischer Raum","weiblich","","","",""
"11","1988","Ländlicher Raum","männlich","1","","",""
"11","1988","Ländlicher Raum","weiblich","","","",""
"12","1988","Städtischer Raum","männlich","","","",""
"12","1988","Städtischer Raum","weiblich","","","",""
"12","1988","Ländlicher Raum","männlich","","","",""
"12","1988","Ländlicher Raum","weiblich","1","","",""
"13","1988","Städtischer Raum","männlich","1","","",""
"13","1988","Städtischer Raum","weiblich","1","","",""
"13","1988","Ländlicher Raum","männlich","","","",""
"13","1988","Ländlicher Raum","weiblich","","","",""
"14","1988","Städtischer Raum","männlich","1","","",""
"14","1988","Städtischer Raum","weiblich","2","","",""
"14","1988","Ländlicher Raum","männlich","2","","",""
"14","1988","Ländlicher Raum","weiblich","","","",""
"15","1988","Städtischer Raum","männlich","","","",""
"15","1988","Städtischer Raum","weiblich","1","","",""
"15","1988","Ländlicher Raum","männlich","","","",""
"15","1988","Ländlicher Raum","weiblich","","","",""
"16","1988","Städtischer Raum","männlich","","","",""
"16","1988","Städtischer Raum","weiblich","","","",""
"16","1988","Ländlicher Raum","männlich","","","",""
"16","1988","Ländlicher Raum","weiblich","1","","",""
"17","1988","Städtischer Raum","männlich","","","",""
"17","1988","Städtischer Raum","weiblich","","","",""
"17","1988","Ländlicher Raum","männlich","","","",""
"17","1988","Ländlicher Raum","weiblich","","","",""
"18","1988","Städtischer Raum","männlich","","","",""
"18","1988","Städtischer Raum","weiblich","","","",""
"18","1988","Ländlicher Raum","männlich","","","",""
"18","1988","Ländlicher Raum","weiblich","","","",""
"19","1988","Städtischer Raum","männlich","","","",""
"19","1988","Städtischer Raum","weiblich","","","",""
"19","1988","Ländlicher Raum","männlich","","","",""
"19","1988","Ländlicher Raum","weiblich","","","",""
"20","1988","Städtischer Raum","männlich","","","",""
"20","1988","Städtischer Raum","weiblich","","","",""
"20","1988","Ländlicher Raum","männlich","","","",""
"20","1988","Ländlicher Raum","weiblich","","","",""
"21","1988","Städtischer Raum","männlich","","","",""
"21","1988","Städtischer Raum","weiblich","","","",""
"21","1988","Ländlicher Raum","männlich","","","",""
"21","1988","Ländlicher Raum","weiblich","","","",""
"22","1988","Städtischer Raum","männlich","","","",""
"22","1988","Städtischer Raum","weiblich","","","",""
"22","1988","Ländlicher Raum","männlich","","","",""
"22","1988","Ländlicher Raum","weiblich","","","",""
"23","1988","Städtischer Raum","männlich","","","",""
"23","1988","Städtischer Raum","weiblich","","","",""
"23","1988","Ländlicher Raum","männlich","","","",""
"23","1988","Ländlicher Raum","weiblich","","","",""
"24","1988","Städtischer Raum","männlich","","","",""
"24","1988","Städtischer Raum","weiblich","","","",""
"24","1988","Ländlicher Raum","männlich","","","",""
"24","1988","Ländlicher Raum","weiblich","","","",""
"25","1988","Städtischer Raum","männlich","","","",""
"25","1988","Städtischer Raum","weiblich","","","",""
"25","1988","Ländlicher Raum","männlich","","","",""
"25","1988","Ländlicher Raum","weiblich","","","",""
"26","1988","Städtischer Raum","männlich","","","",""
"26","1988","Städtischer Raum","weiblich","","","",""
"26","1988","Ländlicher Raum","männlich","","","",""
"26","1988","Ländlicher Raum","weiblich","","","",""
"27","1988","Städtischer Raum","männlich","","","",""
"27","1988","Städtischer Raum","weiblich","","","",""
"27","1988","Ländlicher Raum","männlich","","","",""
"27","1988","Ländlicher Raum","weiblich","","","",""
"28","1988","Städtischer Raum","männlich","2","","",""
"28","1988","Städtischer Raum","weiblich","","","",""
"28","1988","Ländlicher Raum","männlich","","","",""
"28","1988","Ländlicher Raum","weiblich","","","",""
"30","1988","Städtischer Raum","männlich","","","",""
"30","1988","Städtischer Raum","weiblich","","","",""
"30","1988","Ländlicher Raum","männlich","1","","",""
"30","1988","Ländlicher Raum","weiblich","","","",""
"31","1988","Städtischer Raum","männlich","","","",""
"31","1988","Städtischer Raum","weiblich","","","",""
"31","1988","Ländlicher Raum","männlich","","","",""
"31","1988","Ländlicher Raum","weiblich","","","",""
"32","1988","Städtischer Raum","männlich","","","",""
"32","1988","Städtischer Raum","weiblich","","","",""
"32","1988","Ländlicher Raum","männlich","","","",""
"32","1988","Ländlicher Raum","weiblich","","","",""
"35","1988","Städtischer Raum","männlich","","","",""
"35","1988","Städtischer Raum","weiblich","1","","",""
"35","1988","Ländlicher Raum","männlich","","","",""
"35","1988","Ländlicher Raum","weiblich","","","",""
"36","1988","Städtischer Raum","männlich","","","",""
"36","1988","Städtischer Raum","weiblich","","","",""
"36","1988","Ländlicher Raum","männlich","","","",""
"36","1988","Ländlicher Raum","weiblich","","","",""
"40","1988","Städtischer Raum","männlich","","","",""
"40","1988","Städtischer Raum","weiblich","","","",""
"40","1988","Ländlicher Raum","männlich","","","",""
"40","1988","Ländlicher Raum","weiblich","","","",""
"42","1988","Städtischer Raum","männlich","","","",""
"42","1988","Städtischer Raum","weiblich","","","",""
"42","1988","Ländlicher Raum","männlich","","","",""
"42","1988","Ländlicher Raum","weiblich","","","",""
"45","1988","Städtischer Raum","männlich","","","",""
"45","1988","Städtischer Raum","weiblich","","","",""
"45","1988","Ländlicher Raum","männlich","","","",""
"45","1988","Ländlicher Raum","weiblich","","","",""
"48","1988","Städtischer Raum","männlich","","","",""
"48","1988","Städtischer Raum","weiblich","","","",""
"48","1988","Ländlicher Raum","männlich","","","",""
"48","1988","Ländlicher Raum","weiblich","","","",""
"50","1988","Städtischer Raum","männlich","","","",""
"50","1988","Städtischer Raum","weiblich","","","",""
"50","1988","Ländlicher Raum","männlich","","","",""
"50","1988","Ländlicher Raum","weiblich","","","",""
"51","1988","Städtischer Raum","männlich","","","",""
"51","1988","Städtischer Raum","weiblich","","","",""
"51","1988","Ländlicher Raum","männlich","","","",""
"51","1988","Ländlicher Raum","weiblich","","","",""
"64","1988","Städtischer Raum","männlich","","","",""
"64","1988","Städtischer Raum","weiblich","","","",""
"64","1988","Ländlicher Raum","männlich","","","",""
"64","1988","Ländlicher Raum","weiblich","","","",""
"65","1988","Städtischer Raum","männlich","","","",""
"65","1988","Städtischer Raum","weiblich","","","",""
"65","1988","Ländlicher Raum","männlich","","","",""
"65","1988","Ländlicher Raum","weiblich","","","",""
"90","1988","Städtischer Raum","männlich","","","",""
"90","1988","Städtischer Raum","weiblich","","","",""
"90","1988","Ländlicher Raum","männlich","","","",""
"90","1988","Ländlicher Raum","weiblich","","","",""
"98","1988","Städtischer Raum","männlich","","","",""
"98","1988","Städtischer Raum","weiblich","","","",""
"98","1988","Ländlicher Raum","männlich","","","",""
"98","1988","Ländlicher Raum","weiblich","","","",""
"100","1988","Städtischer Raum","männlich","","","",""
"100","1988","Städtischer Raum","weiblich","","","",""
"100","1988","Ländlicher Raum","männlich","","","",""
"100","1988","Ländlicher Raum","weiblich","","","",""
"0","1989","Städtischer Raum","männlich","","","",""
"0","1989","Städtischer Raum","weiblich","","","",""
"0","1989","Ländlicher Raum","männlich","","","",""
"0","1989","Ländlicher Raum","weiblich","","","",""
"1","1989","Städtischer Raum","männlich","245","0.783557239093086","0.737263933229386","0.829850544956786"
"1","1989","Städtischer Raum","weiblich","429","0.826722145744605","0.793937958092679","0.859506333396532"
"1","1989","Ländlicher Raum","männlich","80","0.750344966101951","0.665515107844215","0.835174824359688"
"1","1989","Ländlicher Raum","weiblich","95","0.736158085519735","0.66010607949655","0.81221009154292"
"2","1989","Städtischer Raum","männlich","38","0.125332887606932","0.0881138430093148","0.162551932204548"
"2","1989","Städtischer Raum","weiblich","59","0.127042902153554","0.0981969576354203","0.155888846671687"
"2","1989","Ländlicher Raum","männlich","14","","",""
"2","1989","Ländlicher Raum","weiblich","17","","",""
"3","1989","Städtischer Raum","männlich","11","","",""
"3","1989","Städtischer Raum","weiblich","17","","",""
"3","1989","Ländlicher Raum","männlich","1","","",""
"3","1989","Ländlicher Raum","weiblich","7","","",""
"4","1989","Städtischer Raum","männlich","3","","",""
"4","1989","Städtischer Raum","weiblich","2","","",""
"4","1989","Ländlicher Raum","männlich","2","","",""
"4","1989","Ländlicher Raum","weiblich","2","","",""
"5","1989","Städtischer Raum","männlich","1","","",""
"5","1989","Städtischer Raum","weiblich","1","","",""
"5","1989","Ländlicher Raum","männlich","1","","",""
"5","1989","Ländlicher Raum","weiblich","1","","",""
"6","1989","Städtischer Raum","männlich","1","","",""
"6","1989","Städtischer Raum","weiblich","2","","",""
"6","1989","Ländlicher Raum","männlich","1","","",""
"6","1989","Ländlicher Raum","weiblich","2","","",""
"7","1989","Städtischer Raum","männlich","","","",""
"7","1989","Städtischer Raum","weiblich","","","",""
"7","1989","Ländlicher Raum","männlich","","","",""
"7","1989","Ländlicher Raum","weiblich","1","","",""
"8","1989","Städtischer Raum","männlich","1","","",""
"8","1989","Städtischer Raum","weiblich","","","",""
"8","1989","Ländlicher Raum","männlich","","","",""
"8","1989","Ländlicher Raum","weiblich","1","","",""
"9","1989","Städtischer Raum","männlich","","","",""
"9","1989","Städtischer Raum","weiblich","","","",""
"9","1989","Ländlicher Raum","männlich","","","",""
"9","1989","Ländlicher Raum","weiblich","","","",""
"10","1989","Städtischer Raum","männlich","","","",""
"10","1989","Städtischer Raum","weiblich","1","","",""
"10","1989","Ländlicher Raum","männlich","","","",""
"10","1989","Ländlicher Raum","weiblich","","","",""
"11","1989","Städtischer Raum","männlich","","","",""
"11","1989","Städtischer Raum","weiblich","","","",""
"11","1989","Ländlicher Raum","männlich","","","",""
"11","1989","Ländlicher Raum","weiblich","1","","",""
"12","1989","Städtischer Raum","männlich","","","",""
"12","1989","Städtischer Raum","weiblich","","","",""
"12","1989","Ländlicher Raum","männlich","","","",""
"12","1989","Ländlicher Raum","weiblich","","","",""
"13","1989","Städtischer Raum","männlich","","","",""
"13","1989","Städtischer Raum","weiblich","","","",""
"13","1989","Ländlicher Raum","männlich","","","",""
"13","1989","Ländlicher Raum","weiblich","","","",""
"14","1989","Städtischer Raum","männlich","1","","",""
"14","1989","Städtischer Raum","weiblich","","","",""
"14","1989","Ländlicher Raum","männlich","1","","",""
"14","1989","Ländlicher Raum","weiblich","","","",""
"15","1989","Städtischer Raum","männlich","","","",""
"15","1989","Städtischer Raum","weiblich","","","",""
"15","1989","Ländlicher Raum","männlich","","","",""
"15","1989","Ländlicher Raum","weiblich","","","",""
"16","1989","Städtischer Raum","männlich","","","",""
"16","1989","Städtischer Raum","weiblich","","","",""
"16","1989","Ländlicher Raum","männlich","","","",""
"16","1989","Ländlicher Raum","weiblich","","","",""
