"ple0055","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"11","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"11","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"11","2003","2","männlich","","","",""
"11","2003","2","weiblich","","","",""
"11","2003","3","männlich","","","",""
"11","2003","3","weiblich","","","",""
"11","2003","4","männlich","","","",""
"11","2003","4","weiblich","","","",""
"11","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"11","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"12","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"12","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"12","2003","2","männlich","1","","",""
"12","2003","2","weiblich","","","",""
"12","2003","3","männlich","","","",""
"12","2003","3","weiblich","","","",""
"12","2003","4","männlich","","","",""
"12","2003","4","weiblich","","","",""
"12","2003","5 Einkommensstärkstes Quintil","männlich","1","","",""
"12","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"13","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"13","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"13","2003","2","männlich","","","",""
"13","2003","2","weiblich","","","",""
"13","2003","3","männlich","","","",""
"13","2003","3","weiblich","","","",""
"13","2003","4","männlich","","","",""
"13","2003","4","weiblich","","","",""
"13","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"13","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"14","2003","1 Einkommensschwächstes Quintil","männlich","1","","",""
"14","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"14","2003","2","männlich","","","",""
"14","2003","2","weiblich","","","",""
"14","2003","3","männlich","","","",""
"14","2003","3","weiblich","","","",""
"14","2003","4","männlich","","","",""
"14","2003","4","weiblich","","","",""
"14","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"14","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"15","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"15","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"15","2003","2","männlich","","","",""
"15","2003","2","weiblich","","","",""
"15","2003","3","männlich","","","",""
"15","2003","3","weiblich","1","","",""
"15","2003","4","männlich","","","",""
"15","2003","4","weiblich","","","",""
"15","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"15","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"16","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"16","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"16","2003","2","männlich","","","",""
"16","2003","2","weiblich","","","",""
"16","2003","3","männlich","","","",""
"16","2003","3","weiblich","","","",""
"16","2003","4","männlich","","","",""
"16","2003","4","weiblich","","","",""
"16","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"16","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"17","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"17","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"17","2003","2","männlich","","","",""
"17","2003","2","weiblich","","","",""
"17","2003","3","männlich","","","",""
"17","2003","3","weiblich","","","",""
"17","2003","4","männlich","","","",""
"17","2003","4","weiblich","","","",""
"17","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"17","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"18","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"18","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"18","2003","2","männlich","","","",""
"18","2003","2","weiblich","","","",""
"18","2003","3","männlich","","","",""
"18","2003","3","weiblich","","","",""
"18","2003","4","männlich","","","",""
"18","2003","4","weiblich","","","",""
"18","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"18","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"19","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"19","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"19","2003","2","männlich","","","",""
"19","2003","2","weiblich","","","",""
"19","2003","3","männlich","","","",""
"19","2003","3","weiblich","","","",""
"19","2003","4","männlich","","","",""
"19","2003","4","weiblich","","","",""
"19","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"19","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"20","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"20","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"20","2003","2","männlich","","","",""
"20","2003","2","weiblich","","","",""
"20","2003","3","männlich","","","",""
"20","2003","3","weiblich","","","",""
"20","2003","4","männlich","","","",""
"20","2003","4","weiblich","","","",""
"20","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"20","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"21","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"21","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"21","2003","2","männlich","","","",""
"21","2003","2","weiblich","","","",""
"21","2003","3","männlich","","","",""
"21","2003","3","weiblich","","","",""
"21","2003","4","männlich","","","",""
"21","2003","4","weiblich","","","",""
"21","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"21","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"22","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"22","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"22","2003","2","männlich","","","",""
"22","2003","2","weiblich","","","",""
"22","2003","3","männlich","","","",""
"22","2003","3","weiblich","","","",""
"22","2003","4","männlich","","","",""
"22","2003","4","weiblich","","","",""
"22","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"22","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"23","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"23","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"23","2003","2","männlich","","","",""
"23","2003","2","weiblich","","","",""
"23","2003","3","männlich","","","",""
"23","2003","3","weiblich","","","",""
"23","2003","4","männlich","","","",""
"23","2003","4","weiblich","","","",""
"23","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"23","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"24","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"24","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"24","2003","2","männlich","","","",""
"24","2003","2","weiblich","","","",""
"24","2003","3","männlich","","","",""
"24","2003","3","weiblich","","","",""
"24","2003","4","männlich","","","",""
"24","2003","4","weiblich","","","",""
"24","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"24","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"25","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"25","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"25","2003","2","männlich","","","",""
"25","2003","2","weiblich","","","",""
"25","2003","3","männlich","","","",""
"25","2003","3","weiblich","","","",""
"25","2003","4","männlich","","","",""
"25","2003","4","weiblich","","","",""
"25","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"25","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"26","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"26","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"26","2003","2","männlich","","","",""
"26","2003","2","weiblich","","","",""
"26","2003","3","männlich","","","",""
"26","2003","3","weiblich","","","",""
"26","2003","4","männlich","","","",""
"26","2003","4","weiblich","","","",""
"26","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"26","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"28","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"28","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"28","2003","2","männlich","","","",""
"28","2003","2","weiblich","","","",""
"28","2003","3","männlich","","","",""
"28","2003","3","weiblich","","","",""
"28","2003","4","männlich","","","",""
"28","2003","4","weiblich","","","",""
"28","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"28","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"30","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"30","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"30","2003","2","männlich","","","",""
"30","2003","2","weiblich","","","",""
"30","2003","3","männlich","","","",""
"30","2003","3","weiblich","","","",""
"30","2003","4","männlich","","","",""
"30","2003","4","weiblich","","","",""
"30","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"30","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"32","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"32","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"32","2003","2","männlich","","","",""
"32","2003","2","weiblich","","","",""
"32","2003","3","männlich","","","",""
"32","2003","3","weiblich","","","",""
"32","2003","4","männlich","","","",""
"32","2003","4","weiblich","","","",""
"32","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"32","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"35","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"35","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"35","2003","2","männlich","","","",""
"35","2003","2","weiblich","","","",""
"35","2003","3","männlich","","","",""
"35","2003","3","weiblich","","","",""
"35","2003","4","männlich","","","",""
"35","2003","4","weiblich","","","",""
"35","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"35","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"36","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"36","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"36","2003","2","männlich","","","",""
"36","2003","2","weiblich","","","",""
"36","2003","3","männlich","","","",""
"36","2003","3","weiblich","","","",""
"36","2003","4","männlich","","","",""
"36","2003","4","weiblich","","","",""
"36","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"36","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"40","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"40","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"40","2003","2","männlich","","","",""
"40","2003","2","weiblich","","","",""
"40","2003","3","männlich","","","",""
"40","2003","3","weiblich","","","",""
"40","2003","4","männlich","","","",""
"40","2003","4","weiblich","","","",""
"40","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"40","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"42","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"42","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"42","2003","2","männlich","","","",""
"42","2003","2","weiblich","","","",""
"42","2003","3","männlich","","","",""
"42","2003","3","weiblich","","","",""
"42","2003","4","männlich","","","",""
"42","2003","4","weiblich","","","",""
"42","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"42","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"45","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"45","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"45","2003","2","männlich","","","",""
"45","2003","2","weiblich","","","",""
"45","2003","3","männlich","","","",""
"45","2003","3","weiblich","","","",""
"45","2003","4","männlich","","","",""
"45","2003","4","weiblich","","","",""
"45","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"45","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"48","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"48","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"48","2003","2","männlich","","","",""
"48","2003","2","weiblich","","","",""
"48","2003","3","männlich","","","",""
"48","2003","3","weiblich","","","",""
"48","2003","4","männlich","","","",""
"48","2003","4","weiblich","","","",""
"48","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"48","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"50","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"50","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"50","2003","2","männlich","","","",""
"50","2003","2","weiblich","","","",""
"50","2003","3","männlich","","","",""
"50","2003","3","weiblich","","","",""
"50","2003","4","männlich","","","",""
"50","2003","4","weiblich","","","",""
"50","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"50","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"64","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"64","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"64","2003","2","männlich","","","",""
"64","2003","2","weiblich","","","",""
"64","2003","3","männlich","","","",""
"64","2003","3","weiblich","","","",""
"64","2003","4","männlich","","","",""
"64","2003","4","weiblich","","","",""
"64","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"64","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"98","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"98","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
"98","2003","2","männlich","","","",""
"98","2003","2","weiblich","","","",""
"98","2003","3","männlich","","","",""
"98","2003","3","weiblich","","","",""
"98","2003","4","männlich","","","",""
"98","2003","4","weiblich","","","",""
"98","2003","5 Einkommensstärkstes Quintil","männlich","","","",""
"98","2003","5 Einkommensstärkstes Quintil","weiblich","","","",""
"100","2003","1 Einkommensschwächstes Quintil","männlich","","","",""
"100","2003","1 Einkommensschwächstes Quintil","weiblich","","","",""
