"m11104","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mehrmals im Jahr","2010","Realschule","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2010","Realschule","Sachsen","","","",""
"Mehrmals im Jahr","2010","Realschule","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2010","Realschule","Thueringen","","","",""
"Mehrmals im Jahr","2010","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2010","(Fach-)Abitur","Hamburg","","","",""
"Mehrmals im Jahr","2010","(Fach-)Abitur","Niedersachsen","","","",""
"Mehrmals im Jahr","2010","(Fach-)Abitur","Bremen","","","",""
"Mehrmals im Jahr","2010","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2010","(Fach-)Abitur","Hessen","","","",""
"Mehrmals im Jahr","2010","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2010","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2010","(Fach-)Abitur","Bayern","","","",""
"Mehrmals im Jahr","2010","(Fach-)Abitur","Saarland","","","",""
"Mehrmals im Jahr","2010","(Fach-)Abitur","Berlin","","","",""
"Mehrmals im Jahr","2010","(Fach-)Abitur","Brandenburg","","","",""
"Mehrmals im Jahr","2010","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2010","(Fach-)Abitur","Sachsen","","","",""
"Mehrmals im Jahr","2010","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2010","(Fach-)Abitur","Thueringen","","","",""
"Mehrmals im Jahr","2010","AkademikerIn","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","2010","AkademikerIn","Hamburg","","","",""
"Mehrmals im Jahr","2010","AkademikerIn","Niedersachsen","","","",""
"Mehrmals im Jahr","2010","AkademikerIn","Bremen","","","",""
"Mehrmals im Jahr","2010","AkademikerIn","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","2010","AkademikerIn","Hessen","","","",""
"Mehrmals im Jahr","2010","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","2010","AkademikerIn","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","2010","AkademikerIn","Bayern","","","",""
"Mehrmals im Jahr","2010","AkademikerIn","Saarland","","","",""
"Mehrmals im Jahr","2010","AkademikerIn","Berlin","","","",""
"Mehrmals im Jahr","2010","AkademikerIn","Brandenburg","","","",""
"Mehrmals im Jahr","2010","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","2010","AkademikerIn","Sachsen","","","",""
"Mehrmals im Jahr","2010","AkademikerIn","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","2010","AkademikerIn","Thueringen","","","",""
"Mindestens einmal im Monat","2010","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2010","(noch) kein Abschluss","Hamburg","","","",""
"Mindestens einmal im Monat","2010","(noch) kein Abschluss","Niedersachsen","","","",""
"Mindestens einmal im Monat","2010","(noch) kein Abschluss","Bremen","","","",""
"Mindestens einmal im Monat","2010","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2010","(noch) kein Abschluss","Hessen","","","",""
"Mindestens einmal im Monat","2010","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2010","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2010","(noch) kein Abschluss","Bayern","","","",""
"Mindestens einmal im Monat","2010","(noch) kein Abschluss","Saarland","","","",""
"Mindestens einmal im Monat","2010","(noch) kein Abschluss","Berlin","","","",""
"Mindestens einmal im Monat","2010","(noch) kein Abschluss","Brandenburg","","","",""
"Mindestens einmal im Monat","2010","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2010","(noch) kein Abschluss","Sachsen","","","",""
"Mindestens einmal im Monat","2010","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2010","(noch) kein Abschluss","Thueringen","","","",""
"Mindestens einmal im Monat","2010","Hauptschule","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2010","Hauptschule","Hamburg","","","",""
"Mindestens einmal im Monat","2010","Hauptschule","Niedersachsen","","","",""
"Mindestens einmal im Monat","2010","Hauptschule","Bremen","","","",""
"Mindestens einmal im Monat","2010","Hauptschule","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2010","Hauptschule","Hessen","","","",""
"Mindestens einmal im Monat","2010","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2010","Hauptschule","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2010","Hauptschule","Bayern","","","",""
"Mindestens einmal im Monat","2010","Hauptschule","Saarland","","","",""
"Mindestens einmal im Monat","2010","Hauptschule","Berlin","","","",""
"Mindestens einmal im Monat","2010","Hauptschule","Brandenburg","","","",""
"Mindestens einmal im Monat","2010","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2010","Hauptschule","Sachsen","","","",""
"Mindestens einmal im Monat","2010","Hauptschule","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2010","Hauptschule","Thueringen","","","",""
"Mindestens einmal im Monat","2010","Realschule","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2010","Realschule","Hamburg","","","",""
"Mindestens einmal im Monat","2010","Realschule","Niedersachsen","","","",""
"Mindestens einmal im Monat","2010","Realschule","Bremen","","","",""
"Mindestens einmal im Monat","2010","Realschule","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2010","Realschule","Hessen","","","",""
"Mindestens einmal im Monat","2010","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2010","Realschule","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2010","Realschule","Bayern","","","",""
"Mindestens einmal im Monat","2010","Realschule","Saarland","","","",""
"Mindestens einmal im Monat","2010","Realschule","Berlin","","","",""
"Mindestens einmal im Monat","2010","Realschule","Brandenburg","","","",""
"Mindestens einmal im Monat","2010","Realschule","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2010","Realschule","Sachsen","","","",""
"Mindestens einmal im Monat","2010","Realschule","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2010","Realschule","Thueringen","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Hamburg","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Niedersachsen","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Bremen","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Hessen","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Bayern","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Saarland","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Berlin","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Brandenburg","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Sachsen","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2010","(Fach-)Abitur","Thueringen","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Hamburg","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Niedersachsen","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Bremen","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Hessen","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Bayern","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Saarland","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Berlin","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Brandenburg","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Sachsen","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","2010","AkademikerIn","Thueringen","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Hamburg","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Niedersachsen","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Bremen","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Hessen","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Bayern","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Saarland","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Berlin","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Brandenburg","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Sachsen","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2010","(noch) kein Abschluss","Thueringen","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Hamburg","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Niedersachsen","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Bremen","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Hessen","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Bayern","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Saarland","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Berlin","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Brandenburg","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Sachsen","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2010","Hauptschule","Thueringen","","","",""
"Mindestens einmal die Woche","2010","Realschule","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2010","Realschule","Hamburg","","","",""
"Mindestens einmal die Woche","2010","Realschule","Niedersachsen","","","",""
"Mindestens einmal die Woche","2010","Realschule","Bremen","","","",""
"Mindestens einmal die Woche","2010","Realschule","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2010","Realschule","Hessen","","","",""
"Mindestens einmal die Woche","2010","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2010","Realschule","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2010","Realschule","Bayern","","","",""
"Mindestens einmal die Woche","2010","Realschule","Saarland","","","",""
"Mindestens einmal die Woche","2010","Realschule","Berlin","","","",""
"Mindestens einmal die Woche","2010","Realschule","Brandenburg","","","",""
"Mindestens einmal die Woche","2010","Realschule","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2010","Realschule","Sachsen","","","",""
"Mindestens einmal die Woche","2010","Realschule","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2010","Realschule","Thueringen","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Hamburg","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Niedersachsen","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Bremen","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Hessen","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Bayern","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Saarland","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Berlin","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Brandenburg","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Sachsen","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2010","(Fach-)Abitur","Thueringen","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Hamburg","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Niedersachsen","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Bremen","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Hessen","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Bayern","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Saarland","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Berlin","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Brandenburg","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Sachsen","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","2010","AkademikerIn","Thueringen","","","",""
"Fast nie oder nie","2011","(noch) kein Abschluss","Schleswig-Holstein","15","","",""
"Fast nie oder nie","2011","(noch) kein Abschluss","Hamburg","4","0.314005167677504","0.0514102673020121","0.576600068052996"
"Fast nie oder nie","2011","(noch) kein Abschluss","Niedersachsen","44","0.544217068883447","0.444066966794118","0.644367170972775"
"Fast nie oder nie","2011","(noch) kein Abschluss","Bremen","3","","",""
"Fast nie oder nie","2011","(noch) kein Abschluss","Nordrhein-Westfalen","121","","",""
"Fast nie oder nie","2011","(noch) kein Abschluss","Hessen","33","0.493188908917425","0.385631891468714","0.600745926366136"
"Fast nie oder nie","2011","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","21","","",""
"Fast nie oder nie","2011","(noch) kein Abschluss","Baden-Wuerttemberg","46","0.516426265935284","0.424287077542641","0.608565454327927"
"Fast nie oder nie","2011","(noch) kein Abschluss","Bayern","42","0.43030514108645","0.34280576569085","0.51780451648205"
"Fast nie oder nie","2011","(noch) kein Abschluss","Saarland","","","",""
"Fast nie oder nie","2011","(noch) kein Abschluss","Berlin","10","","",""
"Fast nie oder nie","2011","(noch) kein Abschluss","Brandenburg","9","0.301294552759697","0.109569239898335","0.493019865621059"
"Fast nie oder nie","2011","(noch) kein Abschluss","Mecklenburg-Vorpommern","14","","",""
"Fast nie oder nie","2011","(noch) kein Abschluss","Sachsen","8","0.315226563768407","0.116514927286239","0.513938200250575"
"Fast nie oder nie","2011","(noch) kein Abschluss","Sachsen-Anhalt","10","","",""
"Fast nie oder nie","2011","(noch) kein Abschluss","Thueringen","4","0.594524045618647","0.29021465415316","0.898833437084134"
"Fast nie oder nie","2011","Hauptschule","Schleswig-Holstein","172","","",""
"Fast nie oder nie","2011","Hauptschule","Hamburg","61","0.68985224004394","0.594289366551332","0.785415113536548"
"Fast nie oder nie","2011","Hauptschule","Niedersachsen","494","0.581298682974763","0.548478570774905","0.614118795174622"
"Fast nie oder nie","2011","Hauptschule","Bremen","29","","",""
"Fast nie oder nie","2011","Hauptschule","Nordrhein-Westfalen","1205","","",""
"Fast nie oder nie","2011","Hauptschule","Hessen","294","","",""
"Fast nie oder nie","2011","Hauptschule","Rheinland-Pfalz,Saarland","423","0.589960814200144","0.553629088567891","0.626292539832398"
"Fast nie oder nie","2011","Hauptschule","Baden-Wuerttemberg","641","0.53139423719773","0.502751728836856","0.560036745558603"
"Fast nie oder nie","2011","Hauptschule","Bayern","869","0.526440232481617","0.502959582361736","0.549920882601499"
"Fast nie oder nie","2011","Hauptschule","Saarland","","","",""
"Fast nie oder nie","2011","Hauptschule","Berlin","91","0.581889383909192","0.505698858703374","0.65807990911501"
"Fast nie oder nie","2011","Hauptschule","Brandenburg","188","","",""
"Fast nie oder nie","2011","Hauptschule","Mecklenburg-Vorpommern","91","0.706012575580031","0.626146254521951","0.785878896638111"
"Fast nie oder nie","2011","Hauptschule","Sachsen","248","","",""
"Fast nie oder nie","2011","Hauptschule","Sachsen-Anhalt","222","","",""
"Fast nie oder nie","2011","Hauptschule","Thueringen","215","","",""
"Fast nie oder nie","2011","Realschule","Schleswig-Holstein","106","","",""
"Fast nie oder nie","2011","Realschule","Hamburg","44","0.435946013903943","0.339237636650966","0.532654391156921"
"Fast nie oder nie","2011","Realschule","Niedersachsen","293","","",""
"Fast nie oder nie","2011","Realschule","Bremen","27","","",""
"Fast nie oder nie","2011","Realschule","Nordrhein-Westfalen","436","0.331088100844055","0.304560914526021","0.35761528716209"
"Fast nie oder nie","2011","Realschule","Hessen","147","","",""
"Fast nie oder nie","2011","Realschule","Rheinland-Pfalz,Saarland","111","","",""
"Fast nie oder nie","2011","Realschule","Baden-Wuerttemberg","277","","",""
"Fast nie oder nie","2011","Realschule","Bayern","346","0.289301159855742","0.262407205554466","0.316195114157019"
"Fast nie oder nie","2011","Realschule","Saarland","","","",""
"Fast nie oder nie","2011","Realschule","Berlin","117","","",""
"Fast nie oder nie","2011","Realschule","Brandenburg","220","","",""
"Fast nie oder nie","2011","Realschule","Mecklenburg-Vorpommern","144","","",""
"Fast nie oder nie","2011","Realschule","Sachsen","375","0.400502058844844","0.366376346576549","0.43462777111314"
"Fast nie oder nie","2011","Realschule","Sachsen-Anhalt","228","","",""
"Fast nie oder nie","2011","Realschule","Thueringen","225","","",""
"Fast nie oder nie","2011","(Fach-)Abitur","Schleswig-Holstein","39","0.22923412655457","0.159605961820786","0.298862291288355"
"Fast nie oder nie","2011","(Fach-)Abitur","Hamburg","25","","",""
"Fast nie oder nie","2011","(Fach-)Abitur","Niedersachsen","73","0.168817830477575","0.126640018813945","0.210995642141205"
"Fast nie oder nie","2011","(Fach-)Abitur","Bremen","7","0.274260094677273","0.105977956454709","0.442542232899837"
"Fast nie oder nie","2011","(Fach-)Abitur","Nordrhein-Westfalen","318","0.303038525560633","0.274221170498282","0.331855880622983"
"Fast nie oder nie","2011","(Fach-)Abitur","Hessen","95","0.272322111685351","0.22252662911269","0.322117594258012"
"Fast nie oder nie","2011","(Fach-)Abitur","Rheinland-Pfalz,Saarland","76","0.375088601393271","0.307990651700495","0.442186551086047"
"Fast nie oder nie","2011","(Fach-)Abitur","Baden-Wuerttemberg","116","","",""
"Fast nie oder nie","2011","(Fach-)Abitur","Bayern","125","","",""
"Fast nie oder nie","2011","(Fach-)Abitur","Saarland","","","",""
"Fast nie oder nie","2011","(Fach-)Abitur","Berlin","51","0.370301586750584","0.291431751988067","0.449171421513101"
"Fast nie oder nie","2011","(Fach-)Abitur","Brandenburg","45","0.309959623944782","0.224689148690427","0.395230099199138"
"Fast nie oder nie","2011","(Fach-)Abitur","Mecklenburg-Vorpommern","15","","",""
"Fast nie oder nie","2011","(Fach-)Abitur","Sachsen","44","0.217016339470359","0.153928052754237","0.280104626186481"
"Fast nie oder nie","2011","(Fach-)Abitur","Sachsen-Anhalt","32","0.205031858707316","0.124688911191146","0.285374806223486"
"Fast nie oder nie","2011","(Fach-)Abitur","Thueringen","22","","",""
"Fast nie oder nie","2011","AkademikerIn","Schleswig-Holstein","40","0.176480505870274","0.117775397270216","0.235185614470331"
"Fast nie oder nie","2011","AkademikerIn","Hamburg","30","0.275787080331655","0.197441738970892","0.354132421692419"
"Fast nie oder nie","2011","AkademikerIn","Niedersachsen","109","","",""
"Fast nie oder nie","2011","AkademikerIn","Bremen","12","","",""
"Fast nie oder nie","2011","AkademikerIn","Nordrhein-Westfalen","254","","",""
"Fast nie oder nie","2011","AkademikerIn","Hessen","99","0.159453817000552","0.128575795790669","0.190331838210435"
"Fast nie oder nie","2011","AkademikerIn","Rheinland-Pfalz,Saarland","56","0.258976413367557","0.20552190250793","0.312430924227185"
"Fast nie oder nie","2011","AkademikerIn","Baden-Wuerttemberg","163","","",""
"Fast nie oder nie","2011","AkademikerIn","Bayern","157","","",""
"Fast nie oder nie","2011","AkademikerIn","Saarland","","","",""
"Fast nie oder nie","2011","AkademikerIn","Berlin","92","0.208565562838103","0.167716220835351","0.249414904840855"
"Fast nie oder nie","2011","AkademikerIn","Brandenburg","94","0.349030053048587","0.29416939997024","0.403890706126934"
"Fast nie oder nie","2011","AkademikerIn","Mecklenburg-Vorpommern","57","0.334843179002428","0.261487746572746","0.40819861143211"
"Fast nie oder nie","2011","AkademikerIn","Sachsen","114","","",""
"Fast nie oder nie","2011","AkademikerIn","Sachsen-Anhalt","76","0.367074931537432","0.306719194083905","0.42743066899096"
"Fast nie oder nie","2011","AkademikerIn","Thueringen","80","0.369390461745803","0.30781393399535","0.430966989496256"
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Schleswig-Holstein","4","0.0410025287345121","-0.0212317756044002","0.103236833073424"
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Hamburg","2","","",""
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Niedersachsen","10","","",""
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Bremen","","","",""
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Nordrhein-Westfalen","25","","",""
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Hessen","7","0.0823543027035302","0.0232131604407585","0.141495444966302"
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","5","0.0880850886619501","0.00237108084357271","0.173799096480327"
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Baden-Wuerttemberg","8","0.0976757881643428","0.0429384547035273","0.152413121625158"
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Bayern","11","","",""
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Saarland","","","",""
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Berlin","6","0.261458902762816","0.106771020123684","0.416146785401949"
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Brandenburg","6","0.214886738988487","0.0432510037680499","0.386522474208924"
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Mecklenburg-Vorpommern","3","","",""
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Sachsen","2","","",""
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Sachsen-Anhalt","1","","",""
"Mehrmals im Jahr","2011","(noch) kein Abschluss","Thueringen","1","","",""
"Mehrmals im Jahr","2011","Hauptschule","Schleswig-Holstein","46","0.145849213508055","0.106431443508","0.185266983508109"
"Mehrmals im Jahr","2011","Hauptschule","Hamburg","4","0.0519782088585657","0.00611687822846979","0.0978395394886616"
"Mehrmals im Jahr","2011","Hauptschule","Niedersachsen","104","","",""
"Mehrmals im Jahr","2011","Hauptschule","Bremen","8","0.157644263469913","0.0534638643626635","0.261824662577163"
"Mehrmals im Jahr","2011","Hauptschule","Nordrhein-Westfalen","263","","",""
"Mehrmals im Jahr","2011","Hauptschule","Hessen","73","0.12647386270862","0.0979055387021657","0.155042186715074"
"Mehrmals im Jahr","2011","Hauptschule","Rheinland-Pfalz,Saarland","84","0.148438556333956","0.122175629898907","0.174701482769006"
"Mehrmals im Jahr","2011","Hauptschule","Baden-Wuerttemberg","168","","",""
"Mehrmals im Jahr","2011","Hauptschule","Bayern","288","","",""
"Mehrmals im Jahr","2011","Hauptschule","Saarland","","","",""
"Mehrmals im Jahr","2011","Hauptschule","Berlin","19","","",""
"Mehrmals im Jahr","2011","Hauptschule","Brandenburg","23","","",""
"Mehrmals im Jahr","2011","Hauptschule","Mecklenburg-Vorpommern","11","","",""
"Mehrmals im Jahr","2011","Hauptschule","Sachsen","43","0.10011590301333","0.069736636768931","0.130495169257728"
"Mehrmals im Jahr","2011","Hauptschule","Sachsen-Anhalt","23","","",""
"Mehrmals im Jahr","2011","Hauptschule","Thueringen","32","0.0806230397987596","0.049659809803602","0.111586269793917"
"Mehrmals im Jahr","2011","Realschule","Schleswig-Holstein","61","0.20482355821073","0.159155855059615","0.250491261361845"
"Mehrmals im Jahr","2011","Realschule","Hamburg","15","","",""
"Mehrmals im Jahr","2011","Realschule","Niedersachsen","151","","",""
"Mehrmals im Jahr","2011","Realschule","Bremen","6","0.0770519314944425","0.00161085621219588","0.152493006776689"
"Mehrmals im Jahr","2011","Realschule","Nordrhein-Westfalen","224","","",""
"Mehrmals im Jahr","2011","Realschule","Hessen","92","0.207904389560196","0.170860356678213","0.244948422442178"
"Mehrmals im Jahr","2011","Realschule","Rheinland-Pfalz,Saarland","77","0.229751678206538","0.184704207239488","0.274799149173589"
"Mehrmals im Jahr","2011","Realschule","Baden-Wuerttemberg","149","","",""
"Mehrmals im Jahr","2011","Realschule","Bayern","213","","",""
"Mehrmals im Jahr","2011","Realschule","Saarland","","","",""
"Mehrmals im Jahr","2011","Realschule","Berlin","48","0.181682241593207","0.136758895084934","0.226605588101481"
"Mehrmals im Jahr","2011","Realschule","Brandenburg","91","0.231003100432821","0.191350248794271","0.270655952071371"
"Mehrmals im Jahr","2011","Realschule","Mecklenburg-Vorpommern","49","0.180554456812566","0.134926510404109","0.226182403221022"
"Mehrmals im Jahr","2011","Realschule","Sachsen","172","","",""
"Mehrmals im Jahr","2011","Realschule","Sachsen-Anhalt","74","0.191738584240606","0.154616111297621","0.228861057183592"
"Mehrmals im Jahr","2011","Realschule","Thueringen","85","0.188794499724123","0.152515572067558","0.225073427380687"
"Mehrmals im Jahr","2011","(Fach-)Abitur","Schleswig-Holstein","22","","",""
"Mehrmals im Jahr","2011","(Fach-)Abitur","Hamburg","8","0.0785560072823386","0.021020940653422","0.136091073911255"
