"m11104","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Mindestens einmal die Woche","1985","35-65","Nordrhein-Westfalen","271","0.203571144544513","0.183362146974753","0.223780142114273"
"Mindestens einmal die Woche","1985","35-65","Hessen","94","0.194228558033086","0.162088320860563","0.22636879520561"
"Mindestens einmal die Woche","1985","35-65","Rheinland-Pfalz,Saarland","51","0.152953071877732","0.11685788893517","0.189048254820293"
"Mindestens einmal die Woche","1985","35-65","Baden-Wuerttemberg","151","0.179246038194138","0.156112215189363","0.202379861198913"
"Mindestens einmal die Woche","1985","35-65","Bayern","207","0.232780780769043","0.206213429643678","0.259348131894409"
"Mindestens einmal die Woche","1985","35-65","Berlin","","","",""
"Mindestens einmal die Woche","1985","35-65","Brandenburg","","","",""
"Mindestens einmal die Woche","1985","35-65","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","1985","35-65","Sachsen","","","",""
"Mindestens einmal die Woche","1985","35-65","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","1985","35-65","Thueringen","","","",""
"Mindestens einmal die Woche","1985","66 +","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","1985","66 +","Hamburg","","","",""
"Mindestens einmal die Woche","1985","66 +","Niedersachsen","","","",""
"Mindestens einmal die Woche","1985","66 +","Bremen","","","",""
"Mindestens einmal die Woche","1985","66 +","Nordrhein-Westfalen","","","",""
"Mindestens einmal die Woche","1985","66 +","Hessen","","","",""
"Mindestens einmal die Woche","1985","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal die Woche","1985","66 +","Baden-Wuerttemberg","","","",""
"Mindestens einmal die Woche","1985","66 +","Bayern","","","",""
"Mindestens einmal die Woche","1985","66 +","Berlin","","","",""
"Mindestens einmal die Woche","1985","66 +","Brandenburg","","","",""
"Mindestens einmal die Woche","1985","66 +","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","1985","66 +","Sachsen","","","",""
"Mindestens einmal die Woche","1985","66 +","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","1985","66 +","Thueringen","","","",""
"Fast nie oder nie","1986","17-34","Schleswig-Holstein","46","0.377331850911798","0.287960375469389","0.466703326354208"
"Fast nie oder nie","1986","17-34","Hamburg","","","",""
"Fast nie oder nie","1986","17-34","Niedersachsen","150","0.35707404139744","0.310695639180358","0.403452443614522"
"Fast nie oder nie","1986","17-34","Bremen","","","",""
"Fast nie oder nie","1986","17-34","Nordrhein-Westfalen","434","0.340413478892339","0.312736533569701","0.368090424214978"
"Fast nie oder nie","1986","17-34","Hessen","197","0.389355077110419","0.342997479399649","0.43571267482119"
"Fast nie oder nie","1986","17-34","Rheinland-Pfalz,Saarland","117","0.351087178121877","0.296711723906087","0.405462632337668"
"Fast nie oder nie","1986","17-34","Baden-Wuerttemberg","321","0.334773077114983","0.302010421164958","0.367535733065007"
"Fast nie oder nie","1986","17-34","Bayern","223","0.3201503366394","0.28461155613463","0.35568911714417"
"Fast nie oder nie","1986","17-34","Berlin","48","0.322907479790232","0.240607389990703","0.40520756958976"
"Fast nie oder nie","1986","17-34","Brandenburg","","","",""
"Fast nie oder nie","1986","17-34","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","1986","17-34","Sachsen","","","",""
"Fast nie oder nie","1986","17-34","Sachsen-Anhalt","","","",""
"Fast nie oder nie","1986","17-34","Thueringen","","","",""
"Fast nie oder nie","1986","35-65","Schleswig-Holstein","105","0.572831536534237","0.499750481543912","0.645912591524561"
"Fast nie oder nie","1986","35-65","Hamburg","79","0.568915250309377","0.482444757142471","0.655385743476283"
"Fast nie oder nie","1986","35-65","Niedersachsen","355","0.622972949319978","0.583151890105181","0.662794008534774"
"Fast nie oder nie","1986","35-65","Bremen","39","0.74794206350832","0.626369879605002","0.869514247411639"
"Fast nie oder nie","1986","35-65","Nordrhein-Westfalen","978","0.625504721629181","0.600771526485931","0.650237916772431"
"Fast nie oder nie","1986","35-65","Hessen","377","0.667181886988881","0.626796630335672","0.707567143642089"
"Fast nie oder nie","1986","35-65","Rheinland-Pfalz,Saarland","286","0.744283640144326","0.700069540749252","0.788497739539399"
"Fast nie oder nie","1986","35-65","Baden-Wuerttemberg","725","0.663506624220985","0.634423570560128","0.692589677881843"
"Fast nie oder nie","1986","35-65","Bayern","548","0.587536649555657","0.55541077301469","0.619662526096624"
"Fast nie oder nie","1986","35-65","Berlin","130","0.692734441071473","0.626785246156815","0.758683635986131"
"Fast nie oder nie","1986","35-65","Brandenburg","","","",""
"Fast nie oder nie","1986","35-65","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","1986","35-65","Sachsen","","","",""
"Fast nie oder nie","1986","35-65","Sachsen-Anhalt","","","",""
"Fast nie oder nie","1986","35-65","Thueringen","","","",""
"Fast nie oder nie","1986","66 +","Schleswig-Holstein","","","",""
"Fast nie oder nie","1986","66 +","Hamburg","35","0.868514058972224","0.763790068795877","0.97323804914857"
"Fast nie oder nie","1986","66 +","Niedersachsen","105","0.877151970148432","0.818173143276734","0.936130797020129"
"Fast nie oder nie","1986","66 +","Bremen","","","",""
"Fast nie oder nie","1986","66 +","Nordrhein-Westfalen","212","0.927060277294987","0.893526834670461","0.960593719919513"
"Fast nie oder nie","1986","66 +","Hessen","76","0.866909704479058","0.795940999245518","0.937878409712598"
"Fast nie oder nie","1986","66 +","Rheinland-Pfalz,Saarland","89","0.969609386924332","0.934721493013873","1.00449728083479"
"Fast nie oder nie","1986","66 +","Baden-Wuerttemberg","138","0.888445388234205","0.839200926127576","0.937689850340835"
"Fast nie oder nie","1986","66 +","Bayern","159","0.874962626174799","0.827300117215449","0.922625135134149"
"Fast nie oder nie","1986","66 +","Berlin","33","0.949537971303322","0.877018840480422","1.02205710212622"
"Fast nie oder nie","1986","66 +","Brandenburg","","","",""
"Fast nie oder nie","1986","66 +","Mecklenburg-Vorpommern","","","",""
"Fast nie oder nie","1986","66 +","Sachsen","","","",""
"Fast nie oder nie","1986","66 +","Sachsen-Anhalt","","","",""
"Fast nie oder nie","1986","66 +","Thueringen","","","",""
"Mehrmals im Jahr","1986","17-34","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","1986","17-34","Hamburg","","","",""
"Mehrmals im Jahr","1986","17-34","Niedersachsen","77","0.184997096589891","0.14741178137693","0.222582411802852"
"Mehrmals im Jahr","1986","17-34","Bremen","","","",""
"Mehrmals im Jahr","1986","17-34","Nordrhein-Westfalen","209","0.198922708824049","0.175606481098043","0.222238936550055"
"Mehrmals im Jahr","1986","17-34","Hessen","57","0.167819874170287","0.132290791754087","0.203348956586488"
"Mehrmals im Jahr","1986","17-34","Rheinland-Pfalz,Saarland","47","0.168345953820728","0.125719919606259","0.210971988035197"
"Mehrmals im Jahr","1986","17-34","Baden-Wuerttemberg","140","0.217651202544074","0.189002848477516","0.246299556610632"
"Mehrmals im Jahr","1986","17-34","Bayern","131","0.196136712708147","0.165889201958027","0.226384223458268"
"Mehrmals im Jahr","1986","17-34","Berlin","","","",""
"Mehrmals im Jahr","1986","17-34","Brandenburg","","","",""
"Mehrmals im Jahr","1986","17-34","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","1986","17-34","Sachsen","","","",""
"Mehrmals im Jahr","1986","17-34","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","1986","17-34","Thueringen","","","",""
"Mehrmals im Jahr","1986","35-65","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","1986","35-65","Hamburg","","","",""
"Mehrmals im Jahr","1986","35-65","Niedersachsen","58","0.100907261458964","0.0761583892688154","0.125656133649112"
"Mehrmals im Jahr","1986","35-65","Bremen","","","",""
"Mehrmals im Jahr","1986","35-65","Nordrhein-Westfalen","139","0.10063879691917","0.0852646315804189","0.11601296225792"
"Mehrmals im Jahr","1986","35-65","Hessen","44","0.0898025085936239","0.0653000706456643","0.114304946541583"
"Mehrmals im Jahr","1986","35-65","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","1986","35-65","Baden-Wuerttemberg","106","0.123314831768954","0.103077250745135","0.143552412792773"
"Mehrmals im Jahr","1986","35-65","Bayern","100","0.110581171915156","0.0901149077351547","0.131047436095158"
"Mehrmals im Jahr","1986","35-65","Berlin","","","",""
"Mehrmals im Jahr","1986","35-65","Brandenburg","","","",""
"Mehrmals im Jahr","1986","35-65","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","1986","35-65","Sachsen","","","",""
"Mehrmals im Jahr","1986","35-65","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","1986","35-65","Thueringen","","","",""
"Mehrmals im Jahr","1986","66 +","Schleswig-Holstein","","","",""
"Mehrmals im Jahr","1986","66 +","Hamburg","","","",""
"Mehrmals im Jahr","1986","66 +","Niedersachsen","","","",""
"Mehrmals im Jahr","1986","66 +","Bremen","","","",""
"Mehrmals im Jahr","1986","66 +","Nordrhein-Westfalen","","","",""
"Mehrmals im Jahr","1986","66 +","Hessen","","","",""
"Mehrmals im Jahr","1986","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mehrmals im Jahr","1986","66 +","Baden-Wuerttemberg","","","",""
"Mehrmals im Jahr","1986","66 +","Bayern","","","",""
"Mehrmals im Jahr","1986","66 +","Berlin","","","",""
"Mehrmals im Jahr","1986","66 +","Brandenburg","","","",""
"Mehrmals im Jahr","1986","66 +","Mecklenburg-Vorpommern","","","",""
"Mehrmals im Jahr","1986","66 +","Sachsen","","","",""
"Mehrmals im Jahr","1986","66 +","Sachsen-Anhalt","","","",""
"Mehrmals im Jahr","1986","66 +","Thueringen","","","",""
"Mindestens einmal im Monat","1986","17-34","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","1986","17-34","Hamburg","","","",""
"Mindestens einmal im Monat","1986","17-34","Niedersachsen","","","",""
"Mindestens einmal im Monat","1986","17-34","Bremen","","","",""
"Mindestens einmal im Monat","1986","17-34","Nordrhein-Westfalen","78","0.0755156689776398","0.0600827807732872","0.0909485571819925"
"Mindestens einmal im Monat","1986","17-34","Hessen","","","",""
"Mindestens einmal im Monat","1986","17-34","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","1986","17-34","Baden-Wuerttemberg","65","0.0915809987273056","0.0715563584634303","0.111605638991181"
"Mindestens einmal im Monat","1986","17-34","Bayern","53","0.0761082902298899","0.0559085579180336","0.0963080225417463"
"Mindestens einmal im Monat","1986","17-34","Berlin","","","",""
"Mindestens einmal im Monat","1986","17-34","Brandenburg","","","",""
"Mindestens einmal im Monat","1986","17-34","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1986","17-34","Sachsen","","","",""
"Mindestens einmal im Monat","1986","17-34","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","1986","17-34","Thueringen","","","",""
"Mindestens einmal im Monat","1986","35-65","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","1986","35-65","Hamburg","","","",""
"Mindestens einmal im Monat","1986","35-65","Niedersachsen","","","",""
"Mindestens einmal im Monat","1986","35-65","Bremen","","","",""
"Mindestens einmal im Monat","1986","35-65","Nordrhein-Westfalen","65","0.0458401498290862","0.0351526692657952","0.0565276303923773"
"Mindestens einmal im Monat","1986","35-65","Hessen","","","",""
"Mindestens einmal im Monat","1986","35-65","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","1986","35-65","Baden-Wuerttemberg","42","0.0425485493923451","0.0301254524732604","0.0549716463114298"
"Mindestens einmal im Monat","1986","35-65","Bayern","48","0.0557940077620903","0.0408153817415312","0.0707726337826495"
"Mindestens einmal im Monat","1986","35-65","Berlin","","","",""
"Mindestens einmal im Monat","1986","35-65","Brandenburg","","","",""
"Mindestens einmal im Monat","1986","35-65","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1986","35-65","Sachsen","","","",""
"Mindestens einmal im Monat","1986","35-65","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","1986","35-65","Thueringen","","","",""
"Mindestens einmal im Monat","1986","66 +","Schleswig-Holstein","","","",""
"Mindestens einmal im Monat","1986","66 +","Hamburg","","","",""
"Mindestens einmal im Monat","1986","66 +","Niedersachsen","","","",""
"Mindestens einmal im Monat","1986","66 +","Bremen","","","",""
"Mindestens einmal im Monat","1986","66 +","Nordrhein-Westfalen","","","",""
"Mindestens einmal im Monat","1986","66 +","Hessen","","","",""
"Mindestens einmal im Monat","1986","66 +","Rheinland-Pfalz,Saarland","","","",""
"Mindestens einmal im Monat","1986","66 +","Baden-Wuerttemberg","","","",""
"Mindestens einmal im Monat","1986","66 +","Bayern","","","",""
"Mindestens einmal im Monat","1986","66 +","Berlin","","","",""
"Mindestens einmal im Monat","1986","66 +","Brandenburg","","","",""
"Mindestens einmal im Monat","1986","66 +","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal im Monat","1986","66 +","Sachsen","","","",""
"Mindestens einmal im Monat","1986","66 +","Sachsen-Anhalt","","","",""
"Mindestens einmal im Monat","1986","66 +","Thueringen","","","",""
"Mindestens einmal die Woche","1986","17-34","Schleswig-Holstein","36","0.330580002334931","0.243844579611958","0.417315425057904"
"Mindestens einmal die Woche","1986","17-34","Hamburg","34","0.426225444841406","0.321094889876479","0.531355999806334"
"Mindestens einmal die Woche","1986","17-34","Niedersachsen","156","0.387043826688646","0.339897165034168","0.434190488343124"
"Mindestens einmal die Woche","1986","17-34","Bremen","","","",""
"Mindestens einmal die Woche","1986","17-34","Nordrhein-Westfalen","405","0.385148143305972","0.356724611260793","0.413571675351151"
"Mindestens einmal die Woche","1986","17-34","Hessen","154","0.396972134663681","0.350456138310944","0.443488131016418"
"Mindestens einmal die Woche","1986","17-34","Rheinland-Pfalz,Saarland","104","0.365641349628775","0.310776104944807","0.420506594312742"
"Mindestens einmal die Woche","1986","17-34","Baden-Wuerttemberg","271","0.355994721613638","0.322752853422447","0.389236589804828"
"Mindestens einmal die Woche","1986","17-34","Bayern","255","0.407604660422562","0.370172535342333","0.445036785502792"
"Mindestens einmal die Woche","1986","17-34","Berlin","44","0.426491078519941","0.339442373852834","0.513539783187048"
"Mindestens einmal die Woche","1986","17-34","Brandenburg","","","",""
"Mindestens einmal die Woche","1986","17-34","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","1986","17-34","Sachsen","","","",""
"Mindestens einmal die Woche","1986","17-34","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","1986","17-34","Thueringen","","","",""
"Mindestens einmal die Woche","1986","35-65","Schleswig-Holstein","45","0.278413288023169","0.212194534682278","0.34463204136406"
"Mindestens einmal die Woche","1986","35-65","Hamburg","","","",""
"Mindestens einmal die Woche","1986","35-65","Niedersachsen","128","0.232088105732162","0.197400518150279","0.266775693314045"
"Mindestens einmal die Woche","1986","35-65","Bremen","","","",""
"Mindestens einmal die Woche","1986","35-65","Nordrhein-Westfalen","289","0.228016331622563","0.206576133796557","0.24945652944857"
"Mindestens einmal die Woche","1986","35-65","Hessen","83","0.195571734812395","0.161578385921834","0.229565083702957"
"Mindestens einmal die Woche","1986","35-65","Rheinland-Pfalz,Saarland","46","0.134499748561134","0.0999212107024981","0.169078286419769"
"Mindestens einmal die Woche","1986","35-65","Baden-Wuerttemberg","141","0.170629994617716","0.14747573148401","0.193784257751421"
"Mindestens einmal die Woche","1986","35-65","Bayern","206","0.246088170767096","0.217978842320183","0.274197499214009"
"Mindestens einmal die Woche","1986","35-65","Berlin","","","",""
"Mindestens einmal die Woche","1986","35-65","Brandenburg","","","",""
"Mindestens einmal die Woche","1986","35-65","Mecklenburg-Vorpommern","","","",""
"Mindestens einmal die Woche","1986","35-65","Sachsen","","","",""
"Mindestens einmal die Woche","1986","35-65","Sachsen-Anhalt","","","",""
"Mindestens einmal die Woche","1986","35-65","Thueringen","","","",""
"Mindestens einmal die Woche","1986","66 +","Schleswig-Holstein","","","",""
"Mindestens einmal die Woche","1986","66 +","Hamburg","","","",""
"Mindestens einmal die Woche","1986","66 +","Niedersachsen","","","",""
"Mindestens einmal die Woche","1986","66 +","Bremen","","","",""
