"m11104","year","bula_h","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Fast nie oder nie","1997","Bayern","maennlich","292","","",""
"Fast nie oder nie","1997","Bayern","weiblich","391","0.48144867737611","0.447249785276577","0.515647569475642"
"Fast nie oder nie","1997","Saarland","maennlich","","","",""
"Fast nie oder nie","1997","Saarland","weiblich","","","",""
"Fast nie oder nie","1997","Berlin","maennlich","112","","",""
"Fast nie oder nie","1997","Berlin","weiblich","134","","",""
"Fast nie oder nie","1997","Brandenburg","maennlich","164","","",""
"Fast nie oder nie","1997","Brandenburg","weiblich","195","","",""
"Fast nie oder nie","1997","Mecklenburg-Vorpommern","maennlich","99","0.524397982228996","0.453573443025678","0.595222521432313"
"Fast nie oder nie","1997","Mecklenburg-Vorpommern","weiblich","115","","",""
"Fast nie oder nie","1997","Sachsen","maennlich","262","","",""
"Fast nie oder nie","1997","Sachsen","weiblich","346","0.664339709862424","0.625228687678721","0.703450732046127"
"Fast nie oder nie","1997","Sachsen-Anhalt","maennlich","180","","",""
"Fast nie oder nie","1997","Sachsen-Anhalt","weiblich","222","","",""
"Fast nie oder nie","1997","Thueringen","maennlich","163","","",""
"Fast nie oder nie","1997","Thueringen","weiblich","217","","",""
"Mehrmals im Jahr","1997","Schleswig-Holstein","maennlich","21","","",""
"Mehrmals im Jahr","1997","Schleswig-Holstein","weiblich","29","","",""
"Mehrmals im Jahr","1997","Hamburg","maennlich","10","","",""
"Mehrmals im Jahr","1997","Hamburg","weiblich","3","","",""
"Mehrmals im Jahr","1997","Niedersachsen","maennlich","93","0.177830280204647","0.144381535195089","0.211279025214204"
"Mehrmals im Jahr","1997","Niedersachsen","weiblich","98","0.174478570512822","0.141890064409575","0.207067076616069"
"Mehrmals im Jahr","1997","Bremen","maennlich","2","","",""
"Mehrmals im Jahr","1997","Bremen","weiblich","5","0.0489082188282764","-0.0127514658946604","0.110567903551213"
"Mehrmals im Jahr","1997","Nordrhein-Westfalen","maennlich","246","","",""
"Mehrmals im Jahr","1997","Nordrhein-Westfalen","weiblich","222","","",""
"Mehrmals im Jahr","1997","Hessen","maennlich","65","0.148659787868782","0.114182367422703","0.18313720831486"
"Mehrmals im Jahr","1997","Hessen","weiblich","63","0.141892732826877","0.108718224683757","0.175067240969996"
"Mehrmals im Jahr","1997","Rheinland-Pfalz,Saarland","maennlich","74","0.208679176584319","0.165228723782386","0.252129629386251"
"Mehrmals im Jahr","1997","Rheinland-Pfalz,Saarland","weiblich","48","0.13190902069324","0.0973823440345534","0.166435697351927"
"Mehrmals im Jahr","1997","Baden-Wuerttemberg","maennlich","156","","",""
"Mehrmals im Jahr","1997","Baden-Wuerttemberg","weiblich","157","","",""
"Mehrmals im Jahr","1997","Bayern","maennlich","176","","",""
"Mehrmals im Jahr","1997","Bayern","weiblich","186","","",""
"Mehrmals im Jahr","1997","Saarland","maennlich","","","",""
"Mehrmals im Jahr","1997","Saarland","weiblich","","","",""
"Mehrmals im Jahr","1997","Berlin","maennlich","49","0.191965166589942","0.142344034923483","0.241586298256402"
"Mehrmals im Jahr","1997","Berlin","weiblich","49","0.188249569050475","0.140733590643714","0.235765547457235"
"Mehrmals im Jahr","1997","Brandenburg","maennlich","68","0.233471383438278","0.184866197223131","0.282076569653424"
"Mehrmals im Jahr","1997","Brandenburg","weiblich","63","0.186868445980139","0.142904869675399","0.230832022284878"
"Mehrmals im Jahr","1997","Mecklenburg-Vorpommern","maennlich","40","0.235380421552773","0.175216064132321","0.295544778973226"
"Mehrmals im Jahr","1997","Mecklenburg-Vorpommern","weiblich","42","0.218034033363758","0.159780066185063","0.276288000542452"
"Mehrmals im Jahr","1997","Sachsen","maennlich","113","","",""
"Mehrmals im Jahr","1997","Sachsen","weiblich","101","","",""
"Mehrmals im Jahr","1997","Sachsen-Anhalt","maennlich","67","0.200268863819913","0.155574634581002","0.244963093058824"
"Mehrmals im Jahr","1997","Sachsen-Anhalt","weiblich","68","0.163253439290583","0.124477393888895","0.202029484692271"
"Mehrmals im Jahr","1997","Thueringen","maennlich","78","0.230190904912843","0.183704237496369","0.276677572329317"
"Mehrmals im Jahr","1997","Thueringen","weiblich","80","0.21897940179083","0.175085541401714","0.262873262179946"
"Mindestens einmal im Monat","1997","Schleswig-Holstein","maennlich","8","0.0709865819353936","0.0264986485203103","0.115474515350477"
"Mindestens einmal im Monat","1997","Schleswig-Holstein","weiblich","7","0.053596384051907","0.0160200430378102","0.0911727250660039"
"Mindestens einmal im Monat","1997","Hamburg","maennlich","3","","",""
"Mindestens einmal im Monat","1997","Hamburg","weiblich","1","","",""
"Mindestens einmal im Monat","1997","Niedersachsen","maennlich","39","0.0705215324837277","0.0481252070369175","0.0929178579305379"
"Mindestens einmal im Monat","1997","Niedersachsen","weiblich","35","0.0682513116637123","0.0465975114516928","0.0899051118757318"
"Mindestens einmal im Monat","1997","Bremen","maennlich","4","0.0529498900727716","-0.012477688090689","0.118377468236232"
"Mindestens einmal im Monat","1997","Bremen","weiblich","1","","",""
"Mindestens einmal im Monat","1997","Nordrhein-Westfalen","maennlich","93","0.0911364028044103","0.0747706809215288","0.107502124687292"
"Mindestens einmal im Monat","1997","Nordrhein-Westfalen","weiblich","63","0.0516817581852792","0.0396195548537928","0.0637439615167656"
"Mindestens einmal im Monat","1997","Hessen","maennlich","34","0.0641436575843724","0.0403988917367146","0.0878884234320303"
"Mindestens einmal im Monat","1997","Hessen","weiblich","22","","",""
"Mindestens einmal im Monat","1997","Rheinland-Pfalz,Saarland","maennlich","20","","",""
"Mindestens einmal im Monat","1997","Rheinland-Pfalz,Saarland","weiblich","14","","",""
"Mindestens einmal im Monat","1997","Baden-Wuerttemberg","maennlich","61","0.0606120085773616","0.0444658597725493","0.0767581573821738"
"Mindestens einmal im Monat","1997","Baden-Wuerttemberg","weiblich","41","0.049038169715929","0.0345717894237691","0.0635045500080889"
"Mindestens einmal im Monat","1997","Bayern","maennlich","80","0.0834511286729281","0.0641657368769993","0.102736520468857"
"Mindestens einmal im Monat","1997","Bayern","weiblich","61","0.0573369521342345","0.0414245147349238","0.0732493895335453"
"Mindestens einmal im Monat","1997","Saarland","maennlich","","","",""
"Mindestens einmal im Monat","1997","Saarland","weiblich","","","",""
"Mindestens einmal im Monat","1997","Berlin","maennlich","20","","",""
"Mindestens einmal im Monat","1997","Berlin","weiblich","9","0.0218821502266174","0.00409927395103696","0.0396650265021977"
"Mindestens einmal im Monat","1997","Brandenburg","maennlich","16","","",""
"Mindestens einmal im Monat","1997","Brandenburg","weiblich","7","0.0207406432025212","0.0046673600767639","0.0368139263282785"
"Mindestens einmal im Monat","1997","Mecklenburg-Vorpommern","maennlich","14","","",""
"Mindestens einmal im Monat","1997","Mecklenburg-Vorpommern","weiblich","9","0.0344641962149608","0.00872839431032602","0.0601999981195956"
"Mindestens einmal im Monat","1997","Sachsen","maennlich","34","0.0566450507388624","0.036582712217704","0.0767073892600209"
"Mindestens einmal im Monat","1997","Sachsen","weiblich","23","","",""
"Mindestens einmal im Monat","1997","Sachsen-Anhalt","maennlich","13","","",""
"Mindestens einmal im Monat","1997","Sachsen-Anhalt","weiblich","9","0.031412673273608","0.0131124150727331","0.049712931474483"
"Mindestens einmal im Monat","1997","Thueringen","maennlich","11","","",""
"Mindestens einmal im Monat","1997","Thueringen","weiblich","5","0.0113251956121356","9.41422465137263e-05","0.0225562489777575"
"Mindestens einmal die Woche","1997","Schleswig-Holstein","maennlich","49","0.424747402453434","0.339115071437894","0.510379733468975"
"Mindestens einmal die Woche","1997","Schleswig-Holstein","weiblich","42","0.32253912948413","0.244548601496473","0.400529657471787"
"Mindestens einmal die Woche","1997","Hamburg","maennlich","24","","",""
"Mindestens einmal die Woche","1997","Hamburg","weiblich","22","","",""
"Mindestens einmal die Woche","1997","Niedersachsen","maennlich","148","","",""
"Mindestens einmal die Woche","1997","Niedersachsen","weiblich","141","","",""
"Mindestens einmal die Woche","1997","Bremen","maennlich","14","","",""
"Mindestens einmal die Woche","1997","Bremen","weiblich","14","","",""
"Mindestens einmal die Woche","1997","Nordrhein-Westfalen","maennlich","329","0.270867585964778","0.245596634592377","0.296138537337178"
"Mindestens einmal die Woche","1997","Nordrhein-Westfalen","weiblich","303","0.250334950491083","0.226731509056142","0.273938391926024"
"Mindestens einmal die Woche","1997","Hessen","maennlich","124","","",""
"Mindestens einmal die Woche","1997","Hessen","weiblich","92","0.253149794940207","0.211810870945395","0.294488718935018"
"Mindestens einmal die Woche","1997","Rheinland-Pfalz,Saarland","maennlich","81","0.249174499567493","0.202925775384467","0.295423223750519"
"Mindestens einmal die Woche","1997","Rheinland-Pfalz,Saarland","weiblich","75","0.215145905935293","0.17321870063256","0.257073111238027"
"Mindestens einmal die Woche","1997","Baden-Wuerttemberg","maennlich","222","","",""
"Mindestens einmal die Woche","1997","Baden-Wuerttemberg","weiblich","189","","",""
"Mindestens einmal die Woche","1997","Bayern","maennlich","242","","",""
"Mindestens einmal die Woche","1997","Bayern","weiblich","182","","",""
"Mindestens einmal die Woche","1997","Saarland","maennlich","","","",""
"Mindestens einmal die Woche","1997","Saarland","weiblich","","","",""
"Mindestens einmal die Woche","1997","Berlin","maennlich","61","0.296719970215775","0.239165648627422","0.354274291804128"
"Mindestens einmal die Woche","1997","Berlin","weiblich","68","0.251742016175011","0.198986855537486","0.304497176812535"
"Mindestens einmal die Woche","1997","Brandenburg","maennlich","43","0.161892153699961","0.119570322556068","0.204213984843854"
"Mindestens einmal die Woche","1997","Brandenburg","weiblich","37","0.116052398811221","0.0799293048125807","0.15217549280986"
"Mindestens einmal die Woche","1997","Mecklenburg-Vorpommern","maennlich","38","0.186079076487037","0.13088769246399","0.241270460510085"
"Mindestens einmal die Woche","1997","Mecklenburg-Vorpommern","weiblich","27","","",""
"Mindestens einmal die Woche","1997","Sachsen","maennlich","101","","",""
"Mindestens einmal die Woche","1997","Sachsen","weiblich","90","0.147510426364666","0.118140018694923","0.176880834034409"
"Mindestens einmal die Woche","1997","Sachsen-Anhalt","maennlich","48","0.112489171645282","0.0772021566200588","0.147776186670506"
"Mindestens einmal die Woche","1997","Sachsen-Anhalt","weiblich","50","0.127045721497829","0.0921066669763597","0.161984776019299"
"Mindestens einmal die Woche","1997","Thueringen","maennlich","63","0.184170557144011","0.141364758679121","0.226976355608901"
"Mindestens einmal die Woche","1997","Thueringen","weiblich","39","0.0929618178928172","0.0621415797528638","0.123782056032771"
"Fast nie oder nie","1998","Schleswig-Holstein","maennlich","49","0.288606542348928","0.217954036957857","0.359259047739999"
"Fast nie oder nie","1998","Schleswig-Holstein","weiblich","60","0.308016698666804","0.240943759908995","0.375089637424612"
"Fast nie oder nie","1998","Hamburg","maennlich","27","","",""
"Fast nie oder nie","1998","Hamburg","weiblich","35","0.383897590974084","0.281111816565774","0.486683365382394"
"Fast nie oder nie","1998","Niedersachsen","maennlich","208","","",""
"Fast nie oder nie","1998","Niedersachsen","weiblich","240","","",""
"Fast nie oder nie","1998","Bremen","maennlich","19","","",""
"Fast nie oder nie","1998","Bremen","weiblich","25","","",""
"Fast nie oder nie","1998","Nordrhein-Westfalen","maennlich","467","0.324503330104347","0.299602180861599","0.349404479347096"
"Fast nie oder nie","1998","Nordrhein-Westfalen","weiblich","662","0.445804883303947","0.420299949358443","0.471309817249452"
"Fast nie oder nie","1998","Hessen","maennlich","195","","",""
"Fast nie oder nie","1998","Hessen","weiblich","230","","",""
"Fast nie oder nie","1998","Rheinland-Pfalz,Saarland","maennlich","164","","",""
"Fast nie oder nie","1998","Rheinland-Pfalz,Saarland","weiblich","217","","",""
"Fast nie oder nie","1998","Baden-Wuerttemberg","maennlich","367","0.406138114307863","0.373579045523775","0.438697183091951"
"Fast nie oder nie","1998","Baden-Wuerttemberg","weiblich","441","0.45485378091976","0.422676704343763","0.487030857495757"
"Fast nie oder nie","1998","Bayern","maennlich","289","","",""
"Fast nie oder nie","1998","Bayern","weiblich","384","0.414497522415939","0.383253154491093","0.445741890340786"
"Fast nie oder nie","1998","Saarland","maennlich","","","",""
"Fast nie oder nie","1998","Saarland","weiblich","","","",""
"Fast nie oder nie","1998","Berlin","maennlich","74","0.276902854683825","0.221323889365927","0.332481820001723"
"Fast nie oder nie","1998","Berlin","weiblich","116","","",""
"Fast nie oder nie","1998","Brandenburg","maennlich","119","","",""
"Fast nie oder nie","1998","Brandenburg","weiblich","159","","",""
"Fast nie oder nie","1998","Mecklenburg-Vorpommern","maennlich","79","0.410017104289559","0.34150990808205","0.478524300497067"
"Fast nie oder nie","1998","Mecklenburg-Vorpommern","weiblich","98","0.516790477723859","0.448384169337094","0.585196786110624"
"Fast nie oder nie","1998","Sachsen","maennlich","232","","",""
"Fast nie oder nie","1998","Sachsen","weiblich","280","","",""
"Fast nie oder nie","1998","Sachsen-Anhalt","maennlich","148","","",""
"Fast nie oder nie","1998","Sachsen-Anhalt","weiblich","180","","",""
"Fast nie oder nie","1998","Thueringen","maennlich","123","","",""
"Fast nie oder nie","1998","Thueringen","weiblich","197","","",""
"Mehrmals im Jahr","1998","Schleswig-Holstein","maennlich","34","0.176552033517521","0.117099003910658","0.236005063124384"
"Mehrmals im Jahr","1998","Schleswig-Holstein","weiblich","38","0.222075115984528","0.16168982301129","0.282460408957767"
"Mehrmals im Jahr","1998","Hamburg","maennlich","9","0.113298521265385","0.0368310091741223","0.189766033356648"
"Mehrmals im Jahr","1998","Hamburg","weiblich","16","","",""
"Mehrmals im Jahr","1998","Niedersachsen","maennlich","129","","",""
"Mehrmals im Jahr","1998","Niedersachsen","weiblich","103","","",""
"Mehrmals im Jahr","1998","Bremen","maennlich","7","0.150909686794719","0.0485722196256797","0.253247153963758"
"Mehrmals im Jahr","1998","Bremen","weiblich","5","0.0721347384619222","0.00181761315524802","0.142451863768596"
"Mehrmals im Jahr","1998","Nordrhein-Westfalen","maennlich","325","0.245613503451481","0.222719524509645","0.268507482393316"
"Mehrmals im Jahr","1998","Nordrhein-Westfalen","weiblich","300","0.186014265874414","0.166047764696039","0.20598076705279"
"Mehrmals im Jahr","1998","Hessen","maennlich","86","0.183009990851269","0.147788854147868","0.21823112755467"
"Mehrmals im Jahr","1998","Hessen","weiblich","91","0.178501217693857","0.144100407720949","0.212902027666764"
"Mehrmals im Jahr","1998","Rheinland-Pfalz,Saarland","maennlich","80","0.204879438709925","0.164510423156259","0.245248454263592"
"Mehrmals im Jahr","1998","Rheinland-Pfalz,Saarland","weiblich","72","0.146592952727528","0.112563207204958","0.180622698250098"
"Mehrmals im Jahr","1998","Baden-Wuerttemberg","maennlich","166","","",""
"Mehrmals im Jahr","1998","Baden-Wuerttemberg","weiblich","158","","",""
"Mehrmals im Jahr","1998","Bayern","maennlich","242","","",""
"Mehrmals im Jahr","1998","Bayern","weiblich","237","","",""
"Mehrmals im Jahr","1998","Saarland","maennlich","","","",""
