year,age_gr,bula_h,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,30-45 y.,Berlin,Yes,0.17711,55,304,0.13412,0.22009
2018,30-45 y.,Berlin,No,0.73929,249,304,0.68986,0.78872
2018,30-45 y.,Brandenburg,Yes,0.18616,49,217,0.13425,0.23807
2018,30-45 y.,Brandenburg,No,0.70331,168,217,0.64239,0.76423
2018,30-45 y.,Mecklenburg-Western Pomerania,No,0.84906,126,126,0.78630,0.91182
2018,30-45 y.,Saxony,Yes,0.20862,94,408,0.16914,0.24809
2018,30-45 y.,Saxony,No,0.74559,314,408,0.70328,0.78791
2018,30-45 y.,Saxony-Anhalt,Yes,0.15931,35,207,0.10934,0.20929
2018,30-45 y.,Saxony-Anhalt,No,0.81038,172,207,0.75685,0.86391
2018,30-45 y.,Thuringa,Yes,0.22472,38,217,0.16906,0.28039
2018,30-45 y.,Thuringa,No,0.64757,179,217,0.58386,0.71128
2018,46-65 y.,Schleswig-Holstein,Yes,0.21944,54,257,0.16875,0.27014
2018,46-65 y.,Schleswig-Holstein,No,0.59271,203,257,0.53252,0.65289
2018,46-65 y.,Hamburg,No,0.71864,111,111,0.63461,0.80267
2018,46-65 y.,Lower Saxony,Yes,0.29661,229,864,0.26613,0.32708
2018,46-65 y.,Lower Saxony,No,0.57508,635,864,0.54210,0.60806
2018,46-65 y.,Bremen,No,0.65377,65,65,0.53721,0.77033
2018,46-65 y.,North Rhine-Westphalia,Yes,0.19759,422,1720,0.17876,0.21641
2018,46-65 y.,North Rhine-Westphalia,No,0.65562,1298,1720,0.63316,0.67808
2018,46-65 y.,Hesse,Yes,0.18810,158,573,0.15607,0.22012
2018,46-65 y.,Hesse,No,0.65587,415,573,0.61693,0.69480
2018,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.21727,113,504,0.18123,0.25331
2018,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.64133,391,504,0.59942,0.68325
2018,46-65 y.,Baden-Wuerttemberg,Yes,0.25008,242,838,0.22074,0.27942
2018,46-65 y.,Baden-Wuerttemberg,No,0.58023,596,838,0.54680,0.61367
2018,46-65 y.,Bavaria,Yes,0.28557,421,1283,0.26085,0.31030
2018,46-65 y.,Bavaria,No,0.59181,862,1283,0.56490,0.61871
2018,46-65 y.,Berlin,Yes,0.22010,73,261,0.16974,0.27047
2018,46-65 y.,Berlin,No,0.66987,188,261,0.61271,0.72703
2018,46-65 y.,Brandenburg,Yes,0.22481,85,384,0.18300,0.26662
2018,46-65 y.,Brandenburg,No,0.65584,299,384,0.60826,0.70342
2018,46-65 y.,Mecklenburg-Western Pomerania,No,0.76694,165,165,0.70223,0.83164
2018,46-65 y.,Saxony,Yes,0.20573,124,545,0.17176,0.23970
2018,46-65 y.,Saxony,No,0.71801,421,545,0.68020,0.75582
2018,46-65 y.,Saxony-Anhalt,Yes,0.19059,63,337,0.14859,0.23258
2018,46-65 y.,Saxony-Anhalt,No,0.73208,274,337,0.68472,0.77943
2018,46-65 y.,Thuringa,Yes,0.14644,73,343,0.10897,0.18392
2018,46-65 y.,Thuringa,No,0.73025,270,343,0.68322,0.77729
2018,66 and older,Schleswig-Holstein,Yes,0.18524,35,163,0.12541,0.24506
2018,66 and older,Schleswig-Holstein,No,0.71480,128,163,0.64527,0.78433
2018,66 and older,Hamburg,No,0.66998,62,62,0.55197,0.78798
2018,66 and older,Lower Saxony,Yes,0.17952,79,351,0.13931,0.21973
2018,66 and older,Lower Saxony,No,0.61195,272,351,0.56090,0.66300
2018,66 and older,Bremen,No,0.76941,32,32,0.62114,0.91769
2018,66 and older,North Rhine-Westphalia,Yes,0.16707,168,725,0.13989,0.19424
2018,66 and older,North Rhine-Westphalia,No,0.64456,557,725,0.60970,0.67943
2018,66 and older,Hesse,Yes,0.16023,55,213,0.11085,0.20961
2018,66 and older,Hesse,No,0.65336,158,213,0.58929,0.71742
2018,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.14894,42,237,0.10351,0.19436
2018,66 and older,"Rhineland-Palatinate, Saarland",No,0.66954,195,237,0.60953,0.72956
2018,66 and older,Baden-Wuerttemberg,Yes,0.25314,125,417,0.21136,0.29492
2018,66 and older,Baden-Wuerttemberg,No,0.58867,292,417,0.54138,0.63595
2018,66 and older,Bavaria,Yes,0.22326,180,627,0.19064,0.25588
2018,66 and older,Bavaria,No,0.57462,447,627,0.53589,0.61335
2018,66 and older,Berlin,Yes,0.19526,42,174,0.13619,0.25433
2018,66 and older,Berlin,No,0.68988,132,174,0.62095,0.75880
2018,66 and older,Brandenburg,Yes,0.10351,35,236,0.06456,0.14245
2018,66 and older,Brandenburg,No,0.86975,201,236,0.82672,0.91279
2018,66 and older,Mecklenburg-Western Pomerania,No,0.79424,114,114,0.71970,0.86878
2018,66 and older,Saxony,Yes,0.11445,47,352,0.08114,0.14776
2018,66 and older,Saxony,No,0.84662,305,352,0.80892,0.88432
2018,66 and older,Saxony-Anhalt,No,0.89351,170,170,0.84700,0.94001
2018,66 and older,Thuringa,No,0.88943,170,170,0.84215,0.93671
2020,17-29 y.,Schleswig-Holstein,No,0.68421,116,116,0.59926,0.76917
2020,17-29 y.,Hamburg,No,0.79385,73,73,0.70040,0.88729
2020,17-29 y.,Lower Saxony,Yes,0.08494,45,451,0.05919,0.11070
2020,17-29 y.,Lower Saxony,No,0.75558,406,451,0.71587,0.79528
2020,17-29 y.,Bremen,No,0.69750,37,37,0.54744,0.84755
2020,17-29 y.,North Rhine-Westphalia,Yes,0.10119,115,990,0.08240,0.11999
2020,17-29 y.,North Rhine-Westphalia,No,0.74506,875,990,0.71790,0.77222
2020,17-29 y.,Hesse,Yes,0.09692,33,292,0.06293,0.13091
2020,17-29 y.,Hesse,No,0.75408,259,292,0.70460,0.80356
2020,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.66608,191,191,0.59902,0.73314
2020,17-29 y.,Baden-Wuerttemberg,Yes,0.11013,55,445,0.08101,0.13924
2020,17-29 y.,Baden-Wuerttemberg,No,0.70790,390,445,0.66560,0.75020
2020,17-29 y.,Bavaria,Yes,0.11297,86,622,0.08807,0.13786
2020,17-29 y.,Bavaria,No,0.70070,536,622,0.66468,0.73672
2020,17-29 y.,Berlin,No,0.69755,168,168,0.62788,0.76721
2020,17-29 y.,Brandenburg,No,0.67840,107,107,0.58948,0.76732
2020,17-29 y.,Mecklenburg-Western Pomerania,No,0.89054,49,49,0.80221,0.97887
2020,17-29 y.,Saxony,No,0.78403,167,167,0.72143,0.84663
2020,17-29 y.,Saxony-Anhalt,No,0.69558,97,97,0.60353,0.78763
2020,17-29 y.,Thuringa,No,0.82343,90,90,0.74421,0.90265
2020,30-45 y.,Schleswig-Holstein,Yes,0.22854,50,208,0.17134,0.28574
2020,30-45 y.,Schleswig-Holstein,No,0.60759,158,208,0.54107,0.67411
2020,30-45 y.,Hamburg,No,0.55065,97,97,0.45115,0.65016
2020,30-45 y.,Lower Saxony,Yes,0.18924,103,528,0.15579,0.22268
2020,30-45 y.,Lower Saxony,No,0.68973,425,528,0.65023,0.72922
2020,30-45 y.,Bremen,No,0.57017,44,44,0.42220,0.71814
2020,30-45 y.,North Rhine-Westphalia,Yes,0.20236,244,1293,0.18046,0.22427
2020,30-45 y.,North Rhine-Westphalia,No,0.68808,1049,1293,0.66282,0.71334
2020,30-45 y.,Hesse,Yes,0.15966,73,390,0.12326,0.19606
2020,30-45 y.,Hesse,No,0.70812,317,390,0.66295,0.75330
2020,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.12168,38,272,0.08275,0.16060
2020,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.73611,234,272,0.68363,0.78858
2020,30-45 y.,Baden-Wuerttemberg,Yes,0.25482,165,679,0.22201,0.28762
2020,30-45 y.,Baden-Wuerttemberg,No,0.62307,514,679,0.58659,0.65954
2020,30-45 y.,Bavaria,Yes,0.23557,243,989,0.20911,0.26203
2020,30-45 y.,Bavaria,No,0.65556,746,989,0.62593,0.68519
2020,30-45 y.,Berlin,Yes,0.19848,72,391,0.15889,0.23806
2020,30-45 y.,Berlin,No,0.69911,319,391,0.65359,0.74463
2020,30-45 y.,Brandenburg,Yes,0.18207,36,212,0.13000,0.23414
2020,30-45 y.,Brandenburg,No,0.69172,176,212,0.62941,0.75403
2020,30-45 y.,Mecklenburg-Western Pomerania,No,0.75747,81,81,0.66355,0.85139
2020,30-45 y.,Saxony,Yes,0.24173,92,380,0.19862,0.28483
2020,30-45 y.,Saxony,No,0.71893,288,380,0.67367,0.76419
2020,30-45 y.,Saxony-Anhalt,No,0.74409,173,173,0.67888,0.80931
2020,30-45 y.,Thuringa,Yes,0.14042,35,225,0.09492,0.18592
2020,30-45 y.,Thuringa,No,0.79569,190,225,0.74288,0.84849
2020,46-65 y.,Schleswig-Holstein,Yes,0.25990,84,277,0.20816,0.31165
2020,46-65 y.,Schleswig-Holstein,No,0.55465,193,277,0.49602,0.61329
2020,46-65 y.,Hamburg,Yes,0.17885,43,154,0.11812,0.23957
2020,46-65 y.,Hamburg,No,0.63904,111,154,0.56294,0.71515
2020,46-65 y.,Lower Saxony,Yes,0.28607,232,814,0.25500,0.31713
2020,46-65 y.,Lower Saxony,No,0.60279,582,814,0.56915,0.63642
2020,46-65 y.,Bremen,No,0.69173,53,53,0.56622,0.81724
2020,46-65 y.,North Rhine-Westphalia,Yes,0.22085,471,1692,0.20108,0.24062
2020,46-65 y.,North Rhine-Westphalia,No,0.63960,1221,1692,0.61671,0.66248
2020,46-65 y.,Hesse,Yes,0.19271,162,560,0.16002,0.22541
2020,46-65 y.,Hesse,No,0.64852,398,560,0.60894,0.68810
2020,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.24986,117,467,0.21055,0.28917
2020,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.60585,350,467,0.56148,0.65022
2020,46-65 y.,Baden-Wuerttemberg,Yes,0.27565,281,853,0.24564,0.30565
2020,46-65 y.,Baden-Wuerttemberg,No,0.54179,572,853,0.50833,0.57524
2020,46-65 y.,Bavaria,Yes,0.29925,418,1243,0.27378,0.32472
2020,46-65 y.,Bavaria,No,0.56502,825,1243,0.53745,0.59259
2020,46-65 y.,Berlin,Yes,0.23186,75,284,0.18269,0.28103
2020,46-65 y.,Berlin,No,0.62539,209,284,0.56900,0.68178
2020,46-65 y.,Brandenburg,Yes,0.21918,90,378,0.17742,0.26094
2020,46-65 y.,Brandenburg,No,0.66505,288,378,0.61740,0.71269
2020,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.16066,41,182,0.10716,0.21415
2020,46-65 y.,Mecklenburg-Western Pomerania,No,0.73708,141,182,0.67295,0.80122
2020,46-65 y.,Saxony,Yes,0.24229,138,506,0.20492,0.27966
2020,46-65 y.,Saxony,No,0.70440,368,506,0.66460,0.74420
2020,46-65 y.,Saxony-Anhalt,Yes,0.13910,51,312,0.10064,0.17757
2020,46-65 y.,Saxony-Anhalt,No,0.76069,261,312,0.71327,0.80811
2020,46-65 y.,Thuringa,Yes,0.18462,73,309,0.14129,0.22795
2020,46-65 y.,Thuringa,No,0.69615,236,309,0.64479,0.74752
2020,66 and older,Schleswig-Holstein,Yes,0.16385,34,150,0.10442,0.22328
2020,66 and older,Schleswig-Holstein,No,0.72982,116,150,0.65852,0.80112
2020,66 and older,Hamburg,No,0.59048,58,58,0.46282,0.71815
2020,66 and older,Lower Saxony,Yes,0.17454,82,317,0.13269,0.21639
2020,66 and older,Lower Saxony,No,0.59139,235,317,0.53719,0.64559
2020,66 and older,North Rhine-Westphalia,Yes,0.17510,178,688,0.14668,0.20352
2020,66 and older,North Rhine-Westphalia,No,0.62804,510,688,0.59190,0.66418
2020,66 and older,Hesse,Yes,0.13955,53,207,0.09223,0.18687
2020,66 and older,Hesse,No,0.65393,154,207,0.58896,0.71889
2020,66 and older,"Rhineland-Palatinate, Saarland",Yes,0.11753,36,218,0.07468,0.16038
2020,66 and older,"Rhineland-Palatinate, Saarland",No,0.68161,182,218,0.61962,0.74359
2020,66 and older,Baden-Wuerttemberg,Yes,0.23297,111,379,0.19035,0.27558
2020,66 and older,Baden-Wuerttemberg,No,0.59939,268,379,0.54999,0.64879
2020,66 and older,Bavaria,Yes,0.21417,171,573,0.18055,0.24779
2020,66 and older,Bavaria,No,0.58485,402,573,0.54447,0.62524
2020,66 and older,Berlin,Yes,0.20943,44,163,0.14677,0.27209
2020,66 and older,Berlin,No,0.70263,119,163,0.63224,0.77302
2020,66 and older,Brandenburg,Yes,0.12264,36,248,0.08173,0.16355
2020,66 and older,Brandenburg,No,0.83468,212,248,0.78835,0.88101
2020,66 and older,Mecklenburg-Western Pomerania,No,0.82262,109,109,0.75058,0.89466
2020,66 and older,Saxony,Yes,0.13175,58,336,0.09553,0.16797
2020,66 and older,Saxony,No,0.80888,278,336,0.76677,0.85098
2020,66 and older,Saxony-Anhalt,No,0.83087,153,153,0.77128,0.89047
2020,66 and older,Thuringa,No,0.88719,159,159,0.83787,0.93652
