"plb0218","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","2010","Hamburg","Ostdeutschland","","","",""
"Seltener","2010","Niedersachsen","Westdeutschland","124","","",""
"Seltener","2010","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2010","Bremen","Westdeutschland","11","","",""
"Seltener","2010","Bremen","Ostdeutschland","","","",""
"Seltener","2010","Nordrhein-Westfalen","Westdeutschland","237","","",""
"Seltener","2010","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2010","Hessen","Westdeutschland","81","0.245774723955481","0.199601095134023","0.291948352776939"
"Seltener","2010","Hessen","Ostdeutschland","","","",""
"Seltener","2010","Rheinland-Pfalz,Saarland","Westdeutschland","47","0.18148447600847","0.133898276409907","0.229070675607033"
"Seltener","2010","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2010","Baden-Wuerttemberg","Westdeutschland","171","","",""
"Seltener","2010","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2010","Bayern","Westdeutschland","197","","",""
"Seltener","2010","Bayern","Ostdeutschland","","","",""
"Seltener","2010","Saarland","Westdeutschland","","","",""
"Seltener","2010","Saarland","Ostdeutschland","","","",""
"Seltener","2010","Berlin","Westdeutschland","25","","",""
"Seltener","2010","Berlin","Ostdeutschland","21","","",""
"Seltener","2010","Brandenburg","Westdeutschland","","","",""
"Seltener","2010","Brandenburg","Ostdeutschland","26","","",""
"Seltener","2010","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2010","Mecklenburg-Vorpommern","Ostdeutschland","21","","",""
"Seltener","2010","Sachsen","Westdeutschland","","","",""
"Seltener","2010","Sachsen","Ostdeutschland","75","0.276249816535875","0.220822554099472","0.331677078972277"
"Seltener","2010","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2010","Sachsen-Anhalt","Ostdeutschland","30","0.235199756565792","0.158997636719717","0.311401876411867"
"Seltener","2010","Thueringen","Westdeutschland","","","",""
"Seltener","2010","Thueringen","Ostdeutschland","40","0.286514161468148","0.212409453975811","0.360618868960486"
"Nein, nie","2011","Schleswig-Holstein","Westdeutschland","209","","",""
"Nein, nie","2011","Schleswig-Holstein","Ostdeutschland","","","",""
"Nein, nie","2011","Hamburg","Westdeutschland","99","0.398863745653519","0.337921143675112","0.459806347631926"
"Nein, nie","2011","Hamburg","Ostdeutschland","","","",""
"Nein, nie","2011","Niedersachsen","Westdeutschland","574","0.363941788157131","0.339989520494203","0.38789405582006"
"Nein, nie","2011","Niedersachsen","Ostdeutschland","","","",""
"Nein, nie","2011","Bremen","Westdeutschland","36","0.463982127729159","0.366723605736888","0.56124064972143"
"Nein, nie","2011","Bremen","Ostdeutschland","","","",""
"Nein, nie","2011","Nordrhein-Westfalen","Westdeutschland","1343","","",""
"Nein, nie","2011","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nein, nie","2011","Hessen","Westdeutschland","431","0.374734176419083","0.347549858278538","0.401918494559628"
"Nein, nie","2011","Hessen","Ostdeutschland","","","",""
"Nein, nie","2011","Rheinland-Pfalz,Saarland","Westdeutschland","351","0.323520928877539","0.293772457032955","0.353269400722123"
"Nein, nie","2011","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nein, nie","2011","Baden-Wuerttemberg","Westdeutschland","910","0.42713170781307","0.40636688914955","0.447896526476591"
"Nein, nie","2011","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nein, nie","2011","Bayern","Westdeutschland","1053","","",""
"Nein, nie","2011","Bayern","Ostdeutschland","","","",""
"Nein, nie","2011","Saarland","Westdeutschland","","","",""
"Nein, nie","2011","Saarland","Ostdeutschland","","","",""
"Nein, nie","2011","Berlin","Westdeutschland","115","","",""
"Nein, nie","2011","Berlin","Ostdeutschland","96","0.354755912239605","0.297475315735714","0.412036508743496"
"Nein, nie","2011","Brandenburg","Westdeutschland","","","",""
"Nein, nie","2011","Brandenburg","Ostdeutschland","198","","",""
"Nein, nie","2011","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nein, nie","2011","Mecklenburg-Vorpommern","Ostdeutschland","138","","",""
"Nein, nie","2011","Sachsen","Westdeutschland","","","",""
"Nein, nie","2011","Sachsen","Ostdeutschland","346","0.289614648944421","0.262373178375908","0.316856119512935"
"Nein, nie","2011","Sachsen-Anhalt","Westdeutschland","","","",""
"Nein, nie","2011","Sachsen-Anhalt","Ostdeutschland","204","","",""
"Nein, nie","2011","Thueringen","Westdeutschland","","","",""
"Nein, nie","2011","Thueringen","Ostdeutschland","210","","",""
"Ja, jede Woche","2011","Schleswig-Holstein","Westdeutschland","75","0.111756481688829","0.0858231123321411","0.137689851045516"
"Ja, jede Woche","2011","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, jede Woche","2011","Hamburg","Westdeutschland","40","0.143399773818661","0.0997797823664097","0.187019765270912"
"Ja, jede Woche","2011","Hamburg","Ostdeutschland","","","",""
"Ja, jede Woche","2011","Niedersachsen","Westdeutschland","209","","",""
"Ja, jede Woche","2011","Niedersachsen","Ostdeutschland","","","",""
"Ja, jede Woche","2011","Bremen","Westdeutschland","15","","",""
"Ja, jede Woche","2011","Bremen","Ostdeutschland","","","",""
"Ja, jede Woche","2011","Nordrhein-Westfalen","Westdeutschland","487","0.164898533904552","0.15226808313712","0.177528984671984"
"Ja, jede Woche","2011","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, jede Woche","2011","Hessen","Westdeutschland","184","","",""
"Ja, jede Woche","2011","Hessen","Ostdeutschland","","","",""
"Ja, jede Woche","2011","Rheinland-Pfalz,Saarland","Westdeutschland","162","","",""
"Ja, jede Woche","2011","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2011","Baden-Wuerttemberg","Westdeutschland","303","0.13360516432506","0.119323152298737","0.147887176351383"
"Ja, jede Woche","2011","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, jede Woche","2011","Bayern","Westdeutschland","430","0.15884332842358","0.145179145812157","0.172507511035003"
"Ja, jede Woche","2011","Bayern","Ostdeutschland","","","",""
"Ja, jede Woche","2011","Saarland","Westdeutschland","","","",""
"Ja, jede Woche","2011","Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2011","Berlin","Westdeutschland","51","0.152229283716517","0.111912444301147","0.192546123131886"
"Ja, jede Woche","2011","Berlin","Ostdeutschland","42","0.192121418388521","0.144954051412437","0.239288785364605"
"Ja, jede Woche","2011","Brandenburg","Westdeutschland","","","",""
"Ja, jede Woche","2011","Brandenburg","Ostdeutschland","85","0.140977103445004","0.113451264344775","0.168502942545234"
"Ja, jede Woche","2011","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, jede Woche","2011","Mecklenburg-Vorpommern","Ostdeutschland","45","0.108624044205263","0.076163620831501","0.141084467579025"
"Ja, jede Woche","2011","Sachsen","Westdeutschland","","","",""
"Ja, jede Woche","2011","Sachsen","Ostdeutschland","124","","",""
"Ja, jede Woche","2011","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, jede Woche","2011","Sachsen-Anhalt","Ostdeutschland","84","0.138161408172793","0.110710286824288","0.165612529521299"
"Ja, jede Woche","2011","Thueringen","Westdeutschland","","","",""
"Ja, jede Woche","2011","Thueringen","Ostdeutschland","95","0.14332872022943","0.11622341562482","0.17043402483404"
"Ja, alle 2 Wochen","2011","Schleswig-Holstein","Westdeutschland","92","0.14137680963022","0.112698935313094","0.170054683947346"
"Ja, alle 2 Wochen","2011","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Hamburg","Westdeutschland","28","","",""
"Ja, alle 2 Wochen","2011","Hamburg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Niedersachsen","Westdeutschland","251","","",""
"Ja, alle 2 Wochen","2011","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Bremen","Westdeutschland","14","","",""
"Ja, alle 2 Wochen","2011","Bremen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Nordrhein-Westfalen","Westdeutschland","508","0.153164173754734","0.140906190102946","0.165422157406523"
"Ja, alle 2 Wochen","2011","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Hessen","Westdeutschland","184","","",""
"Ja, alle 2 Wochen","2011","Hessen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Rheinland-Pfalz,Saarland","Westdeutschland","145","","",""
"Ja, alle 2 Wochen","2011","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Baden-Wuerttemberg","Westdeutschland","285","","",""
"Ja, alle 2 Wochen","2011","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Bayern","Westdeutschland","403","0.139511878950459","0.12655982172183","0.152463936179088"
"Ja, alle 2 Wochen","2011","Bayern","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Saarland","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Berlin","Westdeutschland","39","0.103569212540939","0.0693734816766936","0.137764943405183"
"Ja, alle 2 Wochen","2011","Berlin","Ostdeutschland","32","0.122820722171315","0.0835236043395083","0.162117840003121"
"Ja, alle 2 Wochen","2011","Brandenburg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Brandenburg","Ostdeutschland","126","","",""
"Ja, alle 2 Wochen","2011","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Mecklenburg-Vorpommern","Ostdeutschland","65","0.148314093204449","0.11123819516456","0.185389991244337"
"Ja, alle 2 Wochen","2011","Sachsen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Sachsen","Ostdeutschland","214","","",""
"Ja, alle 2 Wochen","2011","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Sachsen-Anhalt","Ostdeutschland","118","","",""
"Ja, alle 2 Wochen","2011","Thueringen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2011","Thueringen","Ostdeutschland","112","","",""
"Ja, alle 3-4 Wochen","2011","Schleswig-Holstein","Westdeutschland","64","0.102991054582843","0.0779729328610169","0.128009176304669"
"Ja, alle 3-4 Wochen","2011","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Hamburg","Westdeutschland","21","","",""
"Ja, alle 3-4 Wochen","2011","Hamburg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Niedersachsen","Westdeutschland","125","","",""
"Ja, alle 3-4 Wochen","2011","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Bremen","Westdeutschland","6","0.0366829337978702","2.19544534368551e-05","0.0733439131423036"
"Ja, alle 3-4 Wochen","2011","Bremen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Nordrhein-Westfalen","Westdeutschland","263","","",""
"Ja, alle 3-4 Wochen","2011","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Hessen","Westdeutschland","132","","",""
"Ja, alle 3-4 Wochen","2011","Hessen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Rheinland-Pfalz,Saarland","Westdeutschland","91","0.0901634565042598","0.0719503824797455","0.108376530528774"
"Ja, alle 3-4 Wochen","2011","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Baden-Wuerttemberg","Westdeutschland","194","","",""
"Ja, alle 3-4 Wochen","2011","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Bayern","Westdeutschland","262","","",""
"Ja, alle 3-4 Wochen","2011","Bayern","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Saarland","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Berlin","Westdeutschland","26","","",""
"Ja, alle 3-4 Wochen","2011","Berlin","Ostdeutschland","30","0.0971594443110919","0.0617002605070697","0.132618628115114"
"Ja, alle 3-4 Wochen","2011","Brandenburg","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Brandenburg","Ostdeutschland","61","0.0951908567332661","0.0719773894635421","0.11840432400299"
"Ja, alle 3-4 Wochen","2011","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Mecklenburg-Vorpommern","Ostdeutschland","27","","",""
"Ja, alle 3-4 Wochen","2011","Sachsen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Sachsen","Ostdeutschland","105","","",""
"Ja, alle 3-4 Wochen","2011","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Sachsen-Anhalt","Ostdeutschland","74","0.139689583493948","0.112111546657775","0.16726762033012"
"Ja, alle 3-4 Wochen","2011","Thueringen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2011","Thueringen","Ostdeutschland","71","0.122068391154003","0.0967455442071252","0.147391238100881"
"Seltener","2011","Schleswig-Holstein","Westdeutschland","127","","",""
"Seltener","2011","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2011","Hamburg","Westdeutschland","60","0.250351690573419","0.196434618789739","0.304268762357099"
"Seltener","2011","Hamburg","Ostdeutschland","","","",""
"Seltener","2011","Niedersachsen","Westdeutschland","391","0.269386027740595","0.247300195866053","0.291471859615137"
"Seltener","2011","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2011","Bremen","Westdeutschland","30","0.269905227146113","0.183332186462829","0.356478267829396"
"Seltener","2011","Bremen","Ostdeutschland","","","",""
"Seltener","2011","Nordrhein-Westfalen","Westdeutschland","715","0.221399527252707","0.207268084411439","0.235530970093975"
"Seltener","2011","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2011","Hessen","Westdeutschland","287","","",""
"Seltener","2011","Hessen","Ostdeutschland","","","",""
"Seltener","2011","Rheinland-Pfalz,Saarland","Westdeutschland","201","","",""
"Seltener","2011","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2011","Baden-Wuerttemberg","Westdeutschland","488","0.197745912500864","0.181026170521885","0.214465654479842"
"Seltener","2011","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2011","Bayern","Westdeutschland","601","0.219250775715287","0.203784452882086","0.234717098548488"
"Seltener","2011","Bayern","Ostdeutschland","","","",""
"Seltener","2011","Saarland","Westdeutschland","","","",""
"Seltener","2011","Saarland","Ostdeutschland","","","",""
"Seltener","2011","Berlin","Westdeutschland","74","0.269517484520062","0.219721243959929","0.319313725080194"
"Seltener","2011","Berlin","Ostdeutschland","68","0.233142502889468","0.182519400712676","0.28376560506626"
"Seltener","2011","Brandenburg","Westdeutschland","","","",""
"Seltener","2011","Brandenburg","Ostdeutschland","144","","",""
"Seltener","2011","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2011","Mecklenburg-Vorpommern","Ostdeutschland","78","0.189128025196759","0.148275883689436","0.229980166704082"
"Seltener","2011","Sachsen","Westdeutschland","","","",""
"Seltener","2011","Sachsen","Ostdeutschland","276","","",""
"Seltener","2011","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2011","Sachsen-Anhalt","Ostdeutschland","127","","",""
"Seltener","2011","Thueringen","Westdeutschland","","","",""
"Seltener","2011","Thueringen","Ostdeutschland","154","","",""
"Nein, nie","2012","Schleswig-Holstein","Westdeutschland","97","0.41688554524979","0.355398314118149","0.478372776381431"
"Nein, nie","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Nein, nie","2012","Hamburg","Westdeutschland","34","0.476713854854969","0.36515572283974","0.588271986870198"
"Nein, nie","2012","Hamburg","Ostdeutschland","","","",""
"Nein, nie","2012","Niedersachsen","Westdeutschland","203","","",""
"Nein, nie","2012","Niedersachsen","Ostdeutschland","","","",""
"Nein, nie","2012","Bremen","Westdeutschland","19","","",""
"Nein, nie","2012","Bremen","Ostdeutschland","","","",""
"Nein, nie","2012","Nordrhein-Westfalen","Westdeutschland","423","0.418665733579705","0.38827056862626","0.449060898533149"
"Nein, nie","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nein, nie","2012","Hessen","Westdeutschland","136","","",""
"Nein, nie","2012","Hessen","Ostdeutschland","","","",""
"Nein, nie","2012","Rheinland-Pfalz,Saarland","Westdeutschland","110","","",""
"Nein, nie","2012","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nein, nie","2012","Baden-Wuerttemberg","Westdeutschland","295","","",""
"Nein, nie","2012","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nein, nie","2012","Bayern","Westdeutschland","351","0.396075940874735","0.364281840105355","0.427870041644114"
"Nein, nie","2012","Bayern","Ostdeutschland","","","",""
"Nein, nie","2012","Saarland","Westdeutschland","","","",""
"Nein, nie","2012","Saarland","Ostdeutschland","","","",""
"Nein, nie","2012","Berlin","Westdeutschland","24","","",""
"Nein, nie","2012","Berlin","Ostdeutschland","33","0.380797157779854","0.274391084364819","0.487203231194889"
"Nein, nie","2012","Brandenburg","Westdeutschland","","","",""
"Nein, nie","2012","Brandenburg","Ostdeutschland","58","0.347855185778018","0.27473697551832","0.420973396037716"
"Nein, nie","2012","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nein, nie","2012","Mecklenburg-Vorpommern","Ostdeutschland","40","0.370002952653362","0.274414175660808","0.465591729645915"
"Nein, nie","2012","Sachsen","Westdeutschland","","","",""
"Nein, nie","2012","Sachsen","Ostdeutschland","109","","",""
"Nein, nie","2012","Sachsen-Anhalt","Westdeutschland","","","",""
"Nein, nie","2012","Sachsen-Anhalt","Ostdeutschland","56","0.377858704540964","0.297829635491328","0.457887773590599"
"Nein, nie","2012","Thueringen","Westdeutschland","","","",""
"Nein, nie","2012","Thueringen","Ostdeutschland","60","0.399584392477163","0.324390159504361","0.474778625449965"
"Ja, jede Woche","2012","Schleswig-Holstein","Westdeutschland","38","0.128719198327479","0.0869553653893891","0.170483031265568"
"Ja, jede Woche","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, jede Woche","2012","Hamburg","Westdeutschland","8","0.0938136438263868","0.0286891305780943","0.158938157074679"
"Ja, jede Woche","2012","Hamburg","Ostdeutschland","","","",""
"Ja, jede Woche","2012","Niedersachsen","Westdeutschland","77","0.142531654378627","0.111796555972294","0.173266752784959"
