"hlf0001_h","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Hauptmieter","1991","Sachsen-Anhalt","Ostdeutschland","218","0.592184229388394","0.542379255495131","0.641989203281656"
"Hauptmieter","1991","Thüringen","Westdeutschland","","","",""
"Hauptmieter","1991","Thüringen","Ostdeutschland","174","0.589379797551588","0.536462600985128","0.642296994118048"
"Untermieter","1991","Schleswig-Holstein","Westdeutschland","5","","",""
"Untermieter","1991","Schleswig-Holstein","Ostdeutschland","","","",""
"Untermieter","1991","Hamburg","Westdeutschland","1","","",""
"Untermieter","1991","Hamburg","Ostdeutschland","","","",""
"Untermieter","1991","Niedersachsen","Westdeutschland","18","","",""
"Untermieter","1991","Niedersachsen","Ostdeutschland","","","",""
"Untermieter","1991","Bremen","Westdeutschland","3","","",""
"Untermieter","1991","Bremen","Ostdeutschland","","","",""
"Untermieter","1991","Nordrhein-Westfalen","Westdeutschland","28","","",""
"Untermieter","1991","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Untermieter","1991","Hessen","Westdeutschland","14","","",""
"Untermieter","1991","Hessen","Ostdeutschland","","","",""
"Untermieter","1991","Rheinland-Pfalz,Saarland","Westdeutschland","4","","",""
"Untermieter","1991","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Untermieter","1991","Baden-Württemberg","Westdeutschland","30","0.0392298828218315","0.026045984676396","0.052413780967267"
"Untermieter","1991","Baden-Württemberg","Ostdeutschland","","","",""
"Untermieter","1991","Bayern","Westdeutschland","15","","",""
"Untermieter","1991","Bayern","Ostdeutschland","","","",""
"Untermieter","1991","Saarland","Westdeutschland","","","",""
"Untermieter","1991","Saarland","Ostdeutschland","","","",""
"Untermieter","1991","Berlin","Westdeutschland","9","","",""
"Untermieter","1991","Berlin","Ostdeutschland","1","","",""
"Untermieter","1991","Brandenburg","Westdeutschland","","","",""
"Untermieter","1991","Brandenburg","Ostdeutschland","19","","",""
"Untermieter","1991","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Untermieter","1991","Mecklenburg-Vorpommern","Ostdeutschland","8","","",""
"Untermieter","1991","Sachsen","Westdeutschland","","","",""
"Untermieter","1991","Sachsen","Ostdeutschland","22","","",""
"Untermieter","1991","Sachsen-Anhalt","Westdeutschland","","","",""
"Untermieter","1991","Sachsen-Anhalt","Ostdeutschland","27","","",""
"Untermieter","1991","Thüringen","Westdeutschland","","","",""
"Untermieter","1991","Thüringen","Ostdeutschland","21","","",""
"Eigentümer","1991","Schleswig-Holstein","Westdeutschland","71","0.461775290588944","0.38303719767109","0.540513383506799"
"Eigentümer","1991","Schleswig-Holstein","Ostdeutschland","","","",""
"Eigentümer","1991","Hamburg","Westdeutschland","15","","",""
"Eigentümer","1991","Hamburg","Ostdeutschland","","","",""
"Eigentümer","1991","Niedersachsen","Westdeutschland","210","0.449879903859379","0.405235610479363","0.494524197239394"
"Eigentümer","1991","Niedersachsen","Ostdeutschland","","","",""
"Eigentümer","1991","Bremen","Westdeutschland","15","","",""
"Eigentümer","1991","Bremen","Ostdeutschland","","","",""
"Eigentümer","1991","Nordrhein-Westfalen","Westdeutschland","417","0.34896810609693","0.322534228624252","0.375401983569608"
"Eigentümer","1991","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Eigentümer","1991","Hessen","Westdeutschland","153","0.409246284225261","0.364264430217923","0.454228138232599"
"Eigentümer","1991","Hessen","Ostdeutschland","","","",""
"Eigentümer","1991","Rheinland-Pfalz,Saarland","Westdeutschland","165","0.511958821882826","0.457863847672865","0.566053796092786"
"Eigentümer","1991","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Eigentümer","1991","Baden-Württemberg","Westdeutschland","348","0.505475742148557","0.471523414793828","0.539428069503286"
"Eigentümer","1991","Baden-Württemberg","Ostdeutschland","","","",""
"Eigentümer","1991","Bayern","Westdeutschland","345","0.461446676823878","0.42685897058718","0.496034383060576"
"Eigentümer","1991","Bayern","Ostdeutschland","","","",""
"Eigentümer","1991","Saarland","Westdeutschland","","","",""
"Eigentümer","1991","Saarland","Ostdeutschland","","","",""
"Eigentümer","1991","Berlin","Westdeutschland","13","","",""
"Eigentümer","1991","Berlin","Ostdeutschland","7","","",""
"Eigentümer","1991","Brandenburg","Westdeutschland","","","",""
"Eigentümer","1991","Brandenburg","Ostdeutschland","118","0.34399120728345","0.292105390679016","0.395877023887883"
"Eigentümer","1991","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Eigentümer","1991","Mecklenburg-Vorpommern","Ostdeutschland","60","0.231588822102157","0.175971818408743","0.287205825795571"
"Eigentümer","1991","Sachsen","Westdeutschland","","","",""
"Eigentümer","1991","Sachsen","Ostdeutschland","140","0.220574332170439","0.187286171458114","0.253862492882765"
"Eigentümer","1991","Sachsen-Anhalt","Westdeutschland","","","",""
"Eigentümer","1991","Sachsen-Anhalt","Ostdeutschland","127","0.312459074006658","0.265485009702413","0.359433138310904"
"Eigentümer","1991","Thüringen","Westdeutschland","","","",""
"Eigentümer","1991","Thüringen","Ostdeutschland","135","0.337150572893334","0.286299696431832","0.388001449354837"
"Altersheim","1991","Schleswig-Holstein","Westdeutschland","","","",""
"Altersheim","1991","Schleswig-Holstein","Ostdeutschland","","","",""
"Altersheim","1991","Hamburg","Westdeutschland","","","",""
"Altersheim","1991","Hamburg","Ostdeutschland","","","",""
"Altersheim","1991","Niedersachsen","Westdeutschland","","","",""
"Altersheim","1991","Niedersachsen","Ostdeutschland","","","",""
"Altersheim","1991","Bremen","Westdeutschland","","","",""
"Altersheim","1991","Bremen","Ostdeutschland","","","",""
"Altersheim","1991","Nordrhein-Westfalen","Westdeutschland","","","",""
"Altersheim","1991","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Altersheim","1991","Hessen","Westdeutschland","","","",""
"Altersheim","1991","Hessen","Ostdeutschland","","","",""
"Altersheim","1991","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Altersheim","1991","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Altersheim","1991","Baden-Württemberg","Westdeutschland","","","",""
"Altersheim","1991","Baden-Württemberg","Ostdeutschland","","","",""
"Altersheim","1991","Bayern","Westdeutschland","","","",""
"Altersheim","1991","Bayern","Ostdeutschland","","","",""
"Altersheim","1991","Saarland","Westdeutschland","","","",""
"Altersheim","1991","Saarland","Ostdeutschland","","","",""
"Altersheim","1991","Berlin","Westdeutschland","","","",""
"Altersheim","1991","Berlin","Ostdeutschland","","","",""
"Altersheim","1991","Brandenburg","Westdeutschland","","","",""
"Altersheim","1991","Brandenburg","Ostdeutschland","","","",""
"Altersheim","1991","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Altersheim","1991","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Altersheim","1991","Sachsen","Westdeutschland","","","",""
"Altersheim","1991","Sachsen","Ostdeutschland","","","",""
"Altersheim","1991","Sachsen-Anhalt","Westdeutschland","","","",""
"Altersheim","1991","Sachsen-Anhalt","Ostdeutschland","","","",""
"Altersheim","1991","Thüringen","Westdeutschland","","","",""
"Altersheim","1991","Thüringen","Ostdeutschland","","","",""
"Mieter","1991","Schleswig-Holstein","Westdeutschland","","","",""
"Mieter","1991","Schleswig-Holstein","Ostdeutschland","","","",""
"Mieter","1991","Hamburg","Westdeutschland","","","",""
"Mieter","1991","Hamburg","Ostdeutschland","","","",""
"Mieter","1991","Niedersachsen","Westdeutschland","","","",""
"Mieter","1991","Niedersachsen","Ostdeutschland","","","",""
"Mieter","1991","Bremen","Westdeutschland","","","",""
"Mieter","1991","Bremen","Ostdeutschland","","","",""
"Mieter","1991","Nordrhein-Westfalen","Westdeutschland","","","",""
"Mieter","1991","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Mieter","1991","Hessen","Westdeutschland","","","",""
"Mieter","1991","Hessen","Ostdeutschland","","","",""
"Mieter","1991","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Mieter","1991","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Mieter","1991","Baden-Württemberg","Westdeutschland","","","",""
"Mieter","1991","Baden-Württemberg","Ostdeutschland","","","",""
"Mieter","1991","Bayern","Westdeutschland","","","",""
"Mieter","1991","Bayern","Ostdeutschland","","","",""
"Mieter","1991","Saarland","Westdeutschland","","","",""
"Mieter","1991","Saarland","Ostdeutschland","","","",""
"Mieter","1991","Berlin","Westdeutschland","","","",""
"Mieter","1991","Berlin","Ostdeutschland","","","",""
"Mieter","1991","Brandenburg","Westdeutschland","","","",""
"Mieter","1991","Brandenburg","Ostdeutschland","","","",""
"Mieter","1991","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Mieter","1991","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Mieter","1991","Sachsen","Westdeutschland","","","",""
"Mieter","1991","Sachsen","Ostdeutschland","","","",""
"Mieter","1991","Sachsen-Anhalt","Westdeutschland","","","",""
"Mieter","1991","Sachsen-Anhalt","Ostdeutschland","2","","",""
"Mieter","1991","Thüringen","Westdeutschland","","","",""
"Mieter","1991","Thüringen","Ostdeutschland","2","","",""
"Hauptmieter","1992","Schleswig-Holstein","Westdeutschland","73","0.475291694631307","0.394562893020337","0.556020496242277"
"Hauptmieter","1992","Schleswig-Holstein","Ostdeutschland","","","",""
"Hauptmieter","1992","Hamburg","Westdeutschland","76","0.853011322722642","0.781045556183804","0.92497708926148"
"Hauptmieter","1992","Hamburg","Ostdeutschland","","","",""
"Hauptmieter","1992","Niedersachsen","Westdeutschland","254","0.511144371647222","0.46679369180884","0.555495051485604"
"Hauptmieter","1992","Niedersachsen","Ostdeutschland","","","",""
"Hauptmieter","1992","Bremen","Westdeutschland","39","0.783655609595879","0.676763387349161","0.890547831842597"
"Hauptmieter","1992","Bremen","Ostdeutschland","","","",""
"Hauptmieter","1992","Nordrhein-Westfalen","Westdeutschland","805","0.616387195974096","0.589452053437008","0.643322338511183"
"Hauptmieter","1992","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Hauptmieter","1992","Hessen","Westdeutschland","286","0.538922366685379","0.493516943542351","0.584327789828406"
"Hauptmieter","1992","Hessen","Ostdeutschland","","","",""
"Hauptmieter","1992","Rheinland-Pfalz,Saarland","Westdeutschland","160","0.470435795124082","0.416583947064392","0.524287643183771"
"Hauptmieter","1992","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Hauptmieter","1992","Baden-Württemberg","Westdeutschland","455","0.453231304643851","0.419405495188879","0.487057114098823"
"Hauptmieter","1992","Baden-Württemberg","Ostdeutschland","","","",""
"Hauptmieter","1992","Bayern","Westdeutschland","438","0.488040541116778","0.453786077226238","0.522295005007317"
"Hauptmieter","1992","Bayern","Ostdeutschland","","","",""
"Hauptmieter","1992","Saarland","Westdeutschland","","","",""
"Hauptmieter","1992","Saarland","Ostdeutschland","","","",""
"Hauptmieter","1992","Berlin","Westdeutschland","151","0.861976632613785","0.811162383359404","0.912790881868166"
"Hauptmieter","1992","Berlin","Ostdeutschland","142","0.933744568519716","0.894072540229863","0.973416596809568"
"Hauptmieter","1992","Brandenburg","Westdeutschland","","","",""
"Hauptmieter","1992","Brandenburg","Ostdeutschland","204","0.654363163852048","0.602256588067023","0.706469739637074"
"Hauptmieter","1992","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Hauptmieter","1992","Mecklenburg-Vorpommern","Ostdeutschland","140","0.737227686861112","0.675921244239504","0.798534129482719"
"Hauptmieter","1992","Sachsen","Westdeutschland","","","",""
"Hauptmieter","1992","Sachsen","Ostdeutschland","419","0.742002908933718","0.70633362586247","0.777672192004966"
"Hauptmieter","1992","Sachsen-Anhalt","Westdeutschland","","","",""
"Hauptmieter","1992","Sachsen-Anhalt","Ostdeutschland","240","0.689407758223626","0.642129924753026","0.736685591694227"
"Hauptmieter","1992","Thüringen","Westdeutschland","","","",""
"Hauptmieter","1992","Thüringen","Ostdeutschland","179","0.61529548503403","0.562803061184115","0.667787908883945"
"Untermieter","1992","Schleswig-Holstein","Westdeutschland","5","","",""
"Untermieter","1992","Schleswig-Holstein","Ostdeutschland","","","",""
"Untermieter","1992","Hamburg","Westdeutschland","1","","",""
"Untermieter","1992","Hamburg","Ostdeutschland","","","",""
"Untermieter","1992","Niedersachsen","Westdeutschland","18","","",""
"Untermieter","1992","Niedersachsen","Ostdeutschland","","","",""
"Untermieter","1992","Bremen","Westdeutschland","2","","",""
"Untermieter","1992","Bremen","Ostdeutschland","","","",""
"Untermieter","1992","Nordrhein-Westfalen","Westdeutschland","25","","",""
"Untermieter","1992","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Untermieter","1992","Hessen","Westdeutschland","15","","",""
"Untermieter","1992","Hessen","Ostdeutschland","","","",""
"Untermieter","1992","Rheinland-Pfalz,Saarland","Westdeutschland","9","","",""
"Untermieter","1992","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Untermieter","1992","Baden-Württemberg","Westdeutschland","32","0.0443949830569434","0.0303993487664588","0.058390617347428"
"Untermieter","1992","Baden-Württemberg","Ostdeutschland","","","",""
"Untermieter","1992","Bayern","Westdeutschland","27","","",""
"Untermieter","1992","Bayern","Ostdeutschland","","","",""
"Untermieter","1992","Saarland","Westdeutschland","","","",""
"Untermieter","1992","Saarland","Ostdeutschland","","","",""
"Untermieter","1992","Berlin","Westdeutschland","13","","",""
"Untermieter","1992","Berlin","Ostdeutschland","1","","",""
"Untermieter","1992","Brandenburg","Westdeutschland","","","",""
"Untermieter","1992","Brandenburg","Ostdeutschland","8","","",""
"Untermieter","1992","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Untermieter","1992","Mecklenburg-Vorpommern","Ostdeutschland","2","","",""
"Untermieter","1992","Sachsen","Westdeutschland","","","",""
"Untermieter","1992","Sachsen","Ostdeutschland","18","","",""
"Untermieter","1992","Sachsen-Anhalt","Westdeutschland","","","",""
"Untermieter","1992","Sachsen-Anhalt","Ostdeutschland","11","","",""
"Untermieter","1992","Thüringen","Westdeutschland","","","",""
"Untermieter","1992","Thüringen","Ostdeutschland","15","","",""
"Eigentümer","1992","Schleswig-Holstein","Westdeutschland","69","0.480756674560935","0.399989006096899","0.561524343024971"
"Eigentümer","1992","Schleswig-Holstein","Ostdeutschland","","","",""
"Eigentümer","1992","Hamburg","Westdeutschland","16","","",""
"Eigentümer","1992","Hamburg","Ostdeutschland","","","",""
"Eigentümer","1992","Niedersachsen","Westdeutschland","215","0.450234634383787","0.40609321252277","0.494376056244803"
"Eigentümer","1992","Niedersachsen","Ostdeutschland","","","",""
"Eigentümer","1992","Bremen","Westdeutschland","16","","",""
"Eigentümer","1992","Bremen","Ostdeutschland","","","",""
"Eigentümer","1992","Nordrhein-Westfalen","Westdeutschland","422","0.362145363481958","0.335522899409755","0.38876782755416"
"Eigentümer","1992","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Eigentümer","1992","Hessen","Westdeutschland","162","0.419959477803917","0.375003188591184","0.464915767016649"
"Eigentümer","1992","Hessen","Ostdeutschland","","","",""
"Eigentümer","1992","Rheinland-Pfalz,Saarland","Westdeutschland","161","0.493537098263397","0.439595371824461","0.547478824702333"
"Eigentümer","1992","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Eigentümer","1992","Baden-Württemberg","Westdeutschland","344","0.501067798603625","0.467093113366259","0.535042483840992"
"Eigentümer","1992","Baden-Württemberg","Ostdeutschland","","","",""
"Eigentümer","1992","Bayern","Westdeutschland","353","0.469359663454973","0.435159793791479","0.503559533118467"
"Eigentümer","1992","Bayern","Ostdeutschland","","","",""
"Eigentümer","1992","Saarland","Westdeutschland","","","",""
"Eigentümer","1992","Saarland","Ostdeutschland","","","",""
"Eigentümer","1992","Berlin","Westdeutschland","13","","",""
"Eigentümer","1992","Berlin","Ostdeutschland","7","","",""
"Eigentümer","1992","Brandenburg","Westdeutschland","","","",""
"Eigentümer","1992","Brandenburg","Ostdeutschland","108","0.323103484507024","0.271863963420304","0.374343005593744"
"Eigentümer","1992","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Eigentümer","1992","Mecklenburg-Vorpommern","Ostdeutschland","56","0.246217192144885","0.18621076114675","0.306223623143019"
"Eigentümer","1992","Sachsen","Westdeutschland","","","",""
"Eigentümer","1992","Sachsen","Ostdeutschland","141","0.231210215846884","0.196839270026144","0.265581161667624"
"Eigentümer","1992","Sachsen-Anhalt","Westdeutschland","","","",""
"Eigentümer","1992","Sachsen-Anhalt","Ostdeutschland","116","0.283534670989267","0.237485177518649","0.329584164459886"
