year,bula_h,regtyp,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Mecklenburg-Western Pomerania,Rural regions,No,0.24996,133,486,0.21143,0.28850
2015,Saxony,Urban regions,Yes,0.60503,581,803,0.57120,0.63886
2015,Saxony,Urban regions,No,0.24572,222,803,0.21593,0.27552
2015,Saxony,Rural regions,Yes,0.62468,508,701,0.58881,0.66055
2015,Saxony,Rural regions,No,0.21189,193,701,0.18161,0.24216
2015,Saxony-Anhalt,Urban regions,Yes,0.68227,164,206,0.61853,0.74600
2015,Saxony-Anhalt,Urban regions,No,0.24112,42,206,0.18256,0.29968
2015,Saxony-Anhalt,Rural regions,Yes,0.59219,465,675,0.55509,0.62929
2015,Saxony-Anhalt,Rural regions,No,0.24518,210,675,0.21270,0.27766
2015,Thuringa,Urban regions,Yes,0.50555,200,288,0.44770,0.56339
2015,Thuringa,Urban regions,No,0.24373,88,288,0.19406,0.29340
2015,Thuringa,Rural regions,Yes,0.63951,456,627,0.60189,0.67712
2015,Thuringa,Rural regions,No,0.21698,171,627,0.18469,0.24927
2016,Schleswig-Holstein,Urban regions,Yes,0.58134,147,225,0.51674,0.64595
2016,Schleswig-Holstein,Urban regions,No,0.25708,78,225,0.19985,0.31431
2016,Schleswig-Holstein,Rural regions,Yes,0.58657,405,592,0.54687,0.62627
2016,Schleswig-Holstein,Rural regions,No,0.23647,187,592,0.20222,0.27073
2016,Hamburg,Urban regions,Yes,0.57755,290,423,0.53042,0.62468
2016,Hamburg,Urban regions,No,0.24773,133,423,0.20654,0.28892
2016,Lower Saxony,Urban regions,Yes,0.61925,679,948,0.58833,0.65018
2016,Lower Saxony,Urban regions,No,0.22876,269,948,0.20201,0.25551
2016,Lower Saxony,Rural regions,Yes,0.61903,995,1410,0.59367,0.64439
2016,Lower Saxony,Rural regions,No,0.21534,415,1410,0.19388,0.23681
2016,Bremen,Urban regions,Yes,0.65552,125,176,0.58512,0.72593
2016,Bremen,Urban regions,No,0.14990,51,176,0.09701,0.20279
2016,North Rhine-Westphalia,Urban regions,Yes,0.58799,3431,4918,0.57423,0.60174
2016,North Rhine-Westphalia,Urban regions,No,0.23607,1487,4918,0.22420,0.24794
2016,North Rhine-Westphalia,Rural regions,Yes,0.63503,78,78,0.52750,0.74256
2016,Hesse,Urban regions,Yes,0.60250,944,1310,0.57599,0.62902
2016,Hesse,Urban regions,No,0.20643,366,1310,0.18450,0.22835
2016,Hesse,Rural regions,Yes,0.64106,203,287,0.58547,0.69666
2016,Hesse,Rural regions,No,0.18992,84,287,0.14446,0.23537
2016,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.58013,726,1064,0.55046,0.60980
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.24729,338,1064,0.22136,0.27323
2016,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.51276,244,409,0.46426,0.56127
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.31212,165,409,0.26716,0.35709
2016,Baden-Wuerttemberg,Urban regions,Yes,0.56874,1684,2520,0.54940,0.58808
2016,Baden-Wuerttemberg,Urban regions,No,0.25770,836,2520,0.24062,0.27478
2016,Baden-Wuerttemberg,Rural regions,Yes,0.57580,206,310,0.52070,0.63091
2016,Baden-Wuerttemberg,Rural regions,No,0.26722,104,310,0.21788,0.31655
2016,Bavaria,Urban regions,Yes,0.57723,1232,1777,0.55426,0.60021
2016,Bavaria,Urban regions,No,0.23808,545,1777,0.21827,0.25789
2016,Bavaria,Rural regions,Yes,0.56450,1377,2075,0.54316,0.58584
2016,Bavaria,Rural regions,No,0.27231,698,2075,0.25315,0.29147
2016,Berlin,Urban regions,Yes,0.62064,657,904,0.58899,0.65229
2016,Berlin,Urban regions,No,0.22204,247,904,0.19493,0.24915
2016,Brandenburg,Urban regions,Yes,0.76999,56,56,0.65877,0.88121
2016,Brandenburg,Rural regions,Yes,0.61846,645,862,0.58602,0.65091
2016,Brandenburg,Rural regions,No,0.21168,217,862,0.18440,0.23897
2016,Mecklenburg-Western Pomerania,Urban regions,Yes,0.57882,45,45,0.43293,0.72471
2016,Mecklenburg-Western Pomerania,Rural regions,Yes,0.56579,326,446,0.51973,0.61184
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.22370,120,446,0.18498,0.26242
2016,Saxony,Urban regions,Yes,0.59951,545,760,0.56465,0.63437
2016,Saxony,Urban regions,No,0.25197,215,760,0.22108,0.28285
2016,Saxony,Rural regions,Yes,0.60497,477,679,0.56817,0.64176
2016,Saxony,Rural regions,No,0.24091,202,679,0.20872,0.27310
2016,Saxony-Anhalt,Urban regions,Yes,0.60660,138,189,0.53677,0.67643
2016,Saxony-Anhalt,Urban regions,No,0.25981,51,189,0.19712,0.32249
2016,Saxony-Anhalt,Rural regions,Yes,0.56611,436,640,0.52768,0.60454
2016,Saxony-Anhalt,Rural regions,No,0.26655,204,640,0.23226,0.30083
2016,Thuringa,Urban regions,Yes,0.54976,185,277,0.49107,0.60846
2016,Thuringa,Urban regions,No,0.29560,92,277,0.24176,0.34943
2016,Thuringa,Rural regions,Yes,0.60127,455,615,0.56254,0.64000
2016,Thuringa,Rural regions,No,0.22823,160,615,0.19503,0.26143
2017,Schleswig-Holstein,Urban regions,Yes,0.56556,199,291,0.50851,0.62262
2017,Schleswig-Holstein,Urban regions,No,0.24839,92,291,0.19866,0.29812
2017,Schleswig-Holstein,Rural regions,Yes,0.61855,471,654,0.58130,0.65581
2017,Schleswig-Holstein,Rural regions,No,0.19691,183,654,0.16641,0.22741
2017,Hamburg,Urban regions,Yes,0.60491,335,461,0.56023,0.64958
2017,Hamburg,Urban regions,No,0.19783,126,461,0.16143,0.23424
2017,Lower Saxony,Urban regions,Yes,0.62670,784,1099,0.59809,0.65531
2017,Lower Saxony,Urban regions,No,0.21504,315,1099,0.19074,0.23934
2017,Lower Saxony,Rural regions,Yes,0.64388,1175,1578,0.62024,0.66751
2017,Lower Saxony,Rural regions,No,0.17669,403,1578,0.15786,0.19551
2017,Bremen,Urban regions,Yes,0.59122,152,217,0.52566,0.65678
2017,Bremen,Urban regions,No,0.21553,65,217,0.16069,0.27037
2017,North Rhine-Westphalia,Urban regions,Yes,0.59466,3856,5355,0.58151,0.60781
2017,North Rhine-Westphalia,Urban regions,No,0.23200,1499,5355,0.22069,0.24331
2017,North Rhine-Westphalia,Rural regions,Yes,0.60733,75,116,0.51808,0.69659
2017,North Rhine-Westphalia,Rural regions,No,0.27437,41,116,0.19281,0.35592
2017,Hesse,Urban regions,Yes,0.60274,1025,1419,0.57727,0.62821
2017,Hesse,Urban regions,No,0.21504,394,1419,0.19366,0.23643
2017,Hesse,Rural regions,Yes,0.64156,266,349,0.59117,0.69194
2017,Hesse,Rural regions,No,0.16948,83,349,0.13006,0.20890
2017,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.59126,801,1109,0.56232,0.62021
2017,"Rhineland-Palatinate, Saarland",Urban regions,No,0.22726,308,1109,0.20258,0.25193
2017,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.63796,277,403,0.59097,0.68494
2017,"Rhineland-Palatinate, Saarland",Rural regions,No,0.18930,126,403,0.15100,0.22760
2017,Baden-Wuerttemberg,Urban regions,Yes,0.58571,1871,2667,0.56701,0.60441
2017,Baden-Wuerttemberg,Urban regions,No,0.23224,796,2667,0.21621,0.24826
2017,Baden-Wuerttemberg,Rural regions,Yes,0.56249,224,328,0.50872,0.61626
2017,Baden-Wuerttemberg,Rural regions,No,0.29481,104,328,0.24539,0.34423
2017,Bavaria,Urban regions,Yes,0.59897,1374,1921,0.57705,0.62089
2017,Bavaria,Urban regions,No,0.21958,547,1921,0.20106,0.23809
2017,Bavaria,Rural regions,Yes,0.58188,1546,2247,0.56148,0.60228
2017,Bavaria,Rural regions,No,0.25519,701,2247,0.23716,0.27322
2017,Berlin,Urban regions,Yes,0.63979,718,984,0.60977,0.66980
2017,Berlin,Urban regions,No,0.21176,266,984,0.18622,0.23730
2017,Brandenburg,Urban regions,Yes,0.60842,68,68,0.49154,0.72530
2017,Brandenburg,Rural regions,Yes,0.64227,711,940,0.61161,0.67293
2017,Brandenburg,Rural regions,No,0.17041,229,940,0.14636,0.19446
2017,Mecklenburg-Western Pomerania,Urban regions,Yes,0.62459,53,53,0.49297,0.75620
2017,Mecklenburg-Western Pomerania,Rural regions,Yes,0.58708,359,494,0.54362,0.63055
2017,Mecklenburg-Western Pomerania,Rural regions,No,0.22935,135,494,0.19224,0.26646
2017,Saxony,Urban regions,Yes,0.63233,638,881,0.60047,0.66419
2017,Saxony,Urban regions,No,0.22006,243,881,0.19268,0.24743
2017,Saxony,Rural regions,Yes,0.65697,566,771,0.62343,0.69050
2017,Saxony,Rural regions,No,0.18929,205,771,0.16162,0.21696
2017,Saxony-Anhalt,Urban regions,Yes,0.70711,138,179,0.64025,0.77396
2017,Saxony-Anhalt,Urban regions,No,0.12168,41,179,0.07365,0.16970
2017,Saxony-Anhalt,Rural regions,Yes,0.58390,533,740,0.54836,0.61944
2017,Saxony-Anhalt,Rural regions,No,0.25510,207,740,0.22367,0.28653
2017,Thuringa,Urban regions,Yes,0.65531,211,290,0.60052,0.71011
2017,Thuringa,Urban regions,No,0.19110,79,290,0.14577,0.23643
2017,Thuringa,Rural regions,Yes,0.62559,497,685,0.58932,0.66186
2017,Thuringa,Rural regions,No,0.22591,188,685,0.19457,0.25725
2018,Schleswig-Holstein,Urban regions,Yes,0.51350,210,317,0.45839,0.56860
2018,Schleswig-Holstein,Urban regions,No,0.29903,107,317,0.24855,0.34951
2018,Schleswig-Holstein,Rural regions,Yes,0.62646,437,605,0.58788,0.66504
2018,Schleswig-Holstein,Rural regions,No,0.18894,168,605,0.15772,0.22016
2018,Hamburg,Urban regions,Yes,0.57985,336,484,0.53583,0.62387
2018,Hamburg,Urban regions,No,0.24446,148,484,0.20613,0.28278
2018,Lower Saxony,Urban regions,Yes,0.62633,760,1050,0.59705,0.65560
2018,Lower Saxony,Urban regions,No,0.21618,290,1050,0.19127,0.24110
2018,Lower Saxony,Rural regions,Yes,0.62560,1068,1473,0.60088,0.65033
2018,Lower Saxony,Rural regions,No,0.20178,405,1473,0.18128,0.22228
2018,Bremen,Urban regions,Yes,0.60376,160,224,0.53957,0.66796
2018,Bremen,Urban regions,No,0.19077,64,224,0.13920,0.24234
2018,North Rhine-Westphalia,Urban regions,Yes,0.61204,3783,5282,0.59890,0.62519
2018,North Rhine-Westphalia,Urban regions,No,0.22675,1499,5282,0.21546,0.23804
2018,North Rhine-Westphalia,Rural regions,Yes,0.55321,72,72,0.43757,0.66886
2018,Hesse,Urban regions,Yes,0.57040,957,1348,0.54397,0.59684
2018,Hesse,Urban regions,No,0.25264,391,1348,0.22943,0.27584
2018,Hesse,Rural regions,Yes,0.59865,237,342,0.54662,0.65068
2018,Hesse,Rural regions,No,0.24626,105,342,0.20053,0.29198
2018,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.59070,778,1077,0.56132,0.62008
2018,"Rhineland-Palatinate, Saarland",Urban regions,No,0.21444,299,1077,0.18991,0.23896
2018,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.65101,276,391,0.60370,0.69831
2018,"Rhineland-Palatinate, Saarland",Rural regions,No,0.20416,115,391,0.16415,0.24416
2018,Baden-Wuerttemberg,Urban regions,Yes,0.58844,1739,2455,0.56897,0.60791
2018,Baden-Wuerttemberg,Urban regions,No,0.23416,716,2455,0.21741,0.25092
2018,Baden-Wuerttemberg,Rural regions,Yes,0.57940,212,321,0.52531,0.63349
2018,Baden-Wuerttemberg,Rural regions,No,0.29212,109,321,0.24229,0.34194
2018,Bavaria,Urban regions,Yes,0.59163,1327,1834,0.56912,0.61413
2018,Bavaria,Urban regions,No,0.22866,507,1834,0.20943,0.24788
2018,Bavaria,Rural regions,Yes,0.58926,1482,2128,0.56836,0.61017
2018,Bavaria,Rural regions,No,0.25689,646,2128,0.23832,0.27546
2018,Berlin,Urban regions,Yes,0.63818,724,990,0.60824,0.66813
2018,Berlin,Urban regions,No,0.20212,266,990,0.17709,0.22715
2018,Brandenburg,Urban regions,Yes,0.61699,67,67,0.49970,0.73427
2018,Brandenburg,Rural regions,Yes,0.62398,712,935,0.59292,0.65505
2018,Brandenburg,Rural regions,No,0.18869,223,935,0.16360,0.21378
2018,Mecklenburg-Western Pomerania,Urban regions,Yes,0.78236,74,74,0.68770,0.87702
2018,Mecklenburg-Western Pomerania,Rural regions,Yes,0.57202,351,499,0.52857,0.61548
2018,Mecklenburg-Western Pomerania,Rural regions,No,0.24526,148,499,0.20747,0.28305
2018,Saxony,Urban regions,Yes,0.61919,632,859,0.58669,0.65168
2018,Saxony,Urban regions,No,0.23987,227,859,0.21129,0.26844
2018,Saxony,Rural regions,Yes,0.59975,539,754,0.56476,0.63475
2018,Saxony,Rural regions,No,0.22852,215,754,0.19853,0.25851
2018,Saxony-Anhalt,Urban regions,Yes,0.56210,138,187,0.49080,0.63340
2018,Saxony-Anhalt,Urban regions,No,0.21161,49,187,0.15291,0.27031
2018,Saxony-Anhalt,Rural regions,Yes,0.64014,535,723,0.60513,0.67515
2018,Saxony-Anhalt,Rural regions,No,0.20452,188,723,0.17510,0.23395
2018,Thuringa,Urban regions,Yes,0.53448,211,293,0.47727,0.59170
2018,Thuringa,Urban regions,No,0.30376,82,293,0.25101,0.35650
2018,Thuringa,Rural regions,Yes,0.61368,474,642,0.57599,0.65138
2018,Thuringa,Rural regions,No,0.22077,168,642,0.18866,0.25288
2019,Schleswig-Holstein,Urban regions,Yes,0.58254,243,338,0.52989,0.63519
2019,Schleswig-Holstein,Urban regions,No,0.20895,95,338,0.16554,0.25236
2019,Schleswig-Holstein,Rural regions,Yes,0.62469,438,598,0.58585,0.66353
2019,Schleswig-Holstein,Rural regions,No,0.17497,160,598,0.14449,0.20545
2019,Hamburg,Urban regions,Yes,0.60805,381,507,0.56552,0.65059
2019,Hamburg,Urban regions,No,0.20076,126,507,0.16585,0.23566
2019,Lower Saxony,Urban regions,Yes,0.61670,749,1022,0.58688,0.64653
2019,Lower Saxony,Urban regions,No,0.20693,273,1022,0.18208,0.23177
2019,Lower Saxony,Rural regions,Yes,0.63258,1020,1431,0.60760,0.65757
2019,Lower Saxony,Rural regions,No,0.20054,411,1431,0.17979,0.22129
2019,Bremen,Urban regions,Yes,0.66272,166,214,0.59923,0.72622
2019,Bremen,Urban regions,No,0.17447,48,214,0.12350,0.22544
2019,North Rhine-Westphalia,Urban regions,Yes,0.61157,3763,5176,0.59829,0.62485
2019,North Rhine-Westphalia,Urban regions,No,0.22315,1413,5176,0.21180,0.23449
2019,North Rhine-Westphalia,Rural regions,Yes,0.52799,68,99,0.42915,0.62683
2019,North Rhine-Westphalia,Rural regions,No,0.30629,31,99,0.21502,0.39755
2019,Hesse,Urban regions,Yes,0.56916,942,1321,0.54244,0.59587
2019,Hesse,Urban regions,No,0.25800,379,1321,0.23439,0.28160
2019,Hesse,Rural regions,Yes,0.66880,244,334,0.61825,0.71935
2019,Hesse,Rural regions,No,0.15976,90,334,0.12041,0.19912
2019,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.63752,789,1077,0.60879,0.66624
2019,"Rhineland-Palatinate, Saarland",Urban regions,No,0.19354,288,1077,0.16993,0.21715
2019,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.63340,249,364,0.58383,0.68298
2019,"Rhineland-Palatinate, Saarland",Rural regions,No,0.20316,115,364,0.16177,0.24455
2019,Baden-Wuerttemberg,Urban regions,Yes,0.58686,1713,2463,0.56741,0.60631
2019,Baden-Wuerttemberg,Urban regions,No,0.22492,750,2463,0.20843,0.24142
2019,Baden-Wuerttemberg,Rural regions,Yes,0.59645,191,276,0.53847,0.65444
2019,Baden-Wuerttemberg,Rural regions,No,0.26266,85,276,0.21065,0.31468
2019,Bavaria,Urban regions,Yes,0.58900,1253,1762,0.56602,0.61198
2019,Bavaria,Urban regions,No,0.22161,509,1762,0.20221,0.24101
2019,Bavaria,Rural regions,Yes,0.60056,1467,2094,0.57958,0.62154
2019,Bavaria,Rural regions,No,0.23255,627,2094,0.21445,0.25065
2019,Berlin,Urban regions,Yes,0.60703,683,948,0.57592,0.63814
2019,Berlin,Urban regions,No,0.23518,265,948,0.20816,0.26219
2019,Brandenburg,Urban regions,Yes,0.56766,69,69,0.44991,0.68541
2019,Brandenburg,Rural regions,Yes,0.59785,720,1001,0.56746,0.62824
2019,Brandenburg,Rural regions,No,0.20643,281,1001,0.18135,0.23152
2019,Mecklenburg-Western Pomerania,Urban regions,Yes,0.64141,73,73,0.53063,0.75219
2019,Mecklenburg-Western Pomerania,Rural regions,Yes,0.63556,379,505,0.59355,0.67758
2019,Mecklenburg-Western Pomerania,Rural regions,No,0.18792,126,505,0.15382,0.22203
2019,Saxony,Urban regions,Yes,0.60935,602,852,0.57656,0.64213
2019,Saxony,Urban regions,No,0.25490,250,852,0.22562,0.28418
2019,Saxony,Rural regions,Yes,0.62906,528,753,0.59454,0.66359
2019,Saxony,Rural regions,No,0.20427,225,753,0.17546,0.23309
2019,Saxony-Anhalt,Urban regions,Yes,0.63449,152,190,0.56583,0.70315
2019,Saxony-Anhalt,Urban regions,No,0.17758,38,190,0.12310,0.23207
2019,Saxony-Anhalt,Rural regions,Yes,0.63122,495,678,0.59488,0.66757
2019,Saxony-Anhalt,Rural regions,No,0.21418,183,678,0.18327,0.24508
2019,Thuringa,Urban regions,Yes,0.63359,213,287,0.57774,0.68943
2019,Thuringa,Urban regions,No,0.21193,74,287,0.16456,0.25929
2019,Thuringa,Rural regions,Yes,0.60076,447,624,0.56230,0.63921
2019,Thuringa,Rural regions,No,0.24624,177,624,0.21241,0.28007
2020,Schleswig-Holstein,Urban regions,Yes,0.51668,274,400,0.46764,0.56571
2020,Schleswig-Holstein,Urban regions,No,0.25694,126,400,0.21406,0.29981
2020,Schleswig-Holstein,Rural regions,Yes,0.60103,427,629,0.56273,0.63933
2020,Schleswig-Holstein,Rural regions,No,0.19963,202,629,0.16837,0.23090
2020,Hamburg,Urban regions,Yes,0.57003,395,575,0.52953,0.61053
2020,Hamburg,Urban regions,No,0.23961,180,575,0.20469,0.27453
2020,Lower Saxony,Urban regions,Yes,0.59149,757,1185,0.56349,0.61949
2020,Lower Saxony,Urban regions,No,0.23756,428,1185,0.21332,0.26181
2020,Lower Saxony,Rural regions,Yes,0.56754,1009,1602,0.54327,0.59181
2020,Lower Saxony,Rural regions,No,0.25586,593,1602,0.23449,0.27723
2020,Bremen,Urban regions,Yes,0.64701,165,266,0.58947,0.70455
2020,Bremen,Urban regions,No,0.22256,101,266,0.17247,0.27264
2020,North Rhine-Westphalia,Urban regions,Yes,0.56381,3853,6023,0.55128,0.57633
2020,North Rhine-Westphalia,Urban regions,No,0.27415,2170,6023,0.26289,0.28542
2020,North Rhine-Westphalia,Rural regions,Yes,0.48799,69,108,0.39327,0.58270
2020,North Rhine-Westphalia,Rural regions,No,0.31470,39,108,0.22670,0.40269
2020,Hesse,Urban regions,Yes,0.55100,1025,1663,0.52709,0.57491
2020,Hesse,Urban regions,No,0.27762,638,1663,0.25609,0.29915
2020,Hesse,Rural regions,Yes,0.54496,232,365,0.49380,0.59612
2020,Hesse,Rural regions,No,0.28542,133,365,0.23902,0.33181
2020,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.60015,749,1141,0.57171,0.62858
2020,"Rhineland-Palatinate, Saarland",Urban regions,No,0.23716,392,1141,0.21247,0.26185
2020,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.59774,247,376,0.54811,0.64737
2020,"Rhineland-Palatinate, Saarland",Rural regions,No,0.23424,129,376,0.19137,0.27711
2020,Baden-Wuerttemberg,Urban regions,Yes,0.55220,1803,2780,0.53371,0.57069
2020,Baden-Wuerttemberg,Urban regions,No,0.26358,977,2780,0.24720,0.27996
2020,Baden-Wuerttemberg,Rural regions,Yes,0.49915,228,372,0.44827,0.55003
2020,Baden-Wuerttemberg,Rural regions,No,0.33940,144,372,0.29122,0.38759
2020,Bavaria,Urban regions,Yes,0.53050,1380,2060,0.50895,0.55206
2020,Bavaria,Urban regions,No,0.28051,680,2060,0.26110,0.29991
2020,Bavaria,Rural regions,Yes,0.53608,1438,2266,0.51555,0.55662
2020,Bavaria,Rural regions,No,0.29171,828,2266,0.27299,0.31043
2020,Berlin,Urban regions,Yes,0.59101,819,1267,0.56393,0.61810
2020,Berlin,Urban regions,No,0.24893,448,1267,0.22512,0.27275
2020,Brandenburg,Urban regions,Yes,0.62864,73,73,0.51703,0.74025
2020,Brandenburg,Rural regions,Yes,0.60141,711,1037,0.57159,0.63122
2020,Brandenburg,Rural regions,No,0.22170,326,1037,0.19640,0.24699
2020,Mecklenburg-Western Pomerania,Urban regions,Yes,0.55099,61,61,0.42514,0.67685
2020,Mecklenburg-Western Pomerania,Rural regions,Yes,0.60130,319,439,0.55544,0.64715
2020,Mecklenburg-Western Pomerania,Rural regions,No,0.21936,120,439,0.18061,0.25812
2020,Saxony,Urban regions,Yes,0.61011,566,883,0.57793,0.64230
2020,Saxony,Urban regions,No,0.24995,317,883,0.22138,0.27853
2020,Saxony,Rural regions,Yes,0.58493,504,754,0.54973,0.62012
2020,Saxony,Rural regions,No,0.24701,250,754,0.21621,0.27782
2020,Saxony-Anhalt,Urban regions,Yes,0.57789,134,231,0.51406,0.64172
2020,Saxony-Anhalt,Urban regions,No,0.22222,97,231,0.16849,0.27594
2020,Saxony-Anhalt,Rural regions,Yes,0.56379,478,715,0.52742,0.60017
2020,Saxony-Anhalt,Rural regions,No,0.27756,237,715,0.24471,0.31040
2020,Thuringa,Urban regions,Yes,0.44809,211,323,0.39377,0.50240
2020,Thuringa,Urban regions,No,0.36231,112,323,0.30981,0.41481
2020,Thuringa,Rural regions,Yes,0.58461,430,643,0.54649,0.62273
2020,Thuringa,Rural regions,No,0.27090,213,643,0.23652,0.30528
2021,Schleswig-Holstein,Urban regions,Yes,0.51597,179,247,0.45352,0.57842
2021,Schleswig-Holstein,Urban regions,No,0.19078,68,247,0.14168,0.23988
2021,Schleswig-Holstein,Rural regions,Yes,0.54165,303,460,0.49606,0.58723
2021,Schleswig-Holstein,Rural regions,No,0.24933,157,460,0.20975,0.28890
2021,Hamburg,Urban regions,Yes,0.66710,313,393,0.62045,0.71375
2021,Hamburg,Urban regions,No,0.17329,80,393,0.13582,0.21076
2021,Lower Saxony,Urban regions,Yes,0.63675,546,733,0.60191,0.67159
2021,Lower Saxony,Urban regions,No,0.17769,187,733,0.15000,0.20538
2021,Lower Saxony,Rural regions,Yes,0.58335,659,937,0.55177,0.61494
2021,Lower Saxony,Rural regions,No,0.23479,278,937,0.20764,0.26195
2021,Bremen,Urban regions,Yes,0.71236,89,124,0.63236,0.79235
2021,Bremen,Urban regions,No,0.18219,35,124,0.11397,0.25040
2021,North Rhine-Westphalia,Urban regions,Yes,0.58570,2537,3480,0.56933,0.60207
2021,North Rhine-Westphalia,Urban regions,No,0.23417,943,3480,0.22009,0.24824
2021,North Rhine-Westphalia,Rural regions,Yes,0.51257,65,65,0.39011,0.63503
2021,Hesse,Urban regions,Yes,0.58878,616,867,0.55601,0.62155
2021,Hesse,Urban regions,No,0.24464,251,867,0.21601,0.27328
2021,Hesse,Rural regions,Yes,0.65204,156,207,0.58699,0.71708
2021,Hesse,Rural regions,No,0.19029,51,207,0.13668,0.24389
2021,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.61450,467,658,0.57728,0.65172
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.21596,191,658,0.18450,0.24743
2021,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.75240,167,211,0.69402,0.81078
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.11333,44,211,0.07045,0.15620
2021,Baden-Wuerttemberg,Urban regions,Yes,0.57558,1211,1742,0.55237,0.59880
2021,Baden-Wuerttemberg,Urban regions,No,0.23170,531,1742,0.21188,0.25152
2021,Baden-Wuerttemberg,Rural regions,Yes,0.60625,143,217,0.54109,0.67140
2021,Baden-Wuerttemberg,Rural regions,No,0.27954,74,217,0.21969,0.33939
2021,Bavaria,Urban regions,Yes,0.58540,947,1294,0.55855,0.61226
2021,Bavaria,Urban regions,No,0.22514,347,1294,0.20237,0.24790
2021,Bavaria,Rural regions,Yes,0.55455,938,1378,0.52830,0.58080
2021,Bavaria,Rural regions,No,0.27569,440,1378,0.25208,0.29929
2021,Berlin,Urban regions,Yes,0.63582,580,782,0.60207,0.66957
2021,Berlin,Urban regions,No,0.17779,202,782,0.15097,0.20460
2021,Brandenburg,Urban regions,Yes,0.64149,48,48,0.50439,0.77860
2021,Brandenburg,Rural regions,Yes,0.59230,442,594,0.55275,0.63185
2021,Brandenburg,Rural regions,No,0.21946,152,594,0.18615,0.25278
2021,Mecklenburg-Western Pomerania,Urban regions,Yes,0.56083,51,51,0.42327,0.69840
2021,Mecklenburg-Western Pomerania,Rural regions,Yes,0.65712,241,326,0.60551,0.70873
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.20644,85,326,0.16244,0.25045
2021,Saxony,Urban regions,Yes,0.61368,435,587,0.57426,0.65310
2021,Saxony,Urban regions,No,0.24027,152,587,0.20568,0.27487
2021,Saxony,Rural regions,Yes,0.56453,370,530,0.52227,0.60678
2021,Saxony,Rural regions,No,0.26194,160,530,0.22447,0.29941
2021,Saxony-Anhalt,Urban regions,Yes,0.56186,80,125,0.47453,0.64919
2021,Saxony-Anhalt,Urban regions,No,0.23970,45,125,0.16456,0.31484
2021,Saxony-Anhalt,Rural regions,Yes,0.59893,320,439,0.55303,0.64483
2021,Saxony-Anhalt,Rural regions,No,0.26514,119,439,0.22380,0.30648
2021,Thuringa,Urban regions,Yes,0.53048,155,204,0.46183,0.59913
2021,Thuringa,Urban regions,No,0.25407,49,204,0.19418,0.31396
2021,Thuringa,Rural regions,Yes,0.61381,292,390,0.56543,0.66219
2021,Thuringa,Rural regions,No,0.21943,98,390,0.17831,0.26056
2022,Schleswig-Holstein,Urban regions,Yes,0.50292,272,366,0.45162,0.55421
2022,Schleswig-Holstein,Urban regions,No,0.19159,94,366,0.15121,0.23196
2022,Schleswig-Holstein,Rural regions,Yes,0.50630,412,581,0.46561,0.54699
2022,Schleswig-Holstein,Rural regions,No,0.22148,169,581,0.18768,0.25527
2022,Hamburg,Urban regions,Yes,0.53791,421,587,0.49754,0.57827
2022,Hamburg,Urban regions,No,0.22303,166,587,0.18932,0.25673
2022,Lower Saxony,Urban regions,Yes,0.44364,663,988,0.41264,0.47463
2022,Lower Saxony,Urban regions,No,0.22787,325,988,0.20170,0.25404
2022,Lower Saxony,Rural regions,Yes,0.49558,857,1242,0.46776,0.52340
2022,Lower Saxony,Rural regions,No,0.21792,385,1242,0.19495,0.24089
2022,Bremen,Urban regions,Yes,0.50285,126,189,0.43138,0.57432
2022,Bremen,Urban regions,No,0.18701,63,189,0.13127,0.24275
2022,North Rhine-Westphalia,Urban regions,Yes,0.52343,3824,5477,0.51020,0.53666
2022,North Rhine-Westphalia,Urban regions,No,0.21602,1653,5477,0.20512,0.22692
2022,North Rhine-Westphalia,Rural regions,Yes,0.52410,82,127,0.43690,0.61130
2022,North Rhine-Westphalia,Rural regions,No,0.23350,45,127,0.15963,0.30737
2022,Hesse,Urban regions,Yes,0.49065,925,1356,0.46403,0.51727
2022,Hesse,Urban regions,No,0.22879,431,1356,0.20643,0.25116
2022,Hesse,Rural regions,Yes,0.55429,228,322,0.49991,0.60866
2022,Hesse,Rural regions,No,0.21621,94,322,0.17117,0.26124
2022,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.49752,660,965,0.46596,0.52908
