"hlf0071_h","year","quintil","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Gerade richtig","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2018","2","Staedtischer Raum","174","0.0580732211087406","0.0509788095203444","0.0651676326971368"
"Etwas zu gross","2018","2","Laendlicher Raum","136","0.0955796901943025","0.0831344391108851","0.10802494127772"
"Etwas zu gross","2018","3","Staedtischer Raum","261","0.0860486136316945","0.077711096931791","0.0943861303315979"
"Etwas zu gross","2018","3","Laendlicher Raum","241","0.120298563970985","0.108088908928553","0.132508219013416"
"Etwas zu gross","2018","4","Staedtischer Raum","600","0.114469724361645","0.106790374253296","0.122149074469995"
"Etwas zu gross","2018","4","Laendlicher Raum","418","0.174690448012649","0.162513293883246","0.186867602142053"
"Etwas zu gross","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2018","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2018","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2018","2","Staedtischer Raum","20","","",""
"Viel zu gross","2018","2","Laendlicher Raum","14","","",""
"Viel zu gross","2018","3","Staedtischer Raum","32","0.0124571709446254","0.00915962456948091","0.01575471731977"
"Viel zu gross","2018","3","Laendlicher Raum","21","","",""
"Viel zu gross","2018","4","Staedtischer Raum","69","0.013241083858383","0.010484033237547","0.0159981344792189"
"Viel zu gross","2018","4","Laendlicher Raum","54","0.0241107034533059","0.0191913502431691","0.0290300566634427"
"Viel zu gross","2018","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2018","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2019","2","Staedtischer Raum","412","0.0703879081000294","0.0623297382610571","0.0784460779390017"
"Viel zu klein","2019","2","Laendlicher Raum","86","0.0353152681746253","0.0272077782480925","0.043422758101158"
"Viel zu klein","2019","3","Staedtischer Raum","157","0.0324258481012263","0.0267208036062319","0.0381308925962207"
"Viel zu klein","2019","3","Laendlicher Raum","75","0.00698969829225524","0.00371145787129863","0.0102679387132119"
"Viel zu klein","2019","4","Staedtischer Raum","172","0.0215066837090377","0.0178931397289795","0.0251202276890959"
"Viel zu klein","2019","4","Laendlicher Raum","27","","",""
"Viel zu klein","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2019","2","Staedtischer Raum","901","0.174096662598462","0.162151382470481","0.186041942726443"
"Etwas zu klein","2019","2","Laendlicher Raum","417","0.135295608247239","0.120271519403697","0.150319697090781"
"Etwas zu klein","2019","3","Staedtischer Raum","670","0.144375422023395","0.133055081419846","0.155695762626945"
"Etwas zu klein","2019","3","Laendlicher Raum","368","0.131083110642466","0.117803137470722","0.14436308381421"
"Etwas zu klein","2019","4","Staedtischer Raum","1003","0.144692635608372","0.135929651815528","0.153455619401215"
"Etwas zu klein","2019","4","Laendlicher Raum","408","0.109033784590974","0.09915507289993","0.118912496282017"
"Etwas zu klein","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2019","2","Staedtischer Raum","2337","0.678099291782428","0.663381450443194","0.692817133121661"
"Gerade richtig","2019","2","Laendlicher Raum","1342","0.713919573718112","0.694068629098111","0.733770518338114"
"Gerade richtig","2019","3","Staedtischer Raum","2617","0.731624048421145","0.717351976690173","0.745896120152117"
"Gerade richtig","2019","3","Laendlicher Raum","1794","0.718806577941726","0.701115947555663","0.73649720832779"
"Gerade richtig","2019","4","Staedtischer Raum","4378","0.707324682624915","0.695991023547508","0.718658341702322"
"Gerade richtig","2019","4","Laendlicher Raum","2855","0.705130879477757","0.690678523059477","0.719583235896038"
"Gerade richtig","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2019","2","Staedtischer Raum","200","0.0694563897894994","0.0614477091841349","0.0774650703948638"
"Etwas zu gross","2019","2","Laendlicher Raum","135","0.0999002896009912","0.0867286103770114","0.113071968824971"
"Etwas zu gross","2019","3","Staedtischer Raum","234","0.0846184608127471","0.075654398424473","0.0935825232010211"
"Etwas zu gross","2019","3","Laendlicher Raum","219","0.128371033806638","0.115208665000966","0.141533402612311"
"Etwas zu gross","2019","4","Staedtischer Raum","573","0.112505438575531","0.10463430472581","0.120376572425251"
"Etwas zu gross","2019","4","Laendlicher Raum","469","0.154967470763573","0.143497927198376","0.16643701432877"
"Etwas zu gross","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2019","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2019","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2019","2","Staedtischer Raum","21","","",""
"Viel zu gross","2019","2","Laendlicher Raum","11","","",""
"Viel zu gross","2019","3","Staedtischer Raum","25","","",""
"Viel zu gross","2019","3","Laendlicher Raum","25","","",""
"Viel zu gross","2019","4","Staedtischer Raum","65","0.0139705594821454","0.0110469488710648","0.016894170093226"
"Viel zu gross","2019","4","Laendlicher Raum","65","0.0198205738101109","0.0154028348312848","0.024238312788937"
"Viel zu gross","2019","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2019","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu klein","2020","2","Staedtischer Raum","567","0.0376823579710972","0.0325253998652141","0.0428393160769803"
"Viel zu klein","2020","2","Laendlicher Raum","151","0.0161509747362025","0.0107595686769143","0.0215423807954907"
"Viel zu klein","2020","3","Staedtischer Raum","280","0.0338513386198054","0.0283116663335438","0.0393910109060669"
"Viel zu klein","2020","3","Laendlicher Raum","98","0.0114423374358011","0.00717038142313036","0.0157142934484718"
"Viel zu klein","2020","4","Staedtischer Raum","161","0.0126604299168587","0.00998370724501567","0.0153371525887016"
"Viel zu klein","2020","4","Laendlicher Raum","73","0.0123707958510707","0.00885407430159481","0.0158875174005466"
"Viel zu klein","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu klein","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu klein","2020","2","Staedtischer Raum","1271","0.203415767838623","0.192514588009408","0.214316947667839"
"Etwas zu klein","2020","2","Laendlicher Raum","475","0.126379619031453","0.112168170609058","0.140591067453848"
"Etwas zu klein","2020","3","Staedtischer Raum","828","0.158859725387859","0.147662374454125","0.170057076321593"
"Etwas zu klein","2020","3","Laendlicher Raum","390","0.192494001871542","0.176657842181076","0.208330161562008"
"Etwas zu klein","2020","4","Staedtischer Raum","1128","0.133540848525246","0.125397050549607","0.141684646500884"
"Etwas zu klein","2020","4","Laendlicher Raum","490","0.118057817617283","0.107791619672275","0.128324015562291"
"Etwas zu klein","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu klein","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Gerade richtig","2020","2","Staedtischer Raum","3222","0.692651172728555","0.680156110853312","0.705146234603799"
"Gerade richtig","2020","2","Laendlicher Raum","1346","0.75054400734424","0.732037541278385","0.769050473410095"
"Gerade richtig","2020","3","Staedtischer Raum","2698","0.716885809625667","0.703085781145676","0.730685838105657"
"Gerade richtig","2020","3","Laendlicher Raum","1679","0.676945582221469","0.658161796959475","0.695729367483463"
"Gerade richtig","2020","4","Staedtischer Raum","4740","0.722565701103677","0.711846445516698","0.733284956690656"
"Gerade richtig","2020","4","Laendlicher Raum","2697","0.669579005877954","0.654613998621024","0.684544013134884"
"Gerade richtig","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Gerade richtig","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu gross","2020","2","Staedtischer Raum","162","0.0608776237640823","0.0544023924936505","0.067352855034514"
"Etwas zu gross","2020","2","Laendlicher Raum","112","0.0921158901134802","0.0797472792062716","0.104484501020689"
"Etwas zu gross","2020","3","Staedtischer Raum","250","0.0757794333580792","0.0676728535443891","0.0838860131717694"
"Etwas zu gross","2020","3","Laendlicher Raum","190","0.107364439305056","0.0949297277463687","0.119799150863742"
"Etwas zu gross","2020","4","Staedtischer Raum","621","0.118589461294306","0.110849156778642","0.12632976580997"
"Etwas zu gross","2020","4","Laendlicher Raum","469","0.164522402980257","0.152726746197458","0.176318059763055"
"Etwas zu gross","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu gross","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2020","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2020","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu gross","2020","2","Staedtischer Raum","16","","",""
"Viel zu gross","2020","2","Laendlicher Raum","16","","",""
"Viel zu gross","2020","3","Staedtischer Raum","38","0.0146236930085897","0.0109466072364573","0.0183007787807221"
"Viel zu gross","2020","3","Laendlicher Raum","24","","",""
"Viel zu gross","2020","4","Staedtischer Raum","52","0.0126435591599123","0.00996859767332602","0.0153185206464986"
"Viel zu gross","2020","4","Laendlicher Raum","66","0.0354699776734356","0.0295851935813902","0.0413547617654811"
"Viel zu gross","2020","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu gross","2020","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
