"beruf","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"Angestellte, einfache Tätigkeiten","1988","AkademikerIn","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1988","(noch) kein Abschluss","Staedtischer Raum","57","0.0566108414450174","0.0404239872203269","0.0727976956697079"
"Angestellte, qualifizierte Tätigkeiten","1988","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1988","Hauptschule","Staedtischer Raum","1054","0.242353779453348","0.229667902791073","0.255039656115623"
"Angestellte, qualifizierte Tätigkeiten","1988","Hauptschule","Laendlicher Raum","280","0.191665505941089","0.170668917160185","0.212662094721992"
"Angestellte, qualifizierte Tätigkeiten","1988","Realschule","Staedtischer Raum","463","0.351267341663618","0.325534714282572","0.376999969044664"
"Angestellte, qualifizierte Tätigkeiten","1988","Realschule","Laendlicher Raum","113","0.294302642875867","0.248177387495944","0.340427898255791"
"Angestellte, qualifizierte Tätigkeiten","1988","(Fach-)Abitur","Staedtischer Raum","159","0.280118815956804","0.245301185295106","0.314936446618501"
"Angestellte, qualifizierte Tätigkeiten","1988","(Fach-)Abitur","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1988","AkademikerIn","Staedtischer Raum","234","0.39235176165471","0.352852137302022","0.431851386007398"
"Angestellte, qualifizierte Tätigkeiten","1988","AkademikerIn","Laendlicher Raum","37","0.27413994392611","0.192611006979114","0.355668880873106"
"Selbstständige/ManagerInnen","1988","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1988","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1988","Hauptschule","Staedtischer Raum","186","0.0398973698401897","0.0341031720161531","0.0456915676642264"
"Selbstständige/ManagerInnen","1988","Hauptschule","Laendlicher Raum","97","0.0764121847713179","0.0622411483996171","0.0905832211430188"
"Selbstständige/ManagerInnen","1988","Realschule","Staedtischer Raum","71","0.0560619882216932","0.0436615124269713","0.068462464016415"
"Selbstständige/ManagerInnen","1988","Realschule","Laendlicher Raum","33","0.0849265353113869","0.0567113997306977","0.113141670892076"
"Selbstständige/ManagerInnen","1988","(Fach-)Abitur","Staedtischer Raum","36","0.0547012435922828","0.0370700869002466","0.0723324002843191"
"Selbstständige/ManagerInnen","1988","(Fach-)Abitur","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1988","AkademikerIn","Staedtischer Raum","80","0.134903747449146","0.107267869707071","0.162539625191222"
"Selbstständige/ManagerInnen","1988","AkademikerIn","Laendlicher Raum","","","",""
"In Ausbildung","1988","(noch) kein Abschluss","Staedtischer Raum","145","0.395015334506488","0.360774339918639","0.429256329094337"
"In Ausbildung","1988","(noch) kein Abschluss","Laendlicher Raum","30","0.446442982916342","0.358589351820538","0.534296614012146"
"In Ausbildung","1988","Hauptschule","Staedtischer Raum","217","0.0296564540688874","0.0246343613353596","0.0346785468024153"
"In Ausbildung","1988","Hauptschule","Laendlicher Raum","71","0.0392839689221353","0.0289209472832495","0.0496469905610212"
"In Ausbildung","1988","Realschule","Staedtischer Raum","212","0.11099026491312","0.0940574927117579","0.127923037114482"
"In Ausbildung","1988","Realschule","Laendlicher Raum","55","0.114826644217129","0.0825589479694863","0.147094340464772"
"In Ausbildung","1988","(Fach-)Abitur","Staedtischer Raum","171","0.286363008650147","0.251312461884829","0.321413555415465"
"In Ausbildung","1988","(Fach-)Abitur","Laendlicher Raum","","","",""
"In Ausbildung","1988","AkademikerIn","Staedtischer Raum","","","",""
"In Ausbildung","1988","AkademikerIn","Laendlicher Raum","","","",""
"In Rente oder Pension","1988","(noch) kein Abschluss","Staedtischer Raum","53","0.0901348227324807","0.0700761572190266","0.110193488245935"
"In Rente oder Pension","1988","(noch) kein Abschluss","Laendlicher Raum","","","",""
"In Rente oder Pension","1988","Hauptschule","Staedtischer Raum","781","0.283755019455251","0.270408595147906","0.297101443762595"
"In Rente oder Pension","1988","Hauptschule","Laendlicher Raum","278","0.293793065877462","0.26949520919025","0.318090922564674"
"In Rente oder Pension","1988","Realschule","Staedtischer Raum","168","0.191296318824315","0.170094145529725","0.212498492118906"
"In Rente oder Pension","1988","Realschule","Laendlicher Raum","37","0.154070983287619","0.117531715067686","0.190610251507551"
"In Rente oder Pension","1988","(Fach-)Abitur","Staedtischer Raum","46","0.114590874081848","0.0898938471690216","0.139287900994674"
"In Rente oder Pension","1988","(Fach-)Abitur","Laendlicher Raum","","","",""
"In Rente oder Pension","1988","AkademikerIn","Staedtischer Raum","50","0.120998274142983","0.0946159232557521","0.147380625030214"
"In Rente oder Pension","1988","AkademikerIn","Laendlicher Raum","","","",""
"Arbeitslose","1988","(noch) kein Abschluss","Staedtischer Raum","53","0.0498010891375712","0.0345642846630674","0.0650378936120749"
"Arbeitslose","1988","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Arbeitslose","1988","Hauptschule","Staedtischer Raum","216","0.0430685911487071","0.0370584718437493","0.049078710453665"
"Arbeitslose","1988","Hauptschule","Laendlicher Raum","78","0.0531456219185519","0.041179413869525","0.0651118299675788"
"Arbeitslose","1988","Realschule","Staedtischer Raum","","","",""
"Arbeitslose","1988","Realschule","Laendlicher Raum","","","",""
"Arbeitslose","1988","(Fach-)Abitur","Staedtischer Raum","","","",""
"Arbeitslose","1988","(Fach-)Abitur","Laendlicher Raum","","","",""
"Arbeitslose","1988","AkademikerIn","Staedtischer Raum","","","",""
"Arbeitslose","1988","AkademikerIn","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1988","(noch) kein Abschluss","Staedtischer Raum","178","0.155696201162481","0.130300770049002","0.18109163227596"
"Sonstige Nichterwerbspersonen","1988","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1988","Hauptschule","Staedtischer Raum","730","0.152000395800066","0.141371637288238","0.162629154311893"
"Sonstige Nichterwerbspersonen","1988","Hauptschule","Laendlicher Raum","206","0.144590237087612","0.125830022876731","0.163350451298492"
"Sonstige Nichterwerbspersonen","1988","Realschule","Staedtischer Raum","177","0.12247572127675","0.104803671064066","0.140147771489434"
"Sonstige Nichterwerbspersonen","1988","Realschule","Laendlicher Raum","47","0.125837613644177","0.0922689732348017","0.159406254053552"
"Sonstige Nichterwerbspersonen","1988","(Fach-)Abitur","Staedtischer Raum","85","0.108978554117604","0.0848177012127838","0.133139407022424"
"Sonstige Nichterwerbspersonen","1988","(Fach-)Abitur","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1988","AkademikerIn","Staedtischer Raum","36","0.0532333799148233","0.0350722640156401","0.0713944958140065"
"Sonstige Nichterwerbspersonen","1988","AkademikerIn","Laendlicher Raum","","","",""
"Beamte","1988","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Beamte","1988","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Beamte","1988","Hauptschule","Staedtischer Raum","70","0.0188503318769096","0.0148241861822162","0.022876477571603"
"Beamte","1988","Hauptschule","Laendlicher Raum","34","0.0227476633826793","0.014794260872568","0.0307010658927905"
"Beamte","1988","Realschule","Staedtischer Raum","73","0.057286961378272","0.044759876678524","0.0698140460780199"
"Beamte","1988","Realschule","Laendlicher Raum","31","0.0832636724013003","0.0553007563532756","0.111226588449325"
"Beamte","1988","(Fach-)Abitur","Staedtischer Raum","","","",""
"Beamte","1988","(Fach-)Abitur","Laendlicher Raum","","","",""
"Beamte","1988","AkademikerIn","Staedtischer Raum","132","0.218939271908739","0.185486410130478","0.252392133687"
"Beamte","1988","AkademikerIn","Laendlicher Raum","34","0.297489178617487","0.213936328997829","0.381042028237145"
"Angestellte, einfache Tätigkeiten","1989","(noch) kein Abschluss","Staedtischer Raum","275","0.229655724808346","0.200023880826499","0.259287568790192"
"Angestellte, einfache Tätigkeiten","1989","(noch) kein Abschluss","Laendlicher Raum","47","0.205437172165171","0.130944679780002","0.279929664550341"
"Angestellte, einfache Tätigkeiten","1989","Hauptschule","Staedtischer Raum","1183","0.204938599558319","0.192751144082081","0.217126055034557"
"Angestellte, einfache Tätigkeiten","1989","Hauptschule","Laendlicher Raum","305","0.189736114112842","0.16818034327676","0.211291884948925"
"Angestellte, einfache Tätigkeiten","1989","Realschule","Staedtischer Raum","129","0.0889909673228705","0.0734712740450366","0.104510660600704"
"Angestellte, einfache Tätigkeiten","1989","Realschule","Laendlicher Raum","42","0.0983826843029686","0.0674445907880711","0.129320777817866"
"Angestellte, einfache Tätigkeiten","1989","(Fach-)Abitur","Staedtischer Raum","111","0.110327260324506","0.086279155746463","0.134375364902549"
"Angestellte, einfache Tätigkeiten","1989","(Fach-)Abitur","Laendlicher Raum","","","",""
"Angestellte, einfache Tätigkeiten","1989","AkademikerIn","Staedtischer Raum","","","",""
"Angestellte, einfache Tätigkeiten","1989","AkademikerIn","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1989","(noch) kein Abschluss","Staedtischer Raum","50","0.05859656752277","0.0420502411015158","0.0751428939440242"
"Angestellte, qualifizierte Tätigkeiten","1989","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1989","Hauptschule","Staedtischer Raum","976","0.232805219991808","0.220045239748574","0.245565200235043"
"Angestellte, qualifizierte Tätigkeiten","1989","Hauptschule","Laendlicher Raum","260","0.192296412668388","0.170630004879598","0.213962820457177"
"Angestellte, qualifizierte Tätigkeiten","1989","Realschule","Staedtischer Raum","481","0.378925411119932","0.352483211830455","0.405367610409409"
"Angestellte, qualifizierte Tätigkeiten","1989","Realschule","Laendlicher Raum","125","0.345574645323693","0.296174970969637","0.39497431967775"
"Angestellte, qualifizierte Tätigkeiten","1989","(Fach-)Abitur","Staedtischer Raum","170","0.294697775860285","0.259703231042066","0.329692320678504"
"Angestellte, qualifizierte Tätigkeiten","1989","(Fach-)Abitur","Laendlicher Raum","","","",""
"Angestellte, qualifizierte Tätigkeiten","1989","AkademikerIn","Staedtischer Raum","226","0.380405124850555","0.340996534382211","0.4198137153189"
"Angestellte, qualifizierte Tätigkeiten","1989","AkademikerIn","Laendlicher Raum","35","0.285999278717624","0.202680928205301","0.369317629229948"
"Selbstständige/ManagerInnen","1989","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Selbstständige/ManagerInnen","1989","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1989","Hauptschule","Staedtischer Raum","171","0.0384274564225075","0.0326236532998763","0.0442312595451386"
"Selbstständige/ManagerInnen","1989","Hauptschule","Laendlicher Raum","90","0.0686577587226154","0.05475583896944","0.0825596784757908"
"Selbstständige/ManagerInnen","1989","Realschule","Staedtischer Raum","67","0.0537492898252516","0.0414568439986012","0.0660417356519019"
"Selbstständige/ManagerInnen","1989","Realschule","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1989","(Fach-)Abitur","Staedtischer Raum","35","0.0566059826369969","0.0388680901198477","0.0743438751541461"
"Selbstständige/ManagerInnen","1989","(Fach-)Abitur","Laendlicher Raum","","","",""
"Selbstständige/ManagerInnen","1989","AkademikerIn","Staedtischer Raum","95","0.151880123173315","0.122746606915894","0.181013639430735"
"Selbstständige/ManagerInnen","1989","AkademikerIn","Laendlicher Raum","","","",""
"In Ausbildung","1989","(noch) kein Abschluss","Staedtischer Raum","157","0.427995083602229","0.393137531787161","0.462852635417298"
"In Ausbildung","1989","(noch) kein Abschluss","Laendlicher Raum","","","",""
"In Ausbildung","1989","Hauptschule","Staedtischer Raum","189","0.031576114139992","0.0262963695563364","0.0368558587236475"
"In Ausbildung","1989","Hauptschule","Laendlicher Raum","58","0.0332640632684591","0.0234054258075233","0.0431227007293948"
"In Ausbildung","1989","Realschule","Staedtischer Raum","196","0.106268119543069","0.0894702597736332","0.123065979312505"
"In Ausbildung","1989","Realschule","Laendlicher Raum","50","0.100752170973079","0.0694848985523242","0.132019443393833"
"In Ausbildung","1989","(Fach-)Abitur","Staedtischer Raum","160","0.267448402393666","0.233473094035367","0.301423710751964"
"In Ausbildung","1989","(Fach-)Abitur","Laendlicher Raum","","","",""
"In Ausbildung","1989","AkademikerIn","Staedtischer Raum","","","",""
"In Ausbildung","1989","AkademikerIn","Laendlicher Raum","","","",""
"In Rente oder Pension","1989","(noch) kein Abschluss","Staedtischer Raum","60","0.0853511131843808","0.0656672920206388","0.105034934348123"
"In Rente oder Pension","1989","(noch) kein Abschluss","Laendlicher Raum","","","",""
"In Rente oder Pension","1989","Hauptschule","Staedtischer Raum","769","0.288418534742281","0.274740467886315","0.302096601598248"
"In Rente oder Pension","1989","Hauptschule","Laendlicher Raum","266","0.300684561984242","0.275474875829678","0.325894248138807"
"In Rente oder Pension","1989","Realschule","Staedtischer Raum","170","0.19978371207958","0.177989932147823","0.221577492011337"
"In Rente oder Pension","1989","Realschule","Laendlicher Raum","34","0.151879631842902","0.114597425438126","0.189161838247677"
"In Rente oder Pension","1989","(Fach-)Abitur","Staedtischer Raum","44","0.110009462013075","0.0859917292495192","0.134027194776631"
"In Rente oder Pension","1989","(Fach-)Abitur","Laendlicher Raum","","","",""
"In Rente oder Pension","1989","AkademikerIn","Staedtischer Raum","55","0.127220753935694","0.100172140863494","0.154269367007893"
"In Rente oder Pension","1989","AkademikerIn","Laendlicher Raum","","","",""
"Arbeitslose","1989","(noch) kein Abschluss","Staedtischer Raum","32","0.0338357928393758","0.0210980856406181","0.0465735000381336"
"Arbeitslose","1989","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Arbeitslose","1989","Hauptschule","Staedtischer Raum","161","0.0336486218084283","0.0282041970402492","0.0390930465766073"
"Arbeitslose","1989","Hauptschule","Laendlicher Raum","59","0.0426252561801399","0.0315194574125387","0.0537310549477411"
"Arbeitslose","1989","Realschule","Staedtischer Raum","","","",""
"Arbeitslose","1989","Realschule","Laendlicher Raum","","","",""
"Arbeitslose","1989","(Fach-)Abitur","Staedtischer Raum","","","",""
"Arbeitslose","1989","(Fach-)Abitur","Laendlicher Raum","","","",""
"Arbeitslose","1989","AkademikerIn","Staedtischer Raum","","","",""
"Arbeitslose","1989","AkademikerIn","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1989","(noch) kein Abschluss","Staedtischer Raum","191","0.159355558007494","0.133570542831409","0.185140573183578"
"Sonstige Nichterwerbspersonen","1989","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Sonstige Nichterwerbspersonen","1989","Hauptschule","Staedtischer Raum","698","0.151088786132681","0.140275739482188","0.161901832783175"
"Sonstige Nichterwerbspersonen","1989","Hauptschule","Laendlicher Raum","199","0.148898483884717","0.129327568662015","0.168469399107419"
"Sonstige Nichterwerbspersonen","1989","Realschule","Staedtischer Raum","162","0.109801832644116","0.0927607583091427","0.126842906979089"
"Sonstige Nichterwerbspersonen","1989","Realschule","Laendlicher Raum","40","0.111813720632843","0.0790779422820666","0.14454949898362"
"Sonstige Nichterwerbspersonen","1989","(Fach-)Abitur","Staedtischer Raum","94","0.104842701683812","0.0813278050812598","0.128357598286364"
"Sonstige Nichterwerbspersonen","1989","(Fach-)Abitur","Laendlicher Raum","","","",""
