,Unnamed: 0,year,age_gr,bula_h,plb0195_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1144,1144,2003,46-65 y.,Baden-Wuerttemberg,Some of both,0.16237,43,6137,0.12333,0.2017
1145,1145,2003,46-65 y.,Baden-Wuerttemberg,Paid,0.12472,34,6137,0.08704,0.16779
1146,1146,2003,46-65 y.,Baden-Wuerttemberg,Not compensated,0.24987,100,6137,0.20224,0.31557
1147,1147,2003,46-65 y.,Bavaria,Comp. time,0.66452,179,6137,0.58734,0.73774
1148,1148,2003,46-65 y.,Bavaria,Some of both,0.1375,53,6137,0.1102,0.16435
1149,1149,2003,46-65 y.,Bavaria,Not compensated,0.19799,101,6137,0.16359,0.23724
1150,1150,2003,46-65 y.,Berlin,Comp. time,0.72699,51,6137,0.59768,0.86166
1151,1151,2003,46-65 y.,Berlin,Not compensated,0.27301,33,6137,0.17861,0.39606
1152,1152,2003,46-65 y.,Brandenburg,Comp. time,1.0,69,6137,0.80798,1.17285
1153,1153,2003,46-65 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,37,6137,0.76266,1.2886
1154,1154,2003,46-65 y.,Saxony,Comp. time,0.73662,110,6137,0.64007,0.83565
1155,1155,2003,46-65 y.,Saxony,Not compensated,0.26338,59,6137,0.20793,0.31351
1156,1156,2003,46-65 y.,Saxony-Anhalt,Comp. time,1.0,60,6137,0.80082,1.16182
1157,1157,2003,46-65 y.,Thuringa,Comp. time,1.0,56,6137,0.81217,1.26353
1158,1158,2004,17-29 y.,Lower Saxony,Comp. time,1.0,52,5772,0.76738,1.29651
1159,1159,2004,17-29 y.,North Rhine-Westphalia,Comp. time,0.48095,91,5772,0.40659,0.57745
1160,1160,2004,17-29 y.,North Rhine-Westphalia,Some of both,0.27478,40,5772,0.20925,0.36357
1161,1161,2004,17-29 y.,North Rhine-Westphalia,Paid,0.24427,41,5772,0.19002,0.3073
1162,1162,2004,17-29 y.,Hesse,Comp. time,1.0,53,5772,0.80113,1.24455
1163,1163,2004,17-29 y.,Baden-Wuerttemberg,Comp. time,0.66048,74,5772,0.5234,0.80893
1164,1164,2004,17-29 y.,Baden-Wuerttemberg,Some of both,0.33952,39,5772,0.25615,0.4572
1165,1165,2004,17-29 y.,Bavaria,Comp. time,0.62475,116,5772,0.51817,0.72478
1166,1166,2004,17-29 y.,Bavaria,Some of both,0.21379,43,5772,0.16157,0.26405
1167,1167,2004,17-29 y.,Bavaria,Not compensated,0.16146,32,5772,0.10941,0.23826
1168,1168,2004,17-29 y.,Saxony,Comp. time,1.0,52,5772,0.76146,1.32716
1169,1169,2004,17-29 y.,Thuringa,Comp. time,1.0,47,5772,0.73908,1.24219
1170,1170,2004,30-45 y.,Lower Saxony,Comp. time,0.60483,148,5772,0.53345,0.68124
1171,1171,2004,30-45 y.,Lower Saxony,Some of both,0.24459,77,5772,0.20216,0.2957
1172,1172,2004,30-45 y.,Lower Saxony,Not compensated,0.15058,46,5772,0.121,0.18296
1173,1173,2004,30-45 y.,North Rhine-Westphalia,Comp. time,0.43314,304,5772,0.39965,0.47407
1174,1174,2004,30-45 y.,North Rhine-Westphalia,Some of both,0.19083,134,5772,0.16602,0.21655
1175,1175,2004,30-45 y.,North Rhine-Westphalia,Paid,0.18247,104,5772,0.15135,0.21265
1176,1176,2004,30-45 y.,North Rhine-Westphalia,Not compensated,0.19356,149,5772,0.16346,0.21985
1177,1177,2004,30-45 y.,Hesse,Comp. time,0.55941,113,5772,0.48671,0.63528
1178,1178,2004,30-45 y.,Hesse,Some of both,0.20207,47,5772,0.16493,0.24197
1179,1179,2004,30-45 y.,Hesse,Not compensated,0.23852,57,5772,0.1957,0.28981
1180,1180,2004,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.77209,96,5772,0.65998,0.91567
1181,1181,2004,30-45 y.,"Rhineland-Palatinate, Saarland",Paid,0.22791,33,5772,0.1685,0.28209
1182,1182,2004,30-45 y.,Baden-Wuerttemberg,Comp. time,0.4472,193,5772,0.39771,0.51154
1183,1183,2004,30-45 y.,Baden-Wuerttemberg,Some of both,0.22313,99,5772,0.18457,0.25512
1184,1184,2004,30-45 y.,Baden-Wuerttemberg,Paid,0.10837,53,5772,0.08355,0.13365
1185,1185,2004,30-45 y.,Baden-Wuerttemberg,Not compensated,0.2213,109,5772,0.19108,0.25225
1186,1186,2004,30-45 y.,Bavaria,Comp. time,0.54465,263,5772,0.49336,0.60964
1187,1187,2004,30-45 y.,Bavaria,Some of both,0.15416,87,5772,0.12283,0.18352
1188,1188,2004,30-45 y.,Bavaria,Paid,0.10272,44,5772,0.0812,0.12133
1189,1189,2004,30-45 y.,Bavaria,Not compensated,0.19847,109,5772,0.16355,0.237
1190,1190,2004,30-45 y.,Berlin,Comp. time,1.0,52,5772,0.82653,1.1941
1191,1191,2004,30-45 y.,Brandenburg,Comp. time,1.0,54,5772,0.83479,1.21167
1192,1192,2004,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,38,5772,0.77281,1.26987
1193,1193,2004,30-45 y.,Saxony,Comp. time,0.61138,143,5772,0.54442,0.69428
1194,1194,2004,30-45 y.,Saxony,Some of both,0.24424,58,5772,0.18884,0.29345
1195,1195,2004,30-45 y.,Saxony,Not compensated,0.14439,43,5772,0.10995,0.18136
1196,1196,2004,30-45 y.,Saxony-Anhalt,Comp. time,1.0,71,5772,0.84784,1.14697
1197,1197,2004,30-45 y.,Thuringa,Comp. time,0.63299,63,5772,0.51067,0.76508
1198,1198,2004,30-45 y.,Thuringa,Some of both,0.36701,33,5772,0.24294,0.51139
1199,1199,2004,46-65 y.,Schleswig-Holstein,Comp. time,1.0,38,5772,0.72535,1.27684
1200,1200,2004,46-65 y.,Lower Saxony,Comp. time,0.63911,120,5772,0.54325,0.7536
1201,1201,2004,46-65 y.,Lower Saxony,Some of both,0.18017,31,5772,0.13868,0.23043
1202,1202,2004,46-65 y.,Lower Saxony,Not compensated,0.18072,44,5772,0.12902,0.24788
1203,1203,2004,46-65 y.,North Rhine-Westphalia,Comp. time,0.48223,246,5772,0.43935,0.53346
1204,1204,2004,46-65 y.,North Rhine-Westphalia,Some of both,0.16185,75,5772,0.13139,0.19356
1205,1205,2004,46-65 y.,North Rhine-Westphalia,Paid,0.14028,62,5772,0.11795,0.16872
1206,1206,2004,46-65 y.,North Rhine-Westphalia,Not compensated,0.21564,152,5772,0.18815,0.25503
1207,1207,2004,46-65 y.,Hesse,Comp. time,0.50824,85,5772,0.41028,0.59908
1208,1208,2004,46-65 y.,Hesse,Some of both,0.17036,33,5772,0.11892,0.22425
1209,1209,2004,46-65 y.,Hesse,Not compensated,0.32141,74,5772,0.2574,0.38374
1210,1210,2004,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.65024,63,5772,0.53994,0.77735
1211,1211,2004,46-65 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.34976,44,5772,0.2505,0.42814
1212,1212,2004,46-65 y.,Baden-Wuerttemberg,Comp. time,0.52154,134,5772,0.44878,0.59245
1213,1213,2004,46-65 y.,Baden-Wuerttemberg,Some of both,0.14191,41,5772,0.10235,0.18412
1214,1214,2004,46-65 y.,Baden-Wuerttemberg,Paid,0.13915,39,5772,0.10217,0.18846
1215,1215,2004,46-65 y.,Baden-Wuerttemberg,Not compensated,0.1974,93,5772,0.16111,0.24278
1216,1216,2004,46-65 y.,Bavaria,Comp. time,0.64891,177,5772,0.56508,0.72582
1217,1217,2004,46-65 y.,Bavaria,Some of both,0.1284,61,5772,0.10173,0.16805
1218,1218,2004,46-65 y.,Bavaria,Not compensated,0.22269,109,5772,0.17865,0.27433
1219,1219,2004,46-65 y.,Berlin,Comp. time,0.76911,63,5772,0.63687,0.91374
1220,1220,2004,46-65 y.,Berlin,Not compensated,0.23089,31,5772,0.14822,0.31411
1221,1221,2004,46-65 y.,Brandenburg,Comp. time,1.0,73,5772,0.83486,1.21275
1222,1222,2004,46-65 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,39,5772,0.74243,1.20978
1223,1223,2004,46-65 y.,Saxony,Comp. time,0.62981,110,5772,0.52921,0.72038
1224,1224,2004,46-65 y.,Saxony,Some of both,0.23984,41,5772,0.18759,0.2964
1225,1225,2004,46-65 y.,Saxony,Not compensated,0.13035,38,5772,0.0966,0.16311
1226,1226,2004,46-65 y.,Saxony-Anhalt,Comp. time,0.72921,67,5772,0.56558,0.91037
1227,1227,2004,46-65 y.,Saxony-Anhalt,Not compensated,0.27079,40,5772,0.18789,0.34743
1228,1228,2004,46-65 y.,Thuringa,Comp. time,1.0,49,5772,0.83371,1.21392
1229,1229,2005,17-29 y.,Lower Saxony,Comp. time,1.0,51,5319,0.72696,1.33125
1230,1230,2005,17-29 y.,North Rhine-Westphalia,Comp. time,0.3958,81,5319,0.34857,0.4552
1231,1231,2005,17-29 y.,North Rhine-Westphalia,Some of both,0.22262,41,5319,0.16402,0.30039
1232,1232,2005,17-29 y.,North Rhine-Westphalia,Paid,0.18962,34,5319,0.14132,0.24398
1233,1233,2005,17-29 y.,North Rhine-Westphalia,Not compensated,0.19196,34,5319,0.1446,0.24554
1234,1234,2005,17-29 y.,Hesse,Comp. time,1.0,41,5319,0.75227,1.25293
1235,1235,2005,17-29 y.,Baden-Wuerttemberg,Comp. time,0.50295,77,5319,0.3958,0.60706
1236,1236,2005,17-29 y.,Baden-Wuerttemberg,Some of both,0.24704,32,5319,0.17512,0.34316
1237,1237,2005,17-29 y.,Baden-Wuerttemberg,Not compensated,0.25,32,5319,0.17651,0.33543
1238,1238,2005,17-29 y.,Bavaria,Comp. time,0.73428,120,5319,0.62072,0.88549
1239,1239,2005,17-29 y.,Bavaria,Some of both,0.26572,39,5319,0.19069,0.33457
1240,1240,2005,17-29 y.,Saxony,Comp. time,1.0,50,5319,0.82311,1.18828
1241,1241,2005,17-29 y.,Thuringa,Comp. time,1.0,35,5319,0.73521,1.31717
1242,1242,2005,30-45 y.,Schleswig-Holstein,Comp. time,1.0,39,5319,0.84056,1.13698
1243,1243,2005,30-45 y.,Lower Saxony,Comp. time,0.57324,128,5319,0.51269,0.65395
1244,1244,2005,30-45 y.,Lower Saxony,Some of both,0.31044,74,5319,0.2535,0.37376
1245,1245,2005,30-45 y.,Lower Saxony,Not compensated,0.11632,36,5319,0.09268,0.14705
1246,1246,2005,30-45 y.,North Rhine-Westphalia,Comp. time,0.41103,287,5319,0.37475,0.45111
1247,1247,2005,30-45 y.,North Rhine-Westphalia,Some of both,0.26105,139,5319,0.22083,0.29822
1248,1248,2005,30-45 y.,North Rhine-Westphalia,Paid,0.13804,86,5319,0.11593,0.16373
1249,1249,2005,30-45 y.,North Rhine-Westphalia,Not compensated,0.18987,128,5319,0.16157,0.22003
1250,1250,2005,30-45 y.,Hesse,Comp. time,0.56446,131,5319,0.505,0.62862
1251,1251,2005,30-45 y.,Hesse,Some of both,0.21732,47,5319,0.1757,0.26043
1252,1252,2005,30-45 y.,Hesse,Not compensated,0.21823,50,5319,0.16674,0.28162
1253,1253,2005,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.67769,80,5319,0.56905,0.80274
1254,1254,2005,30-45 y.,"Rhineland-Palatinate, Saarland",Some of both,0.32231,40,5319,0.23291,0.41839
1255,1255,2005,30-45 y.,Baden-Wuerttemberg,Comp. time,0.46368,181,5319,0.41711,0.51384
1256,1256,2005,30-45 y.,Baden-Wuerttemberg,Some of both,0.23822,89,5319,0.18649,0.28962
1257,1257,2005,30-45 y.,Baden-Wuerttemberg,Paid,0.09353,43,5319,0.06843,0.1235
1258,1258,2005,30-45 y.,Baden-Wuerttemberg,Not compensated,0.20457,96,5319,0.17094,0.24487
1259,1259,2005,30-45 y.,Bavaria,Comp. time,0.592,270,5319,0.53547,0.65504
1260,1260,2005,30-45 y.,Bavaria,Some of both,0.15038,87,5319,0.12291,0.18055
1261,1261,2005,30-45 y.,Bavaria,Paid,0.0873,31,5319,0.07059,0.10867
1262,1262,2005,30-45 y.,Bavaria,Not compensated,0.17032,84,5319,0.13742,0.20178
1263,1263,2005,30-45 y.,Berlin,Comp. time,1.0,59,5319,0.81087,1.19182
1264,1264,2005,30-45 y.,Brandenburg,Comp. time,1.0,58,5319,0.8352,1.21646
1265,1265,2005,30-45 y.,Saxony,Comp. time,0.5396,116,5319,0.45687,0.61484
1266,1266,2005,30-45 y.,Saxony,Some of both,0.32455,69,5319,0.25782,0.4039
1267,1267,2005,30-45 y.,Saxony,Not compensated,0.13585,34,5319,0.09216,0.18675
1268,1268,2005,30-45 y.,Saxony-Anhalt,Comp. time,1.0,65,5319,0.78756,1.22099
1269,1269,2005,30-45 y.,Thuringa,Comp. time,1.0,56,5319,0.77148,1.24277
1270,1270,2005,46-65 y.,Schleswig-Holstein,Comp. time,1.0,45,5319,0.74946,1.32927
1271,1271,2005,46-65 y.,Lower Saxony,Comp. time,0.61492,98,5319,0.51344,0.7132
1272,1272,2005,46-65 y.,Lower Saxony,Some of both,0.20794,33,5319,0.15295,0.26548
1273,1273,2005,46-65 y.,Lower Saxony,Not compensated,0.17714,38,5319,0.12223,0.24168
1274,1274,2005,46-65 y.,North Rhine-Westphalia,Comp. time,0.51523,241,5319,0.46451,0.57083
1275,1275,2005,46-65 y.,North Rhine-Westphalia,Some of both,0.1618,79,5319,0.13264,0.19323
1276,1276,2005,46-65 y.,North Rhine-Westphalia,Paid,0.12194,53,5319,0.09822,0.14637
1277,1277,2005,46-65 y.,North Rhine-Westphalia,Not compensated,0.20102,123,5319,0.16903,0.23423
1278,1278,2005,46-65 y.,Hesse,Comp. time,0.50668,88,5319,0.39281,0.61509
1279,1279,2005,46-65 y.,Hesse,Some of both,0.18669,31,5319,0.13369,0.24521
1280,1280,2005,46-65 y.,Hesse,Not compensated,0.30663,58,5319,0.21878,0.38861
1281,1281,2005,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,1.0,67,5319,0.81702,1.1861
1282,1282,2005,46-65 y.,Baden-Wuerttemberg,Comp. time,0.62215,143,5319,0.53261,0.72891
1283,1283,2005,46-65 y.,Baden-Wuerttemberg,Some of both,0.19822,48,5319,0.14524,0.24292
1284,1284,2005,46-65 y.,Baden-Wuerttemberg,Not compensated,0.17963,71,5319,0.14427,0.21916
1285,1285,2005,46-65 y.,Bavaria,Comp. time,0.60053,178,5319,0.53767,0.66178
1286,1286,2005,46-65 y.,Bavaria,Some of both,0.21323,64,5319,0.16653,0.26295
1287,1287,2005,46-65 y.,Bavaria,Not compensated,0.18624,91,5319,0.15173,0.23371
1288,1288,2005,46-65 y.,Berlin,Comp. time,1.0,52,5319,0.79482,1.1973
1289,1289,2005,46-65 y.,Brandenburg,Comp. time,1.0,55,5319,0.8161,1.17959
1290,1290,2005,46-65 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,40,5319,0.77636,1.2485
1291,1291,2005,46-65 y.,Saxony,Comp. time,0.71189,118,5319,0.62385,0.82571
1292,1292,2005,46-65 y.,Saxony,Some of both,0.163,34,5319,0.11956,0.22115
1293,1293,2005,46-65 y.,Saxony,Not compensated,0.1251,41,5319,0.09416,0.16131
1294,1294,2005,46-65 y.,Saxony-Anhalt,Comp. time,0.65097,65,5319,0.49231,0.80497
1295,1295,2005,46-65 y.,Saxony-Anhalt,Not compensated,0.34903,42,5319,0.2487,0.45453
1296,1296,2005,46-65 y.,Thuringa,Comp. time,1.0,53,5319,0.75606,1.33842
1297,1297,2006,17-29 y.,Lower Saxony,Comp. time,1.0,58,6078,0.78853,1.24817
1298,1298,2006,17-29 y.,North Rhine-Westphalia,Comp. time,0.62469,106,6078,0.542,0.71327
1299,1299,2006,17-29 y.,North Rhine-Westphalia,Some of both,0.17593,33,6078,0.12538,0.23601
1300,1300,2006,17-29 y.,North Rhine-Westphalia,Not compensated,0.19938,39,6078,0.1497,0.25266
1301,1301,2006,17-29 y.,Hesse,Comp. time,1.0,32,6078,0.71991,1.33414
1302,1302,2006,17-29 y.,Baden-Wuerttemberg,Comp. time,0.45295,78,6078,0.36964,0.54838
1303,1303,2006,17-29 y.,Baden-Wuerttemberg,Some of both,0.25309,41,6078,0.18765,0.32293
1304,1304,2006,17-29 y.,Baden-Wuerttemberg,Not compensated,0.29396,36,6078,0.21364,0.38477
1305,1305,2006,17-29 y.,Bavaria,Comp. time,0.62708,111,6078,0.53827,0.73721
1306,1306,2006,17-29 y.,Bavaria,Some of both,0.19259,45,6078,0.14529,0.25745
1307,1307,2006,17-29 y.,Bavaria,Not compensated,0.18033,37,6078,0.14142,0.23497
1308,1308,2006,17-29 y.,Saxony,Comp. time,1.0,50,6078,0.83345,1.13635
1309,1309,2006,17-29 y.,Saxony-Anhalt,Comp. time,1.0,31,6078,0.71192,1.46094
1310,1310,2006,30-45 y.,Schleswig-Holstein,Comp. time,1.0,42,6078,0.81117,1.20432
1311,1311,2006,30-45 y.,Lower Saxony,Comp. time,0.4984,145,6078,0.44695,0.56076
1312,1312,2006,30-45 y.,Lower Saxony,Some of both,0.23176,60,6078,0.17965,0.27708
1313,1313,2006,30-45 y.,Lower Saxony,Paid,0.12047,36,6078,0.09237,0.15425
1314,1314,2006,30-45 y.,Lower Saxony,Not compensated,0.14936,48,6078,0.11684,0.18511
1315,1315,2006,30-45 y.,North Rhine-Westphalia,Comp. time,0.44671,315,6078,0.40778,0.48203
1316,1316,2006,30-45 y.,North Rhine-Westphalia,Some of both,0.24682,152,6078,0.21263,0.2788
1317,1317,2006,30-45 y.,North Rhine-Westphalia,Paid,0.14757,97,6078,0.11859,0.16901
1318,1318,2006,30-45 y.,North Rhine-Westphalia,Not compensated,0.1589,133,6078,0.14049,0.18444
1319,1319,2006,30-45 y.,Hesse,Comp. time,0.57659,142,6078,0.51198,0.65281
1320,1320,2006,30-45 y.,Hesse,Some of both,0.19682,47,6078,0.1514,0.25939
1321,1321,2006,30-45 y.,Hesse,Not compensated,0.22659,63,6078,0.19426,0.26843
1322,1322,2006,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.50588,80,6078,0.41804,0.57278
1323,1323,2006,30-45 y.,"Rhineland-Palatinate, Saarland",Some of both,0.22694,35,6078,0.17198,0.29142
1324,1324,2006,30-45 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.26718,32,6078,0.18536,0.34939
1325,1325,2006,30-45 y.,Baden-Wuerttemberg,Comp. time,0.49415,206,6078,0.4412,0.54355
1326,1326,2006,30-45 y.,Baden-Wuerttemberg,Some of both,0.17378,85,6078,0.14462,0.20338
1327,1327,2006,30-45 y.,Baden-Wuerttemberg,Paid,0.11792,50,6078,0.08856,0.1574
1328,1328,2006,30-45 y.,Baden-Wuerttemberg,Not compensated,0.21415,112,6078,0.18252,0.24426
1329,1329,2006,30-45 y.,Bavaria,Comp. time,0.58287,300,6078,0.53193,0.63747
1330,1330,2006,30-45 y.,Bavaria,Some of both,0.15071,88,6078,0.12901,0.17607
1331,1331,2006,30-45 y.,Bavaria,Paid,0.07126,37,6078,0.05802,0.08255
1332,1332,2006,30-45 y.,Bavaria,Not compensated,0.19515,96,6078,0.1572,0.2282
1333,1333,2006,30-45 y.,Berlin,Comp. time,1.0,53,6078,0.82239,1.18515
1334,1334,2006,30-45 y.,Brandenburg,Comp. time,1.0,67,6078,0.80818,1.21348
1335,1335,2006,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,36,6078,0.77053,1.24845
1336,1336,2006,30-45 y.,Saxony,Comp. time,0.59957,130,6078,0.53317,0.67805
1337,1337,2006,30-45 y.,Saxony,Some of both,0.2535,57,6078,0.20591,0.31319
1338,1338,2006,30-45 y.,Saxony,Not compensated,0.14694,42,6078,0.111,0.17714
1339,1339,2006,30-45 y.,Saxony-Anhalt,Comp. time,1.0,63,6078,0.81737,1.18958
1340,1340,2006,30-45 y.,Thuringa,Comp. time,0.6073,70,6078,0.49062,0.72073
1341,1341,2006,30-45 y.,Thuringa,Some of both,0.3927,32,6078,0.26908,0.52388
1342,1342,2006,46-65 y.,Schleswig-Holstein,Comp. time,1.0,52,6078,0.79582,1.25132
1343,1343,2006,46-65 y.,Lower Saxony,Comp. time,0.61883,112,6078,0.53253,0.71637
1344,1344,2006,46-65 y.,Lower Saxony,Some of both,0.18449,38,6078,0.15003,0.22097
1345,1345,2006,46-65 y.,Lower Saxony,Not compensated,0.19668,38,6078,0.13655,0.25259
1346,1346,2006,46-65 y.,North Rhine-Westphalia,Comp. time,0.4607,276,6078,0.42088,0.51539
1347,1347,2006,46-65 y.,North Rhine-Westphalia,Some of both,0.16701,93,6078,0.13951,0.19653
1348,1348,2006,46-65 y.,North Rhine-Westphalia,Paid,0.15962,65,6078,0.13066,0.19128
1349,1349,2006,46-65 y.,North Rhine-Westphalia,Not compensated,0.21268,139,6078,0.17565,0.2519
1350,1350,2006,46-65 y.,Hesse,Comp. time,0.50257,100,6078,0.42537,0.5898
1351,1351,2006,46-65 y.,Hesse,Some of both,0.16925,31,6078,0.12679,0.22543
1352,1352,2006,46-65 y.,Hesse,Not compensated,0.32818,71,6078,0.26863,0.40028
1353,1353,2006,46-65 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.67315,78,6078,0.586,0.7717
1354,1354,2006,46-65 y.,"Rhineland-Palatinate, Saarland",Not compensated,0.32685,36,6078,0.23773,0.42647
1355,1355,2006,46-65 y.,Baden-Wuerttemberg,Comp. time,0.56235,151,6078,0.49341,0.64353
1356,1356,2006,46-65 y.,Baden-Wuerttemberg,Some of both,0.22638,66,6078,0.17137,0.28538
1357,1357,2006,46-65 y.,Baden-Wuerttemberg,Not compensated,0.21127,86,6078,0.1725,0.24844
1358,1358,2006,46-65 y.,Bavaria,Comp. time,0.57657,215,6078,0.51763,0.63222
1359,1359,2006,46-65 y.,Bavaria,Some of both,0.12753,53,6078,0.10327,0.15568
1360,1360,2006,46-65 y.,Bavaria,Paid,0.0946,34,6078,0.06913,0.1276
1361,1361,2006,46-65 y.,Bavaria,Not compensated,0.2013,99,6078,0.16951,0.24217
1362,1362,2006,46-65 y.,Berlin,Comp. time,0.66866,50,6078,0.54822,0.77599
1363,1363,2006,46-65 y.,Berlin,Not compensated,0.33134,43,6078,0.23278,0.4545
1364,1364,2006,46-65 y.,Brandenburg,Comp. time,1.0,68,6078,0.83726,1.18916
1365,1365,2006,46-65 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,48,6078,0.79596,1.28917
1366,1366,2006,46-65 y.,Saxony,Comp. time,0.62768,127,6078,0.55317,0.71432
1367,1367,2006,46-65 y.,Saxony,Some of both,0.20276,39,6078,0.14904,0.25003
1368,1368,2006,46-65 y.,Saxony,Not compensated,0.16956,49,6078,0.14012,0.20944
1369,1369,2006,46-65 y.,Saxony-Anhalt,Comp. time,0.5963,60,6078,0.4297,0.7952
1370,1370,2006,46-65 y.,Saxony-Anhalt,Not compensated,0.4037,46,6078,0.28415,0.58656
1371,1371,2006,46-65 y.,Thuringa,Comp. time,1.0,67,6078,0.78237,1.26984
1372,1372,2007,17-29 y.,Lower Saxony,Comp. time,1.0,45,5496,0.76974,1.29245
1373,1373,2007,17-29 y.,North Rhine-Westphalia,Comp. time,0.56459,96,5496,0.48104,0.6534
1374,1374,2007,17-29 y.,North Rhine-Westphalia,Some of both,0.24885,34,5496,0.18804,0.31762
1375,1375,2007,17-29 y.,North Rhine-Westphalia,Paid,0.18656,34,5496,0.14938,0.21807
1376,1376,2007,17-29 y.,Hesse,Comp. time,1.0,31,5496,0.69295,1.40556
1377,1377,2007,17-29 y.,Baden-Wuerttemberg,Comp. time,0.57977,85,5496,0.46582,0.69481
1378,1378,2007,17-29 y.,Baden-Wuerttemberg,Some of both,0.17124,36,5496,0.1211,0.21883
1379,1379,2007,17-29 y.,Baden-Wuerttemberg,Not compensated,0.24899,36,5496,0.18013,0.33979
1380,1380,2007,17-29 y.,Bavaria,Comp. time,0.66351,103,5496,0.56608,0.77843
1381,1381,2007,17-29 y.,Bavaria,Some of both,0.33649,48,5496,0.25529,0.44964
1382,1382,2007,17-29 y.,Saxony,Comp. time,1.0,44,5496,0.77398,1.27049
1383,1383,2007,30-45 y.,Schleswig-Holstein,Comp. time,1.0,37,5496,0.81481,1.19177
1384,1384,2007,30-45 y.,Lower Saxony,Comp. time,0.58868,151,5496,0.51432,0.67521
1385,1385,2007,30-45 y.,Lower Saxony,Some of both,0.24529,65,5496,0.20166,0.31069
1386,1386,2007,30-45 y.,Lower Saxony,Not compensated,0.16603,49,5496,0.13735,0.19872
1387,1387,2007,30-45 y.,North Rhine-Westphalia,Comp. time,0.40583,266,5496,0.36343,0.45019
1388,1388,2007,30-45 y.,North Rhine-Westphalia,Some of both,0.26823,154,5496,0.23838,0.30951
1389,1389,2007,30-45 y.,North Rhine-Westphalia,Paid,0.12607,77,5496,0.09854,0.14845
1390,1390,2007,30-45 y.,North Rhine-Westphalia,Not compensated,0.19987,120,5496,0.16552,0.23167
1391,1391,2007,30-45 y.,Hesse,Comp. time,0.54599,108,5496,0.46566,0.618
1392,1392,2007,30-45 y.,Hesse,Some of both,0.25822,51,5496,0.2037,0.32122
1393,1393,2007,30-45 y.,Hesse,Not compensated,0.19579,47,5496,0.15248,0.23136
1394,1394,2007,30-45 y.,"Rhineland-Palatinate, Saarland",Comp. time,0.65568,72,5496,0.56291,0.74051
1395,1395,2007,30-45 y.,"Rhineland-Palatinate, Saarland",Some of both,0.34432,37,5496,0.24255,0.46221
1396,1396,2007,30-45 y.,Baden-Wuerttemberg,Comp. time,0.43038,165,5496,0.38583,0.48499
1397,1397,2007,30-45 y.,Baden-Wuerttemberg,Some of both,0.1979,77,5496,0.15455,0.23697
1398,1398,2007,30-45 y.,Baden-Wuerttemberg,Paid,0.13081,44,5496,0.09978,0.16107
1399,1399,2007,30-45 y.,Baden-Wuerttemberg,Not compensated,0.24092,106,5496,0.20402,0.29178
1400,1400,2007,30-45 y.,Bavaria,Comp. time,0.56118,276,5496,0.51848,0.6169
1401,1401,2007,30-45 y.,Bavaria,Some of both,0.17747,80,5496,0.14613,0.21323
1402,1402,2007,30-45 y.,Bavaria,Paid,0.07848,37,5496,0.05999,0.09991
1403,1403,2007,30-45 y.,Bavaria,Not compensated,0.18287,91,5496,0.14985,0.22335
1404,1404,2007,30-45 y.,Berlin,Comp. time,1.0,46,5496,0.76298,1.23515
1405,1405,2007,30-45 y.,Brandenburg,Comp. time,1.0,61,5496,0.77357,1.19248
1406,1406,2007,30-45 y.,Mecklenburg-Western Pomerania,Comp. time,1.0,33,5496,0.8019,1.16486
1407,1407,2007,30-45 y.,Saxony,Comp. time,0.54341,119,5496,0.43938,0.63775
1408,1408,2007,30-45 y.,Saxony,Some of both,0.31164,61,5496,0.24861,0.38043
1409,1409,2007,30-45 y.,Saxony,Not compensated,0.14495,41,5496,0.10389,0.19026
1410,1410,2007,30-45 y.,Saxony-Anhalt,Comp. time,1.0,67,5496,0.81795,1.23427
1411,1411,2007,30-45 y.,Thuringa,Comp. time,1.0,74,5496,0.75689,1.28925
1412,1412,2007,46-65 y.,Schleswig-Holstein,Comp. time,1.0,37,5496,0.73357,1.34237
1413,1413,2007,46-65 y.,Lower Saxony,Comp. time,0.55027,98,5496,0.45265,0.6367
1414,1414,2007,46-65 y.,Lower Saxony,Some of both,0.19721,39,5496,0.15474,0.24556
1415,1415,2007,46-65 y.,Lower Saxony,Not compensated,0.25251,46,5496,0.18289,0.33292
1416,1416,2007,46-65 y.,North Rhine-Westphalia,Comp. time,0.50267,263,5496,0.44868,0.55264
1417,1417,2007,46-65 y.,North Rhine-Westphalia,Some of both,0.16785,82,5496,0.13851,0.21035
1418,1418,2007,46-65 y.,North Rhine-Westphalia,Paid,0.12219,51,5496,0.09319,0.15316
