year,bula_h,pgisced97,plb0195_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Saxony-Anhalt,Second Stage of Tertiary Education,Not compensated,0.14357,46,99,0.07415,0.21300
2002,Thuringa,Upper Secondary Level,Comp. time,0.13842,104,193,0.08957,0.18727
2002,Thuringa,Upper Secondary Level,Some of both,0.09629,53,193,0.05456,0.13802
2002,Thuringa,Upper Secondary Level,Paid,0.05333,36,193,0.02155,0.08512
2002,Thuringa,Second Stage of Tertiary Education,Comp. time,0.24210,43,76,0.14515,0.33904
2002,Thuringa,Second Stage of Tertiary Education,Not compensated,0.14376,33,76,0.06436,0.22316
2003,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.17034,55,55,0.07007,0.27061
2003,Lower Saxony,Upper Secondary Level,Comp. time,0.20758,208,400,0.16779,0.24738
2003,Lower Saxony,Upper Secondary Level,Some of both,0.09062,101,400,0.06246,0.11879
2003,Lower Saxony,Upper Secondary Level,Paid,0.06454,60,400,0.04043,0.08865
2003,Lower Saxony,Upper Secondary Level,Not compensated,0.02241,31,400,0.00789,0.03694
2003,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.24835,64,116,0.16938,0.32731
2003,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.15345,52,116,0.08758,0.21933
2003,North Rhine-Westphalia,Lower Secondary Level,Comp. time,0.04702,37,37,-0.02213,0.11617
2003,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.12586,307,671,0.10074,0.15097
2003,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.05796,140,671,0.04026,0.07565
2003,North Rhine-Westphalia,Upper Secondary Level,Paid,0.05568,131,671,0.03832,0.07305
2003,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.03170,93,671,0.01843,0.04497
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.23203,81,114,0.15420,0.30986
2003,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not compensated,0.10744,33,114,0.05035,0.16454
2003,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.19120,73,104,0.11525,0.26714
2003,North Rhine-Westphalia,First Stage of Tertiary Education,Some of both,0.08486,31,104,0.03104,0.13868
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.14814,130,378,0.11228,0.18400
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.07348,64,378,0.04715,0.09982
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Paid,0.05337,32,378,0.03068,0.07606
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.16400,152,378,0.12662,0.20138
2003,Hesse,Upper Secondary Level,Comp. time,0.16253,128,230,0.11475,0.21032
2003,Hesse,Upper Secondary Level,Some of both,0.08265,70,230,0.04699,0.11831
2003,Hesse,Upper Secondary Level,Not compensated,0.03508,32,230,0.01125,0.05891
2003,Hesse,Second Stage of Tertiary Education,Comp. time,0.23454,70,144,0.16510,0.30399
2003,Hesse,Second Stage of Tertiary Education,Not compensated,0.16862,74,144,0.10725,0.22999
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.14426,109,206,0.09616,0.19236
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.06031,50,206,0.02772,0.09289
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Paid,0.06414,47,206,0.03060,0.09768
2003,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not compensated,0.15286,38,38,0.03691,0.26881
2003,Baden-Wuerttemberg,Lower Secondary Level,Comp. time,0.07412,36,36,-0.01267,0.16091
2003,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.17454,213,455,0.13962,0.20945
2003,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.08378,101,455,0.05830,0.10927
2003,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.06173,73,455,0.03959,0.08387
2003,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.03854,68,455,0.02083,0.05625
2003,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.24636,48,48,0.12317,0.36955
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.15062,62,209,0.10201,0.19922
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Some of both,0.08660,32,209,0.04838,0.12482
2003,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.19126,115,209,0.13781,0.24471
2003,Bavaria,Lower Secondary Level,Comp. time,0.13859,51,51,0.04282,0.23436
2003,Bavaria,Upper Secondary Level,Comp. time,0.22472,345,591,0.19104,0.25840
2003,Bavaria,Upper Secondary Level,Some of both,0.05712,117,591,0.03840,0.07585
2003,Bavaria,Upper Secondary Level,Paid,0.02914,53,591,0.01557,0.04271
2003,Bavaria,Upper Secondary Level,Not compensated,0.04335,76,591,0.02692,0.05978
2003,Bavaria,Post-secondary Non-tertiary Level,Comp. time,0.20126,35,35,0.06649,0.33603
2003,Bavaria,First Stage of Tertiary Education,Comp. time,0.20629,50,50,0.09299,0.31959
2003,Bavaria,Second Stage of Tertiary Education,Comp. time,0.19432,102,266,0.14668,0.24196
2003,Bavaria,Second Stage of Tertiary Education,Some of both,0.08175,46,266,0.04876,0.11473
2003,Bavaria,Second Stage of Tertiary Education,Not compensated,0.15758,118,266,0.11371,0.20145
2003,Berlin,Upper Secondary Level,Comp. time,0.15652,61,61,0.06458,0.24846
2003,Berlin,Second Stage of Tertiary Education,Comp. time,0.15971,45,80,0.07892,0.24049
2003,Berlin,Second Stage of Tertiary Education,Not compensated,0.12653,35,80,0.05322,0.19984
2003,Brandenburg,Upper Secondary Level,Comp. time,0.17593,85,85,0.09450,0.25736
2003,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.18625,55,55,0.08241,0.29009
2003,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.19067,57,57,0.08778,0.29355
2003,Saxony,Upper Secondary Level,Comp. time,0.19366,159,268,0.14626,0.24106
2003,Saxony,Upper Secondary Level,Some of both,0.08616,78,268,0.05250,0.11982
2003,Saxony,Upper Secondary Level,Paid,0.03737,31,268,0.01462,0.06012
2003,Saxony,First Stage of Tertiary Education,Comp. time,0.19399,33,33,0.05698,0.33100
2003,Saxony,Second Stage of Tertiary Education,Comp. time,0.20723,96,164,0.14501,0.26946
2003,Saxony,Second Stage of Tertiary Education,Not compensated,0.13274,68,164,0.08065,0.18483
2003,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.13007,62,95,0.06207,0.19807
2003,Saxony-Anhalt,Upper Secondary Level,Some of both,0.07618,33,95,0.02255,0.12981
2003,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.23904,52,52,0.12198,0.35609
2003,Thuringa,Upper Secondary Level,Comp. time,0.14617,97,178,0.09412,0.19821
2003,Thuringa,Upper Secondary Level,Some of both,0.08015,47,178,0.04014,0.12015
2003,Thuringa,Upper Secondary Level,Paid,0.05420,34,178,0.02085,0.08756
2003,Thuringa,Second Stage of Tertiary Education,Comp. time,0.25693,46,46,0.12926,0.38459
2004,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.09353,32,32,-0.00897,0.19602
2004,Lower Saxony,Upper Secondary Level,Comp. time,0.19745,182,356,0.15604,0.23886
2004,Lower Saxony,Upper Secondary Level,Some of both,0.07932,91,356,0.05121,0.10743
2004,Lower Saxony,Upper Secondary Level,Paid,0.04813,44,356,0.02587,0.07040
2004,Lower Saxony,Upper Secondary Level,Not compensated,0.03103,39,356,0.01299,0.04907
2004,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.21703,61,106,0.13818,0.29587
2004,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.13598,45,106,0.07042,0.20154
2004,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.13712,316,640,0.11045,0.16379
2004,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.05275,117,640,0.03542,0.07008
2004,North Rhine-Westphalia,Upper Secondary Level,Paid,0.05413,115,640,0.03659,0.07168
2004,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.03391,92,640,0.01988,0.04794
2004,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.24098,87,87,0.15059,0.33137
2004,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.18802,61,94,0.10860,0.26743
2004,North Rhine-Westphalia,First Stage of Tertiary Education,Some of both,0.09149,33,94,0.03289,0.15009
2004,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.16507,148,362,0.12677,0.20336
2004,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.06107,47,362,0.03637,0.08577
2004,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.16828,167,362,0.12969,0.20688
2004,Hesse,Upper Secondary Level,Comp. time,0.18813,130,217,0.13601,0.24025
2004,Hesse,Upper Secondary Level,Some of both,0.06505,53,217,0.03216,0.09794
2004,Hesse,Upper Secondary Level,Not compensated,0.04233,34,217,0.01548,0.06919
2004,Hesse,Second Stage of Tertiary Education,Comp. time,0.20649,59,142,0.13968,0.27331
2004,Hesse,Second Stage of Tertiary Education,Not compensated,0.22488,83,142,0.15597,0.29380
2004,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.15001,101,175,0.09695,0.20306
2004,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.04292,34,175,0.01281,0.07304
2004,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Paid,0.05040,40,175,0.01789,0.08291
2004,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not compensated,0.20861,40,40,0.08108,0.33613
2004,Baden-Wuerttemberg,Lower Secondary Level,Comp. time,0.07525,36,36,-0.01215,0.16264
2004,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.18497,215,420,0.14779,0.22215
2004,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.06502,87,420,0.04141,0.08863
2004,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.05209,60,420,0.03081,0.07337
2004,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.03127,58,420,0.01460,0.04794
2004,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Comp. time,0.23544,33,33,0.08844,0.38244
2004,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.29089,46,77,0.18878,0.39301
2004,Baden-Wuerttemberg,First Stage of Tertiary Education,Some of both,0.16627,31,77,0.08256,0.24997
2004,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.14049,62,182,0.08987,0.19112
2004,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.22073,120,182,0.16031,0.28115
2004,Bavaria,Lower Secondary Level,Comp. time,0.11073,45,45,0.01801,0.20344
2004,Bavaria,Upper Secondary Level,Comp. time,0.21000,320,574,0.17665,0.24335
2004,Bavaria,Upper Secondary Level,Some of both,0.05376,107,574,0.03530,0.07223
2004,Bavaria,Upper Secondary Level,Paid,0.03083,55,574,0.01668,0.04498
2004,Bavaria,Upper Secondary Level,Not compensated,0.05402,92,574,0.03551,0.07253
2004,Bavaria,Post-secondary Non-tertiary Level,Comp. time,0.22252,32,32,0.07610,0.36894
2004,Bavaria,First Stage of Tertiary Education,Comp. time,0.28099,57,57,0.16326,0.39871
2004,Bavaria,Second Stage of Tertiary Education,Comp. time,0.15070,94,255,0.10671,0.19470
2004,Bavaria,Second Stage of Tertiary Education,Some of both,0.06882,41,255,0.03769,0.09995
2004,Bavaria,Second Stage of Tertiary Education,Not compensated,0.15527,120,255,0.11073,0.19981
2004,Berlin,Upper Secondary Level,Comp. time,0.15142,55,55,0.05581,0.24703
2004,Berlin,Second Stage of Tertiary Education,Comp. time,0.19938,51,51,0.08864,0.31013
2004,Brandenburg,Upper Secondary Level,Comp. time,0.12951,66,97,0.06234,0.19667
2004,Brandenburg,Upper Secondary Level,Some of both,0.07116,31,97,0.01973,0.12259
2004,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.15527,51,51,0.05488,0.25566
2004,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.18840,49,49,0.07778,0.29902
2004,Saxony,Upper Secondary Level,Comp. time,0.16661,155,266,0.12174,0.21147
2004,Saxony,Upper Secondary Level,Some of both,0.09377,78,266,0.05867,0.12887
2004,Saxony,Upper Secondary Level,Paid,0.04212,33,266,0.01794,0.06631
2004,Saxony,Second Stage of Tertiary Education,Comp. time,0.19805,90,150,0.13405,0.26204
2004,Saxony,Second Stage of Tertiary Education,Not compensated,0.10226,60,150,0.05361,0.15091
2004,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.14315,69,108,0.07679,0.20951
2004,Saxony-Anhalt,Upper Secondary Level,Some of both,0.07707,39,108,0.02654,0.12761
2004,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.22317,57,97,0.13988,0.30646
2004,Saxony-Anhalt,Second Stage of Tertiary Education,Not compensated,0.12578,40,97,0.05945,0.19212
2004,Thuringa,Upper Secondary Level,Comp. time,0.13106,88,178,0.08134,0.18077
2004,Thuringa,Upper Secondary Level,Some of both,0.10052,59,178,0.05622,0.14482
2004,Thuringa,Upper Secondary Level,Paid,0.04731,31,178,0.01603,0.07859
2004,Thuringa,Second Stage of Tertiary Education,Comp. time,0.22972,42,79,0.13637,0.32308
2004,Thuringa,Second Stage of Tertiary Education,Not compensated,0.17239,37,79,0.08856,0.25621
2005,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.18285,52,52,0.07676,0.28894
2005,Lower Saxony,Upper Secondary Level,Comp. time,0.17465,154,284,0.13042,0.21889
2005,Lower Saxony,Upper Secondary Level,Some of both,0.08041,80,284,0.04873,0.11210
2005,Lower Saxony,Upper Secondary Level,Paid,0.06000,50,284,0.03233,0.08767
2005,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.18286,46,86,0.10068,0.26504
2005,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.10683,40,86,0.04116,0.17251
2005,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.13574,292,583,0.10791,0.16357
2005,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.06925,130,583,0.04862,0.08988
2005,North Rhine-Westphalia,Upper Secondary Level,Paid,0.04172,90,583,0.02547,0.05796
2005,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.03117,71,583,0.01705,0.04528
2005,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.26046,82,82,0.16488,0.35604
2005,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.14398,59,92,0.07185,0.21611
2005,North Rhine-Westphalia,First Stage of Tertiary Education,Some of both,0.09718,33,92,0.03632,0.15803
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.15604,142,334,0.11706,0.19501
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.07344,47,334,0.04542,0.10146
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.17459,145,334,0.13382,0.21536
2005,Hesse,Upper Secondary Level,Comp. time,0.19680,141,222,0.14438,0.24921
2005,Hesse,Upper Secondary Level,Some of both,0.08195,49,222,0.04578,0.11811
2005,Hesse,Upper Secondary Level,Not compensated,0.04985,32,222,0.02116,0.07854
2005,Hesse,Second Stage of Tertiary Education,Comp. time,0.21285,66,133,0.14302,0.28268
2005,Hesse,Second Stage of Tertiary Education,Not compensated,0.19493,67,133,0.12735,0.26251
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.13949,93,139,0.08168,0.19729
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.06381,46,139,0.02303,0.10459
2005,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not compensated,0.15600,31,31,0.02615,0.28584
2005,Baden-Wuerttemberg,Lower Secondary Level,Comp. time,0.07998,32,32,-0.01551,0.17547
2005,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.17723,204,409,0.14018,0.21429
2005,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.08781,89,409,0.06035,0.11527
2005,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.04501,57,409,0.02489,0.06513
2005,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.04014,59,409,0.02109,0.05919
2005,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Comp. time,0.25786,37,37,0.11496,0.40076
2005,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.31626,51,51,0.18736,0.44515
2005,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.18174,66,161,0.12199,0.24150
2005,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.19013,95,161,0.12933,0.25093
2005,Bavaria,Lower Secondary Level,Comp. time,0.11398,46,46,0.02113,0.20683
2005,Bavaria,Upper Secondary Level,Comp. time,0.21149,324,548,0.17727,0.24571
2005,Bavaria,Upper Secondary Level,Some of both,0.06732,108,548,0.04632,0.08832
2005,Bavaria,Upper Secondary Level,Paid,0.03268,53,548,0.01778,0.04758
2005,Bavaria,Upper Secondary Level,Not compensated,0.03901,63,548,0.02278,0.05524
2005,Bavaria,Post-secondary Non-tertiary Level,Comp. time,0.21979,32,32,0.07402,0.36557
2005,Bavaria,First Stage of Tertiary Education,Comp. time,0.30659,58,58,0.18689,0.42629
2005,Bavaria,Second Stage of Tertiary Education,Comp. time,0.17985,102,255,0.13261,0.22708
2005,Bavaria,Second Stage of Tertiary Education,Some of both,0.08735,47,255,0.05263,0.12208
2005,Bavaria,Second Stage of Tertiary Education,Not compensated,0.15832,106,255,0.11343,0.20321
2005,Berlin,Upper Secondary Level,Comp. time,0.17561,63,63,0.08090,0.27032
2005,Berlin,Second Stage of Tertiary Education,Comp. time,0.17477,46,46,0.06381,0.28573
2005,Brandenburg,Upper Secondary Level,Comp. time,0.15294,63,63,0.06334,0.24253
2005,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.16013,42,42,0.04787,0.27238
2005,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.16683,41,41,0.05129,0.28237
2005,Saxony,Upper Secondary Level,Comp. time,0.16983,136,214,0.11940,0.22025
2005,Saxony,Upper Secondary Level,Some of both,0.08660,78,214,0.04883,0.12437
2005,Saxony,First Stage of Tertiary Education,Comp. time,0.26137,35,35,0.11368,0.40907
2005,Saxony,Second Stage of Tertiary Education,Comp. time,0.17428,80,138,0.11076,0.23781
2005,Saxony,Second Stage of Tertiary Education,Not compensated,0.11798,58,138,0.06397,0.17200
2005,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.14355,67,67,0.05895,0.22814
2005,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.17412,49,85,0.09302,0.25521
2005,Saxony-Anhalt,Second Stage of Tertiary Education,Not compensated,0.11956,36,85,0.05017,0.18894
2005,Thuringa,Upper Secondary Level,Comp. time,0.12176,74,121,0.06325,0.18027
2005,Thuringa,Upper Secondary Level,Some of both,0.07386,47,121,0.02707,0.12066
2005,Thuringa,Second Stage of Tertiary Education,Comp. time,0.22555,42,74,0.12968,0.32143
2005,Thuringa,Second Stage of Tertiary Education,Not compensated,0.12225,32,74,0.04710,0.19739
2006,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.18690,62,62,0.08907,0.28473
2006,Lower Saxony,Upper Secondary Level,Comp. time,0.18378,180,300,0.13988,0.22769
2006,Lower Saxony,Upper Secondary Level,Some of both,0.06885,69,300,0.04015,0.09755
2006,Lower Saxony,Upper Secondary Level,Paid,0.05675,51,300,0.03052,0.08297
2006,Lower Saxony,First Stage of Tertiary Education,Comp. time,0.20055,33,33,0.06182,0.33929
2006,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.17376,54,101,0.09950,0.24803
2006,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.17226,47,101,0.09825,0.24628
2006,North Rhine-Westphalia,Lower Secondary Level,Comp. time,0.06276,39,39,-0.01436,0.13987
2006,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.15689,357,670,0.12933,0.18445
2006,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.06745,136,670,0.04845,0.08646
2006,North Rhine-Westphalia,Upper Secondary Level,Paid,0.05554,106,670,0.03819,0.07290
2006,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.02701,71,670,0.01472,0.03929
2006,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.28195,86,118,0.20042,0.36348
2006,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not compensated,0.07223,32,118,0.02532,0.11914
2006,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.18531,67,101,0.10915,0.26146
2006,North Rhine-Westphalia,First Stage of Tertiary Education,Not compensated,0.12069,34,101,0.05684,0.18455
2006,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.15144,137,364,0.11456,0.18831
2006,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.08760,63,364,0.05852,0.11669
2006,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.17658,164,364,0.13735,0.21581
2006,Hesse,Upper Secondary Level,Comp. time,0.19157,148,278,0.14522,0.23791
2006,Hesse,Upper Secondary Level,Some of both,0.06943,49,278,0.03950,0.09937
2006,Hesse,Upper Secondary Level,Paid,0.03956,33,278,0.01661,0.06252
2006,Hesse,Upper Secondary Level,Not compensated,0.07158,48,278,0.04122,0.10194
2006,Hesse,Second Stage of Tertiary Education,Comp. time,0.19477,64,156,0.13242,0.25711
2006,Hesse,Second Stage of Tertiary Education,Not compensated,0.22802,92,156,0.16197,0.29407
2006,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Comp. time,0.14940,102,186,0.09803,0.20077
2006,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Some of both,0.06644,43,186,0.03055,0.10232
2006,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Paid,0.06544,41,186,0.02980,0.10108
2006,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not compensated,0.24781,41,41,0.11401,0.38161
2006,Baden-Wuerttemberg,Upper Secondary Level,Comp. time,0.19718,242,464,0.16094,0.23342
2006,Baden-Wuerttemberg,Upper Secondary Level,Some of both,0.08364,102,464,0.05842,0.10885
2006,Baden-Wuerttemberg,Upper Secondary Level,Paid,0.05584,57,464,0.03493,0.07676
2006,Baden-Wuerttemberg,Upper Secondary Level,Not compensated,0.04432,63,464,0.02558,0.06307
2006,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Comp. time,0.31965,35,35,0.16289,0.47640
2006,Baden-Wuerttemberg,First Stage of Tertiary Education,Comp. time,0.26232,53,53,0.14276,0.38189
2006,Baden-Wuerttemberg,Second Stage of Tertiary Education,Comp. time,0.15665,73,232,0.10977,0.20352
2006,Baden-Wuerttemberg,Second Stage of Tertiary Education,Some of both,0.07538,42,232,0.04133,0.10942
2006,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not compensated,0.20203,117,232,0.15026,0.25381
2006,Bavaria,Lower Secondary Level,Comp. time,0.08660,34,34,-0.00936,0.18256
2006,Bavaria,Upper Secondary Level,Comp. time,0.22593,372,619,0.19295,0.25890
2006,Bavaria,Upper Secondary Level,Some of both,0.05353,109,619,0.03579,0.07128
2006,Bavaria,Upper Secondary Level,Paid,0.03374,63,619,0.01950,0.04797
2006,Bavaria,Upper Secondary Level,Not compensated,0.04520,75,619,0.02882,0.06158
2006,Bavaria,Post-secondary Non-tertiary Level,Comp. time,0.27344,47,47,0.14463,0.40225
2006,Bavaria,First Stage of Tertiary Education,Comp. time,0.26090,59,59,0.14789,0.37392
2006,Bavaria,Second Stage of Tertiary Education,Comp. time,0.17745,112,263,0.13119,0.22371
2006,Bavaria,Second Stage of Tertiary Education,Some of both,0.07135,37,263,0.04018,0.10252
2006,Bavaria,Second Stage of Tertiary Education,Not compensated,0.17003,114,263,0.12454,0.21552
2006,Berlin,Upper Secondary Level,Comp. time,0.13225,52,52,0.03928,0.22523
2006,Berlin,Second Stage of Tertiary Education,Comp. time,0.17691,47,84,0.09481,0.25900
2006,Berlin,Second Stage of Tertiary Education,Not compensated,0.12894,37,84,0.05684,0.20103
2006,Brandenburg,Upper Secondary Level,Comp. time,0.16128,75,110,0.09224,0.23033
2006,Brandenburg,Upper Secondary Level,Some of both,0.08149,35,110,0.03013,0.13285
2006,Brandenburg,Second Stage of Tertiary Education,Comp. time,0.15873,50,50,0.05641,0.26105
2006,Mecklenburg-Western Pomerania,Upper Secondary Level,Comp. time,0.16003,50,50,0.05737,0.26268
2006,Saxony,Upper Secondary Level,Comp. time,0.16453,155,255,0.11894,0.21013
2006,Saxony,Upper Secondary Level,Some of both,0.08188,67,255,0.04816,0.11560
2006,Saxony,Upper Secondary Level,Not compensated,0.02310,33,255,0.00463,0.04158
2006,Saxony,First Stage of Tertiary Education,Comp. time,0.25282,35,35,0.10673,0.39892
2006,Saxony,Second Stage of Tertiary Education,Comp. time,0.18036,86,145,0.11756,0.24316
2006,Saxony,Second Stage of Tertiary Education,Not compensated,0.12321,59,145,0.06952,0.17689
2006,Saxony-Anhalt,Upper Secondary Level,Comp. time,0.12777,68,104,0.06330,0.19225
2006,Saxony-Anhalt,Upper Secondary Level,Some of both,0.09418,36,104,0.03777,0.15058
2006,Saxony-Anhalt,Second Stage of Tertiary Education,Comp. time,0.15423,46,94,0.08083,0.22764
2006,Saxony-Anhalt,Second Stage of Tertiary Education,Not compensated,0.16113,48,94,0.08641,0.23585
2006,Thuringa,Upper Secondary Level,Comp. time,0.14801,93,149,0.09080,0.20522
2006,Thuringa,Upper Secondary Level,Some of both,0.10399,56,149,0.05481,0.15316
2006,Thuringa,Second Stage of Tertiary Education,Comp. time,0.23046,48,80,0.13759,0.32332
2006,Thuringa,Second Stage of Tertiary Education,Not compensated,0.14041,32,80,0.06380,0.21702
2007,Schleswig-Holstein,Upper Secondary Level,Comp. time,0.15461,51,51,0.05440,0.25483
2007,Lower Saxony,Upper Secondary Level,Comp. time,0.18544,170,329,0.14338,0.22750
2007,Lower Saxony,Upper Secondary Level,Some of both,0.08493,78,329,0.05476,0.11510
2007,Lower Saxony,Upper Secondary Level,Paid,0.04823,46,329,0.02505,0.07142
2007,Lower Saxony,Upper Secondary Level,Not compensated,0.03277,35,329,0.01350,0.05204
2007,Lower Saxony,Second Stage of Tertiary Education,Comp. time,0.19648,55,105,0.12012,0.27285
2007,Lower Saxony,Second Stage of Tertiary Education,Not compensated,0.18194,50,105,0.10779,0.25608
2007,North Rhine-Westphalia,Lower Secondary Level,Comp. time,0.07641,42,42,-0.00491,0.15773
2007,North Rhine-Westphalia,Upper Secondary Level,Comp. time,0.13517,291,585,0.10744,0.16290
2007,North Rhine-Westphalia,Upper Secondary Level,Some of both,0.06732,123,585,0.04700,0.08765
2007,North Rhine-Westphalia,Upper Secondary Level,Paid,0.05456,107,585,0.03614,0.07298
2007,North Rhine-Westphalia,Upper Secondary Level,Not compensated,0.02871,64,585,0.01517,0.04226
2007,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Comp. time,0.23738,73,73,0.13910,0.33566
2007,North Rhine-Westphalia,First Stage of Tertiary Education,Comp. time,0.19564,64,98,0.11670,0.27459
2007,North Rhine-Westphalia,First Stage of Tertiary Education,Not compensated,0.13953,34,98,0.07058,0.20849
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,Comp. time,0.18162,153,360,0.14174,0.22150
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,Some of both,0.10405,67,360,0.07246,0.13563
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,Not compensated,0.17885,140,360,0.13921,0.21849
